,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Canadian Jen's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bird Hotel,"Maynard, Joyce*",,,B0BHTPZBMX,457        pp,4.32,"6,556","May 02, 2023","May 02, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Joyce Maynard, you make my heart sing.Irene. Such tragedy to have struck. Such grief to endure. The only way out is to escape. And at La Llorona in CeJoyce Maynard, you make my heart sing.Irene. Such tragedy to have struck. Such grief to endure. The only way out is to escape. And at La Llorona in Central America, a rundown but beautiful hotel of 4 rooms, is where she is able to allow her troubled heart to heal.The writing: hypnotic and immersive.Characters: beautifully flawed and intensely likeable.The setting: vibrant with exotic birds, blooming flowers, a volcano across a lake and the richness of Mayan culture and traditions.This was a spectacular story that tickled all my senses.I only wish I could pack my bags right now.5⭐️⭐️⭐️⭐️⭐️Minor -I did notice a character name mixed up- a distractor. (H/E). The ending was a little too quick and neat. And why does it say only 288 pages on GR when it's more than 400? Hmm....more",Notes are private!,7,169,1,"May 23, 2023","May 27, 2023","Apr 14, 2023",,Kindle Edition,view (with text),/book/show/62357986-the-bird-hotel
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Those We Thought We Knew,"Joy, David*",0525536914,9780525536918,0525536914,400        pp,4.32,"1,998","Aug 01, 2023","Aug 01, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"North Carolina. Discrimination and racism deep seeded in many parts of this state. Generations upon generations. Breeding new haters. Done so subtletyNorth Carolina. Discrimination and racism deep seeded in many parts of this state. Generations upon generations. Breeding new haters. Done so subtlety you wouldn’t even notice it was there, unless you did. Small towns, small minds. People who you think you know are not who they are.Two heinous crimes committed in this community that divides it. Not the typical Black and white- but the grey. The quiet racists. The ones we wouldn't expect to be.There is no Joy in this one. This borders on the fringe of reality. Raw and real. Close enough to make you uncomfortable - whether it’s your own thoughts or the ones close around you. Racism hasn't gone away....it just sits quietly on the surface. Not as easy to detect. But when push comes to shove, that ugliness becomes apparent.4.25⭐️...more",Notes are private!,76,118,1,"Sep 04, 2023","Sep 10, 2023","Apr 11, 2023",,Hardcover,view (with text),/book/show/63249462-those-we-thought-we-knew
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wild, Beautiful, and Free","Scott, Sophfronia*",1542036070,9781542036078,B09Y5HYBV6,322        pp,4.31,"11,695","Mar 01, 2023","Mar 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Apr 09, 2023",,Kindle Edition,view,/book/show/67918813-wild-beautiful-and-free
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Winter Orphans,"Beck, Kristin*",0593101588,9780593101582,0593101588,416        pp,4.28,"1,831","Sep 13, 2022","Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Apr 07, 2023",,Paperback,view,/book/show/60097374-the-winter-orphans
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mistress of Rome        (The Empress of Rome, #1)","Quinn, Kate*",,,,470        pp,4.03,"24,502","Apr 06, 2010","Apr 06, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Apr 07, 2023",,Paperback,view,/book/show/6581303-mistress-of-rome
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homecoming,"Morton, Kate*",0063020890,9780063020894,0063020890,547        pp,4.08,"69,037","Apr 04, 2023","Apr 04, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A mystery. A crime. A community of questionable suspects. Welcome to a land down under.In 1959, a man comes upon a dead woman and her children that shA mystery. A crime. A community of questionable suspects. Welcome to a land down under.In 1959, a man comes upon a dead woman and her children that shakes a small town in southern Australia. In 2018, Jess gets a call to come home to Australia as her Grandmother is ailing.A series of mysteries enveloping 3 generations. A House with its many secrets whispering to be told. The stunning landscape of the vast lands, red earth, the peculiar animals, the array of fauna and flora. Themes of mother-daughter relationships, postpartum depression, infertility. I wasn’t sure about the structure of this. 2 timelines worked well but then a novel within made me a bit ambivalent. I did adjust- reluctantly. I can’t say I loved this about it BUT I did love this story.All with an Aussie vibe and at last, I’ve been Mortinized.4.5⭐️...more",Notes are private!,0,135,1,"Jul 03, 2023","Jul 10, 2023","Apr 05, 2023",,Hardcover,view (with text),/book/show/61683285-homecoming
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The River We Remember,"Krueger, William Kent*",1982179236,9781982179236,,432        pp,4.32,"46,341","Sep 05, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,0,not set,not set,"Apr 01, 2023",,ebook,view,/book/show/101024750-the-river-we-remember
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crow Mary,"Grissom, Kathleen*",1476748470,9781476748474,1476748470,348        pp,4.34,"7,397","Jun 06, 2023","Jun 06, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Holy Crow!Mary Crow is a Crow Indian. In 1872, she married a white man -a fur trader-a friend of the tribe. They travel north out of Montana to CypresHoly Crow!Mary Crow is a Crow Indian. In 1872, she married a white man -a fur trader-a friend of the tribe. They travel north out of Montana to Cypress Hills, Saskatchewan, to establish a new trading post. Outside of these walls, a massacre takes place. The yellow eyed drunks violently kill a tribe of Nakoda Indians and kidnap 5 women to rape. Mary Crow puts her own life at risk to save them. Taking them to justice has its own challenges in the biased court system. It does leave a stain of a trail on their lives.Themes of alcoholism, residential schools, the conflict between natives and whites; the conflict within a mixed marriage.I have respect for these native stories and their spirituality, how they treat their animals, their land, their elders, and the rich cultures and traditions they embrace.Grissom writes a tribute to the very brave & real, Mary Crow. She worked with the Crow to ensure the historical pieces of the story were accurately told. 4.25⭐️Fun fact: Grissom was born and raised in Saskatchewan, CAN, eventually settling in Virginia....more",Notes are private!,4,140,1,"Jul 17, 2023","Jul 22, 2023","Mar 26, 2023",,Hardcover,view (with text),/book/show/62918680-crow-mary
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tom Lake,"Patchett, Ann",006332752X,9780063327528,006332752X,309        pp,4.04,"241,155","Aug 01, 2023","Aug 01, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ah, Patchett. This story is the cherry on top. And in centre. And even at the bottom. The Sweet ones - not the tart.Three curious daughters longing toAh, Patchett. This story is the cherry on top. And in centre. And even at the bottom. The Sweet ones - not the tart.Three curious daughters longing to know of their mom’s past involving a famously handsome actor. On a cherry orchard. During the summer. During Covid.Patchett’s story telling is rich and reflective; layered with memories, sisters, family; the complexity of relationships and life decisions. As a mother myself, is anything more pure than having your children’s adoration for wanting to know of your past? A family fortunate to be able to huddle together during an isolating time.And so My girl crush continues on you, Patchett ...more",Notes are private!,4,220,1,"Aug 28, 2023",Sep 2023,"Mar 25, 2023",,Hardcover,view (with text),/book/show/63241104-tom-lake
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Code Name Hélène,"Lawhon, Ariel*",,9780593169247,,18        pp,4.42,"44,243","Mar 31, 2020","Mar 31, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 25, 2023",,Audiobook,view,/book/show/51008022-code-name-h-l-ne
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Girl Called Samson,"Harmon, Amy*",1542039738,9781542039734,B0BBY6R1KT,405        pp,4.51,"37,876","Apr 01, 2023","Apr 01, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Harmon is harmony for my heart. She has penned and developed a character who is strong minded and tenacious. Indentured to a family at the age of 10 wHarmon is harmony for my heart. She has penned and developed a character who is strong minded and tenacious. Indentured to a family at the age of 10 when her father left, Deborah (Robbie)grew up with a family of boys. A girl, who in 1776, wants to fight for the cause - for the Revolution. She can after all run, shoot, cook, barber just as fine as any male can- maybe even better. She can also read, write and quote scriptures with a passion. But, the times prevent her from enlisting. It’s sheer determination and desire that propel her to a place in the war. A place where it is more difficult and hazardous to hide what’s known to be true.Themes abound. The sobering of soldiering a war not fully supported. The disheartening truths of war. The factors of weather, hunger, poverty, heartache and grief that comes from insurmountable losses-all for a war on the verge of mutiny. Loyalty, friendship and love layered into this story.Fascinating enough, Harmon discovered this rebel of a woman existed although little was published about her. You have done her justice, Harmon. She’s a magnificent character and woman who many readers will come to cherish.Another 5⭐️ for this author who has quickly become my go to favourite for HF. ...more",Notes are private!,12,153,1,"Aug 09, 2023","Aug 12, 2023","Mar 23, 2023",,Kindle Edition,view (with text),/book/show/58769584-a-girl-called-samson
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,2023 on Goodreads,Various,,,,unknown,4.12,"1,420",2023,2023,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2023 was another outstanding reading year. I have the GR community to thank for this as many stories would have been missed otherwise. My reading sele2023 was another outstanding reading year. I have the GR community to thank for this as many stories would have been missed otherwise. My reading selections and experiences have become much more expansive. So, I bow to you, my GR friends, for hooking me up. THANK YOU.Drum roll please....My most favourite 5⭐️ reads this year ...more",Notes are private!,91,166,1,"Dec 04, 2023","Dec 19, 2023","Mar 23, 2023",,,view (with text),/book/show/62316199-2023-on-goodreads
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Goodnight From Paris,"Healey, Jane*",1662505302,9781662505300,B0B4VSVGZW,405        pp,4.38,"2,375","Mar 07, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Mar 22, 2023",,Kindle Edition,view,/book/show/61342803-goodnight-from-paris
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Daughters of Ukraine,"Litteken, Erin*",,,B0B2VZ2X6F,422        pp,4.53,"2,196","Apr 24, 2023","Apr 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Mar 21, 2023",,Kindle Edition,view,/book/show/61246307-the-lost-daughters-of-ukraine
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Golden Doves,"Kelly, Martha Hall*",0385697015,9780385697019,0385697015,704        pp,4.19,"12,473","Apr 18, 2023","May 16, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Anything in France I adore, having travelled there last year. I love when I can relate to a story with the mention of monumental markers: the Eiffel TAnything in France I adore, having travelled there last year. I love when I can relate to a story with the mention of monumental markers: the Eiffel Tower, the arc du triomphe, the cobblestone roads. Ah, give me a croissant avec a cafe au lait, and I’m there.The Golden Doves are 2 women who were part of the resistance in France against Hitler. Josie & Arlette. How they were recruited, how they were captured and sent to Ravensbruck, and how they survived the after when so many did not. 8 years later the 2 are on searches. One on the hunt for a notorious doctor who did unspeakable procedures on women at Ravensbruck; the other, for her missing son abducted there.The story is clearly structured with some back and forth timelines that worked well. The characters physically and emotionally scarred from their past.But it’s more than a survivor story. It's a game of cat and mouse. MHK’s research reveals these rat lines where Nazis were able to escape to other countries with the aid of various organizations. Overall, there were a few moments of implausibility. However, MHK has written another well researched fictional account I found compelling.4⭐️...more",Notes are private!,2,123,1,"Jun 09, 2023","Jun 14, 2023","Mar 21, 2023",,Paperback,view (with text),/book/show/61714636-the-golden-doves
