,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jolynn's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Far Pavilions,"Kaye, M.M.",031215125X,9780312151256,B004Y6MW0M,958        pp,4.20,"44,003","Aug 01, 1978","Jan 15, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m truly at a loss for words. Although parts of this were unnecessary or too long, it still stands as one of the greatest epic novels. Full of adventI’m truly at a loss for words. Although parts of this were unnecessary or too long, it still stands as one of the greatest epic novels. Full of adventure, romance, action, and tragedy, this was totally worth reading. What an ending!!!!! ...more",Notes are private!,0,2,1,"Jun 13, 2022","Aug 12, 2022","May 22, 2022",,Paperback,view (with text),/book/show/10222.The_Far_Pavilions
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Of Mice and Men,"Steinbeck, John",0140177396,9780140177398,0140177396,107        pp,3.88,"2,546,610","Feb 25, 1937","Sep 01, 1993",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"May 22, 2022","May 23, 2022","May 22, 2022",,Mass Market Paperback,view,/book/show/50244003-of-mice-and-men
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Normal People,"Rooney, Sally*",1984822187,9781984822185,1984822187,305        pp,3.81,"1,385,338","Aug 28, 2018","Feb 18, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"May 12, 2022","May 22, 2022","May 12, 2022",,Paperback,view,/book/show/49833634-normal-people
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stolen Focus: Why You Can't Pay Attention - And How to Think Deeply Again,"Hari, Johann",,,B09FYHKYFJ,11        pp,4.24,"50,047","Jan 06, 2022","Jan 25, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"May 14, 2022","Jun 06, 2022","May 10, 2022",,Audible Audio,view,/book/show/60314371-stolen-focus
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bewilderment,"Powers, Richard",1039000703,9781039000704,1039000703,288        pp,3.92,"59,180","Sep 21, 2021","Sep 21, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Apr 29, 2022","May 04, 2022","Apr 29, 2022",,Hardcover,view,/book/show/57342765-bewilderment
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Build Your House Around My Body,"Kupersmith, Violet*",0812993322,9780812993325,0812993322,400        pp,3.82,"7,904","Jul 06, 2021","Jul 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 27, 2022",,Hardcover,view,/book/show/55656269-build-your-house-around-my-body
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Post-Traumatic,"Johnson, Chantal V.*",0316264237,9780316264235,0316264237,320        pp,3.76,"4,042","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2022",,Hardcover,view,/book/show/58684299-post-traumatic
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Strange Paradise,"El Akkad, Omar*",0525657908,9780525657903,0525657908,256        pp,4.05,"13,889","Jul 20, 2021","Jul 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2022",,Hardcover,view,/book/show/53773242-what-strange-paradise
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Killing Commendatore,"Murakami, Haruki",052552004X,9780525520047,052552004X,681        pp,3.91,"58,878","Feb 24, 2017","Oct 09, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 25, 2022",,Hardcover,view,/book/show/38820047-killing-commendatore
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Luminaries,"Catton, Eleanor",0316074314,9780316074315,0316074314,848        pp,3.74,"80,395","Aug 24, 2013","Oct 15, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 23, 2022",,Hardcover,view,/book/show/17333230-the-luminaries
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Burning Questions: Essays and Occasional Pieces, 2004-2021","Atwood, Margaret*",0771096402,9780771096402,0771096402,496        pp,4.07,"2,182","Mar 01, 2022","Mar 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2022",,Hardcover,view,/book/show/58276900-burning-questions
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Skywriting by Word of Mouth,"Lennon, John",0330297198,9780330297196,0330297198,200        pp,3.70,947,"Jan 01, 1986",1986,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wow…what a journey this one is. I picked this up at a thrift store the other day and had no idea the adventure it would take me on. For most people, tWow…what a journey this one is. I picked this up at a thrift store the other day and had no idea the adventure it would take me on. For most people, this would probably be a DNF…it’s full of wild stories with ZERO plot. But, his wit and creativity are unmatched, and these stories give us a small glimpse inside the mind of a genius. The opening biographical chapter, “The Ballad of John and Yoko” is a reflection on his years with The Beatles, Yoko, and the aftermath of Beatlemania. That chapter alone is enough to give this a 4 star rating. He ends the chapter with these words of wisdom:“All roads lead to Rome. I opened a shop; the public bought the goods at fair market value. No big deal. And as for show biz, it was never my life. I often wish, knowing it’s futile, that Yoko and I weren’t famous and we could have a really private life. But it’s spilt milk, or rather blood, and I try not to have regrets and don’t intend to waste energy and time in an effort to become anonymous. That’s as dumb as becoming famous in the first place.”Truly a treat to escape into these crazy pages during a stressful semester. What a legend....more",Notes are private!,0,4,1,"Mar 02, 2022","Mar 06, 2022","Mar 02, 2022",,Hardcover,view (with text),/book/show/9537300-skywriting-by-word-of-mouth
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prince of Tides,"Conroy, Pat",0553381547,9780553381542,0553381547,679        pp,4.25,"208,535",1986,"Oct 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 24, 2022",,Paperback,view,/book/show/16735.The_Prince_of_Tides
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Notes from the Burning Age,"North, Claire",0316498858,9780316498852,B08MZV3TMJ,401        pp,3.74,"2,485","Jul 20, 2021","Jul 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 19, 2022",,Kindle Edition,view,/book/show/56932146-notes-from-the-burning-age
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Heart Principle        (The Kiss Quotient, #3)","Hoang, Helen*",0451490843,9780451490841,0451490843,339        pp,3.95,"113,659","Aug 31, 2021","Aug 31, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 19, 2022",,Paperback,view,/book/show/50056075-the-heart-principle
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Very Nice Girl,"Crimp, Imogen",1250792770,9781250792778,1250792770,336        pp,3.38,"7,447","Feb 08, 2022","Feb 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2022",,Hardcover,view,/book/show/57771192-a-very-nice-girl
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Year of Rest and Relaxation,"Moshfegh, Ottessa",0525522131,9780525522133,0525522131,289        pp,3.64,"394,892","Jul 10, 2018","Jun 25, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2022",,Paperback,view,/book/show/44279110-my-year-of-rest-and-relaxation
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Trails: An Exploration,"Moor, Robert",1476739218,9781476739212,1476739218,352        pp,3.97,"7,694","Jul 12, 2016","Jul 12, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2022",,Hardcover,view,/book/show/27276431-on-trails
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vladimir,"Jonas, Julia May*",1982187638,9781982187637,1982187638,238        pp,3.45,"32,015","Feb 01, 2022","Feb 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2022",,Hardcover,view,/book/show/57846324-vladimir
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Giving a Damn,"Williams, Patricia J.",000840450X,9780008404505,000840450X,144        pp,4.12,48,unknown,"Jun 08, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2022",,Hardcover,view,/book/show/55506331-giving-a-damn
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Modern Rain Garden: Scrape, Shape, and Plant","Albanese, Michael",,,B08NTTC37K,71        pp,1.00,2,unknown,"Nov 17, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2022",,Kindle Edition,view,/book/show/56151158-the-modern-rain-garden
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"How to Love Your Neighbor        (Jansen Brothers, #2)","Sullivan, Sophie*",1250624185,9781250624185,1250624185,352        pp,3.36,"11,795","Jan 18, 2022","Jan 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2022",,Paperback,view,/book/show/57693505-how-to-love-your-neighbor
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Department of Rare Books and Special Collections,"Jurczyk, Eva*",1728238595,9781728238593,1728238595,336        pp,3.23,"10,231","Jan 25, 2022","Jan 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2022",,Paperback,view,/book/show/56969667-the-department-of-rare-books-and-special-collections
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Child of God,"McCarthy, Cormac",0679728740,9780679728740,0679728740,197        pp,3.84,"45,955","Jan 01, 1973","Jun 29, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2022",,Paperback,view,/book/show/293625.Child_of_God
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The People in the Trees,"Yanagihara, Hanya*",0385536771,9780385536776,0385536771,369        pp,3.74,"37,982","Aug 13, 2013","Aug 13, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2022",,Hardcover,view,/book/show/16126596-the-people-in-the-trees
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Country of Origin,"Azim, Dalia",1646051521,9781646051526,1646051521,320        pp,3.77,238,"Mar 15, 2022","Mar 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2022",,Paperback,view,/book/show/58265119-country-of-origin
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Be Here to Love Me at the End of the World,"Fletcher, Sasha*",161219947X,9781612199474,161219947X,272        pp,3.70,659,2022,"Feb 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2022",,Paperback,view,/book/show/57997879-be-here-to-love-me-at-the-end-of-the-world
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dream Wheels,"Wagamese, Richard",0312359268,9780312359263,0312359268,416        pp,4.17,748,2006,"Aug 22, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2022",,Hardcover,view,/book/show/590562.Dream_Wheels
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ragged Company,"Wagamese, Richard",,,,378        pp,4.36,"5,530","Aug 12, 2008",2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/55250580-ragged-company
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Business of Flipping Homes: Short-Term Real Estate Investing for Long-Term Wealth,"Bronchick, William",1942952775,9781942952770,1942952775,291        pp,4.24,38,"Feb 07, 2017","Feb 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/29502431-the-business-of-flipping-homes
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fiona and Jane,"Ho, Jean Chen*",0593296044,9780593296042,0593296044,288        pp,3.31,"14,979","Jan 04, 2022","Jan 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2022",,Hardcover,view,/book/show/57238523-fiona-and-jane
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wonderworks: The 25 Most Powerful Inventions in the History of Literature,"Fletcher, Angus*",1982135972,9781982135973,1982135972,464        pp,4.04,661,"Mar 09, 2021","Mar 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2022",,Hardcover,view,/book/show/54304160-wonderworks
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lathe of Heaven,"Le Guin, Ursula K.",1416556966,9781416556961,1416556966,184        pp,4.12,"73,970",May 1971,"Apr 15, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2022",,Paperback,view,/book/show/2930299-the-lathe-of-heaven
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,East of Eden,"Steinbeck, John",0142000655,9780142000656,0142000655,601        pp,4.41,"538,877",1952,2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2022",,Paperback,view,/book/show/4406.East_of_Eden
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Saints of Swallow Hill,"Everhart, Donna*",1496733320,9781496733320,1496733320,372        pp,4.13,"28,070","Jan 25, 2022","Jan 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2022",,Paperback,view,/book/show/57973844-the-saints-of-swallow-hill
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Age of Innocence,"Wharton, Edith",159308143X,9781593081430,159308143X,293        pp,3.97,"174,475",Oct 1920,"Aug 26, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2022",,Paperback,view,/book/show/53835.The_Age_of_Innocence
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yonder,"Asim, Jabari*",198216316X,9781982163167,198216316X,272        pp,4.19,"2,027","Jan 11, 2022","Jan 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2021",,Hardcover,view,/book/show/58070060-yonder
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nothing to See Here,"Wilson, Kevin*",0062913484,9780062913487,,288        pp,3.96,"183,985","Oct 29, 2019","Oct 29, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 31, 2022","Sep 03, 2022","Dec 29, 2021",,ebook,view,/book/show/42519313-nothing-to-see-here
