,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Fernando's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Deserto dos Tártaros,"Buzzati, Dino",9895642121,9789895642120,,232        pp,4.20,"31,011",1940,"Aug 30, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Feb 02, 2024","Feb 03, 2024","Jul 18, 2022",,Paperback,view,/book/show/57983303-o-deserto-dos-t-rtaros
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Campo de Lava        (Children's House, #4)","Sigurdardottir, Yrsa",,9789897227035,,416        pp,3.89,"3,776",2017,"Aug 04, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 31, 2022","Jan 02, 2023","Jul 15, 2022",,Capa mole,view,/book/show/61434215-campo-de-lava
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Casa,"Robinson, Marilynne",9897832246,9789897832246,9897832246,320        pp,4.04,"27,637","Sep 02, 2008",Jul 2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jul 27, 2022","Jul 30, 2022","Jul 11, 2022",,Paperback,view,/book/show/61455566-casa
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Purga,"Oksanen, Sofi*",9896721130,9789896721138,9896721130,331        pp,3.91,"18,234",2008,2011,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,"Jul 16, 2022","Jul 19, 2022","Jul 09, 2022",,Paperback,view,/book/show/18039237-a-purga
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mr. Loverman,"Evaristo, Bernardine",989623521X,9789896235215,B0CCSWHC9K,325        pp,4.21,"12,928","Aug 29, 2013","Jun 27, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Depois de meia dúzia de páginas lidas, já sabia que iria gostar do livro. Previsão que se veio a confirmar.",Notes are private!,0,4,1,"Jul 02, 2022","Jul 04, 2022","Jun 28, 2022",,Kindle Edition,view (with text),/book/show/61337272-mr-loverman
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Independência,"Cercas, Javier",,9789720035127,,328        pp,3.82,"2,961",Mar 2021,unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Quem leu e gostou de “Terra Alta”, não vai querer perder a oportunidade de ler este thriller de cariz político.",Notes are private!,0,5,1,"Jun 26, 2022","Jun 28, 2022","Jun 26, 2022",,Capa mole,view (with text),/book/show/61027136-independ-ncia
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Confraria do Vinho,"Fante, John",9726957230,9789726957232,9726957230,220        pp,4.16,"5,695",1977,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 25, 2022",,Paperback,view,/book/show/11432141-a-confraria-do-vinho
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Trama,"Korelitz, Jean Hanff*",,9789722369343,,344        pp,3.82,"113,968","May 11, 2021","Jun 15, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,2,"Jul 19, 2022not set","Jul 23, 2022not set","Jun 23, 2022",,Paperback,view,/book/show/61165125-a-trama
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lições de Química,"Garmus, Bonnie*",9892354400,9789892354408,9892354400,464        pp,4.30,"1,230,397","Mar 31, 2022","Jun 01, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Deliciosa leitura.,Notes are private!,0,12,1,"Jun 23, 2022","Jun 26, 2022","Jun 16, 2022",,Paperback,view (with text),/book/show/61159685-li-es-de-qu-mica
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tempo de Clemência,"Grisham, John*",,,,unknown,4.29,"86,669","Oct 13, 2020","Nov 04, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jun 13, 2022","Jun 18, 2022","Jun 13, 2022",,,view,/book/show/59426067-tempo-de-clem-ncia
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Oh, William","Strout, Elizabeth*",9897843051,9789897843051,9897843051,224        pp,3.86,"80,118","Oct 19, 2021",Jun 2022,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Nov 26, 2022","Nov 27, 2022","Jun 06, 2022",,Paperback,view,/book/show/61238237-oh-william
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Último Vale Verde,"Sullivan, Mark T.*",9899096334,9789899096349,B0C8GSN94D,476        pp,4.49,"58,038","May 04, 2021","Apr 21, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Até ao momento, o melhor livro lido em 2022.",Notes are private!,0,7,1,"Jun 18, 2022","Jun 23, 2022","Jun 06, 2022",,Paperback,view (with text),/book/show/60635432-o-ltimo-vale-verde
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Caso Alaska Sanders,"Dicker, Joël",9897846522,9789897846526,9897846522,712        pp,4.29,"30,212","Jun 27, 2022","Jun 27, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"De todos os livros de Jöel Dicker, e já os li todos, este é porventura o melhor.",Notes are private!,0,11,1,"Jul 04, 2022","Jul 09, 2022","May 26, 2022",,Capa mole,view (with text),/book/show/61169002-o-caso-alaska-sanders
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Manual para mulheres de limpeza,"Berlin, Lucia",989665428X,9789896654283,B07D1DXHMJ,522        pp,4.20,"30,700",Apr 2015,"May 15, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,10,1,"May 30, 2022","Jun 03, 2022","May 25, 2022",,Kindle Edition,view,/book/show/40492980-manual-para-mulheres-de-limpeza
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Gigante Enterrado,"Ishiguro, Kazuo*",9896166412,9789896166410,9896166412,412        pp,3.57,"105,198","Mar 03, 2015","Apr 22, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jun 06, 2022","Jun 08, 2022","May 24, 2022",,Paperback,view,/book/show/25326959-o-gigante-enterrado
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Discípulo        (Sebastian Bergman #2),"Hjorth, Michael",9896650667,9789896650667,9896650667,672        pp,4.16,"8,246",Aug 2011,"Mar 16, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 21, 2022","Aug 26, 2022","May 19, 2022",,Paperback,view,/book/show/18580125-o-disc-pulo
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Absolvição,"Sigurdardottir, Yrsa",,,,unknown,3.92,"5,621",2016,"Jul 08, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 17, 2022",,,view,/book/show/58383373-a-absolvi-o
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Fim é o Princípio,"Whitaker, Chris*",,9789722543248,,400        pp,4.16,"100,773","Mar 26, 2020","Jun 02, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jun 09, 2022","Jun 12, 2022","May 13, 2022",,Paperback,view,/book/show/61067070-o-fim-o-princ-pio
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"E Agora, Zé Ninguém?","Fallada, Hans",9722044982,9789722044981,9722044982,408        pp,4.01,"5,528",1932,2011,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"May 12, 2022","May 14, 2022","May 12, 2022",,Paperback,view,/book/show/18484706-e-agora-z-ningu-m
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Bastarda de Istambul,"Shafak, Elif*",9898752378,9789898752376,9898752378,369        pp,3.87,"54,437",Mar 2006,Jan 2015,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"May 10, 2022","May 12, 2022","May 10, 2022",,Paperback,view,/book/show/24380988-a-bastarda-de-istambul
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Frozen Heart,"Grandes, Almudena",0753823136,9780753823132,0753823136,800        pp,4.32,"5,255",2007,"Apr 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 08, 2022",,Paperback,view,/book/show/9682371-the-frozen-heart
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Velocidade da Luz,"Cercas, Javier",9724145387,,,208        pp,3.98,"2,307",2005,Feb 2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 08, 2022",,Paperback,view,/book/show/22452813-a-velocidade-da-luz
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,As Musas,"Michaelides, Alex*",6555872454,9786555872453,6555872454,350        pp,3.63,"332,128","Jun 03, 2021","Sep 06, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"May 08, 2022","May 09, 2022","May 08, 2022",,Paperback,view,/book/show/58370720-as-musas
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sonhos de Bunker Hill        (The Saga of Arturo Bandini, #4)","Fante, John",9897842055,9789897842054,9897842055,178        pp,4.08,"5,312",1982,"Apr 18, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"May 06, 2022","May 06, 2022","May 06, 2022",,Paperback,view,/book/show/60768710-sonhos-de-bunker-hill
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Sonho de Sooley,"Grisham, John*",972254263X,9789722542630,972254263X,368        pp,4.13,"60,964","Apr 27, 2021","Jan 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"May 27, 2022","May 30, 2022","May 05, 2022",,Paperback,view,/book/show/60863532-o-sonho-de-sooley
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Colibri,"Veronesi, Sandro",,9789897227875,,328        pp,3.85,"12,666","Oct 24, 2019",Mar 2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Jul 23, 2022","Jul 26, 2022","May 02, 2022",,Paperback,view,/book/show/60781536-o-colibri
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Mapa e o Território,"Houellebecq, Michel",9896721106,9789896721107,9896721106,377        pp,3.95,"21,680","Sep 03, 2010",Oct 2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 26, 2022",,Paperback,view,/book/show/13130007-o-mapa-e-o-territ-rio
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"O sanatório        (Detetive Elin Warner, #1)","Pearse, Sarah*",6555605529,9786555605525,6555605529,480        pp,3.37,"171,216",2020,"Jan 21, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"May 15, 2022","May 17, 2022","Apr 26, 2022",,Paperback,view,/book/show/59830938-o-sanat-rio
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"O Homem que Morreu Duas Vezes        (Thursday Murder Club, #2)","Osman, Richard",9897775498,9789897775499,9897775498,384        pp,4.38,"222,326","Sep 16, 2021","Mar 22, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,"Apr 23, 2022","Apr 26, 2022","Apr 23, 2022",,Paperback,view,/book/show/60573689-o-homem-que-morreu-duas-vezes
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Curador,"Craven, M. W.*",9895649444,9789895649440,9895649444,400        pp,4.39,"8,727","Jun 04, 2020","Feb 21, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 10, 2022","Jul 13, 2022","Apr 20, 2022",,Paperback,view,/book/show/60380785-o-curador
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Am Not Your Perfect Mexican Daughter,"Sánchez, Erika L.",1524700487,9781524700485,1524700487,344        pp,4.02,"68,873","Oct 17, 2017","Oct 17, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 17, 2022",,Hardcover,view,/book/show/29010395-i-am-not-your-perfect-mexican-daughter
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mulheres,"Bukowski, Charles",9897840605,9789897840609,9897840605,384        pp,3.82,"78,414",1978,Jun 2020,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,9,2,"Apr 16, 2022not set","Apr 16, 2022not set","Apr 16, 2022",,Paperback,view,/book/show/53903988-mulheres
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tomb of Sand,"Shree, Geetanjali",1911284614,9781911284611,1911284614,739        pp,3.70,"3,021",2018,"Jan 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 10, 2022",,Paperback,view,/book/show/59148400-tomb-of-sand
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elena Knows,"Piñeiro, Claudia",1999368495,9781999368494,,175        pp,4.08,"16,562",2007,"Jul 13, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 10, 2022",,ebook,view,/book/show/55905075-elena-knows
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heaven,"Kawakami, Mieko",,,,167        pp,3.81,"53,398","Sep 02, 2009","May 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 10, 2022",,Paperback,view,/book/show/60380691-heaven
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A New Name: Septology VI-VII,"Fosse, Jon",1913097722,9781913097721,1913097722,228        pp,4.49,"1,207",2021,"Sep 08, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 10, 2022",,Paperback,view,/book/show/58382687-a-new-name
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Books of Jacob,"Tokarczuk, Olga",1910695599,9781910695593,1910695599,920        pp,4.03,"7,915","Oct 23, 2014","Nov 15, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 10, 2022",,Paperback,view,/book/show/41724950-the-books-of-jacob
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sonhos de Bunker Hill,"Fante, John",8525412600,9788525412607,8525412600,168        pp,4.08,"5,312",1982,2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2022",,Paperback,view,/book/show/3223162-sonhos-de-bunker-hill
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Monte dos Vendavais,"Brontë, Emily",9722342479,9789722342476,9722342479,315        pp,3.89,"1,805,393",Dec 1847,Oct 2009,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Apr 06, 2022","Apr 10, 2022","Apr 01, 2022",,Paperback,view,/book/show/7278613-o-monte-dos-vendavais
