,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Travis's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other Black Girl,"Harris, Zakiya Dalila*",1982160136,9781982160135,1982160136,357        pp,3.37,"76,896","Jun 01, 2021","Jun 01, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This novel is a slow burn, but it kept me interested and guessing from beginning to end. And with the denouement, this author shows that she is not afThis novel is a slow burn, but it kept me interested and guessing from beginning to end. And with the denouement, this author shows that she is not afraid to make hard choices that may disappoint some readers, and I admire the boldness of the narrative decisions made here....more",Notes are private!,0,0,1,not set,"Jun 21, 2021","Jun 21, 2021",,Hardcover,view (with text),/book/show/55711688-the-other-black-girl
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Helgoland: Making Sense of the Quantum Revolution,"Rovelli, Carlo",0593328884,9780593328880,0593328884,256        pp,4.09,"7,781",Sep 2020,"May 25, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As usual, Carlo Rovelli proves himself to be a master of science writing. While his relational interpretation of quantum theory is a challenge to the As usual, Carlo Rovelli proves himself to be a master of science writing. While his relational interpretation of quantum theory is a challenge to the prevailing ontologies of science and metaphysics, it is beautiful in its simplicity and also helps make some degree of sense of the paradoxes that abound in quantum theory....more",Notes are private!,0,0,1,not set,"Jun 16, 2021","Jun 16, 2021",,Hardcover,view (with text),/book/show/55801224-helgoland
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Project Hail Mary,"Weir, Andy*",0593135202,9780593135204,0593135202,476        pp,4.51,"565,517","May 04, 2021","May 04, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Packed with hard science and interstellar adventure, Project Hail Mary delivers in the same way that Andy Weir’s earlier novel, The Martian, did. I lePacked with hard science and interstellar adventure, Project Hail Mary delivers in the same way that Andy Weir’s earlier novel, The Martian, did. I learned a lot of hard science and was wonderfully entertained the entire time....more",Notes are private!,0,1,1,not set,"Jun 15, 2021","Jun 15, 2021",,Hardcover,view (with text),/book/show/54493401-project-hail-mary
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Exit Strategy        (The Murderbot Diaries, #4)","Wells, Martha*",1250191858,9781250191854,1250191858,172        pp,4.39,"99,347","Oct 02, 2018","Oct 02, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 08, 2021","Jun 08, 2021",,Hardcover,view,/book/show/37534905-exit-strategy
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rogue Protocol        (The Murderbot Diaries, #3)","Wells, Martha*",1250191785,9781250191786,1250191785,159        pp,4.26,"111,656","Aug 07, 2018","Aug 07, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 07, 2021","Jun 07, 2021",,Hardcover,view,/book/show/35519101-rogue-protocol
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Artificial Condition        (The Murderbot Diaries, #2)","Wells, Martha*",,,,158        pp,4.27,"139,162","May 08, 2018","May 08, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 05, 2021","Jun 05, 2021",,Hardcover,view,/book/show/36223860-artificial-condition
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Plot,"Korelitz, Jean Hanff*",125079076X,9781250790767,125079076X,320        pp,3.82,"113,959","May 11, 2021","May 11, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wow! This novel really delivers. Now, many (possibly even most) readers will suss out the identify of the antagonist, Talented Tom, fairly quickly. BuWow! This novel really delivers. Now, many (possibly even most) readers will suss out the identify of the antagonist, Talented Tom, fairly quickly. But that only makes the novel more enjoyable, ratchets up the tension all the more, and makes the resolution that much sweeter. While many readers may not like the ending because the author makes a bold choice, I loved it. This is the best thriller I’ve read in quite some time....more",Notes are private!,0,0,1,not set,"Jun 03, 2021","Jun 03, 2021",,Hardcover,view (with text),/book/show/55315487-the-plot
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Network Effect        (The Murderbot Diaries, #5)","Wells, Martha*",1250229863,9781250229861,1250229863,350        pp,4.48,"83,322","May 05, 2020","May 05, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This is such a fun and even thoughtful science fiction series. I love Murderbot!,Notes are private!,0,1,1,not set,"May 31, 2021","May 31, 2021",,Hardcover,view (with text),/book/show/52381770-network-effect
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Force,"Winslow, Don*",0062664417,9780062664419,0062664417,496        pp,4.11,"25,831","Jun 13, 2017","Jun 20, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,No one writes better crime fiction than Don Winslow. No one. The man is a genius.,Notes are private!,0,2,2,not setnot set,"May 25, 2021not set","May 25, 2021",,Hardcover,view (with text),/book/show/32075859-the-force
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Haunting of Alma Fielding,"Summerscale, Kate",052555792X,9780525557920,052555792X,368        pp,3.22,"4,286","Oct 01, 2020","Apr 27, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 19, 2021","May 19, 2021",,Hardcover,view,/book/show/54847107-the-haunting-of-alma-fielding
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Detransition, Baby","Peters, Torrey",0593133374,9780593133378,0593133374,337        pp,3.95,"77,258","Jan 12, 2021","Jan 12, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5 starsFirst half: 4 stars Second half: 5 starsThis is a revealing, intimate novel by a trans woman writing fiction about trans women and their live4.5 starsFirst half: 4 stars Second half: 5 starsThis is a revealing, intimate novel by a trans woman writing fiction about trans women and their lives. It examines the family construct and whether and how malleable it is. This is a hopeful and heartbreaking novel. It’s not just a great trans novel. It’s a great novel.There is a lot of necessary backstory that can make the first half seem a little slow, but the novel really delivers in the second half....more",Notes are private!,0,1,1,not set,"May 17, 2021","May 17, 2021",,Hardcover,view (with text),/book/show/48890225-detransition-baby
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Freedom,"Franzen, Jonathan",0374158460,9780374158460,0374158460,562        pp,3.78,"168,415","Aug 31, 2010","Aug 31, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This novel is a soap opera. It’s a massive, serious soap opera, and the characters have far more depth than one would see on a television soap opera. This novel is a soap opera. It’s a massive, serious soap opera, and the characters have far more depth than one would see on a television soap opera. It has all the drama, family in-fighting, backbiting, infidelity, jealousy, and careerism of a soap opera. Every single page of this novel is engaging. Jonathan Franzen’s writing is so natural and effortless that you feel more like you are being told a story than like you are reading a story. I have never so easily breezed through 562 pages.When I say that this novel is soap opera, I don’t mean it as an insult. This novel is a nearly perfect family drama....more",Notes are private!,0,1,1,not set,"May 12, 2021","May 12, 2021",,Hardcover,view (with text),/book/show/7905092-freedom
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Much of These Hills Is Gold,"Zhang, C Pam*",0525537201,9780525537205,0525537201,288        pp,3.79,"23,837","Apr 07, 2020","Apr 07, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 04, 2021","May 04, 2021",,Hardcover,view,/book/show/45895362-how-much-of-these-hills-is-gold
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mother May I,"Jackson, Joshilyn*",0062855344,9780062855343,0062855344,324        pp,3.83,"22,077","Apr 06, 2021","Apr 06, 2021",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nope. Nope. Nope. I don’t believe it. When the protagonist, Bree, says and does things that no mother of a kidnapped child desperate to do anything toNope. Nope. Nope. I don’t believe it. When the protagonist, Bree, says and does things that no mother of a kidnapped child desperate to do anything to get her baby back would say and do, I had to toss it aside. I was 90 pages in, but if I don’t believe the main character is even remotely realistic, then nothing in the story works. It’s a shame. There was such a great idea for a story here....more",Notes are private!,1,13,1,not set,"Apr 26, 2021","Apr 26, 2021",,Hardcover,view (with text),/book/show/55004063-mother-may-i
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The House in the Cerulean Sea        (The House in the Cerulean Sea, #1)","Klune, T.J.*",1250217288,9781250217288,1250217288,396        pp,4.41,"627,017","Mar 16, 2020","Mar 17, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This book is magic. It is love. It is tenderness. It is sweet but not sentimental. It teaches the lessons of acceptance of difference and diversity wiThis book is magic. It is love. It is tenderness. It is sweet but not sentimental. It teaches the lessons of acceptance of difference and diversity without being preachy or moralistic. It made me cry tears of joy and happiness. I loved this book and could not be more impressed with this extremely gifted author....more,Notes are private!,0,3,1,not set,"Apr 24, 2021","Apr 24, 2021",,Hardcover,view (with text),/book/show/45046567-the-house-in-the-cerulean-sea
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Every Last Fear,"Finlay, Alex*",1250268826,9781250268822,1250268826,368        pp,3.94,"43,850","Mar 02, 2021","Mar 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 19, 2021","Apr 19, 2021",,Hardcover,view,/book/show/53138046-every-last-fear
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Zero Sum Game        (Cas Russell, #1)","Huang, S.L.*",1250180252,9781250180254,1250180252,336        pp,3.68,"3,078","Jan 01, 2014","Oct 02, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 14, 2021","Apr 14, 2021",,Hardcover,view,/book/show/37534869-zero-sum-game
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,True Story,"Petty, Kate Reed*",1984877682,9781984877680,1984877682,336        pp,3.52,"7,100","Aug 04, 2020","Aug 04, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 11, 2021","Apr 11, 2021",,Hardcover,view,/book/show/49017632-true-story
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Winesburg, Ohio","Anderson, Sherwood",0375753133,9780375753138,0375753133,246        pp,3.84,"34,721","May 08, 1919","Mar 02, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The residents of Winesburg, Ohio, featured in the tangentially inter-connected short stories of this book bring to mind Thoreau’s description of thoseThe residents of Winesburg, Ohio, featured in the tangentially inter-connected short stories of this book bring to mind Thoreau’s description of those who lead “lives of quiet desperation.” These stories are lovingly, intricately crafted character studies. There is little action or drama here, but that’s not the point. The objective, so effectively accomplished, is to bring small-town Ohio to life. It’s not particularly riveting reading, but it is brilliant writing....more",Notes are private!,0,0,1,not set,"Apr 07, 2021","Apr 07, 2021",,Paperback,view (with text),/book/show/870980.Winesburg_Ohio
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Into the Drowning Deep        (Rolling in the Deep, #1)","Grant, Mira",0316379409,9780316379403,0316379409,448        pp,3.97,"34,409","Nov 14, 2017","Nov 14, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This would have been a 5-star rating, but the resolution was disappointing: everything wrapped up too quickly and too easily. Still, I was entertainedThis would have been a 5-star rating, but the resolution was disappointing: everything wrapped up too quickly and too easily. Still, I was entertained by this outlandish premise (killer mermaids). This novel was great pulp fiction....more",Notes are private!,0,1,1,not set,"Apr 05, 2021","Apr 05, 2021",,Hardcover,view (with text),/book/show/34523174-into-the-drowning-deep
