,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lee's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
479,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Head Full of Ghosts,"Tremblay, Paul*",0062363239,9780062363237,0062363239,287        pp,3.79,"84,748","Jun 02, 2015","Jun 02, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 12, 2015",,Hardcover,view,/book/show/23019294-a-head-full-of-ghosts
480,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Road Rage,"Hill, Joe*",1613772823,9781613772829,1613772823,120        pp,3.78,"1,957","Aug 21, 2012","Aug 21, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2015",,Hardcover,view,/book/show/14540073-road-rage
481,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collector of Hearts: New Tales of the Grotesque,"Oates, Joyce Carol",0452280249,9780452280243,0452280249,321        pp,3.75,727,1998,"Oct 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2015",,Paperback,view,/book/show/174243.The_Collector_of_Hearts
482,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Heart and Other Black Holes,"Warga, Jasmine*",0062324675,9780062324672,0062324675,320        pp,3.96,"59,496","Feb 10, 2015","Feb 10, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2015",,Hardcover,view,/book/show/22328549-my-heart-and-other-black-holes
483,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Martini Shot: A Novella and Stories,"Pelecanos, George",0316284378,9780316284370,0316284378,293        pp,3.62,873,"Jan 01, 2015","Jan 06, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I really like the economy of Pelecanos's prose. Dug most of the short stories but the novella didn't do anything for me.I really like the economy of Pelecanos's prose. Dug most of the short stories but the novella didn't do anything for me....more,Notes are private!,0,5,1,"Apr 09, 2015","Apr 10, 2015","Jan 11, 2015",,Hardcover,view (with text),/book/show/21423329-the-martini-shot
484,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,It,"King, Stephen*",,,,"1,093        pp",4.24,"1,110,752","Sep 15, 1986",Sep 1987,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2015",,Mass Market Paperback,view,/book/show/1235735.It
485,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Devil Gave Them Black Wings,"Thompson, Lee*",,,B00S2UN3L8,250        pp,5.00,2,"Mar 17, 2015","Mar 17, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I think it's very sad and yet kind of beautiful like some people I know.I think it's very sad and yet kind of beautiful like some people I know....more,Notes are private!,0,5,1,not set,"Jan 10, 2015","Jan 10, 2015",,Kindle Edition,view (with text),/book/show/24424571-the-devil-gave-them-black-wings
486,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,From Hell,"Moore, Alan*",0958578346,9780958578349,0958578346,576        pp,4.19,"41,238",1999,"May 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2015",,Paperback,view,/book/show/197935.From_Hell
487,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bigfoot Crank Stomp,"Williams, Erik*",1621050858,9781621050858,1621050858,156        pp,3.64,153,"Jan 01, 2013","Feb 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2015",,Paperback,view,/book/show/17528113-bigfoot-crank-stomp
488,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,DarkNet,"Little, John R.*",1940161762,9781940161761,1940161762,241        pp,3.99,68,"Nov 21, 2014","Nov 21, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2015",,Paperback,view,/book/show/22855112-darknet
489,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wanderer,"Jarvis, Timothy J.*",1782790691,9781782790693,1782790691,328        pp,3.97,203,"Aug 29, 2014","Aug 29, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 08, 2015",,Paperback,view,/book/show/22226049-the-wanderer
490,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Double Feature,"King, Owen*",1451676891,9781451676891,1451676891,432        pp,3.39,"1,635","Mar 19, 2013","Mar 19, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2015",,Hardcover,view,/book/show/15802120-double-feature
491,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,As Fate Would Have It,"Calvillo, Michael Louis",,,,295        pp,3.88,41,2009,2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2015",,Hardcover,view,/book/show/24282826-as-fate-would-have-it
492,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Black-Eyed Blonde,"Black, Benjamin",0805098143,9780805098143,0805098143,304        pp,3.52,"4,144","Feb 27, 2014","Mar 04, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 02, 2015",,Hardcover,view,/book/show/17910123-the-black-eyed-blonde
493,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lottery and Other Stories,"Jackson, Shirley",0374529531,9780374529536,0374529531,302        pp,4.03,"77,574",1949,"Mar 16, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2015",,Paperback,view,/book/show/89723.The_Lottery_and_Other_Stories
494,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tight Little Stitches in a Dead Man's Back,"Lansdale, Joe R.*",,,B006DTHALE,28        pp,4.08,317,"Mar 01, 1992","Nov 21, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2015",,Kindle Edition,view,/book/show/18908035-tight-little-stitches-in-a-dead-man-s-back
495,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,MONEY Master the Game: 7 Simple Steps to Financial Freedom,"Robbins, Tony",1476757801,9781476757803,1476757801,688        pp,3.98,"22,974",2014,"Nov 18, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2015",,Hardcover,view,/book/show/23014006-money-master-the-game
496,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Architecture of Snow,"Morrell, David*",,,B007D07SNC,48        pp,4.15,138,2009,"Nov 19, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2015",,Kindle Edition,view,/book/show/18942360-the-architecture-of-snow
497,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Blonde,"Swierczynski, Duane*",0312343795,9780312343798,0312343795,240        pp,3.82,"1,553",2006,"Nov 14, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 30, 2014",,Hardcover,view,/book/show/166966.The_Blonde
498,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bury Me Deep,"Abbott, Megan*",1416599096,9781416599098,1416599096,240        pp,3.67,"1,937","Jun 30, 2009","Jul 07, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I'm in love with Megan Abbott's writing.I'm in love with Megan Abbott's writing....more,Notes are private!,0,8,1,"Dec 30, 2014","Jan 04, 2015","Dec 30, 2014",,Paperback,view (with text),/book/show/6085704-bury-me-deep
499,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Canary,"Swierczynski, Duane*",0316403202,9780316403207,0316403202,385        pp,3.80,"1,405","Feb 24, 2015","Feb 24, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 27, 2014",,Hardcover,view,/book/show/22500980-canary
500,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chronicle of a Death Foretold,"García Márquez, Gabriel",,,B00NKDOZFU,128        pp,3.97,"193,446",1981,"Oct 15, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2014",,Kindle Edition,view,/book/show/23248865-chronicle-of-a-death-foretold
501,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is How You Lose Her,"Díaz, Junot",,,B0085DOG2W,226        pp,3.75,"97,833","Mar 22, 2010","Sep 11, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2014",,Kindle Edition,view,/book/show/16007873-this-is-how-you-lose-her
502,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Way Home,"Pelecanos, George",0316156493,9780316156493,0316156493,336        pp,3.65,"2,921","Jan 01, 2009","May 12, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2014",,Hardcover,view,/book/show/6004660-the-way-home
503,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Justine        (The Alexandria Quartet, #1)","Durrell, Lawrence",,,,223        pp,3.85,"9,132",1957,1957,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2014",,Hardcover,view,/book/show/13477159-justine
504,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Missing Person,"Modiano, Patrick",1567922813,9781567922813,1567922813,168        pp,3.63,"9,116","Sep 05, 1978","Nov 30, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2014",,Paperback,view,/book/show/192378.Missing_Person
505,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mr. Timothy,"Bayard, Louis",0060534222,9780060534226,0060534222,416        pp,3.61,"2,688",2002,"Oct 26, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2014",,Paperback,view,/book/show/644154.Mr_Timothy
506,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Far From the Madding Crowd,"Hardy, Thomas",,,,433        pp,3.96,"153,324","Jan 01, 1874","Feb 27, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 22, 2014",,Paperback,view,/book/show/31463.Far_From_the_Madding_Crowd
507,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black River,"Hulse, S.M.*",0544309871,9780544309876,0544309871,240        pp,3.99,"2,653","Jan 01, 2015","Jan 20, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 22, 2014",,Hardcover,view,/book/show/20256635-black-river
508,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reminiscences of a Bachelor,"Le Fanu, J. Sheridan",1783800046,9781783800049,1783800046,132        pp,4.13,15,Dec 2014,Dec 2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 22, 2014",,Hardcover,view,/book/show/23569999-reminiscences-of-a-bachelor
509,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Affirmation,"Priest, Christopher",194114747X,9781941147474,194114747X,230        pp,3.90,"2,101","May 25, 1981","Jan 06, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 22, 2014",,Paperback,view,/book/show/23554872-the-affirmation
510,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All the Flowers Are Dying        (Matthew Scudder, #16)","Block, Lawrence*",0061030961,9780061030963,0061030961,354        pp,3.96,"2,471","Feb 15, 2005","Feb 28, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 22, 2014",,Mass Market Paperback,view,/book/show/162914.All_the_Flowers_Are_Dying
511,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Whiskey Baron,"Sealy, Jon*",189188574X,9781891885747,189188574X,264        pp,3.59,186,"Mar 19, 2014","May 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 22, 2014",,Hardcover,view,/book/show/19360356-the-whiskey-baron
512,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"South of the Border, West of the Sun","Murakami, Haruki",0099448572,9780099448570,0099448572,190        pp,3.86,"128,288","Oct 05, 1992","Dec 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 22, 2014",,Paperback,view,/book/show/17799.South_of_the_Border_West_of_the_Sun
513,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pylon,"Faulkner, William",,,,315        pp,3.37,725,1935,1965,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 21, 2014","Jan 04, 2015","Dec 21, 2014",,Hardcover,view,/book/show/23275052-pylon
514,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Orphans of Wonderland,"Gifune, Greg F.",,,B00Q19NNEO,258        pp,4.02,104,"Mar 03, 2015","Mar 03, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2014",,Kindle Edition,view,/book/show/23715831-orphans-of-wonderland
515,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invisible Fences,"Prentiss, Norman*",,,B005JT5OWG,166        pp,3.94,249,2008,"Aug 28, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2014",,Kindle Edition,view,/book/show/18950224-invisible-fences
516,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Angel of the Abyss,"Kurtz, Ed",1940544440,9781940544441,1940544440,228        pp,3.87,89,"Dec 01, 2014","Dec 02, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2014",,Paperback,view,/book/show/23343293-angel-of-the-abyss
517,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Arkadium Rising        (Brother’s Keeper, # 1)","Krisch, Glen R.*",1940161894,9781940161891,1940161894,284        pp,3.69,35,"Dec 03, 2014","Dec 05, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2014",,Paperback,view,/book/show/23471870-arkadium-rising
518,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Year's Best Weird Fiction, Vol. 1","Barron, Laird*",0981317766,9780981317762,0981317766,350        pp,3.80,362,"Aug 26, 2014","Aug 26, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2014",,Paperback,view,/book/show/21479411-year-s-best-weird-fiction-vol-1
519,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Speak to Me of Death: The Selected Short Fiction of Cornell Woolrich, Volume 1","Woolrich, Cornell",161347024X,9781613470244,161347024X,600        pp,4.40,25,"Nov 13, 2012","Dec 04, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2014",,Hardcover,view,/book/show/13591988-speak-to-me-of-death
520,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nobody's Angel,"Clark, Jack",0843963271,9780843963274,0843963271,219        pp,3.77,611,"May 25, 2010","May 25, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2014",,Paperback,view,/book/show/7850588-nobody-s-angel
