,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Ralu's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rădăcina de bucsau,"Nimigean, Ovidiu",9734617761,9789734617760,9734617761,480        pp,4.32,119,2010,2010,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5Rădăcina de bucsau e o carte care mi-a fost recomandată cu mult timp în urmă și la care din varii motive (poate prejudecăți) nu am ajuns decât acum4.5Rădăcina de bucsau e o carte care mi-a fost recomandată cu mult timp în urmă și la care din varii motive (poate prejudecăți) nu am ajuns decât acum. Dându-i multe steluțe, e destul de evident că mi-a plăcut, în ciuda acestui fapt însă nu mi-aș mai dori să citesc altceva scris de acest autor. A fost cumva o experiență unică, din toate punctele de vedere.În prima parte a cărții, Liviu, naratorul - tipul aflat în plină criză a vârstei de mijloc, cel care părăsește orașul lăsând în urmă o căsnicie si o carieră, ambele ratate, se îndreaptă dejnădăjduit spre ruralul judetului BN pentru a-și îngriji mama octogenară care trage să moară- mi-a fost grozav de antipatic. Chiar daca am semnat pactul autoironiei, poliloghiile incipite cu privire (mai ales) la Zelda, plus replica sa ”asta nu e metafizica, e fenomenologie” ca răspuns la reprosurile sotiei pragmatice, m-au făcut să-mi imaginez două, trei pălmute lipite pe obrăjorul lui finuț. Nici intruziunile filozofarde de pe parcurs (a se vedea în special discursul cu centrul pneumatic) nu mi l-au făcut mai agreabil, pentru că în esență nu cred că-s de acord cu distincțiile aristotelice resemantizate in cheie heiddegeriană ca viziune asupra lumii și nici alunecările în ortodoxism/misticism nu au ajutat prea mult. Apoi însă, încet, încet, după ce a schimbat macazul, trecând la jurnal, descriind frust experienta nemediată a ingrijirii mamei, omul a început să-mi placă. Toate alunecările astea în zone ontologice în raport cu banalitatea zilelor mi-au părut mult mai firești. Le-am văzut ca o contrapondere a rutinei, a asistării bătrânei, a decăderii fizice inevitabile și astfel au devenit mult mai acceptabile toate ”deraierile”. În fond, ce-ți mai rămâne atunci când în exterior totul se dezintegrează? Liviu pentru mine a fost un soi de prizonier, deși voluntar, neștiind când are să se termine totul, drept care incearcă să dea un sens noii existențe construindu-și noi rutine (exemplu gimnastica matinală), adaptându-se mai intai zilelor, apoi lunilor, in final, anotimpurilor, folosind noi instrumente. Biletul de tren dus- întors, spre/de la spital, mi-a părut grăitor în acest sens. Părea o fărâmă de speranță de care să se agațe, o dovadă a finitudinii temporale, dar de fapt nici măcar acest al doilea bilet nu reusește să închidă un interval, pentru că mama rămâne mai mult timp internată. Si dacă tot am amintit de spital, aș mai zice că magistral mi-a părut in expunerea acestui spațiu, cu toate neajunsurile sale. Spitalul de provincie cu medicii lui, cu colegele de salon, cu micile cumpărături zilnice ale însoțitorilor, cu mâncarea oribilă, cu amânarea intervențiilor, cu asistentele diverse, cu portarii ca mari factori de decizie, cu plicurile strecurate e spitalul pe care-l știm cu totii. Liviu însă nu se revoltă, in schimb ascultă, întelege si actioneaza in limitele situatiei in care se găsește și asta mi-a plăcut. A ales să vadă și oamenii din jur, care făceau tot ce puteau și nu neapărat/doar neajunsurile sistemice. Mama Hareta e, paradoxal poate, cel mai viu personaj din roman, nefiind idealizată, nici crucificată, nici victimizată, ci prezentată din mai multe perspective: când e o țărancă obsedată de hectarul ei de pământ, când o octogenară dependentă de aparatul auditiv care tace, când e copleșită de crizele de tuse, când pare foarte tânără, când e mofturoasă la mâncare, când e șantajistă emoțional, când e o prietenă destinsă care râde cu poftă, când un cititor avid, pentru ca in final să regresese la stadiul de bebeluș care trebuie îngrijit. În plus, mai e și prietenă cu nora Ioana pe care o tot așteaptă pentru a-i da indicatii precise despre iminenta inmormântare. Autorul imi pare că iese mult din zona de clișeu cu acest portret al mamei, cu a ei marca lingvistică, acel “dragă” memorabil, dar și cu relațiile pe care aceasta le are cu celelalte personaje. Mi-au plăcut lacunele voite de ordin geografic, social și identitar, care au lăsat loc multiplelor speculații: nu știm cu exactitate cu ce se ocupa omul care vorbeste 500 de pg, in mare, știm sigur doar că era un inadaptat al regimului pre ‘89, că nu l-a agreat nici pe cel ulterior și că si-a înșelat nevasta; nu știm nici măcar cum arată mama, personaj de altfel central etc. Dar cel mai mai mult si mai mult mi-a plăcut modul in care autorul a ales să prezinte neputința bătrâneții- nu e melodramatic, nici excesiv de naturalist, nici sentimentalist. Meditația continuă, aluziile livrești, dialogul interior care se construieste pentru ca apoi imediat să se deconstruiască, insistența pe amănunte, replicile minimaliste sau reactiile mamei l-au transformat în final intr-un roman de personaj remarcabil, cat se poate de cinematografic.Ce nu mi-a plăcut - pe alocuri combinația nefericită a jargonului intelectualist cu vorbirea dialectala din care a rezultat un discurs forțat și extrem de afectat; plus titlul care mi-a parut foarte pretențios. E acolo clar o trimitere la Iovul din ceva variantă a Bibliei in care ienupărul a fost tradus ca bucsau, în acel fragment cu mâncatul de rădăcini. Fie o legătură intertextuală legată de suferința, vină, păcat, fie o trimitere la simbolistica rădăcinii pentru un personaj care iese din timp, întorcându-se la origini, oricum ar fi, tot neinspirat mi-a părut. Ah, și titlurile capitolelor.. catastrofale....more",Notes are private!,0,12,1,"Aug 11, 2022","Aug 22, 2022","Apr 04, 2022",,Paperback,view (with text),/book/show/9637600-r-d-cina-de-bucsau
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Încotro ne îndreptăm,"Nedelcu, Pavel",,9786063383359,,320        pp,4.09,79,Feb 2022,"Feb 25, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Eu una n-am mai pomenit o anomalie aiuristică de carte cu pretenții de mare Literatură ca asta. Și nu întâmplător fac observația asta, ci pentru că auEu una n-am mai pomenit o anomalie aiuristică de carte cu pretenții de mare Literatură ca asta. Și nu întâmplător fac observația asta, ci pentru că autorul inserează de multe ori comentarii legate de literatura de consum și Literatura. De fapt, cartea chiar debutează cu niște precepte/sfaturi (ca să nu spun aroganțe) prin care cititorul e invitat să pășească gentil spre infinitul tărâm al cunoașterii/imaginației. ...more",Notes are private!,0,15,1,"Apr 07, 2022","Apr 21, 2022","Apr 03, 2022",,Paperback,view (with text),/book/show/60338795-ncotro-ne-ndrept-m
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,În toate a fost frumusețe,"Vilas, Manuel",,9786069784570,606978457X,432        pp,3.57,"4,159","Jan 18, 2018",Jan 2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Cam 280 de pagini a fost de 5 stele pentru mine, apoi m-a pierdut nițel stilul, deconcentrandu-mă. Cu toate astea e o minunăție de carte. Sper sa gaseCam 280 de pagini a fost de 5 stele pentru mine, apoi m-a pierdut nițel stilul, deconcentrandu-mă. Cu toate astea e o minunăție de carte. Sper sa gasesc timp pentru o recenzie mai acătării. Chiar merită. ...more",Notes are private!,0,20,1,"Mar 23, 2022","Apr 03, 2022","Mar 23, 2022",,Hardcover,view (with text),/book/show/60145484-n-toate-a-fost-frumuse-e
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tabloul flamand,"Pérez-Reverte, Arturo",9734629387,9789734629381,9734629387,384        pp,3.79,"24,509",1990,2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 23, 2022",,Paperback,view,/book/show/23286618-tabloul-flamand
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Faraonii,"Agârbiceanu, Ion",9737916484,,,311        pp,4.57,14,1961,2004,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 21, 2018","Mar 31, 2018","Mar 21, 2022",,Paperback,view,/book/show/17192000-faraonii
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Doamna Bovary,"Flaubert, Gustave",,,,356        pp,3.70,"334,512","Dec 15, 1856",1956,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 21, 2009","Jul 22, 2009","Mar 21, 2022",,Paperback,view,/book/show/57775364-doamna-bovary
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Portretul lui Dorian Gray,"Wilde, Oscar",,,,252        pp,4.12,"1,534,832",Jun 1890,2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 21, 2010","Mar 31, 2010","Mar 21, 2022",,,view,/book/show/24841558-portretul-lui-dorian-gray
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Viața și opiniunile lui Tristram Shandy, Gentleman","Sterne, Laurence",9736814351,,,488        pp,3.73,"21,786",1767,2004,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 21, 2016","Apr 21, 2016","Mar 21, 2022",,Paperback,view,/book/show/49542752-via-a-i-opiniunile-lui-tristram-shandy-gentleman
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gargantua şi Pantagruel,"Rabelais, François",,9789731242798,9731242791,550        pp,3.66,"15,304",1532,Jan 2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 19, 2016","Nov 21, 2016","Mar 21, 2022",,Hardcover,view,/book/show/13496174-gargantua-i-pantagruel
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cidul,"Corneille, Pierre",9735916231,9789735916237,9735916231,120        pp,3.60,"14,924",1636,Jan 2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 13, 2015","Mar 21, 2015","Mar 21, 2022",,Paperback,view,/book/show/20937149-cidul
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Teatru,"Frisch, Max",,,,206        pp,4.16,19,"Jan 01, 1966",1966,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Mar 14, 2018","Mar 21, 2018","Mar 21, 2022",,Paperback,view,/book/show/24624885-teatru
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Limbajul florilor,"Diffenbaugh, Vanessa*",9736895556,9789736895555,9736895556,328        pp,4.09,"221,657","Aug 23, 2011",2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Mar 21, 2014not set","Mar 31, 2014not set","Mar 21, 2022",,Paperback,view,/book/show/17908528-limbajul-florilor
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Extraordinara poveste a lui Peter Schlemihl,"Chamisso, Adelbert von",,9789734686834,9734686836,160        pp,3.62,"3,743",1814,2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 21, 2018","May 28, 2018","Mar 21, 2022",,,view,/book/show/59412057-extraordinara-poveste-a-lui-peter-schlemihl
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frankenstein,"Shelley, Mary",9505811497,9789505811496,9505811497,282        pp,3.87,"1,597,579",1818,"Feb 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 13, 2015","Jan 17, 2015","Mar 21, 2022",,Paperback,view,/book/show/112554.Frankenstein
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elixirele diavolului,"Hoffmann, E.T.A.",,,,384        pp,3.77,"2,771",1815,1970,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 21, 2017","Jan 29, 2017","Mar 21, 2022",,Paperback,view,/book/show/18596387-elixirele-diavolului
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Marele Gatsby,"Fitzgerald, F. Scott",9734606204,9789734606207,,272        pp,3.93,"5,238,509","Apr 10, 1925",2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 14, 2017","Mar 21, 2017","Mar 21, 2022",,Paperback,view,/book/show/8285325-marele-gatsby
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cronica de familie - vol. 3,"Dumitriu, Petru",9736757064,9789736757068,9736757064,576        pp,4.32,77,1957,"Nov 11, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tare mă bucur că m-am aventurat să citesc aceste trei volume, chiar si mai tarziu, in ciuda numeroaselor rețineri inițiale. E inegalabilă în peisajul Tare mă bucur că m-am aventurat să citesc aceste trei volume, chiar si mai tarziu, in ciuda numeroaselor rețineri inițiale. E inegalabilă în peisajul autohton....more",Notes are private!,0,21,1,"Mar 21, 2022","Apr 07, 2022","Mar 21, 2022",,Hardcover,view (with text),/book/show/15853774-cronica-de-familie---vol-3
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heaven,"Kawakami, Mieko",,,,256        pp,3.81,"53,391","Sep 02, 2009",2022,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5Of, ce carte! Din fericire cu bullyingul dintre elevi m-am întâlnit târziu în viață, după ce m-am întors în școală pe o altă poziție. Altfel, pe pa3.5Of, ce carte! Din fericire cu bullyingul dintre elevi m-am întâlnit târziu în viață, după ce m-am întors în școală pe o altă poziție. Altfel, pe parcursul anilor mei de studiu, n-am fost nici agresor, nici victimă, asumându-mi mai degrabă un rol de apărător al “celui slab”. Din perspectiva asta, nu inteleg cum nici măcar un coleg n-a avut nimic de zis niciodată pe durata abuzurilor repetate prezentate in carte. Asta e partea prea puțin verosimilă pentru mine. De asemenea mă întreb unde au fost adultii, având in vedere ca majoritatea actelor de violenta erau săvârșite in scoala? Dincolo de asta, cartea aduce in prim-plan un subiect atat de complex si delicat încat e greu sa formulezi o părere despre carte ca ansamblu, forta ei stand in întrebarile pe care le ridică in mintea oricărui cititor. Despre bullying trebuie vorbit cu orice prilej, cu atat mai mult cu cat sistemul public de învatamânt (și de la noi) a devenit o scena deschisa de manifestare a acestuia in ultimii anii. Povestea in sine însă mi-a părut ușor out of date, in special prin prisma stilului de comunicare epistolar, cu care cred ca am rezonat noi adultii mai mult decat potentialii cititori adolescenti. Sigur că, fiind in Japonia anilor ‘90, e firesc să resimti usorul anacronism, cred insă că în ziua de azi bullyingul e mult mai pervers decât ciomăgelile propriu-zise. Long story. De citit si meditat asupra discutiei dintre cei doi, agresor si victima-momentul de maximă intensitate al cărții din punctul meu de vedere....more",Notes are private!,0,12,1,"Jun 11, 2022","Jun 13, 2022","Mar 20, 2022",,Paperback,view (with text),/book/show/60618754-heaven
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Speranța: o tragedie,"Auslander, Shalom",6068543862,9786068543864,6068543862,272        pp,3.43,"5,236",Jan 2012,"Apr 28, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2,5N-a fost compatibilitate cu umorul mult trâmbițat de coperta 4 si de ceilalți cititori. M-am luptat efectiv cu textul ca să-l termin. Poate pur si 2,5N-a fost compatibilitate cu umorul mult trâmbițat de coperta 4 si de ceilalți cititori. M-am luptat efectiv cu textul ca să-l termin. Poate pur si simplu n-a picat intr-o perioada istorică propice, nu stiu. Cert e ca pana in momentul de fata, e cartea care mi-a displăcut cel mai mult anul ăsta. ...more",Notes are private!,0,5,1,"Mar 16, 2022","Apr 12, 2022","Mar 16, 2022",,Paperback,view (with text),/book/show/22041178-speran-a
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lumânările ard până la capăt,"Márai, Sándor",9735008416,,,162        pp,3.99,"33,644",1942,2004,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 12, 2015","Jun 25, 2015","Mar 12, 2022",,Paperback,view,/book/show/23312064-lum-n-rile-ard-p-n-la-cap-t
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zenobia,"Naum, Gellu",9734674293,9789734674299,9734674293,216        pp,4.10,"1,836",1985,Jun 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2022",,Paperback,view,/book/show/40407353-zenobia
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invenția lui Morel,"Bioy Casares, Adolfo",,,,144        pp,4.02,"25,346",1940,2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 05, 2015","Jan 16, 2015","Mar 05, 2022",,Paperback,view,/book/show/17348700-inven-ia-lui-morel
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pierdutul paradis,"Nooteboom, Cees",9736899713,9789736899713,9736899713,184        pp,3.39,828,2004,Nov 2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 04, 2016","Mar 13, 2016","Mar 04, 2022",,Paperback,view,/book/show/27464610-pierdutul-paradis
