,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sally's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl You Left Behind,"Moyes, Jojo*",,,,480        pp,4.02,"166,661","Sep 27, 2012","Jun 24, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2021",,Paperback,view,/book/show/18693627-the-girl-you-left-behind
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"After You        (Me Before You, #2)","Moyes, Jojo*",,,,352        pp,3.74,"381,124","Sep 23, 2015","Jul 19, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2021",,Paperback,view,/book/show/27774596-after-you
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Me Before You        (Me Before You, #1)","Moyes, Jojo*",,,,369        pp,4.26,"1,628,970","Dec 31, 2012","Jul 30, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2021",,Paperback,view,/book/show/17347634-me-before-you
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Day in December,"Silver, Josie*",,,,393        pp,3.85,"309,209","Oct 18, 2018","Oct 16, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2021",,Paperback,view,/book/show/38255337-one-day-in-december
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Fires Everywhere,"Ng, Celeste*",0735224293,9780735224292,0735224293,338        pp,4.08,"1,175,380","Sep 12, 2017","Sep 12, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,surprised by how much I loved this! I loved the elements of it being both a character study and a social commentary. The omniscient narrative style wasurprised by how much I loved this! I loved the elements of it being both a character study and a social commentary. The omniscient narrative style was really engaging — I’ll be thinking about these characters for awhile. ...more,Notes are private!,0,0,1,"Jun 04, 2023","Jun 07, 2023","Jan 03, 2021",,Hardcover,view (with text),/book/show/34273236-little-fires-everywhere
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daisy Jones & The Six,"Reid, Taylor Jenkins*",1524798622,9781524798628,1524798622,355        pp,4.21,"1,487,020","Mar 05, 2019","Mar 05, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,Jan 2021not set,"Jan 02, 2021not set","Jan 03, 2021",,Hardcover,view,/book/show/40597810-daisy-jones-the-six
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Help,"Stockett, Kathryn*",0399155341,9780399155345,B009CUIY52,464        pp,4.47,"2,764,194","Feb 10, 2009","Jan 01, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2021",,Hardcover,view,/book/show/4667024-the-help
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wild: From Lost to Found on the Pacific Crest Trail,"Strayed, Cheryl*",0307592731,9780307592736,0307592731,315        pp,4.06,"796,809","Mar 20, 2012","Mar 20, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2021",,Hardcover,view,/book/show/12262741-wild
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Castle,"Walls, Jeannette*",074324754X,9780743247542,074324754X,288        pp,4.31,"1,212,415",Jan 2005,"Jan 17, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2021",,Paperback,view,/book/show/7445.The_Glass_Castle
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Educated,"Westover, Tara*",,,,352        pp,4.47,"1,525,789","Feb 20, 2018","Feb 20, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I LOVED this book! It was written so beautifully and the author completely pulls you into her life. Tara Westover looks back on her life with such a dI LOVED this book! It was written so beautifully and the author completely pulls you into her life. Tara Westover looks back on her life with such a deep introspection and a posture of seeking understanding. Reading this book is like witnessing someone find themselves — and perhaps we can even see ourselves in the details. ...more,Notes are private!,0,3,1,"Jan 05, 2021","Jan 10, 2021","Jan 03, 2021",,Hardcover,view (with text),/book/show/35133922-educated
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Gatsby,"Fitzgerald, F. Scott",,,,180        pp,3.93,"5,238,777","Apr 10, 1925",1925,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2021",,Paperback,view,/book/show/4671.The_Great_Gatsby
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Five Years,"Serle, Rebecca*",1982137444,9781982137441,1982137444,272        pp,3.79,"490,496","Mar 10, 2020","Mar 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2021",,Hardcover,view,/book/show/50093704-in-five-years
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eleanor Oliphant Is Completely Fine,"Honeyman, Gail",0735220689,9780735220683,0735220689,336        pp,4.24,"1,227,127","May 09, 2017","May 09, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The first 30-40% of the book I really had to push through! I just wasn’t “all-in” yet. But the last half was fantastic. I grew to love Eleanor. Her joThe first 30-40% of the book I really had to push through! I just wasn’t “all-in” yet. But the last half was fantastic. I grew to love Eleanor. Her journey to loving herself and realizing that life can be extraordinary was sweet to read. ...more,Notes are private!,0,1,1,"Jan 10, 2021","Jan 26, 2021","Jan 03, 2021",,Hardcover,view (with text),/book/show/31434883-eleanor-oliphant-is-completely-fine
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hunger Games        (The Hunger Games, #1)","Collins, Suzanne",0439023483,9780439023481,0439023483,374        pp,4.34,"8,667,107","Sep 14, 2008","Oct 14, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2021",,Hardcover,view,/book/show/2767052-the-hunger-games
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where the Crawdads Sing,"Owens, Delia*",0735219117,9780735219113,,384        pp,4.39,"2,989,632","Aug 14, 2018","Aug 14, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2021",,ebook,view,/book/show/36809135-where-the-crawdads-sing
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Kill a Mockingbird,"Lee, Harper",,,,323        pp,4.26,"6,123,275","Jul 11, 1960","May 23, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2021",,Paperback,view,/book/show/2657.To_Kill_a_Mockingbird
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Radical: Taking Back Your Faith from the American Dream,"Platt, David*",1601422210,9781601422217,1601422210,230        pp,4.18,"64,065","Jan 01, 2010","May 04, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2021",,Paperback,view,/book/show/7497897-radical
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Road Back to You: An Enneagram Journey to Self-Discovery,"Cron, Ian Morgan*",0830846190,9780830846191,0830846190,238        pp,4.21,"51,141","Oct 04, 2016","Oct 04, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2021",,Hardcover,view,/book/show/28268515-the-road-back-to-you
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mere Christianity,"Lewis, C.S.",,,B07F799QGM,98        pp,4.35,"412,764",1942,"Jul 02, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2021",,Kindle Edition,view,/book/show/40792344-mere-christianity
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Looking for Alaska,"Green, John*",,9781435249158,1435249151,221        pp,3.97,"1,599,196","Mar 03, 2005","Dec 28, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,2,0,1,not set,not set,"Jan 03, 2021",,Paperback,view,/book/show/99561.Looking_for_Alaska
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vanishing Half,"Bennett, Brit*",,,,343        pp,4.15,"753,554","Jun 02, 2020","Jun 02, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2021",,Hardcover,view,/book/show/51791252-the-vanishing-half
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Perks of Being a Wallflower,"Chbosky, Stephen",,,,213        pp,4.23,"1,793,603","Feb 01, 1999",Feb 1999,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2021",,Paperback,view,/book/show/22628.The_Perks_of_Being_a_Wallflower
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hate U Give        (The Hate U Give, #1)","Thomas, Angie*",,,0062498533,454        pp,4.47,"897,656","Feb 28, 2017","Feb 28, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2021",,Hardcover,view,/book/show/32075671-the-hate-u-give
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fault in Our Stars,"Green, John*",,,,313        pp,4.14,"5,138,704","Jan 10, 2012","Jan 10, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2021",,Hardcover,view,/book/show/11870085-the-fault-in-our-stars
