,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Pranjal's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
374,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meditations,Marcus Aurelius,0140449337,9780140449334,0140449337,254        pp,4.28,"247,769",180,"Apr 27, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2018",,Paperback,view,/book/show/30659.Meditations
375,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Godfather        (The Godfather, #1)","Puzo, Mario",,,,448        pp,4.39,"420,456","Mar 10, 1969","Mar 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2018",,Paperback,view,/book/show/22034.The_Godfather
376,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Comedy of Errors,"Shakespeare, William",1853262439,9781853262432,1853262439,112        pp,3.72,"31,237","Jan 01, 1594","Jan 01, 1995",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 28, 2018",,Paperback,view,/book/show/82356.The_Comedy_of_Errors
377,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Annihilation of Caste,"Ambedkar, B.R.",8187190442,9788187190448,8187190442,100        pp,4.62,"7,361","May 15, 1936","Jan 01, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Oct 28, 2018",,Paperback,view,/book/show/8521879-annihilation-of-caste
378,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Waste Land,"Eliot, T.S.",0393974995,9780393974997,0393974995,288        pp,4.11,"54,012",1922,"Jan 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 27, 2018",,Paperback,view,/book/show/34080.The_Waste_Land
379,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paradise Lost,"Milton, John",0140424393,9780140424393,0140424393,512        pp,3.84,"165,913",1667,"Apr 29, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 27, 2018",,Paperback,view,/book/show/15997.Paradise_Lost
380,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Three Men in a Boat        (Three Men, #1)","Jerome, Jerome K.",,,,185        pp,3.84,"72,661",1889,"Oct 01, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 27, 2018",,Mass Market Paperback,view,/book/show/4921.Three_Men_in_a_Boat
381,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Brothers Karamazov,"Dostoyevsky, Fedor",1857150708,9781857150704,1857150708,796        pp,4.37,"332,234",1880,"Jan 01, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Phew! Just finished reading this brick of a masterpiece. Dostoevsky’s alchemy lies in blending profound insights into the most mundane bits of life…haPhew! Just finished reading this brick of a masterpiece. Dostoevsky’s alchemy lies in blending profound insights into the most mundane bits of life…having read Crime and Punishment earlier helped me scale this magnum opus. The last 300 odd pages are worth suffering the previous few didactic chapters. The courtroom prosecutor-defence attorney speeches, repartee and observations of looking at the crime,very Rashomon-esque, had me hooked. Hurrah for Karamazov!...more",Notes are private!,0,17,1,Apr 2023,"Apr 25, 2023","Oct 27, 2018",,Hardcover,view (with text),/book/show/834779.The_Brothers_Karamazov
382,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nice Work        (The Campus Trilogy, #3)","Lodge, David",0140133968,9780140133967,0140133968,277        pp,3.85,"5,637",1988,"Jul 27, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 27, 2018",,Paperback,view,/book/show/69935.Nice_Work
383,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Changing Places        (The Campus Trilogy, #1)","Lodge, David",0140170987,9780140170986,0140170987,251        pp,3.82,"8,239",1975,1979,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 27, 2018",,Paperback,view,/book/show/69933.Changing_Places
384,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bollywood Roulette,"Bajaj, Rahul",8184430116,9788184430110,8184430116,288        pp,2.88,8,unknown,"Jul 15, 2007",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 27, 2018",,Paperback,view,/book/show/1876751.Bollywood_Roulette
385,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Pearls, Girls And Monty Bodkin","Wodehouse, P.G.",,,,184        pp,3.98,969,"Jan 01, 1972","Jul 25, 1974",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 27, 2018",,Paperback,view,/book/show/1107510.Pearls_Girls_And_Monty_Bodkin
386,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Eggs, Beans, and Crumpets","Wodehouse, P.G.",1841591068,9781841591063,1841591068,224        pp,4.07,"1,371","Jan 01, 1940","Oct 27, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 27, 2018",,Hardcover,view,/book/show/18055.Eggs_Beans_and_Crumpets
387,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl on the Boat,"Wodehouse, P.G.",1841591521,9781841591520,1841591521,256        pp,3.84,"2,793","Apr 26, 1922","Sep 06, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 27, 2018",,Hardcover,view,/book/show/953226.The_Girl_on_the_Boat
388,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Pigs Have Wings        (Blandings Castle, #8)","Wodehouse, P.G.",014028463X,9780140284638,014028463X,240        pp,4.26,"4,558",1952,"Oct 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 27, 2018",,Paperback,view,/book/show/60521.Pigs_Have_Wings
389,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mating Season        (Jeeves, #9)","Wodehouse, P.G.",1585672319,9781585672318,1585672319,272        pp,4.19,"8,359",1949,"Jan 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 27, 2018",,Hardcover,view,/book/show/16390.The_Mating_Season
390,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Aunts Aren't Gentlemen        (Jeeves, #15)","Wodehouse, P.G.",0140041923,9780140041927,0140041923,167        pp,4.19,"8,118",1974,"Feb 24, 1977",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 27, 2018",,Paperback,view,/book/show/720987.Aunts_Aren_t_Gentlemen
391,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stiff Upper Lip, Jeeves        (Jeeves, #13)","Wodehouse, P.G.",184159105X,9781841591056,184159105X,211        pp,4.22,"10,595",1963,"Dec 17, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 27, 2018",,Hardcover,view,/book/show/12550.Stiff_Upper_Lip_Jeeves
392,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Very Good, Jeeves!        (Jeeves, #4)","Wodehouse, P.G.",0393339793,9780393339796,0393339793,272        pp,4.30,"12,667",1930,"Jul 05, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 27, 2018",,Paperback,view,/book/show/9862342-very-good-jeeves
393,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Thank You, Jeeves        (Jeeves, #5)","Wodehouse, P.G.",0393345998,9780393345995,0393345998,230        pp,4.18,"18,225",1933,"Jul 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 27, 2018",,Paperback,view,/book/show/16241200-thank-you-jeeves
394,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Inimitable Jeeves        (Jeeves, #2)","Wodehouse, P.G.",0393339807,9780393339802,0393339807,225        pp,4.20,"27,246",1923,"Jul 05, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 27, 2018",,Paperback,view,/book/show/9515964-the-inimitable-jeeves
395,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Carry On, Jeeves        (Jeeves, #3)","Wodehouse, P.G.",1585673927,9781585673926,1585673927,273        pp,4.25,"25,024",1925,"Mar 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 27, 2018",,Hardcover,view,/book/show/16387.Carry_On_Jeeves
396,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Right Ho, Jeeves        (Jeeves, #6)","Wodehouse, P.G.",0393339785,9780393339789,0393339785,257        pp,4.30,"29,487","Oct 05, 1934","Jul 05, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 27, 2018",,Paperback,view,/book/show/9850375-right-ho-jeeves
397,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Code of the Woosters        (Jeeves, #7)","Wodehouse, P.G.",0393339815,9780393339819,0393339815,272        pp,4.32,"28,650","Oct 07, 1938","Jul 05, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 27, 2018",,Paperback,view,/book/show/9858081-the-code-of-the-woosters
398,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Erotic Stories for Punjabi Widows,"Jaswal, Balli Kaur*",0062645129,9780062645128,0062645129,304        pp,3.93,"100,680","Mar 09, 2017","Jun 13, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 27, 2018",,Hardcover,view,/book/show/32075853-erotic-stories-for-punjabi-widows
399,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hind Swaraj and Other Writings,"Gandhi, Mahatma",0521574315,9780521574310,0521574315,286        pp,3.86,845,"Jan 28, 1997","Jan 28, 1997",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 27, 2018",,Paperback,view,/book/show/297609.Hind_Swaraj_and_Other_Writings
400,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stars Shine Down,"Sheldon, Sidney",0006178715,9780006178712,0006178715,448        pp,3.72,"19,085","Nov 26, 1992","Jan 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 27, 2018",,Paperback,view,/book/show/84054.The_Stars_Shine_Down
401,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Morning, Noon & Night","Sheldon, Sidney",0446602213,9780446602211,B002F7CW2A,388        pp,3.70,"18,743","Dec 16, 1995","Jan 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 27, 2018",,Paperback,view,/book/show/84052.Morning_Noon_Night
402,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memories of Midnight,"Sheldon, Sidney",0446354678,9780446354677,0446354678,404        pp,3.74,"19,815",1990,"Oct 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 27, 2018",,Mass Market Paperback,view,/book/show/106648.Memories_of_Midnight
403,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sky is Falling,"Sheldon, Sidney",0446610178,9780446610179,0446610178,399        pp,3.61,"21,902",2000,Jul 2001,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 27, 2018",,Mass Market Paperback,view,/book/show/43327.The_Sky_is_Falling
404,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Stranger in the Mirror,"Sheldon, Sidney",0006471250,9780006471257,0006471250,352        pp,3.66,"21,275",1976,"Oct 09, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 27, 2018",,Paperback,view,/book/show/115130.A_Stranger_in_the_Mirror
405,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sands of Time,"Sheldon, Sidney",0006174434,9780006174431,0006174434,427        pp,3.78,"24,895",1985,"Jan 01, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 27, 2018",,Paperback,view,/book/show/119382.The_Sands_of_Time
406,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Windmills of the Gods,"Sheldon, Sidney",0006174426,9780006174424,B002I45RRW,419        pp,3.87,"31,162",1987,1994,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 27, 2018",,Paperback,view,/book/show/119389.Windmills_of_the_Gods
407,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Are You Afraid of the Dark?,"Sheldon, Sidney",0007165161,9780007165162,0007165161,401        pp,3.69,"30,435",2004,"Jan 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 27, 2018",,Paperback,view,/book/show/43324.Are_You_Afraid_of_the_Dark_
408,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bloodline,"Sheldon, Sidney",1568650949,9781568650944,1568650949,409        pp,3.86,"33,720",1977,"Jan 01, 1978",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 27, 2018",,Hardcover,view,/book/show/300225.Bloodline
409,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nothing Lasts Forever,"Sheldon, Sidney",0446354732,9780446354738,0446354732,384        pp,3.87,"33,140",1994,"Sep 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 27, 2018",,Mass Market Paperback,view,/book/show/43325.Nothing_Lasts_Forever
