,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kristen's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Falling Star,"Moyes, Patricia",0805007555,9780805007558,0805007555,255        pp,3.72,278,1964,"Jan 01, 1964",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2023",,Paperback,view,/book/show/701542.Falling_Star
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"An Absolutely Remarkable Thing        (The Carls, #1)","Green, Hank*",,,B0796DR2XV,343        pp,4.04,"115,996","Sep 25, 2018","Sep 25, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5 stars. Fun and diverting.,Notes are private!,0,0,1,"Sep 22, 2023","Sep 29, 2023","Sep 22, 2023",,Kindle Edition,view (with text),/book/show/24233708-an-absolutely-remarkable-thing
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collected Regrets of Clover,"Brammer, Mikki*",1250284392,9781250284396,,320        pp,4.18,"56,262","May 09, 2023","May 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2023",,Hardcover,view,/book/show/61214136-the-collected-regrets-of-clover
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Night Watch,"Phillips, Jayne Anne*",0451493338,9780451493330,0451493338,304        pp,3.70,"1,645","Sep 19, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2023",,Hardcover,view,/book/show/62951865-night-watch
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Council of Dolls,"Power, Mona Susan",0063281090,9780063281097,,304        pp,4.06,"3,305","Aug 08, 2023","Aug 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2023",,Hardcover,view,/book/show/62645211-a-council-of-dolls
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Writing for Busy Readers: Communicate More Effectively in the Real World,"Rogers, Todd",0593187482,9780593187487,0593187482,256        pp,3.93,501,unknown,"Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 13, 2023",,Hardcover,view,/book/show/65650203-writing-for-busy-readers
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vera Wong's Unsolicited Advice for Murderers,"Sutanto, Jesse Q*",0593549228,9780593549223,0593549228,339        pp,4.05,"83,068","Mar 14, 2023","Mar 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 09, 2023",,Paperback,view,/book/show/61827543-vera-wong-s-unsolicited-advice-for-murderers
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"White Cat, Black Dog: Stories","Link, Kelly",0593449959,9780593449950,0593449959,272        pp,3.88,"4,715","Mar 28, 2023","Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 09, 2023",,Hardcover,view,/book/show/61391802-white-cat-black-dog
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tortilla Curtain,"Boyle, T. Coraghessan*",,,,355        pp,3.66,"32,547",1995,1995,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2023",,Paperback,view,/book/show/24731.The_Tortilla_Curtain
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ramona,"Jackson, Helen Hunt",0451528425,9780451528421,0451528425,432        pp,3.75,"2,295",1884,"Jul 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2023",,Mass Market Paperback,view,/book/show/693238.Ramona
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Families: A Memoir and a Celebration,"Cooper, Wyatt",0060108576,9780060108571,0060108576,199        pp,4.11,36,Oct 1975,"Jan 01, 1975",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2023",,Hardcover,view,/book/show/228956.Families
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Once Upon a River,"Setterfield, Diane*",0743298071,9780743298070,0743298071,464        pp,3.95,"90,189","Dec 03, 2018","Dec 04, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2023",,Hardcover,view,/book/show/40130093-once-upon-a-river
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ex-Wife,"Parrott, Ursula",0452262240,9780452262249,0452262240,224        pp,4.28,"1,206",1929,"Jun 01, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2023",,Paperback,view,/book/show/2142191.Ex_Wife
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The State of Africa: A History of Fifty Years of Independence,"Meredith, Martin",0743232224,9780743232227,0743232224,768        pp,4.19,"7,041","Jan 01, 2005","Jan 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 23, 2023",,Paperback,view,/book/show/1014792.The_State_of_Africa
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Outlive: The Science and Art of Longevity,"Attia, Peter",0593236599,9780593236598,0593236599,496        pp,4.39,"44,309","Mar 28, 2023","Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2023",,Hardcover,view,/book/show/61153739-outlive
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If I Survive You,"Escoffery, Jonathan",1250872219,9781250872210,1250872219,272        pp,3.71,"10,139","Sep 06, 2022","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2023",,Paperback,view,/book/show/65215752-if-i-survive-you
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And a Bottle of Rum: A History of the New World in Ten Cocktails,"Curtis, Wayne*",1400051673,9781400051670,1400051673,294        pp,4.05,"2,672","Jul 25, 2006","Jul 25, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 16, 2023","Aug 30, 2023","Aug 08, 2023",,Hardcover,view,/book/show/240908.And_a_Bottle_of_Rum
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Normal Family: On Truth, Love, and How I Met My 35 Siblings","Bilton, Chrysta*",0316536547,9780316536547,0316536547,288        pp,4.07,"4,579","Jul 12, 2022","Jul 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2023",,Hardcover,view,/book/show/59568382-normal-family
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moth,"Razak, Melody",0063140063,9780063140066,0063140063,368        pp,4.11,"1,635","Jun 24, 2021","Aug 09, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2023",,Hardcover,view,/book/show/58838846-moth
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"It Ends with Us        (It Ends with Us, #1)","Hoover, Colleen*",,,B0176M3U10,386        pp,4.17,"3,333,544","Aug 02, 2016","Aug 02, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 05, 2023","Aug 11, 2023","Aug 05, 2023",,Kindle Edition,view,/book/show/27362503-it-ends-with-us
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Family Lore,"Acevedo, Elizabeth*",0063207265,9780063207264,,371        pp,3.53,"14,444","Aug 01, 2023","Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 05, 2023",,Hardcover,view,/book/show/62949033-family-lore
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Whalefall,"Kraus, Daniel*",1665918160,9781665918169,1665918160,327        pp,3.76,"15,766","Aug 08, 2023","Aug 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2023",,Hardcover,view,/book/show/62919162-whalefall
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tom Lake,"Patchett, Ann",006332752X,9780063327528,006332752X,309        pp,4.04,"241,650","Aug 01, 2023","Aug 01, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,One of the many things I love about Patchett is her ability to write about anything and write beautifully. Each book is completely different from the One of the many things I love about Patchett is her ability to write about anything and write beautifully. Each book is completely different from the last — and you always know you are in amazing hands. Easily one of my favorite living novelists. ...more,Notes are private!,0,1,1,"Sep 29, 2023","Oct 13, 2023","Aug 01, 2023",,Hardcover,view (with text),/book/show/63241104-tom-lake
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Season of the Witch: Enchantment, Terror and Deliverance in the City of Love","Talbot, David",,,B007JM3BDU,482        pp,4.29,"6,090","May 08, 2012","May 08, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2023",,Kindle Edition,view,/book/show/19730378-season-of-the-witch
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miracle Country,"Atleework, Kendra*",1696600057,9781696600057,,10        pp,4.01,823,"Jun 16, 2020","Jul 21, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2023",,Audiobook,view,/book/show/54650564-miracle-country
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Catherine Parr,"Norton, Elizabeth",,,B0061NAJNI,352        pp,4.07,198,"Feb 01, 2010","Oct 30, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2023",,Kindle Edition,view,/book/show/20994029-catherine-parr
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Divorced, Beheaded, Survived: A Feminist Reinterpretation of the Wives of Henry VIII","Lindsey, Karen",0201408236,9780201408232,0201408236,231        pp,4.07,"1,356",1995,"May 03, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2023",,Paperback,view,/book/show/228541.Divorced_Beheaded_Survived
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Underworld: Journeys to the Depths of the Ocean,"Casey, Susan",0385545576,9780385545570,0385545576,352        pp,4.25,"2,099","Aug 01, 2023","Aug 01, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Shaping up to be my favorite book of 2023. To be fair, I’m Casey’s target audience: a passionate lover of oceans and wildlife, who generally feels theShaping up to be my favorite book of 2023. To be fair, I’m Casey’s target audience: a passionate lover of oceans and wildlife, who generally feels the most at peace — and in awe — by the ocean. This is the second book of hers I’ve read, and she’s a great writer. Funny, thoughtful, detailed. I rarely use the highlighter feature on my Kindle and I used it multiple times reading this book. I learned so much and felt so enriched upon finishing it. ...more",Notes are private!,0,0,1,"Nov 06, 2023","Nov 16, 2023","Jul 29, 2023",,Hardcover,view (with text),/book/show/63241875-the-underworld
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rules of Civility,"Towles, Amor*",,,,335        pp,4.08,"232,151","Jul 26, 2011","Jul 26, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well written, as all Towles is, but I also wonder if I will remember any of it in a year. It feels a bit too much like Gatsby without being distinctivWell written, as all Towles is, but I also wonder if I will remember any of it in a year. It feels a bit too much like Gatsby without being distinctive enough from it. ...more",Notes are private!,0,0,1,"Jul 13, 2023","Jul 27, 2023","Jul 13, 2023",,Hardcover,view (with text),/book/show/10054335-rules-of-civility
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Making Rumours: The Inside Story of the Classic Fleetwood Mac Album,"Caillat, Ken",1118218086,9781118218082,1118218086,362        pp,3.70,"1,694","Mar 02, 2012","Apr 10, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 12, 2023",,Hardcover,view,/book/show/13581259-making-rumours
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Broken Horses,"Carlile, Brandi*",0593237242,9780593237243,0593237242,336        pp,4.40,"30,898","Apr 06, 2021","Apr 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 12, 2023",,Hardcover,view,/book/show/54895726-broken-horses
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bad Feminist,"Gay, Roxane*",0062282719,9780062282712,0062282719,320        pp,3.93,"113,007","Aug 05, 2014","Aug 05, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Listened to as an audiobook narrated by one of my favorite audiobook readers, Bonnie Turpin. Many of these essays should be required reading -- What WListened to as an audiobook narrated by one of my favorite audiobook readers, Bonnie Turpin. Many of these essays should be required reading -- What We All Lose and the In Alienable Rights of Women are particularly poignant. Thoughtful and thought provoking, these essays aren't a quick read or listen. They are meaty and sometimes difficult. That said, I found listening to 1-2 essays a day a way for me to listen and digest. For the bibliphiles, there is also a great essay about the ""second shelf,"" meaning the place where female novelists who write Capital L literature are often relegated in a book store. And of how ""genre literature"" like romance and sci-fi/fantasy have been so much more embracing of female novelists. It made me reflect on my own reading each year, and I was surprised and embarrassed to see that each year, on average, only 1/3 of books I read are written by women. That's changing from now on -- at least 1/2 of all books I read each year will be by women, with a particular focus on the ""second shelf.""...more",Notes are private!,0,2,1,"Jul 12, 2023","Aug 17, 2023","Jul 12, 2023",,Paperback,view (with text),/book/show/18813642-bad-feminist
