,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Azita's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Humankind,"Rutger, Bregman",1408898950,9781408898956,1408898950,465        pp,4.33,"60,636","Sep 03, 2019","May 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/57274238-humankind
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Little People, Big Dreams: Treasury: 50 Stories from Brilliant Dreamers","Sánchez Vegara, Mª Isabel*",0711264163,9780711264168,0711264163,224        pp,4.62,99,2021,"Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/57914526-little-people-big-dreams
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The First Minute: How to Start Conversations That Get Results,"Fenning, Chris*",183824400X,9781838244002,183824400X,126        pp,3.95,737,unknown,"Nov 13, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/57030864-the-first-minute
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dawn of Everything,"Graeber, David",0241402425,9780241402429,0241402425,608        pp,4.20,"18,515","Oct 19, 2021","Oct 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/57001992-the-dawn-of-everything
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Staring at the Sun: Overcoming the Terror of Death,"Yalom, Irvin D.",0349426074,9780349426075,0349426074,320        pp,4.24,"12,653",Jan 2008,"Sep 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/56179025-staring-at-the-sun
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Things Like These,"Keegan, Claire",0571368689,9780571368686,0571368689,116        pp,4.19,"153,442","Nov 05, 2021","Oct 21, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/56943582-small-things-like-these
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Four Thousand Weeks: Time and How to Use It,"Burkeman, Oliver",1847924018,9781847924018,1847924018,273        pp,4.22,"79,451","Aug 10, 2021","Aug 26, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/56155228-four-thousand-weeks
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man Who Mistook His Job for His Life,"Shragai, Naomi",0753558300,9780753558300,0753558300,288        pp,3.54,264,unknown,"May 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/55963447-the-man-who-mistook-his-job-for-his-life
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Diary of a British Muslim Aged 13 3/4,"Ilyas, Tez",0751582182,9780751582185,0751582182,304        pp,3.85,181,unknown,"Oct 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/55644526-the-secret-diary-of-a-british-muslim-aged-13-3-4
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Talk: The Science of Conversation,"Stokoe, Elizabeth",1472140834,9781472140838,1472140834,288        pp,3.70,141,unknown,"Feb 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/55574314-talk
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,English Pastoral: An Inheritance,"Rebanks, James",0141982578,9780141982571,0141982578,304        pp,4.43,"6,256",Sep 2020,"Sep 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/55294092-english-pastoral
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Live When You Could Be Dead,"James, Deborah",1785043595,9781785043598,1785043595,224        pp,4.30,"1,865",unknown,"Aug 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/53442272-how-to-live-when-you-could-be-dead
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Duty of Care: Britain Before and After Corona,"Hennessy, Peter",0241491940,9780241491942,0241491940,224        pp,3.68,38,unknown,"Nov 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/54546068-the-duty-of-care
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Outliers: The Story of Success,"Gladwell, Malcolm",0141036257,9780141036250,0141036257,320        pp,4.19,"786,135","Nov 18, 2008","Jun 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/52634136-outliers
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Plant Power Doctor: A simple prescription for a healthier you,"Newman, Gemma",1529107741,9781529107746,1529107741,304        pp,4.41,137,unknown,"Jan 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/53026780-the-plant-power-doctor
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Psychology of Money: Timeless lessons on wealth, greed, and happiness","Housel, Morgan",0857197681,9780857197689,0857197681,256        pp,4.33,"177,130",2020,"Sep 08, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/51156314-the-psychology-of-money
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Good Pop, Bad Pop","Cocker, Jarvis",1787330567,9781787330566,1787330567,361        pp,4.31,"3,288","May 26, 2022","May 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/52544153-good-pop-bad-pop
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fire and Blood        (A Targaryen History #1),"Martin, George R.R.",0008402787,9780008402785,0008402787,739        pp,4.02,"102,344","Nov 20, 2018","Aug 06, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/50859896-fire-and-blood
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,F*ck Being Humble,"Sword-Williams, Stefanie*",1787135136,9781787135130,1787135136,216        pp,3.81,327,unknown,"Sep 02, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/49109285-f-ck-being-humble
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Olive Kitteridge / Olive Again,"Strout, Elizabeth*",9123925825,9789123925827,9123925825,100        pp,4.32,460,unknown,"Jan 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/49049275-olive-kitteridge-olive-again
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Squiggly Career,"Tupper, Helen",0241385849,9780241385845,0241385849,240        pp,3.95,904,"Jan 02, 2020","Jan 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/44778173-the-squiggly-career
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"How to Stop Overthinking: The 7-Step Plan to Control and Eliminate Negative Thoughts, Declutter Your Mind and Start Thinking Positively in 5 Minutes or Less","Hill, Chase",1098853377,9781098853372,1098853377,168        pp,3.20,51,unknown,"May 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/46069200-how-to-stop-overthinking
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Solve For Happy,"Gawdat, Mo",1509809953,9781509809950,1509809953,368        pp,3.98,"8,403",Mar 2017,"Jan 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/43608783-solve-for-happy
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Silence of the Girls,"Barker, Pat",0241983207,9780241983201,0241983207,325        pp,3.90,"90,868","Aug 30, 2018","Apr 20, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/41728452-the-silence-of-the-girls
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Name Is Leon,"DE, WAAL KIT",0241973384,9780241973387,0241973384,263        pp,4.06,"10,992",2016,"Mar 22, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/30849409-my-name-is-leon
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Split the Difference: Negotiating as if Your Life Depended on It,"Voss, Chris*",,,,274        pp,4.36,"158,367","May 17, 2016","Mar 23, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/30736658-never-split-the-difference
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"It Ends with Us        (It Ends with Us, #1)","Hoover, Colleen*",1471156265,9781471156267,1471156265,376        pp,4.17,"3,333,843","Aug 02, 2016","Jul 22, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Domestic violence is certainly an issue that needs to be written more about, including more fiction. The style and quality of the works of fiction on Domestic violence is certainly an issue that needs to be written more about, including more fiction. The style and quality of the works of fiction on this important issue can, and should, be much much better though.I’m just glad it’s over. If it weren’t the office book club’s book of the month, I’d have given up on it after the first couple of chapters. Yuck. ...more",Notes are private!,0,1,2,"May 13, 2023May 13, 2023","May 21, 2023May 21, 2023","Aug 28, 2022",,Paperback,view (with text),/book/show/29626641-it-ends-with-us
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deep Work,"Newport, Cal",0349411905,9780349411903,0349411905,296        pp,4.18,"154,716","Jan 05, 2016","Jan 05, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/28383248-deep-work
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Light We Cannot See,"Doerr, Anthony*",0008138303,9780008138301,B01M0DFVIP,531        pp,4.32,"1,661,503","May 06, 2014","Apr 23, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/25414672-all-the-light-we-cannot-see
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sticker Dolly Dressing on Holiday,"Bowman, Lucy",140959727X,9781409597278,140959727X,34        pp,3.43,7,"Apr 24, 2009","Jun 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/25819031-sticker-dolly-dressing-on-holiday
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art of Conversation: Change Your Life with Confident Communication,"Apps, Judy",0857085387,9780857085382,0857085387,256        pp,3.56,416,"Jan 01, 2014","Jun 03, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/18737407-the-art-of-conversation
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Culture Map: Decoding How People Think, Lead, and Get Things Done Across Cultures","Meyer, Erin",1610392760,9781610392761,,288        pp,4.34,"21,827","May 27, 2014","Jan 05, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/25273650-the-culture-map
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Michael Rosen's Sad Book,"Rosen, Michael",1406317845,9781406317848,1406317845,31        pp,4.49,"3,093","Sep 28, 2004","Feb 28, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/12097084-michael-rosen-s-sad-book
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Through the Language Glass,"Deutscher, Guy",0099505576,9780099505570,0099505576,310        pp,3.92,"6,663","Jan 01, 2010","Jan 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/9181970-through-the-language-glass
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let's Talk,"Harris, Robie H.",1406306061,9781406306064,1406306061,64        pp,4.42,"1,324","Jul 25, 2006","Jan 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/2014888.Let_s_Talk
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shut Eye,"Bauer, Belinda*",,,B00PI0OZG2,318        pp,3.82,"4,433","Mar 12, 2015","Mar 12, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm not a fan of this particular genre of mystery novels, but Bauer's writing made it an easy read.I'm not a fan of this particular genre of mystery novels, but Bauer's writing made it an easy read....more",Notes are private!,0,1,1,"Aug 25, 2022","Aug 28, 2022","Aug 27, 2022",,Kindle Edition,view (with text),/book/show/24099829-the-shut-eye
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Night Boat to Tangier,"Barry, Kevin",0385540310,9780385540315,0385540310,224        pp,3.62,"18,898","Jun 20, 2019","Sep 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2022",,Hardcover,view,/book/show/43256597-night-boat-to-tangier
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Inheritance Games        (The Inheritance Games, #1)","Barnes, Jennifer Lynn*",1368052401,9781368052405,1368052401,386        pp,4.17,"706,345","Sep 01, 2020","Sep 01, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A bit draggy and repetitive. Otherwise, really enjoyable.",Notes are private!,0,2,1,"Oct 07, 2022","Oct 10, 2022","Aug 19, 2022",,Hardcover,view (with text),/book/show/52439531-the-inheritance-games
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Read Now,"Castillo, Elaine",0593489632,9780593489635,0593489632,340        pp,4.05,"1,585","Jul 26, 2022","Jul 26, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 12, 2022","Nov 14, 2022","Aug 18, 2022",,Hardcover,view,/book/show/60018643-how-to-read-now
