,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Suanne's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Maze at Windermere,"Smith, Gregory Blake",0735221928,9780735221925,0735221928,352        pp,3.49,"3,101","Jan 09, 2018","Jan 09, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2023",,Hardcover,view,/book/show/34962936-the-maze-at-windermere
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other Mother,"Harper, Rachel M.*",1640095047,9781640095045,1640095047,448        pp,3.98,"1,449","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2023",,Hardcover,view,/book/show/58573801-the-other-mother
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lavender House        (Evander Mills, #1)","Rosen, Lev A.C.*",1250834228,9781250834225,1250834228,274        pp,3.89,"8,651","Oct 18, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2023",,Hardcover,view,/book/show/59808133-lavender-house
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Beauty in the World: The Metropolitan Museum of Art and Me,"Bringley, Patrick*",1982163321,9781982163327,,240        pp,4.09,"8,290","Feb 14, 2023","Feb 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2023",,ebook,view,/book/show/59364113-all-the-beauty-in-the-world
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Making of a Marchioness, Part I and II        (Emily Fox-Seton #1-2)","Hodgson Burnett, Frances",1906462127,9781906462123,1906462127,308        pp,3.71,"2,463",1901,"Dec 31, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Wow. That started out so nice and then went totalgothic Rebecca.,Notes are private!,0,1,1,"Feb 16, 2023","Feb 17, 2023","Feb 16, 2023",,Paperback,view (with text),/book/show/7045906-the-making-of-a-marchioness-part-i-and-ii
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Twyford Code,"Hallett, Janice",1788165322,9781788165327,1788165322,384        pp,3.63,"24,369","Jan 13, 2022","Jan 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2023",,Paperback,view,/book/show/58451313-the-twyford-code
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pursuit of Love        (Radlett and Montdore #1),"Mitford, Nancy",,,B003F3PMKC,242        pp,3.95,"19,604",1945,Jul 2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 12, 2023","Feb 13, 2023","Feb 12, 2023",,Kindle Edition,view,/book/show/58985050-the-pursuit-of-love
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heiresses: The Lives of the Million Dollar Babies,"Thompson, Laura",1250202736,9781250202734,1250202736,384        pp,3.21,"1,784","Feb 01, 2022","Feb 15, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Holy shit, this was superb. I immediately downloaded Thompson's book about the Mitford sisters, and her biography of Agatha Christie (I've been lookinHoly shit, this was superb. I immediately downloaded Thompson's book about the Mitford sisters, and her biography of Agatha Christie (I've been looking for one for a while). The latter already has me searching for copies of the novels Christie wrote as Mary Westmacott. I DO love a good rabbit hole!...more",Notes are private!,0,1,1,not set,Mar 2023,"Feb 09, 2023",,Hardcover,view (with text),/book/show/57693473-heiresses
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Convenience Store Woman,"Murata, Sayaka",,,,163        pp,3.69,"278,601","Jul 27, 2016","Jun 27, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2023",,Paperback,view,/book/show/38357895-convenience-store-woman
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Empty Theatre: or, The Lives of King Ludwig II of Bavaria and Empress Sisi of Austria (Queen of Hungary), Cousins, in Their Pursuit of Connection and Beauty...","Jemc, Jac*",0374277923,9780374277925,0374277923,464        pp,3.90,"1,034","Feb 21, 2023","Feb 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2023",,Hardcover,view,/book/show/60784784-empty-theatre
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Raven Tower,"Leckie, Ann*",0356506991,9780356506999,0356506991,416        pp,3.92,"19,765","Feb 26, 2019","Feb 26, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2023",,Hardcover,view,/book/show/39395857-the-raven-tower
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The World That Made New Orleans: From Spanish Silver to Congo Square,"Sublette, Ned",1556527306,9781556527302,1556527306,360        pp,4.00,"1,468",unknown,"Jan 01, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A million stars. I've been looking for a book about the history of New Orleans for a long time and this one checked all the boxes. And the narration bA million stars. I've been looking for a book about the history of New Orleans for a long time and this one checked all the boxes. And the narration by Sean Crisden was (*chef's kiss*)....more,Notes are private!,0,2,1,"Jan 27, 2023","Jan 30, 2023","Jan 27, 2023",,Hardcover,view (with text),/book/show/1038947.The_World_That_Made_New_Orleans
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Inheritance of Orquídea Divina,"Córdova, Zoraida*",,,B08VJJTWRW,336        pp,3.93,"28,784","Sep 07, 2021","Sep 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 26, 2023","Jan 28, 2023","Jan 26, 2023",,Kindle Edition,view,/book/show/56221609-the-inheritance-of-orqu-dea-divina
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Butts: A Backstory,"Radke, Heather",1982135484,9781982135485,1982135484,320        pp,3.76,"7,001","Nov 29, 2022","Nov 29, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you’re a woman and you have a butt, you need to read this.",Notes are private!,0,3,1,not set,not set,"Jan 26, 2023",,Hardcover,view (with text),/book/show/59366123-butts
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sourdough,"Sloan, Robin*",0374203105,9780374203108,0374203105,259        pp,3.76,"56,777","Aug 01, 2017","Sep 05, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2023",,Hardcover,view,/book/show/33916024-sourdough
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Travelers,"Correa, Armando Lucas*",1501187988,9781501187988,1501187988,368        pp,3.86,"4,642","Jan 10, 2023","Jan 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2023",,Hardcover,view,/book/show/61272710-the-night-travelers
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Courtiers: Intrigue, Ambition, and the Power Players Behind the House of Windsor","Low, Valentine",125028256X,9781250282569,125028256X,384        pp,3.65,"2,860","Oct 06, 2022","Jan 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 24, 2023","Jan 26, 2023","Jan 24, 2023",,Hardcover,view,/book/show/61885039-courtiers
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Minuscule Mansion of Myra Malone,"Burges, Audrey*",0593546474,9780593546475,0593546474,352        pp,3.81,"3,328","Jan 24, 2023","Jan 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 23, 2023",,Paperback,view,/book/show/60881142-the-minuscule-mansion-of-myra-malone
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cloisters,"Hays, Katy*",,,B09ZVJX964,320        pp,3.42,"54,548","Nov 01, 2022","Nov 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 15, 2023","Feb 16, 2023","Jan 23, 2023",,Kindle Edition,view,/book/show/59125414-the-cloisters
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Marvelous,"Greeley, Molly*",0063244098,9780063244092,0063244098,416        pp,3.85,796,"Feb 28, 2023","Feb 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 23, 2023",,Hardcover,view,/book/show/61167423-marvelous
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Taste of Gold and Iron,"Rowland, Alexandra*",1529099668,9781529099669,1529099668,512        pp,4.07,"9,319","Aug 30, 2022",Aug 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2023",,Paperback,view,/book/show/62535873-a-taste-of-gold-and-iron
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The 100-Year-Old Man Who Climbed Out the Window and Disappeared,"Jonasson, Jonas",,,,402        pp,3.82,"277,067","Sep 09, 2009","Sep 11, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I described it to a friend thusly: “Bone dry humor and an extremely high rate of casual murder. I'm loving it. It's like ‘Zelig’ without the guilt of I described it to a friend thusly: “Bone dry humor and an extremely high rate of casual murder. I'm loving it. It's like ‘Zelig’ without the guilt of watching a Woody Allen movie.” ...more,Notes are private!,0,2,1,"Jan 22, 2023","Jan 25, 2023","Jan 22, 2023",,Kindle Edition,view (with text),/book/show/16041124-the-100-year-old-man-who-climbed-out-the-window-and-disappeared
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hester,"Albanese, Laurie Lico*",1250278554,9781250278555,1250278554,322        pp,3.97,"35,858","Oct 04, 2022","Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2023",,Hardcover,view,/book/show/59807978-hester
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stone Blind,"Haynes, Natalie*",0063258390,9780063258396,0063258390,373        pp,3.85,"42,482","Sep 15, 2022","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2023",,Hardcover,view,/book/show/61102615-stone-blind
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Endpapers,"Kelly, Jennifer Savran*",1643751840,9781643751849,1643751840,336        pp,3.76,"1,072","Feb 07, 2023","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2023",,Hardcover,view,/book/show/60831910-endpapers
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Matchmaker's Gift,"Loigman, Lynda Cohen*",1250278090,9781250278098,1250278090,320        pp,4.15,"17,002","Sep 20, 2022","Sep 20, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2023",,Hardcover,view,/book/show/59807961-the-matchmaker-s-gift
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ms. Demeanor,"Lipman, Elinor*",,,B09XMTSWDJ,352        pp,3.47,"11,134","Dec 27, 2022","Jan 10, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Elinor Lipman is criminally underrated.,Notes are private!,0,2,1,"Mar 09, 2023","Mar 11, 2023","Jan 20, 2023",,Kindle Edition,view (with text),/book/show/61055826-ms-demeanor
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Magdala: The Lost Story of Mary Magdalene,"Erica, Bridget*",,,B0B44VSCMX,152        pp,3.94,240,unknown,"Jul 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2023",,Kindle Edition,view,/book/show/61490639-magdala
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,God of Fire,"Steadman, Helen*",1739776208,9781739776206,B09QZ8LSDK,344        pp,3.61,124,"Sep 13, 2022","Sep 13, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I am a sucker for good myth retellings and I loved this one!,Notes are private!,0,6,1,"Feb 20, 2023","Feb 22, 2023","Jan 19, 2023",,Kindle Edition,view (with text),/book/show/60188230-god-of-fire
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gilded Mountain,"Manning, Kate*",1982160942,9781982160944,1982160942,464        pp,3.87,"3,631","Nov 01, 2022","Nov 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 19, 2023",,Hardcover,view,/book/show/60321424-gilded-mountain
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Ship,"Kidd, Jess*",1982180811,9781982180812,1982180811,400        pp,3.67,"10,370","Jul 12, 2022","Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 19, 2023",,Hardcover,view,/book/show/59366231-the-night-ship
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Face of the Sun,"Bryce, Denny S.*",1496730100,9781496730107,1496730100,352        pp,3.82,"1,120","Apr 26, 2022","Apr 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 19, 2023",,Paperback,view,/book/show/58688127-in-the-face-of-the-sun
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The 12th Commandment,"Torday, Daniel*",1250191815,9781250191816,1250191815,304        pp,3.40,133,"Jan 17, 2023","Jan 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 19, 2023",,Hardcover,view,/book/show/60784625-the-12th-commandment
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Beekeeper,"Dalton, Julie Carrick*",1250269210,9781250269218,1250269210,384        pp,3.95,"1,456","Mar 07, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 19, 2023",,Hardcover,view,/book/show/60784449-the-last-beekeeper
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Snow Hare,"Lichtarowicz, Paula",0316461350,9780316461351,0316461350,384        pp,3.92,"1,849","Jan 31, 2023","Jan 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 19, 2023",,Hardcover,view,/book/show/61030534-the-snow-hare
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atalanta: A Novel,"Saint, Jennifer*",1250855578,9781250855572,1250855578,291        pp,3.80,"16,122","Apr 11, 2023","May 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 19, 2023",,Hardcover,view,/book/show/61884838-atalanta
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Winter Knight,"Battis, Jes*",1770417206,9781770417205,1770417206,368        pp,3.48,359,"Apr 04, 2023","Apr 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 19, 2023",,Paperback,view,/book/show/62878861-the-winter-knight
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dykette,"Davis, Jenny Fran*",1250843138,9781250843135,1250843138,320        pp,2.98,"2,850","May 16, 2023","May 16, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 19, 2023",,Hardcover,view,/book/show/60784651-dykette
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pandora,"Stokes-Chapman, Susan*",0063280027,9780063280021,0063280027,408        pp,3.68,"12,844","Jan 17, 2022","Jan 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 19, 2023",,Paperback,view,/book/show/61102619-pandora
