,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jamie's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
626,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beauty's Punishment        (Sleeping Beauty, #2)","Roquelaure, A.N.",0452281431,9780452281431,0452281431,256        pp,3.62,"28,369","Jan 01, 1984","May 01, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sooo much better than the first one, she says, as someone who liked the first one. Now there is text and metatext—starting to think Anne Rice is a genSooo much better than the first one, she says, as someone who liked the first one. Now there is text and metatext—starting to think Anne Rice is a genius....more",Notes are private!,0,0,2,"Jan 20, 2021Jun 17, 2017","Jan 31, 2021Jun 23, 2017","Oct 26, 2022",,Paperback,view (with text),/book/show/18750.Beauty_s_Punishment
627,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Back to the Sources: Reading the Classic Jewish Texts,"Holtz, Barry W.",0671605968,9780671605964,0671605968,448        pp,4.00,316,1984,"Jan 02, 1986",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,An excellent overview of Jewish texts.,Notes are private!,0,0,1,"Jan 16, 2021","Jan 25, 2021","Oct 26, 2022",,Paperback,view (with text),/book/show/65233.Back_to_the_Sources
628,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Passion of Christ: A Gay Vision,"Cherry, Kittredge*",194067140X,9781940671406,194067140X,154        pp,4.05,19,"Jul 15, 2014","Jul 15, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I wasn’t expecting to be as affected by this as I was.,Notes are private!,0,1,1,"Jan 23, 2021","Jan 23, 2021","Oct 26, 2022",,Paperback,view (with text),/book/show/23116842-the-passion-of-christ
629,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deconstruction in a Nutshell: Conversation with Jacques Derrida,"Caputo, John D.",0823217558,9780823217557,0823217558,215        pp,3.74,244,"Jan 01, 1996","Jan 01, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I distrust philosophy that isn’t funny so thankfully this was very funny!,Notes are private!,0,0,1,"Jan 20, 2021","Jan 21, 2021","Oct 26, 2022",,Paperback,view (with text),/book/show/408414.Deconstruction_in_a_Nutshell
630,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Rakess        (Society of Sirens, #1)","Peckham, Scarlett*",0062935615,9780062935618,0062935615,400        pp,3.85,"2,755","Apr 28, 2020","Apr 28, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,THAT COVER THO,Notes are private!,0,0,1,"Jan 03, 2021","Jan 05, 2021","Oct 25, 2022",,Mass Market Paperback,view (with text),/book/show/49978975-the-rakess
631,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hymns & Qualms: New and Selected Poems and Translations,"Cole, Peter",0374173885,9780374173883,0374173885,336        pp,4.06,18,"Jan 01, 1998","May 23, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Arabic and Hebrew poetry is a genre I want more of.,Notes are private!,0,0,1,"Jan 13, 2021","Jan 14, 2021","Oct 25, 2022",,Hardcover,view (with text),/book/show/31451041-hymns-qualms
632,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Women, Race & Class","Davis, Angela Y.",0394713516,9780394713519,0394713516,271        pp,4.58,"28,409",1981,"Feb 12, 1983",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 07, 2019","Nov 14, 2019","Oct 25, 2022",,Paperback,view,/book/show/635635.Women_Race_Class
633,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Clockwork Nightingale's Song,"Durreson, Amy Rae*",,,B07XFR4YVV,40        pp,4.20,80,unknown,"Sep 02, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 11, 2021","Jan 11, 2021","Oct 25, 2022",,Kindle Edition,view,/book/show/50816998-the-clockwork-nightingale-s-song
634,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Folly of God: A Theology of the Unconditional,"Caputo, John D.",,,B014RF8YS8,113        pp,4.24,96,"Nov 17, 2015","Nov 17, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Any time you say “theology begins with atheism” you have my full and undivided attention.,Notes are private!,0,0,1,"Jan 09, 2021","Jan 14, 2021","Oct 25, 2022",,Kindle Edition,view (with text),/book/show/26857504-the-folly-of-god
635,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Piranesi,"Clarke, Susanna",163557563X,9781635575637,163557563X,272        pp,4.23,"280,797","Sep 15, 2020","Sep 15, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wouldn’t know how to categorize this one: murder mystery, psychological thriller, mythological fantasy, reality-bending hallucinatory mindfuck? All I wouldn’t know how to categorize this one: murder mystery, psychological thriller, mythological fantasy, reality-bending hallucinatory mindfuck? All of the above, which sounds quite dense, but it’s actually a light, wild ride....more",Notes are private!,0,2,1,"Jan 10, 2021","Jan 11, 2021","Oct 25, 2022",,Hardcover,view (with text),/book/show/50202953-piranesi
636,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Art That Dares: Gay Jesus, Woman Christ, and More","Cherry, Kittredge*",1933993294,9781933993294,1933993294,96        pp,4.33,15,"Mar 01, 2007","Apr 10, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 08, 2021","Jan 08, 2021","Oct 25, 2022",,Paperback,view,/book/show/1539411.Art_That_Dares
637,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jesus in Love,"Cherry, Kittredge*",1933993189,9781933993188,1933993189,328        pp,4.07,27,"Dec 01, 2006","Dec 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For every brilliant unconventional choice in the book, there’s a slightly disappointing conventional one. Would have loved to seen this concept pushedFor every brilliant unconventional choice in the book, there’s a slightly disappointing conventional one. Would have loved to seen this concept pushed further. What’s there is quite emotional and beautiful....more",Notes are private!,0,1,1,"Jan 08, 2021","Jan 08, 2021","Oct 25, 2022",,Paperback,view (with text),/book/show/535930.Jesus_in_Love
638,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Burn It Down!: Feminist Manifestos for the Revolution,"Fahs, Breanne",1788735382,9781788735384,1788735382,515        pp,4.27,176,"Mar 24, 2020","Mar 24, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,My appreciation for manifestos just keeps growing. Such an underrated genre.,Notes are private!,0,0,1,"Jan 05, 2021","Jan 08, 2021","Oct 25, 2022",,Hardcover,view (with text),/book/show/51254051-burn-it-down
639,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Through The Years,"Maxfield, Z.A.*",0985386533,,B008OADC44,99        pp,3.50,247,"Jul 22, 2012","Jul 22, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The idea of this works; the execution doesn’t quite.,Notes are private!,0,0,1,"Jan 04, 2021","Jan 05, 2021","Oct 25, 2022",,Kindle Edition,view (with text),/book/show/15768782-through-the-years
640,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Silence of Sodom: Homosexuality in Modern Catholicism,"Jordan, Mark D.",0226410412,9780226410418,0226410412,342        pp,3.96,25,2000,"Jun 07, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Surprisingly beautiful and profound for nonfiction on such a specific subject. I have gobs of highlights, including things that rearranged the way I tSurprisingly beautiful and profound for nonfiction on such a specific subject. I have gobs of highlights, including things that rearranged the way I think. A watermark, like Boswell.Here solitary imagination fails. You cannot imagine a new language. You can only make it in trying to speak with others. You cannot project it all at once. You must discover little patterns, fragments of paradigms, new sounds and surprising turns in grammar. You have to drill, correcting yourself or what seemed the paradigms. You will stumble, hunt for words, tangle yourself in mid-sentence. Then you will realize that you have begun to make sense.You cannot imagine beforehand what you will learn in the school for new speech. You can only enroll. ...more",Notes are private!,0,0,1,"Jan 03, 2021","Jan 06, 2021","Oct 25, 2022",,Hardcover,view (with text),/book/show/1714010.The_Silence_of_Sodom
641,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meditations with Meister Eckhart,"Fox, Matthew",0939680041,9780939680047,0939680041,132        pp,4.11,300,"Jun 01, 1983","Jun 01, 1983",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,God waits on human history / and suffers as she waits.,Notes are private!,0,0,1,"Jan 02, 2021","Jan 04, 2021","Oct 25, 2022",,Paperback,view (with text),/book/show/184267.Meditations_with_Meister_Eckhart
642,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Consolations: The Solace, Nourishment and Underlying Meaning of Everyday Words","Whyte, David*",,9781932887341,1932887342,245        pp,4.46,"3,594","Dec 01, 2014",Dec 2014,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Profound devotional. Nourishment is right. I keep dipping into different pages throughout the year.We are all compost for worlds we cannot yet imagineProfound devotional. Nourishment is right. I keep dipping into different pages throughout the year.We are all compost for worlds we cannot yet imagine. ...more,Notes are private!,0,0,2,Jan 2022Jan 2021,"Jan 05, 2022Jan 03, 2021","Oct 25, 2022",,Paperback,view (with text),/book/show/24108839-consolations
643,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ecce Homo: The Male-Body-in-Pain as Redemptive Figure,"Brintnall, Kent L.",0226074706,9780226074702,0226074706,256        pp,3.67,9,"Nov 15, 2011","Jan 23, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So much food for thought, especially re: suffering.",Notes are private!,0,0,1,"Dec 09, 2020","Dec 30, 2020","Oct 25, 2022",,Paperback,view (with text),/book/show/12703330-ecce-homo
644,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Point of Knives        (Astreiant, #2)","Scott, Melissa*",1590213815,9781590213810,1590213815,122        pp,4.02,481,"Jul 01, 2012","Jul 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"All procedural, little heat? Note to self: revisit when more in the mood.",Notes are private!,0,0,1,"Nov 25, 2020","Nov 26, 2020","Oct 25, 2022",,Paperback,view (with text),/book/show/13557183-point-of-knives
645,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Poems of Catullus,Catullus,0520242645,9780520242647,0520242645,360        pp,4.10,"10,859",-60,"Aug 01, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fuck yeah, Catullus. Great translation, and I love the bilingual translations on facing pages.",Notes are private!,0,1,1,Nov 2020,"Nov 16, 2020","Oct 25, 2022",,Hardcover,view (with text),/book/show/89221.The_Poems_of_Catullus
646,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Through the Dark Clouds,"Soto, Ada Maria*",1613723040,9781613723043,,26        pp,3.48,84,"Dec 01, 2011","Dec 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Ada Maria Soto but post WWI.,Notes are private!,0,0,1,"Dec 23, 2020","Dec 24, 2020","Oct 25, 2022",,ebook,view (with text),/book/show/13031252-through-the-dark-clouds
647,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hometown Christmas,"Leigh, Garrett*",1913220176,9781913220174,B081K48JVV,171        pp,3.98,"1,011","Nov 21, 2019","Nov 21, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 22, 2020","Dec 22, 2020","Oct 25, 2022",,Kindle Edition,view,/book/show/48840400-hometown-christmas
648,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Heard Him Exclaim,"Maxfield, Z.A.*",,,B004CJ8156,141        pp,3.82,587,"Nov 16, 2010","Dec 06, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 19, 2020","Dec 20, 2020","Oct 25, 2022",,Kindle Edition,view,/book/show/9740445-i-heard-him-exclaim
649,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Secret Light,"Maxfield, Z.A.*",,9781611186888,,258        pp,3.91,656,"Dec 20, 2011","Dec 20, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 15, 2020","Dec 16, 2020","Oct 25, 2022",,ebook,view,/book/show/13161125-secret-light
650,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eros,"Lahr, Jane",1556704879,9781556704871,1556704879,191        pp,4.29,21,Oct 1996,"Jan 01, 1996",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 08, 2020","Nov 09, 2020","Oct 25, 2022",,Hardcover,view,/book/show/1137273.Eros
651,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memorial,"Washington, Bryan",,,,320        pp,3.57,"34,766","Oct 27, 2020","Oct 27, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A little too litfic, as in lots of (mostly self-inflicted) misery and ennui and emotional repression. Sigh.",Notes are private!,0,0,1,"Dec 12, 2020","Dec 16, 2020","Oct 25, 2022",,Hardcover,view (with text),/book/show/48902303-memorial
652,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Party Favors        (So Over the Holidays #4),"McLellan, Erin*",1735004928,9781735004921,B08MCXKP6H,168        pp,3.70,"1,536","Dec 01, 2020","Dec 01, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Yesssss, an f/f that’s super hot!! Friends to lovers, to boot. Great wrap up to the series.",Notes are private!,0,0,1,"Dec 31, 2020","Dec 31, 2020","Oct 25, 2022",,Kindle Edition,view (with text),/book/show/55825250-party-favors
653,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Perhaps the Stars        (Terra Ignota, #4)","Palmer, Ada*",,,,833        pp,4.33,"2,154","Oct 19, 2021",2022,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I finally caught up on adding the 480+ books I read during my goodreads hiatus, and I still haven’t found the words to talk about this one. Maybe nextI finally caught up on adding the 480+ books I read during my goodreads hiatus, and I still haven’t found the words to talk about this one. Maybe next year I will. It should be in the Smithsonian, or win the Nobel prize, or something, as one of humanity’s greatest achievements. ...more",Notes are private!,0,4,1,"Oct 25, 2022","Nov 20, 2022","Oct 25, 2022",,Paperback,view (with text),/book/show/60768104-perhaps-the-stars
