,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Mary-ellen's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Haunting Mr. Darcy: A Spirited Courtship,"Mackrory, KaraLynne*",1936009358,9781936009350,1936009358,286        pp,4.31,"1,110","Mar 10, 2014","Mar 17, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a fun retelling of P & P.Elizabeth abruptly finds herself in the most wonderful library, but without her corporeal form. It turns out to be DaThis is a fun retelling of P & P.Elizabeth abruptly finds herself in the most wonderful library, but without her corporeal form. It turns out to be Darcy's London home. As a spirit she gets to know Darcy in his own environment. Elizabeth struggles to convince Darcy she's real given he's the only one that can see her. He believes she's a figment of his imagination, so he doesn't always behave in the most gentlemanly manner.The story has most of key plot points of the original, but we get to see more of Darcy's character. There's also a lot more of Elizabeth and Darcy together as they work to unravel what has happened and set things right.For fans of the original, it's a light indulgent read. ...more",Notes are private!,0,0,1,"Oct 09, 2022","Oct 12, 2022","Sep 09, 2022",,Paperback,view (with text),/book/show/21565595-haunting-mr-darcy
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Charm Offensive,"Cochrun, Alison*",,,B08VKLGQ4J,368        pp,4.14,"63,874","Sep 07, 2021","Sep 07, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Love this!Adorable characters, engaging story and brilliant writing.",Notes are private!,0,3,1,"Sep 06, 2022","Sep 23, 2022","Sep 06, 2022",,Kindle Edition,view (with text),/book/show/58076499-the-charm-offensive
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Disappearance of Winter's Daughter        (The Riyria Chronicles, #4)","Sullivan, Michael J.*",,9781943363131,,444        pp,4.41,"10,731","Dec 05, 2017","Oct 02, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2022",,Paperback,view,/book/show/32177852-the-disappearance-of-winter-s-daughter
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Professional Integrity        (The Riyria Chronicles, #2.6)","Sullivan, Michael J.*",,,B00YCDH52C,1        pp,4.19,"3,868","Jun 03, 2015","Jun 03, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 23, 2022","Aug 23, 2022","Sep 06, 2022",,Audible Audio,view,/book/show/25656828-professional-integrity
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Jester        (The Riyria Chronicles, #2.5)","Sullivan, Michael J.*",,,B00HYIVLP4,1        pp,3.95,"6,082","Jan 17, 2014","Jan 17, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 23, 2022","Aug 23, 2022","Sep 06, 2022",,Audible Audio,view,/book/show/20611669-the-jester
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Age of Swords        (The Legends of the First Empire, #2)","Sullivan, Michael J.*",1101965363,9781101965368,1101965363,496        pp,4.29,"22,672","Jul 25, 2017","Jul 25, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 14, 2022","Aug 19, 2022","Sep 06, 2022",,Hardcover,view,/book/show/32337902-age-of-swords
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Death of Dulgath        (The Riyria Chronicles, #3)","Sullivan, Michael J.*",1943363005,9781943363001,,448        pp,4.38,"17,956","Oct 15, 2015","Dec 01, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 07, 2022","Aug 12, 2022","Sep 06, 2022",,Paperback,view,/book/show/24683898-the-death-of-dulgath
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Rose and the Thorn        (The Riyria Chronicles, #2)","Sullivan, Michael J.*",0356502287,9780356502281,0356502287,347        pp,4.40,"26,995","Sep 17, 2013","Sep 17, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 05, 2022","Aug 10, 2022","Sep 06, 2022",,Paperback,view,/book/show/17163514-the-rose-and-the-thorn
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Age of Myth        (The Legends of the First Empire, #1)","Sullivan, Michael J.*",1101965339,9781101965337,1101965339,432        pp,4.22,"36,088","Jun 28, 2016","Jun 28, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 27, 2022",Sep 2022,"Sep 06, 2022",,Hardcover,view,/book/show/26863057-age-of-myth
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Crown Tower        (The Riyria Chronicles, #1)","Sullivan, Michael J.*",031624371X,9780316243711,031624371X,384        pp,4.33,"38,233","Aug 01, 2013","Aug 06, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Aug 2022,"Aug 05, 2022","Sep 06, 2022",,Paperback,view,/book/show/16043804-the-crown-tower
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Very Secret Society of Irregular Witches,"Mandanna, Sangu*",059343935X,9780593439357,059343935X,318        pp,4.12,"158,488","Aug 23, 2022","Aug 23, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a sweet found family read.It’s the equivalent to putting on your favourite pair of fluffy slippers in winter.I loved the characters and enjoyThis was a sweet found family read.It’s the equivalent to putting on your favourite pair of fluffy slippers in winter.I loved the characters and enjoyed the story, but would have liked a little more tension and conflict....more",Notes are private!,0,2,1,"Jan 05, 2023","Jan 06, 2023","Sep 06, 2022",,Paperback,view (with text),/book/show/60018635-the-very-secret-society-of-irregular-witches
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hollowpox: The Hunt for Morrigan Crow        (Nevermoor, #3)","Townsend, Jessica*",0316508942,,B07SNDXNWJ,560        pp,4.49,"23,467","Feb 04, 2020","Feb 04, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,Sep 2022,"Sep 06, 2022","Sep 06, 2022",,Kindle Edition,view,/book/show/46255017-hollowpox
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heir of Novron        (The Riyria Revelations, #5-6)","Sullivan, Michael J.*",0356501086,9780356501086,0356501086,924        pp,4.51,"49,380","Jan 26, 2012",2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 26, 2022","Jul 31, 2022","Jul 21, 2022",,Paperback,view,/book/show/44777327-heir-of-novron
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bullet That Missed        (Thursday Murder Club, #3)","Osman, Richard",0241512425,9780241512425,0241512425,413        pp,4.39,"165,236","Sep 15, 2022","Sep 15, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I thoroughly enjoyed this book.This series just gets better and better.The writing is fantastic with a few hilarious laugh out loud moments, but it’s I thoroughly enjoyed this book.This series just gets better and better.The writing is fantastic with a few hilarious laugh out loud moments, but it’s the characters that make it truly wonderful....more",Notes are private!,0,1,1,"Nov 11, 2022","Nov 12, 2022","Jul 21, 2022",,Hardcover,view (with text),/book/show/58957615-the-bullet-that-missed
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Project Hail Mary,"Weir, Andy*",0593135202,9780593135204,0593135202,476        pp,4.51,"565,549","May 04, 2021","May 04, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fantastic read! Great for science fans.Ryland Grace, school teacher, wakes up in space unable to remember who he is and how he got there. His two crewFantastic read! Great for science fans.Ryland Grace, school teacher, wakes up in space unable to remember who he is and how he got there. His two crew mates are dead. He’s alone in space on a mission to rescue earth. There is some excellent plotting here. I was scratching my head a bit at times, but things are revealed over time as Grace gets his memory back. Some of these revelations are truly shocking.The science isn’t too heavy, everything is explained. Although the ending wasn’t what I expected, I love how this story wraps up....more",Notes are private!,0,6,1,"Jul 09, 2022","Jul 12, 2022","Jul 09, 2022",,Hardcover,view (with text),/book/show/54493401-project-hail-mary
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"World Without End        (Kingsbridge, #2)","Follett, Ken*",,,,"1,248        pp",4.31,"250,229","Oct 04, 2007","Oct 03, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is another Follett epic saga.This is set many years after Pillars of the Earth, but is every bit as enjoyable.Ken Follett puts his characters thrThis is another Follett epic saga.This is set many years after Pillars of the Earth, but is every bit as enjoyable.Ken Follett puts his characters through such hell, and I love it!So many twists and turns, a couple of awesomely evil villains and a satisfying ending....more",Notes are private!,0,6,1,"Jul 04, 2022","Jul 09, 2022","Jul 04, 2022",,Paperback,view (with text),/book/show/4835392-world-without-end
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When You Get the Chance,"Lord, Emma*",1250783348,9781250783349,1250783348,308        pp,3.89,"10,096","Jan 04, 2022","Jan 04, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a sweet, YA romance about musical loving teenager, Millie Price.Millie dreams of becoming a Broadway star. She also wants to find her mum. ImaThis is a sweet, YA romance about musical loving teenager, Millie Price.Millie dreams of becoming a Broadway star. She also wants to find her mum. Imagine her frustration when she follows a lead to scope out Steph, one of her potential mothers, only to run into her nemesis from school, Oliver. When she discovers there is an internship going where Steph works, she decides to compete with Oliver for it.It took me a little while to warm to Millie because she seemed totally self-absorbed at first, but once the story got going, I really liked her. She does have her moments of high melodrama, but she is also sweet and supportive of others. I particularly liked the friendships in this story, and Millie's relationship with her dad. The ending was a little too cheesy....more",Notes are private!,0,4,1,"Jun 19, 2022","Jun 19, 2022","Jun 19, 2022",,Hardcover,view (with text),/book/show/54306966-when-you-get-the-chance
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Man Who Died Twice        (Thursday Murder Club, #2)","Osman, Richard",,,B08GS1BT6T,422        pp,4.38,"222,282","Sep 16, 2021","Sep 16, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jun 20, 2022","Jul 21, 2022","Jun 10, 2022",,Kindle Edition,view,/book/show/55457493-the-man-who-died-twice
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Thursday Murder Club        (Thursday Murder Club, #1)","Osman, Richard",,,B07S5D5TH7,382        pp,3.89,"475,910","Sep 03, 2020","Sep 03, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love this murder mystery!It has loads of charm, brilliant characters and an engaging plot.The story is built around four savvy seniors living in a sI love this murder mystery!It has loads of charm, brilliant characters and an engaging plot.The story is built around four savvy seniors living in a somewhat exclusive retirement village. They get together every week for the Thursday Murder Club and attempt to solve cold cases. So when an actual murder happens on their doorstep, they are delighted to get involved. It's great to see some seventy year olds getting the spotlight. And what a bunch they are. All quite different and with interesting and intriguing backgrounds, they each bring different skills to the club. They are clever, crafty, capable and funny.The love Richard Osman has for these characters is evident in the way he brings them to life. And the audio narration by Lesley Manville is perfect.I'll definitely be continuing with this heart-warming series....more",Notes are private!,0,2,1,"Jun 10, 2022","Jun 13, 2022","Jun 10, 2022",,Kindle Edition,view (with text),/book/show/46000520-the-thursday-murder-club
