,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Amber's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Gardener,"Auxier, Jonathan*",141971144X,9781419711442,141971144X,350        pp,4.06,"20,393","May 20, 2014","May 20, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2022",,Hardcover,view,/book/show/18405537-the-night-gardener
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jabbok,"Sloan, Kee",0991574400,9780991574407,0991574400,406        pp,4.60,403,"Aug 26, 2014","Aug 26, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2022",,Paperback,view,/book/show/22875364-jabbok
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Raise a Healthy Child in Spite of Your Doctor: One of America's Leading Pediatricians Puts Parents Back in Control of Their Children's Health,"Mendelsohn, Robert S.",0345342763,9780345342768,0345342763,304        pp,4.32,"1,132",unknown,"May 12, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2022",,Mass Market Paperback,view,/book/show/102994.How_to_Raise_a_Healthy_Child_in_Spite_of_Your_Doctor
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Must Betray You,"Sepetys, Ruta*",,,B09DS8BHR7,335        pp,4.41,"68,952","Feb 01, 2022","Feb 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 25, 2022",,Kindle Edition,view,/book/show/58887254-i-must-betray-you
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Charlotte’s Web,"White, E.B.",0064410935,9780064410939,0064410935,184        pp,4.20,"1,834,738","Oct 15, 1952","Oct 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2022",,Paperback,view,/book/show/24178.Charlotte_s_Web
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Undistracted: Capture Your Purpose. Rediscover Your Joy.,"Goff, Bob",140022697X,9781400226979,140022697X,221        pp,4.25,"6,423","Mar 01, 2022","Mar 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2022",,Hardcover,view,/book/show/58429319-undistracted
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sickening: How Big Pharma Broke American Health Care and How We Can Repair It,"Abramson, John",1328957810,9781328957818,1328957810,336        pp,4.23,919,"Feb 08, 2022","Feb 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2022",,Hardcover,view,/book/show/57211044-sickening
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nineties,"Klosterman, Chuck",0735217955,9780735217959,0735217955,370        pp,3.88,"25,253","Feb 08, 2022","Feb 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2022",,Hardcover,view,/book/show/58082714-the-nineties
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Personal Librarian,"Benedict, Marie*",,,,341        pp,4.06,"167,950","Jun 29, 2021","Jun 29, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2022",,Hardcover,view,/book/show/55333938-the-personal-librarian
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gospel Comes with a House Key,"Butterfield, Rosaria Champagne",143355786X,9781433557866,143355786X,240        pp,4.31,"14,616",unknown,"Apr 30, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2022",,Hardcover,view,/book/show/36384252-the-gospel-comes-with-a-house-key
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Words on Fire,"Nielsen, Jennifer A.*",133827547X,9781338275476,133827547X,336        pp,4.27,"10,861","Oct 01, 2019","Oct 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2022",,Hardcover,view,/book/show/43319615-words-on-fire
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Carved in Ebony: Lessons from the Black Women Who Shape Us,"Holmes, Jasmine L.",076423885X,9780764238857,076423885X,192        pp,4.27,804,unknown,"Nov 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2022",,Paperback,view,/book/show/57070974-carved-in-ebony
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,M Is for Mama: A Rebellion Against Mediocre Motherhood,"Halberstadt, Abbie",0736983775,9780736983778,0736983775,240        pp,4.53,"5,322",unknown,"Feb 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2022",,Hardcover,view,/book/show/57124438-m-is-for-mama
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"When People Are Big and God is Small: Overcoming Peer Pressure, Codependency, and the Fear of Man","Welch, Edward T.",,,,256        pp,4.25,"8,348","Jan 01, 1997","Jun 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2022",,Paperback,view,/book/show/34485.When_People_Are_Big_and_God_is_Small
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Aesop's Fables,Aesop,0486280209,9780486280202,0486280209,96        pp,4.06,126,"Mar 16, 2014","May 02, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 18, 2022","Feb 23, 2022","Jan 18, 2022",,Paperback,view,/book/show/753062.Aesop_s_Fables
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ourselves        (Original Homeschooling #4),"Mason, Charlotte M.",0842313583,9780842313582,0842313583,462        pp,4.55,334,"Oct 01, 1989","Jan 01, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2022",,Paperback,view,/book/show/1492120.Ourselves
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Untangled: Guiding Teenage Girls Through the Seven Transitions into Adulthood,"Damour, Lisa",0553393057,9780553393057,0553393057,352        pp,4.52,"14,038","Feb 02, 2016","Feb 09, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2022",,Hardcover,view,/book/show/25614847-untangled
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Twelve Dancing Princesses,"Mayer, Marianna",0688080510,9780688080518,0688080510,40        pp,4.33,"6,271","Mar 24, 1989","Mar 24, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2022",,Hardcover,view,/book/show/849287.The_Twelve_Dancing_Princesses
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pegasus,"Craft, Kinuko Y.",0688133827,9780688133825,0688133827,40        pp,4.19,578,"Apr 24, 1998","Apr 24, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The illustrations are just completely engrossing and beautiful.,Notes are private!,0,0,1,not set,not set,"Jan 12, 2022",,Hardcover,view (with text),/book/show/696211.Pegasus
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,God's Names        (Making Him Known),"Michael, Sally",1596382198,9781596382190,1596382198,120        pp,4.68,185,"Jan 25, 2011","Jan 25, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 12, 2022","May 02, 2022","Jan 12, 2022",,Paperback,view,/book/show/10786871-god-s-names
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Red at the Bone,"Woodson, Jacqueline*",0525535276,9780525535270,0525535276,196        pp,3.98,"78,229","Sep 17, 2019","Sep 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2022",,Hardcover,view,/book/show/43697186-red-at-the-bone
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gifts of Imperfect Parenting,"Brown, Brené*",1604079738,9781604079739,1604079738,2        pp,4.57,"5,539",2013,"May 01, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Just a two hour listen, and so powerful…especially as a recovering perfectionist…",Notes are private!,0,0,1,"May 04, 2022","May 21, 2022","Dec 28, 2021",,Audio CD,view (with text),/book/show/16291800-the-gifts-of-imperfect-parenting
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gifts of Imperfection,"Brown, Brené*",159285849X,9781592858491,159285849X,137        pp,4.25,"192,589","Aug 27, 2010","Aug 27, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2021",,Paperback,view,/book/show/7015403-the-gifts-of-imperfection
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Things Reconsidered: How Rethinking What We Know Helps Us Know What We Believe,"McCoy, Knox*",0785220925,9780785220923,0785220925,272        pp,4.08,"1,920",2020,"Jun 02, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2021",,Paperback,view,/book/show/48856363-all-things-reconsidered
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beginners: The Joy and Transformative Power of Lifelong Learning,"Vanderbilt, Tom",1524732168,9781524732165,1524732168,320        pp,3.67,"3,348","Jan 05, 2021","Jan 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2021",,Hardcover,view,/book/show/49829875-beginners
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"If God, Why Evil?: A New Way to Think about the Question","Geisler, Norman L.",1441214658,9781441214652,,176        pp,4.13,386,"Feb 01, 2011","Feb 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2021",,ebook,view,/book/show/10728216-if-god-why-evil
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,They Both Die at the End        (They Both Die at the End Series Book 1),"Silvera, Adam*",,,B01N4D4R7W,389        pp,3.77,"740,638","Sep 05, 2017","Sep 05, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 19, 2021",,Kindle Edition,view,/book/show/33797105-they-both-die-at-the-end
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Habits of the Household: Practicing the Story of God in Everyday Family Rhythms,"Earley, Justin Whitmel*",0310362938,9780310362937,0310362938,226        pp,4.61,"10,075",Nov 2021,"Nov 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 18, 2021",,Paperback,view,/book/show/57468025-habits-of-the-household
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Simply Trinity: The Unmanipulated Father, Son, and Spirit","Barrett, Matthew",154090007X,9781540900074,154090007X,368        pp,4.53,556,"Mar 16, 2021","Mar 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 17, 2021",,Paperback,view,/book/show/54232779-simply-trinity
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,God of All Things: Rediscovering the Sacred in an Everyday World,"Wilson, Andrew",0310109086,9780310109082,0310109086,224        pp,4.54,"1,012","Mar 02, 2021","Mar 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 17, 2021",,Paperback,view,/book/show/54287594-god-of-all-things
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We the Fallen People: The Founders and the Future of American Democracy,"McKenzie, Robert Tracy",0830852964,9780830852963,0830852964,304        pp,4.42,166,"Sep 21, 2021","Sep 21, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 17, 2021",,Hardcover,view,/book/show/57179477-we-the-fallen-people
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Intentional Father: A Practical Guide to Raise Sons of Courage and Character,"Tyson, Jon",0801018684,9780801018688,0801018684,256        pp,4.37,"1,663","Aug 17, 2021","Aug 17, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 17, 2021",,Hardcover,view,/book/show/55782918-the-intentional-father
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Making of Biblical Womanhood: How the Subjugation of Women Became Gospel Truth,"Barr, Beth Allison",1587434709,9781587434709,1587434709,245        pp,4.41,"13,534","Apr 20, 2021","Apr 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 17, 2021",,Paperback,view,/book/show/54233271-the-making-of-biblical-womanhood
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Weight of Memory,"Smucker, Shawn*",0800735315,9780800735319,0800735315,304        pp,3.96,319,"Jul 06, 2021","Jul 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 17, 2021",,Paperback,view,/book/show/55654830-the-weight-of-memory
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Revival Season,"West, Monica*",1982133309,9781982133306,1982133309,304        pp,3.65,"3,552","May 25, 2021","May 25, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 17, 2021",,Hardcover,view,/book/show/44143978-revival-season
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Abuelita Faith: What Women on the Margins Teach Us about Wisdom, Persistence, and Strength","Armas, Kat",158743508X,9781587435089,158743508X,212        pp,4.31,714,unknown,"Aug 10, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 17, 2021",,Paperback,view,/book/show/55784757-abuelita-faith
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Winsome Conviction: Disagreeing Without Dividing the Church,"Muehlhoff, Tim",0830847995,9780830847990,0830847995,224        pp,4.29,201,"Dec 08, 2020","Dec 08, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 17, 2021",,Paperback,view,/book/show/54228851-winsome-conviction
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What God Has to Say about Our Bodies: How the Gospel Is Good News for Our Physical Selves,"Allberry, Sam",1433570157,9781433570155,1433570157,208        pp,4.27,854,"Jun 01, 2021","Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 17, 2021",,Paperback,view,/book/show/56216937-what-god-has-to-say-about-our-bodies
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Strange Christmas: Cover to Cover Advent Study Guide,"Kandiah, Krish*",,,B07JZFPND3,117        pp,4.33,3,unknown,"Aug 24, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 17, 2021",,Kindle Edition,view,/book/show/42632464-a-strange-christmas
