,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Shauna's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Skinny Legs and All,"Robbins, Tom",1842430343,9781842430347,1842430343,422        pp,4.06,"42,805",1990,"Jan 01, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 06, 2008",,Paperback,view,/book/show/9370.Skinny_Legs_and_All
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Half Asleep in Frog Pajamas,"Robbins, Tom",184243036X,9781842430361,184243036X,389        pp,3.76,"22,555",1994,"Jan 05, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 06, 2008",,Paperback,view,/book/show/9567.Half_Asleep_in_Frog_Pajamas
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Even Cowgirls Get the Blues,"Robbins, Tom",1842430246,9781842430248,1842430246,366        pp,3.78,"54,811",Apr 1976,"Jan 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 06, 2008",,Paperback,view,/book/show/7572.Even_Cowgirls_Get_the_Blues
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jitterbug Perfume,"Robbins, Tom",1842430351,9781842430354,1842430351,342        pp,4.23,"76,622",Dec 1984,"Jan 01, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 06, 2008",,Paperback,view,/book/show/8682.Jitterbug_Perfume
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Still Life with Woodpecker,"Robbins, Tom",184243022X,9781842430224,184243022X,277        pp,4.04,"80,171",Oct 1980,"Jan 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 06, 2008",,Paperback,view,/book/show/9566.Still_Life_with_Woodpecker
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Survivor,"Palahniuk, Chuck*",009928264X,9780099282648,009928264X,289        pp,3.93,"118,322","Feb 17, 1999","Aug 03, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 06, 2008",,Paperback,view,/book/show/22283.Survivor
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invisible Monsters,"Palahniuk, Chuck*",0099285444,9780099285441,B00RP7FB1O,297        pp,4.00,"143,535","Sep 17, 1999",2000,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 06, 2008",,Paperback,view,/book/show/22290.Invisible_Monsters
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Diary,"Palahniuk, Chuck*",1400032814,9781400032815,1400032814,262        pp,3.64,"78,206","Aug 26, 2003","Sep 14, 2004",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 06, 2008",,Paperback,view,/book/show/22284.Diary
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Psycho,"Ellis, Bret Easton",0679735771,9780679735779,0679735771,399        pp,3.81,"314,074","Mar 06, 1991",Mar 1991,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 06, 2008",,Paperback,view,/book/show/28676.American_Psycho
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dogs of Babel,"Parkhurst, Carolyn*",0316778508,9780316778503,0316778508,278        pp,3.58,"19,025","Jun 13, 2003","Jun 07, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 05, 2008",,Paperback,view,/book/show/89691.The_Dogs_of_Babel
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Thousand Splendid Suns,"Hosseini, Khaled*",1594489505,9781594489501,B002FVPH5A,372        pp,4.43,"1,529,553",May 2007,"Jan 01, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 05, 2008",,Hardcover,view,/book/show/128029.A_Thousand_Splendid_Suns
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Country of Last Things,"Auster, Paul",3425040847,9783425040844,3425040847,188        pp,3.91,"13,914",1987,unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 05, 2008",,,view,/book/show/19486.In_the_Country_of_Last_Things
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret History,"Tartt, Donna",1400031702,9781400031702,1400031702,559        pp,4.17,"741,983","Sep 16, 1992","Sep 11, 1992",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 05, 2008",,Paperback,view,/book/show/29044.The_Secret_History
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Amber Spyglass        (His Dark Materials, #3)","Pullman, Philip",0440238153,9780440238157,0440238153,465        pp,4.10,"360,037","Oct 10, 2000","Sep 09, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 05, 2008",,Mass Market Paperback,view,/book/show/18122.The_Amber_Spyglass
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Subtle Knife        (His Dark Materials, #2)","Pullman, Philip",0679879250,9780679879251,0679879250,326        pp,4.15,"435,535","Jul 22, 1997","Jul 22, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 05, 2008",,Hardcover,view,/book/show/119324.The_Subtle_Knife
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Golden Compass        (His Dark Materials, #1)","Pullman, Philip",0679879242,9780679879244,B001NAR73E,399        pp,4.02,"1,525,533","Jul 01, 1995","Apr 16, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 05, 2008",,Hardcover,view,/book/show/119322.The_Golden_Compass
307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Молитва об Оуэне Мини,"Irving, John*",,,,unknown,4.24,"320,908","Mar 28, 1989",2006,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 05, 2008",,,view,/book/show/1100213._
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Widow for One Year,"Irving, John*",,,,576        pp,3.77,"62,608",1998,"Jun 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 05, 2008",,Paperback,view,/book/show/4659.A_Widow_for_One_Year
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cider House Rules,"Irving, John*",0786226749,9780786226740,0786226749,"1,064        pp",4.16,"185,190","May 10, 1985","Jan 01, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 05, 2008",,Hardcover,view,/book/show/4687.The_Cider_House_Rules
310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The 158-Pound Marriage,"Irving, John*",0345417968,9780345417961,0345417968,176        pp,3.26,"13,815","Aug 12, 1974","Jun 23, 1997",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 05, 2008",,Paperback,view,/book/show/4660.The_158_Pound_Marriage
311,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fourth Hand,"Irving, John*",0345463153,9780345463159,0345463153,368        pp,3.33,"30,505","Jul 03, 2001","Apr 29, 2003",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 05, 2008",,Mass Market Paperback,view,/book/show/4656.The_Fourth_Hand
312,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hotel New Hampshire,"Irving, John*",0552992097,9780552992091,0552992097,520        pp,3.93,"65,612",1981,"Jan 06, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 05, 2008",,Paperback,view,/book/show/11768.The_Hotel_New_Hampshire
313,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The World According to Garp,"Irving, John*",0345915593,9780345915597,0345915593,610        pp,4.10,"228,589","Apr 24, 1978","Apr 01, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 05, 2008",,Hardcover,view,/book/show/7069.The_World_According_to_Garp
