,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Carol's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House We Grew Up In,"Jewell, Lisa*",1476702993,9781476702995,1476702993,388        pp,3.81,"85,639","Jul 18, 2013","Aug 12, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The cast of finely crafted, sympathetic, damaged, and at times, infuriating characters reeled me in. There was a stretch in the middle that felt a litThe cast of finely crafted, sympathetic, damaged, and at times, infuriating characters reeled me in. There was a stretch in the middle that felt a little slow and I wanted more to happen. It picked up for the last 80 or so pages when I could not put it down. Lorelie especially is a well developed, unique character. She frequently frustrated me, as I imagine someone like her would in real life. The pain and sadness from family secrets felt realistic. I rate this between 3.5 and 4. ...more",Notes are private!,0,14,1,not set,not set,"Dec 07, 2014",,Hardcover,view (with text),/book/show/18764826-the-house-we-grew-up-in
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"First Frost        (Waverley Family, #2)","Allen, Sarah Addison*",1250019834,9781250019837,1250019834,296        pp,3.98,"36,707","Jan 20, 2015","Jan 20, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 01, 2014",,Hardcover,view,/book/show/21853633-first-frost
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Life After Life        (Todd Family, #1)","Atkinson, Kate",0316176486,9780316176484,0316176486,529        pp,3.78,"227,420","Mar 14, 2013","Apr 02, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well written and inventive and unfortunately not my taste. Stuck with it for 100 pages. Maybe I'll come back later and try again. For now, there are tWell written and inventive and unfortunately not my taste. Stuck with it for 100 pages. Maybe I'll come back later and try again. For now, there are too many books I want to read to stick this one out. ...more",Notes are private!,0,2,1,"Nov 29, 2014","Nov 29, 2014","Nov 29, 2014",,Hardcover,view (with text),/book/show/15790842-life-after-life
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Attachments,"Rowell, Rainbow*",,,,323        pp,3.87,"199,439","Apr 14, 2011","Apr 14, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I didn't love this book which disappointed me because I really liked Eleanor and Park by the same author. Much of it was told through emails between tI didn't love this book which disappointed me because I really liked Eleanor and Park by the same author. Much of it was told through emails between two friends. About 1/3 through the emails started to feel redundant to me and I wanted more to happen. Felt a little contrived that women supposed to be best friends seemed to talk so little and communicate mostly by email....more,Notes are private!,0,4,1,"Nov 25, 2014","Nov 26, 2014","Nov 25, 2014",,Hardcover,view (with text),/book/show/8909152-attachments
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Alice Forgot,"Moriarty, Liane*",0141043768,9780141043760,0141043768,487        pp,4.08,"468,052","May 01, 2009",May 2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 21, 2014",,Paperback,view,/book/show/6469165-what-alice-forgot
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sharp Objects,"Flynn, Gillian*",0307341542,9780307341549,0307341542,254        pp,4.02,"1,040,890","Sep 26, 2006","Sep 26, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The cast of skillfully developed, disturbing characters and the damaged narrator Camille's compelling voice, make this a chilling must-read. Camille'sThe cast of skillfully developed, disturbing characters and the damaged narrator Camille's compelling voice, make this a chilling must-read. Camille's mother and younger sister are so unnerving they gave me goose bumps. ...more",Notes are private!,0,13,1,"Nov 17, 2014","Nov 23, 2014","Nov 17, 2014",,Hardcover,view (with text),/book/show/66559.Sharp_Objects
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Now Is the Time to Open Your Heart,"Walker, Alice",0739309633,9780739309636,0739309633,0        pp,3.73,"2,356",2004,"Apr 20, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm torn on how to rate this book. Alice Walker is a gifted, poetic writer. I loved The Color Purple and expected to love this much more than I did. HI'm torn on how to rate this book. Alice Walker is a gifted, poetic writer. I loved The Color Purple and expected to love this much more than I did. Her writing is flawless, the story and characters just didn't come alive for me.Middle-aged lovers Kate and Yolo, decide to take separate trips to the rainforest and Hawaii to rekindle their spirits and reconnect with others. There are hallucinatory drugs, a shaman, spiritual leaders . . . I felt a bit like I was reading the memoir of a left-over hippie. ...more",Notes are private!,0,3,1,not set,"Apr 17, 2016","Nov 16, 2014",,Audio CD,view (with text),/book/show/60963.Now_Is_the_Time_to_Open_Your_Heart
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Orphan Train,"Kline, Christina Baker*",,,,278        pp,4.19,"442,001","Apr 02, 2013","Apr 02, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Orphan Train is a well written story and compelling read about friendship, hope, and finding family. In Orphan Train, Christina Baker Kline seamlesslyOrphan Train is a well written story and compelling read about friendship, hope, and finding family. In Orphan Train, Christina Baker Kline seamlessly weaves together two stories from different time periods and two character’s points of view. Along the way, she infuses just enough history about the trains that carried Orphans across the county from 1854 to 1929 in search of new families to intrigue without belaboring the story. On the surface Molly and Vivian, the two point-of-view characters, seem to be worlds apart. Molly is an at-risk foster teen who has just narrowly escaped a stint in juvenile detention after stealing of all things, a book from the library. Her foster mother is fed up with her—the feeling is mutual—and her foster father, while a bit more supportive, mostly doesn’t want to cross his wife. Molly has bounced around far too many disappointing foster families, and is cynical and ambivalent. Vivian is a 91 year old rich widow, living alone in a waterfront mansion with too many unused rooms and a cluttered attic she needs cleaned out and organized. Her housekeeper is the mother of Molly’s boyfriend. Through that connection Molly and Vivian meet and agree that Molly fulfill her community service hours by helping Vivian organize her attic. As Molly and Vivian sort through boxes of Vivian’s history, the heart of the story unfolds. They learn they have a great deal in common, form an unlikely friendship, and together learn the meaning of family. ...more",Notes are private!,0,22,1,not set,"Nov 09, 2014","Nov 10, 2014",,Paperback,view (with text),/book/show/15818107-orphan-train
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Kitchen,"Lee, Linda Francis*",0312382278,9780312382278,0312382278,384        pp,3.81,"8,710","Jun 17, 2014","Jun 17, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Nov 02, 2014",,Hardcover,view,/book/show/18404283-the-glass-kitchen
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Fall Down,"Weiner, Jennifer*",145161778X,9781451617788,145161778X,384        pp,3.64,"48,740","Jun 17, 2014",2014,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An easy, quick read with a character and story about pill addiction that felt familiar and cliché",Notes are private!,0,2,1,"Oct 25, 2014","Oct 27, 2014","Oct 25, 2014",,Hardcover,view (with text),/book/show/18144115-all-fall-down
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Liars' Club,"Karr, Mary",0143035746,9780143035749,0143035746,320        pp,3.94,"68,641",1995,"May 31, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Took me almost 200 pages to really appreciate the voice. So many tragic things happen to this young child and at first the voice felt almost monotone.Took me almost 200 pages to really appreciate the voice. So many tragic things happen to this young child and at first the voice felt almost monotone. As I kept reading, my reaction shifted and voice felt more detached as a way of protecting herself from some horrendous experiences. The last 80+ pages were page turners for me....more",Notes are private!,0,2,1,not set,not set,"Oct 16, 2014",,Paperback,view (with text),/book/show/14241.The_Liars_Club
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leaving Time,"Picoult, Jodi*",0345544927,9780345544926,0345544927,398        pp,3.99,"181,129","Oct 14, 2014","Oct 14, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ordinary life and the spirit world overlap and collide, as does who and what is real versus mystical or imagined. Even for someone who is not usually Ordinary life and the spirit world overlap and collide, as does who and what is real versus mystical or imagined. Even for someone who is not usually a fan of ghost stories and mysticism, the writing and storytelling compelled the suspension of disbelief and acceptance of the unimaginable. And in the end an amazed and admiring gasp—“I did not see that coming.”There are so many strengths in the writing and story telling in Leaving Time. Check out my full  at New York Journal of Bookshttp://www.nyjournalofbooks.com/book-......more",Notes are private!,0,30,1,"Oct 16, 2014","Oct 25, 2014","Oct 16, 2014",,Hardcover,view (with text),/book/show/18816603-leaving-time
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seven Letters from Paris: A Memoir,"Verant, Samantha*",140229722X,9781402297229,140229722X,272        pp,3.55,"2,017",Oct 2014,"Oct 07, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 07, 2014",,Paperback,view,/book/show/18509679-seven-letters-from-paris
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Light We Cannot See,"Doerr, Anthony*",1476746583,9781476746586,1476746583,531        pp,4.32,"1,661,233","May 06, 2014","Jan 01, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Treat yourself and read this beautiful book. The language is lyrical is a way that never calls attention to itself. Anthony Doerr moves seamlessly betTreat yourself and read this beautiful book. The language is lyrical is a way that never calls attention to itself. Anthony Doerr moves seamlessly between multiple points of view, tenderly revealing characters through the exact right specific details or action or turn of phrase. There is a restraint in the prose that masterfully builds tension. I could not stop turning the page. Hopeful and heartbreaking. ...more",Notes are private!,0,20,1,"Oct 05, 2014","Oct 10, 2014","Oct 05, 2014",,Hardcover,view (with text),/book/show/18143977-all-the-light-we-cannot-see
