,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kristine's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Give Me Your Hand,"Abbott, Megan*",,,B074M6FK14,352        pp,3.31,"20,490","Jul 17, 2018","Jul 17, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 10, 2018","Aug 17, 2018","Aug 10, 2018",,Kindle Edition,view,/book/show/29569206-give-me-your-hand
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bad Blood: Secrets and Lies in a Silicon Valley Startup,"Carreyrou, John",,,B078VW3VM7,353        pp,4.41,"259,841","May 21, 2018","May 21, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 03, 2018","Aug 10, 2018","Aug 03, 2018",,Kindle Edition,view,/book/show/38799469-bad-blood
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,There There,"Orange, Tommy*",,,B075HY1NFB,292        pp,3.98,"181,650","Jun 05, 2018","Jun 05, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 04, 2018",Sep 2018,"Aug 02, 2018",,Kindle Edition,view,/book/show/37798194-there-there
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of M,"Shepherd, Peng*",0062669605,9780062669605,0062669605,485        pp,3.69,"19,386","Jun 05, 2018","Jun 05, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 30, 2018",,Hardcover,view,/book/show/36204070-the-book-of-m
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl Who Smiled Beads: A Story of War and What Comes After,"Wamariya, Clemantine*",0385687001,9780385687003,0385687001,275        pp,4.19,"23,028","Apr 24, 2018","Apr 24, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 21, 2019","Nov 08, 2019","Jul 30, 2018",,Hardcover,view,/book/show/36076501-the-girl-who-smiled-beads
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Something in the Water,"Steadman, Catherine*",1524797189,9781524797188,1524797189,342        pp,3.57,"197,596","Jun 05, 2018","Jun 05, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 27, 2018","Aug 03, 2018","Jul 27, 2018",,Hardcover,view,/book/show/36388243-something-in-the-water
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Open Road Summer,"Lord, Emery*",,,B00J2VDX84,353        pp,3.87,"16,339","Apr 15, 2014","Apr 15, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Jul 27, 2018Jul 24, 2018","Jul 27, 2018Jul 27, 2018","Jul 24, 2018",,Kindle Edition,view,/book/show/21936344-open-road-summer
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Less,"Greer, Andrew Sean",,,,272        pp,3.64,"203,368","Jul 18, 2017","Jul 18, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 10, 2018","Jul 02, 2018","Jun 10, 2018",,Kindle Edition,view,/book/show/38212988-less
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wolves and Daggers        (Steampunk Red Riding Hood #1),"Karsak, Melanie*",,,,182        pp,3.78,"2,050","Jan 02, 2018","May 08, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 08, 2018","Jun 13, 2018","Jun 08, 2018",,Kindle Edition,view,/book/show/39889717-wolves-and-daggers
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blood Water Paint,"McCullough, Joy*",0735232113,9780735232112,0735232113,298        pp,4.15,"8,928","Mar 06, 2018","Mar 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 15, 2018",,Hardcover,view,/book/show/35540804-blood-water-paint
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Voices in the Ocean: A Journey into the Wild and Haunting World of Dolphins,"Casey, Susan",,,B00PEPO9C6,318        pp,4.04,"3,062","Aug 04, 2015","Aug 04, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 11, 2018",,Kindle Edition,view,/book/show/25623060-voices-in-the-ocean
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Wave: In Pursuit of the Rogues, Freaks, and Giants of the Ocean","Casey, Susan",,,B003F3PLGM,434        pp,4.03,"10,717","Sep 14, 2010","Sep 14, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 11, 2018","Jun 06, 2018","May 11, 2018",,Kindle Edition,view,/book/show/9795795-the-wave
307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Have Always Lived in the Castle,"Jackson, Shirley",0143039970,9780143039976,0143039970,160        pp,3.94,"227,072","Sep 21, 1962","Oct 31, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 09, 2018","May 19, 2018","May 09, 2018",,Paperback,view,/book/show/89724.We_Have_Always_Lived_in_the_Castle
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Celine,"Heller, Peter",,,B01GYPQRY2,354        pp,3.78,"13,881","Mar 07, 2017","Mar 07, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 24, 2018","Apr 24, 2018",,Kindle Edition,view,/book/show/31186474-celine
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Dragon Behind the Glass: A True Story of Power, Obsession, and the World's Most Coveted Fish","Voigt, Emily*",1451678940,9781451678949,1451678940,319        pp,3.92,"1,917","May 24, 2016","May 24, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 07, 2018","Sep 13, 2018","Apr 24, 2018",,Hardcover,view,/book/show/25987033-the-dragon-behind-the-glass
310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Great Expectations,"Dickens, Charles",,,B004MME5EY,113        pp,3.79,"802,630","Dec 01, 1860",unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 22, 2018","Apr 30, 2018","Apr 22, 2018",,Kindle Edition,view,/book/show/10448083-great-expectations
311,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Fires Everywhere,"Ng, Celeste*",0735224293,9780735224292,0735224293,338        pp,4.08,"1,175,417","Sep 12, 2017","Sep 12, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 12, 2018","Apr 18, 2018","Apr 12, 2018",,Hardcover,view,/book/show/34273236-little-fires-everywhere
312,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Long Way Down,"Reynolds, Jason",1481438255,9781481438254,,306        pp,4.26,"118,870","Oct 24, 2017","Oct 24, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2018",,Hardcover,view,/book/show/22552026-long-way-down
313,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alone,"Chabouté, Christophe",0571332447,9780571332441,0571332447,384        pp,4.39,"3,370","Jan 01, 2008","Jan 01, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 03, 2018","Apr 04, 2018","Apr 03, 2018",,Paperback,view,/book/show/35908372-alone
314,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gilded Razor: A Memoir,"Lansky, Sam",1476776148,9781476776149,1476776148,320        pp,3.83,"1,669","Jan 12, 2016","Jan 12, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 03, 2018",,Hardcover,view,/book/show/23492666-the-gilded-razor
315,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Of Mess and Moxie: Wrangling Delight Out of This Wild and Glorious Life,"Hatmaker, Jen*",0718031865,9780718031862,0718031865,224        pp,4.01,"18,723","Aug 08, 2017","Aug 08, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 03, 2018",,ebook,view,/book/show/33027965-of-mess-and-moxie
316,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I Am, I Am, I Am: Seventeen Brushes with Death","O'Farrell, Maggie*",0525520228,9780525520221,0525520228,304        pp,3.99,"43,221","Aug 02, 2017","Aug 02, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 03, 2018",,Hardcover,view,/book/show/35137915-i-am-i-am-i-am
317,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lilac Girls        (Lilac Girls, #1)","Kelly, Martha Hall*",1101883073,9781101883075,1101883073,487        pp,4.29,"302,824","Apr 05, 2016","Apr 05, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 03, 2018",,Hardcover,view,/book/show/25893693-lilac-girls
318,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tender Bar,"Moehringer, J.R.",,,B000FCKEX6,432        pp,3.98,"42,838",2005,unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 06, 2021","Aug 13, 2021","Apr 03, 2018",,Kindle Edition,view,/book/show/6602451-the-tender-bar
319,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just the Funny Parts: ... And a Few Hard Truths About Sneaking Into the Hollywood Boys' Club,"Scovell, Nell",0062473506,9780062473509,,316        pp,3.91,"3,899","Mar 20, 2018","Mar 20, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,Apr 2018not set,"Apr 12, 2018not set","Apr 01, 2018",,ebook,view,/book/show/30531540-just-the-funny-parts
