,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Deacon Tom's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
331,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Earth We're Briefly Gorgeous,"Vuong, Ocean",,,B07H72LJ5V,256        pp,4.04,"299,647","Jun 04, 2019","Jun 04, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Up & Down What a roller coaster ride ! Some sections were beautiful while others were gross, overly sexual and rude. The words were well crafted throuUp & Down What a roller coaster ride ! Some sections were beautiful while others were gross, overly sexual and rude. The words were well crafted through out. However, the plot was spotty. ...more",Notes are private!,0,4,1,"Sep 30, 2023","Sep 30, 2023","Sep 30, 2023",,Kindle Edition,view (with text),/book/show/58184393-on-earth-we-re-briefly-gorgeous
332,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Johnny Carson,"Bushkin, Henry*",,,B00CICPU4O,323        pp,3.77,"8,580","Jan 01, 2013","Oct 15, 2013",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,WARNING this book is about Johnny Carson’s lawyer. It is not a biography of Mr. Carson. Making money off dead celebrities is not ethical in anyway.,Notes are private!,0,1,1,"Sep 29, 2023","Sep 30, 2023","Sep 29, 2023",,Kindle Edition,view (with text),/book/show/18634797-johnny-carson
333,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trombone Shorty,"shorty, Troy Andrews Trumbone",1613127510,9781613127513,B00SU6BM2G,40        pp,4.29,"4,701","Apr 14, 2015","Apr 14, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a jewel of a story. It is a celebration of music, dreams, and life in New Orleans. I’m very familiar with New Orleans having traveled there a This is a jewel of a story. It is a celebration of music, dreams, and life in New Orleans. I’m very familiar with New Orleans having traveled there a few dozen times This story captured the spirit of music in that lovely town....more",Notes are private!,0,4,1,"Sep 29, 2023","Sep 30, 2023","Sep 29, 2023",,Kindle Edition,view (with text),/book/show/25343709-trombone-shorty
334,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Growing Up Amish,"Wagler, Ira",,9781414360713,B0051CC7LC,283        pp,3.39,"13,156","Jun 28, 2011","Jun 28, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Beautifully written and painfully honest.,Notes are private!,0,3,1,"Sep 29, 2023","Sep 30, 2023","Sep 29, 2023",,Kindle Edition,view (with text),/book/show/11818091-growing-up-amish
335,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lillian Boxfish Takes a Walk,"Rooney, Kathleen*",,,B01HMNEXUA,304        pp,3.85,"29,807","Jan 17, 2017","Jan 17, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A fun story of a lady connecting with her past. The author skillfully moves between timeframes and does not pose the reader. A good read that I recommA fun story of a lady connecting with her past. The author skillfully moves between timeframes and does not pose the reader. A good read that I recommend. ...more,Notes are private!,0,5,1,"Sep 27, 2023","Sep 28, 2023","Sep 27, 2023",,Kindle Edition,view (with text),/book/show/31204493-lillian-boxfish-takes-a-walk
336,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frontier Grit: The Unlikely True Stories of Daring Pioneer Women,"Monson, Marianne*",1629722278,9781629722276,1629722278,208        pp,3.77,"2,902","Sep 06, 2016","Sep 06, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a book with a dozen stories about brave and valiant pioneer women. I absolutely love how the person who collected them made the choices. The cThis is a book with a dozen stories about brave and valiant pioneer women. I absolutely love how the person who collected them made the choices. The characters are diverse, including culture, color, immigrants, and native people. These are really terrific stories, and one that makes me want to explore most of these ladies further.Fantastic, reading that, I highly recommend!...more",Notes are private!,0,4,1,"Sep 27, 2023","Sep 29, 2023","Sep 27, 2023",,Hardcover,view (with text),/book/show/29502639-frontier-grit
337,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Suspects,"Steel, Danielle",1984821687,9781984821683,B09HTCC6GN,272        pp,4.19,"10,522",1979,"Jun 28, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wow! how good this book was. Danielle steel was a good author and I thought She nailed it . She put a lot of her emphasis on romance. This story had aWow! how good this book was. Danielle steel was a good author and I thought She nailed it . She put a lot of her emphasis on romance. This story had a bit of romance, but it was a real good CIA go get them kind of story.I really liked it and I hope you do too. ...more",Notes are private!,0,3,1,"Sep 14, 2023","Sep 27, 2023","Sep 27, 2023",,Kindle Edition,view (with text),/book/show/59432737-suspects
338,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Apothecary,"Penner, Sarah *",,,B087JJ2K54,320        pp,3.75,"369,399","Mar 02, 2021","Mar 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Well writtenI thoroughly enjoyed this book. It did a perfect balance between two time periods. This is an area that I sometimes get frustrated with buWell writtenI thoroughly enjoyed this book. It did a perfect balance between two time periods. This is an area that I sometimes get frustrated with but Sarah Penner did a fantastic job.Exceptionally strong characters and beautifully written examples of the 18th century.I highly recommend...more,Notes are private!,0,5,1,"Sep 25, 2023","Sep 27, 2023","Sep 25, 2023",,Kindle Edition,view (with text),/book/show/49083252-the-lost-apothecary
339,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Playing For Pizza,"Grisham, John*",,,B003B02O00,274        pp,3.51,"52,256",2007,Jan 2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Sep 25, 2023","Sep 26, 2023","Sep 25, 2023",,Kindle Edition,view,/book/show/50401118-playing-for-pizza
340,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dollhouse,"Davis, Fiona*",,,B01AHKXIS8,306        pp,3.82,"42,721","Aug 23, 2016","Aug 23, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Very EnjoyableAnother Fiona Davis winner. She has truly become one of my favorite authors. He ability to move between the 1950s and today was very smoVery EnjoyableAnother Fiona Davis winner. She has truly become one of my favorite authors. He ability to move between the 1950s and today was very smooth and lost nothing. That is a skill!The characters were chrisp and very relatable. What was exceptional was she made the rooming house a character in itself. A lovely book that I recommend. ...more,Notes are private!,0,3,1,"Sep 23, 2023","Sep 25, 2023","Sep 23, 2023",,Kindle Edition,view (with text),/book/show/30039173-the-dollhouse
341,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saving Ruby King,"West, Catherine Adel*",,,,352        pp,3.91,"5,553","Jun 16, 2020","Jun 16, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A truly powerful story of violence and killing in the Southside of Chicago mixed a precious vein of friendship and caring. This book touched many feelA truly powerful story of violence and killing in the Southside of Chicago mixed a precious vein of friendship and caring. This book touched many feelings in me. ...more,Notes are private!,0,4,1,"Sep 22, 2023","Sep 24, 2023","Sep 22, 2023",,Hardcover,view (with text),/book/show/44131181-saving-ruby-king
342,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Psycho,"Ellis, Bret Easton",,,B003O86QBW,382        pp,3.81,"314,071","Mar 06, 1991","Jun 09, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A strange mixture of satire, sex and gore. I almost stopped about 4 times. It had terrific descriptions but unfortunately too much of it was too bloodA strange mixture of satire, sex and gore. I almost stopped about 4 times. It had terrific descriptions but unfortunately too much of it was too bloody. ...more",Notes are private!,0,6,1,"Sep 22, 2023","Sep 23, 2023","Sep 22, 2023",,Kindle Edition,view (with text),/book/show/8545154-american-psycho
343,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Good Left Undone,"Trigiani, Adriana*",,,B0997Z878N,447        pp,3.99,"24,105","Apr 26, 2022","Apr 26, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Sep 21, 2023","Sep 22, 2023","Sep 21, 2023",,Kindle Edition,view,/book/show/58583090-the-good-left-undone
344,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Light After the War,"Abriel, Anita*",,,B07THQHMZ4,319        pp,3.85,"4,111","Feb 04, 2020","Feb 04, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I very much enjoyed this historical fiction novel. The Light After the War is inspired by an incredible true story of two Jewish friends who survived I very much enjoyed this historical fiction novel. The Light After the War is inspired by an incredible true story of two Jewish friends who survived the Holocaust. ...more,Notes are private!,0,8,1,"Sep 20, 2023","Sep 21, 2023","Sep 20, 2023",,Kindle Edition,view (with text),/book/show/48678472-the-light-after-the-war
345,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"""The Good War"": An Oral History of World War II","Terkel, Studs",,,B005LXC99G,766        pp,4.29,"4,527",1984,"Jul 26, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This absolutely book I could not put down. The stories that Mr. Terkel assembled a series of short memoirs that are incredibly balanced, and give a veThis absolutely book I could not put down. The stories that Mr. Terkel assembled a series of short memoirs that are incredibly balanced, and give a very personal view of war.Are from those who are anti-war to those who were war heroes, Terkel has done a fine job of assembling all sorts of voices. Mr. Terkel should be complemented, I know he’s been awarded many times, but this is really a special and unique book that I read commend for many people....more",Notes are private!,1,5,1,"Sep 19, 2023","Sep 20, 2023","Sep 19, 2023",,Kindle Edition,view (with text),/book/show/18906263-the-good-war
346,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Einstein Told His Barber: More Scientific Answers to Everyday Questions,"Wolke, Robert L.",,,B002ZW7ECI,290        pp,3.64,"1,638","Mar 07, 2000",unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Sep 19, 2023","Sep 20, 2023","Sep 19, 2023",,Kindle Edition,view,/book/show/10554433-what-einstein-told-his-barber
347,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lipstick Bureau,"Gable, Michelle*",,,B09P1MQPQN,368        pp,3.59,"2,841","Dec 27, 2022","Dec 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 17, 2023","Sep 19, 2023","Sep 17, 2023",,Kindle Edition,view,/book/show/59972972-the-lipstick-bureau
348,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sanatorium        (Detective Elin Warner, #1)","Pearse, Sarah*",,,B08D8K4Y1N,400        pp,3.37,"171,216",2020,"Feb 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I selected this book because I was in the mood for a mystery story. This book satisfied my hunger.It is based in Switzerland, and since I am very famiI selected this book because I was in the mood for a mystery story. This book satisfied my hunger.It is based in Switzerland, and since I am very familiar with that area of the world, I am joyed it ever more It was a colorful and tense murder mystery with a chilling atmosphere . There is a pleasing pressure-cooker feel to proceedings, reminiscent of Agatha Christie. ...more",Notes are private!,4,14,1,"Sep 15, 2023","Sep 17, 2023","Sep 15, 2023",,Kindle Edition,view (with text),/book/show/60409836-the-sanatorium
349,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lourdes Diary: Seven Days at the Grotto of Massabieille,"Martin, James*",0829423974,9780829423976,0829423974,80        pp,4.30,67,"May 01, 2006","May 01, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Wonderful book. I am preparing for a trip to Lourdes and this is the perfect p. I hope others of faith will allow it to touch them like it touchWonderful book. I am preparing for a trip to Lourdes and this is the perfect p. I hope others of faith will allow it to touch them like it touched me!...more,Notes are private!,0,5,1,"Sep 15, 2023","Sep 27, 2023","Sep 15, 2023",,Paperback,view (with text),/book/show/293436.Lourdes_Diary
