,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Tom's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What We Owe The Future,"MacAskill, William*",0861542509,9780861542505,0861542509,335        pp,3.85,"5,116",2022,"Sep 01, 2022",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This comes across as deeply flawed and incredibly privileged, particularly being published at a time when many people even in rich western countries aThis comes across as deeply flawed and incredibly privileged, particularly being published at a time when many people even in rich western countries are wondering how they'll make it through winter.MacAskill's big idea - that we should act and plan to benefit the potentially trillions of humans yet to be born - on paper sounds interesting and potentially persuasive. The idea that, were a building burning and you could save one person or ten, you'd save the ten.Problem is, Will old pal, if the one was my kid, I'd let a billion people burn rather than them, let alone ten. And that's a human instinct you'll never change. (In fairness, he does address this impulse, but in my view is pretty dismissive of it).MacAskill's blueprint is also rife with things I disagree with - he seems to advocate for a sort of kinder capitalism as a solution. Donate some of your wages to progressive charities, get educated in important sectors, pick a career in a progressive future-proof industry... Etc etc. I mean, come ooooon. How out of touch is that? Higher education is a privilege the vast majority of the world doesn't have access to, for a start. Great for Will, he earns a bunch of cash working at Oxford University, he can donate his cash to funky charities. But for most of us, that isn't even remotely an option. I'd prefer we burned capitalism to the ground in favour of something better.Out of touch, privileged, and wrong....more",Notes are private!,0,27,1,"Sep 12, 2022","Sep 12, 2022","Sep 12, 2022",,Hardcover,view (with text),/book/show/61330478-what-we-owe-the-future
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poetry Unbound: 50 Poems to Open Your World,"Tuama, Pádraig Ó",1324035471,9781324035473,1324035471,384        pp,4.52,"1,185",2022,"Dec 06, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've enjoyed reading this collection over the past few weeks, in between other books. Well chosen and with accompanying essays, perfect for poetry novI've enjoyed reading this collection over the past few weeks, in between other books. Well chosen and with accompanying essays, perfect for poetry novices like myself....more",Notes are private!,0,8,1,"Sep 09, 2022","Oct 05, 2022","Sep 09, 2022",,Hardcover,view (with text),/book/show/60221974-poetry-unbound
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tyger,"Said, S.F.",,,,304        pp,4.19,953,"Oct 01, 2022",Oct 2022,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Absolutely spectacular. Destined to become a classic children's novel, Tyger is a dark, magical, important and thrilling adventure that will captivateAbsolutely spectacular. Destined to become a classic children's novel, Tyger is a dark, magical, important and thrilling adventure that will captivate readers and change minds. It's fantastic. And the illustrations are glorious....more",Notes are private!,0,14,1,"Sep 07, 2022","Sep 11, 2022","Sep 07, 2022",,,view (with text),/book/show/60574832-tyger
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Don't Know Tough,"Cranor, Eli*",1641293454,9781641293457,1641293454,336        pp,3.66,"3,018","Mar 22, 2022","Mar 22, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was decent for the most part... Then the ending happened and it all became pretty ridiculous.I bought Billy's character but the coach and his wifThis was decent for the most part... Then the ending happened and it all became pretty ridiculous.I bought Billy's character but the coach and his wife and daughter were unbelievable. And by the end everyone's motivations became hazy.Pretty disappointing....more,Notes are private!,0,6,2,"Sep 04, 2022Sep 04, 2022","Sep 06, 2022Sep 06, 2022","Sep 04, 2022",,Hardcover,view (with text),/book/show/57695442-don-t-know-tough
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grimwood: Let the Fur Fly!,"Shireen, Nadia",1471199355,9781471199356,B09MV7S2BX,255        pp,4.40,108,"Jan 01, 2022","Sep 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The most bonkers book series in history. As with book one, this was surreal, full of crazy characters and very, very funny.",Notes are private!,0,2,1,"Aug 31, 2022","Sep 16, 2022","Aug 31, 2022",,Kindle Edition,view (with text),/book/show/59802395-grimwood
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bournville,"Coe, Jonathan*",0241517389,9780241517383,0241517389,354        pp,3.84,"5,088","Oct 26, 2022","Oct 26, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5. Everything changes and everything stays the same...Bournville is an enjoyable family saga, centred on the memorable Mary - inspired by Jonathan C3.5. Everything changes and everything stays the same...Bournville is an enjoyable family saga, centred on the memorable Mary - inspired by Jonathan Coe's own mother - whom we first meet in her little village on VE Day. Then an 11-year-old growing up in the literal shadow of the Cadbury's factory, and the metaphorical shadow of WW2, we follow Mary as she grows up, finds love and work and has a relatively normal British life. A life full of dreams connections, happiness, the odd regret.We drop in on her every 10 years or so, at the big moments in the British century; The Queen's coronation, the '66 World Cup final, Diana's marriage and death. As well as Mary, we get to see her family and the country as a whole change. Or not. Concluding with the recent (current?) pandemic, Bournville paints a picture of a Britain surging with progress, leaning from optimism to pessimism, from acceptance to rejection. The characters are believable and well drawn, the premise is tantalising and skillfully constructed. But it is a bit light and sentimental for my taste, and the politics is way too on the nose. Still, an enjoyable read and one I'm sure will do well....more",Notes are private!,0,9,1,"Aug 31, 2022","Sep 04, 2022","Aug 31, 2022",,Hardcover,view (with text),/book/show/60301215-bournville
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Queen of Dirt Island,"Ryan, Donal",0857525212,9780857525215,0857525212,256        pp,4.10,"8,776","Aug 18, 2022","Aug 18, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5A brilliant and very entertaining novel that allows humour to triumph over sadness. Four generations of one family's women (though not all related 4.5A brilliant and very entertaining novel that allows humour to triumph over sadness. Four generations of one family's women (though not all related by blood) simply share a life together. All its sadnesses and disappointments, but also its success large and small, its moments of love and devotion and friendship and camaraderie.It's deeply satisfying and packed with characters I'll never forget. Think Shuggie Bain mixed with Our Glorious Heresies... And a splash of Fight Night. A great read....more",Notes are private!,0,10,1,"Aug 27, 2022","Aug 29, 2022","Aug 27, 2022",,Hardcover,view (with text),/book/show/59651122-the-queen-of-dirt-island
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stalking the Atomic City: Life Among the Decadent and the Depraved of Chornobyl,"Kamysh, Markiyan",1782278559,9781782278559,1782278559,128        pp,3.29,725,2015,"Jul 07, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Disappointing. It's an interesting life Kamysh describes but the book is far too fragmentary and has no direction. Every story leads to asides that arDisappointing. It's an interesting life Kamysh describes but the book is far too fragmentary and has no direction. Every story leads to asides that are less interesting....more,Notes are private!,0,2,1,"Aug 23, 2022","Aug 24, 2022","Aug 23, 2022",,Paperback,view (with text),/book/show/60397650-stalking-the-atomic-city
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sarah Book,"McClanahan, Scott",,,,233        pp,4.25,"2,782","Aug 11, 2015","Jul 11, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A phenomenally painful and powerful autobiographical novel about the birth and death of a marriage. McClanahan is like Willy Vlautin or Charles BukowsA phenomenally painful and powerful autobiographical novel about the birth and death of a marriage. McClanahan is like Willy Vlautin or Charles Bukowski, infused with a dash of Richard Brautigan's wit and turn of phrase.Written with clear-eyed honesty, this is a candid narrative where all of McClanahan's pain and shame is fully on show, along with the hilarity and absurdity that comes with breakdown.It's truly an unforgettable book that serves as a great tribute to the reasons we keep trying in life, and the reasons we fail. It will haunt me for a long time....more",Notes are private!,0,4,1,"Aug 20, 2022","Aug 23, 2022","Aug 20, 2022",,Paperback,view (with text),/book/show/35566251-the-sarah-book
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Knockemstiff,"Pollock, Donald Ray",0099520974,9780099520979,0099520974,206        pp,3.98,"10,029","Mar 18, 2008",2009,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Eighteen stories, every one a knockout.These are tales of working class, often underclass, men, women and children who are all trapped. Trapped by druEighteen stories, every one a knockout.These are tales of working class, often underclass, men, women and children who are all trapped. Trapped by drugs and drink, by class, by domineering husbands, by brutal fathers. And they all dream pointlessly of escape. These stories are as dark as they come, depressing, lacking any shred of hope. And yet there are moments, however fleeting, of tenderness and humour.Pollock is a straight-up goddamned genius that brings to mind, of course, Cormac McCarthy, but even more so Denis Johnson. He may have started at writing late in life but all of his books are brilliant. Let's hope he writes another one some day....more",Notes are private!,0,11,1,"Aug 17, 2022","Aug 20, 2022","Aug 17, 2022",,Paperback,view (with text),/book/show/7499434-knockemstiff
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Drink Before the War,"Lehane, Dennis*",0553503855,9780553503852,0553503855,334        pp,3.94,"42,664","Nov 01, 1994",1995,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lehane's debut novel, the first in his Kenzie and Gennaro series. I liked it. It's unsurprisingly not as good as later masterpieces (Mystic River, ShuLehane's debut novel, the first in his Kenzie and Gennaro series. I liked it. It's unsurprisingly not as good as later masterpieces (Mystic River, Shutter Island etc) but it has all the action, social commentary and slick dialogue we have come to expect from a modern noir master.It's also interesting from a thematic point of view. Written in the early/mid 90s, it describes much the same problems of race, corruption and brutality the US is dealing with today. The novel manages to feel like it was probably quite revolutionary in its depiction of race in crime fiction at the time and yet starkly dated in its choice of language. It shows how far sensibilities have come in such a short space of time when you consider this book has a strong progressive stance and yet uses the n-word very frequently. I suspect Lehane wouldn't do this today - but, without wanting to give anything away, there is some refreshing honesty in Kenzie's relationship with his own views on race here that we could still learn from.Anyway, a good story and great introduction to two strong characters. I'm looking forward to getting to the rest of the books in the series that I haven't read yet....more",Notes are private!,0,3,1,"Aug 10, 2022","Aug 14, 2022","Aug 10, 2022",,Paperback,view (with text),/book/show/1180653.A_Drink_Before_the_War
