,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Heather's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Strange Affair        (Inspector Banks, #15)","Robinson, Peter",0060544341,9780060544348,0060544341,416        pp,4.04,"6,425",2005,"May 30, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 15, 2023",,Mass Market Paperback,view,/book/show/102268.Strange_Affair
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Playing with Fire        (Inspector Banks, #14)","Robinson, Peter",006019877X,9780060198770,006019877X,368        pp,4.07,"6,477",2004,"Jan 20, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 15, 2023",,Hardcover,view,/book/show/382885.Playing_with_Fire
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blood at the Root        (Inspector Banks, #9)","Robinson, Peter",0380794764,9780380794768,0380794764,320        pp,3.97,"5,267","Dec 01, 1997","Dec 01, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 15, 2023",,Mass Market Paperback,view,/book/show/77513.Blood_at_the_Root
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dry Bones that Dream        (Inspector Banks, #7)","Robinson, Peter",0330482203,9780330482202,0330482203,384        pp,4.05,"6,434",1994,"Jan 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 15, 2023",,Paperback,view,/book/show/377913.Dry_Bones_that_Dream
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wednesday's Child        (Inspector Banks, #6)","Robinson, Peter",0380820498,9780380820498,0380820498,352        pp,4.03,"7,538","Sep 01, 1992","Apr 02, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 15, 2023",,Mass Market Paperback,view,/book/show/102188.Wednesday_s_Child
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Past Reason Hated        (Inspector Banks, #5)","Robinson, Peter",0380733285,9780380733286,0380733285,384        pp,3.97,"6,496",1991,"Oct 03, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 15, 2023",,Mass Market Paperback,view,/book/show/102184.Past_Reason_Hated
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hanging Valley        (Inspector Banks, #4)","Robinson, Peter",0330491644,9780330491648,0330491644,324        pp,3.96,"8,693",1989,"Jan 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 15, 2023",,Paperback,view,/book/show/102175.The_Hanging_Valley
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Standing in the Shadows        (Inspector Banks, #28)","Robinson, Peter",0062994980,9780062994981,0062994980,368        pp,4.09,"5,688","Apr 11, 2023","Apr 11, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love Inspector Banks. This book was not my favorite though it very well may be sadly the last. Too many links to connect and things kind of drag in I love Inspector Banks. This book was not my favorite though it very well may be sadly the last. Too many links to connect and things kind of drag in the middle. But the story is worth a read , especially for fans.Copy provided by the publisher and NetGalley...more",Notes are private!,0,1,1,"Apr 15, 2023","Apr 23, 2023","Apr 15, 2023",,Hardcover,view (with text),/book/show/61604777-standing-in-the-shadows
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tom Lake,"Patchett, Ann",006332752X,9780063327528,006332752X,309        pp,4.04,"241,583","Aug 01, 2023","Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 12, 2023",,Hardcover,view,/book/show/63241104-tom-lake
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hello Stranger,"Center, Katherine*",1250283787,9781250283788,1250283787,323        pp,3.96,"80,317","Jul 11, 2023","Jul 11, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Evidently I am a fan of Katherine Center as I found I had readily enjoyed many of her books. This one is no exception though a little bit too perfectlEvidently I am a fan of Katherine Center as I found I had readily enjoyed many of her books. This one is no exception though a little bit too perfectly worked out. The charm, humor and romance carry the story about a portrait artist who loses the ability to see faces after an accident. The side story relationships are relatable and the characters and dialogue are snappy. I will continue being a fan.Copy provided by the publisher and NetGalley...more",Notes are private!,0,2,1,"Apr 04, 2023","Apr 08, 2023","Apr 04, 2023",,Hardcover,view (with text),/book/show/61884987-hello-stranger
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Liliana's Invincible Summer: A Sister's Search for Justice,"Rivera Garza, Cristina",0593244095,9780593244098,0593244095,320        pp,4.37,"5,463",Apr 2021,"Feb 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2023",,Hardcover,view,/book/show/61111247-liliana-s-invincible-summer
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Greek Lessons,Han Kang,0593595270,9780593595275,0593595270,192        pp,3.49,"7,475","Nov 10, 2011","Apr 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2023",,Hardcover,view,/book/show/61686012-greek-lessons
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lone Women,"LaValle, Victor",052551208X,9780525512080,052551208X,285        pp,3.73,"24,681","Mar 28, 2023","Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2023",,Hardcover,view,/book/show/60460704-lone-women
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The London Séance Society,"Penner, Sarah *",0778387119,9780778387114,0778387119,352        pp,3.48,"47,932","Mar 07, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2023",,Hardcover,view,/book/show/61109069-the-london-s-ance-society
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sisters of the Lost Nation,"Medina, Nick",0593546857,9780593546857,0593546857,352        pp,3.89,"5,427","Apr 18, 2023","Apr 18, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book really grew on me. The tribe mythology threw me off a bit when it seemed like it was causing the story to take a supernatural turn. A. MysteThis book really grew on me. The tribe mythology threw me off a bit when it seemed like it was causing the story to take a supernatural turn. A. Mysterious room in a hotel attached to a casino and missing women from the reservation make for a steady pace. Anna is in high school, a misfit, and she drives the story and the characters. A good folk lore filled mystery.Copy provided by the publisher and NetGalley...more",Notes are private!,0,2,1,"Apr 08, 2023","Apr 14, 2023","Apr 04, 2023",,Hardcover,view (with text),/book/show/61686006-sisters-of-the-lost-nation
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Women and Water: Stories of Adventure, Self-Discovery, and Connection in and on the Water","Straub, Gale*",1797216252,9781797216256,B0BMWKC43G,288        pp,4.45,78,unknown,"Mar 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2023",,Kindle Edition,view,/book/show/65285137-women-and-water
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lost Believers,"Zhorov, Irina",1668011530,9781668011539,1668011530,320        pp,3.67,168,"Aug 01, 2023","Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2023",,Hardcover,view,/book/show/62919393-lost-believers
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alba,"Kovacheff, Nichelle*",1738740315,9781738740314,B0BN48LTN1,294        pp,3.98,53,unknown,"Feb 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2023",,Kindle Edition,view,/book/show/63888517-alba
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I'd Really Prefer Not to Be Here with You, and Other Stories","Baggott, Julianna*",,9798200873562,B0BHKZFPP7,260        pp,3.77,549,"Mar 28, 2023","Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2023",,Hardcover,view,/book/show/72258694-i-d-really-prefer-not-to-be-here-with-you-and-other-stories
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Killing Moon        (Harry Hole #13),"Nesbø, Jo*",0593536967,9780593536964,,464        pp,4.22,"17,137","Aug 30, 2022","May 30, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 02, 2023","Jun 10, 2023","Mar 22, 2023",,Hardcover,view,/book/show/62312588-killing-moon
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hello Beautiful,"Napolitano, Ann*",,,,400        pp,4.18,"297,565","Mar 14, 2023","Mar 14, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oprah's, 100th book club pick is good bit is a little long. I really like th basketball parallel and how Chicago is Depicted . Reminds me a bit of BeaOprah's, 100th book club pick is good bit is a little long. I really like th basketball parallel and how Chicago is Depicted . Reminds me a bit of Bear town where the soul of the town is hockey . the characters are well drawn although there are a lot of sub stories . love the take on Little Women. Will be reading Dear Edward, next.Copy provided by the publisher and NetGalley...more",Notes are private!,0,2,1,"Mar 15, 2023","Mar 27, 2023","Mar 15, 2023",,Hardcover,view (with text),/book/show/61827495-hello-beautiful
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Walking with Sam: A Father, a Son, and Five Hundred Miles Across Spain","McCarthy, Andrew",1668628481,9781668628485,,7        pp,4.03,"4,689","May 09, 2023","May 09, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Andrew McCarthy was popular when I was younger and watched all of the popular movies. He is still cute and charming as he walks across Spain with his Andrew McCarthy was popular when I was younger and watched all of the popular movies. He is still cute and charming as he walks across Spain with his almost adult son. There are some father son exchanges and history of the trail. The pair meet several characters on the trail and they form a bond with some. However, the gist is the bond between Sam and his dad. Copy provided by the publisher and NetGalley...more",Notes are private!,0,0,1,"Mar 15, 2023","Mar 31, 2023","Mar 15, 2023",,Audiobook,view (with text),/book/show/62587583-walking-with-sam
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Künstlers in Paradise,"Schine, Cathleen*",1250805902,9781250805904,1250805902,272        pp,3.55,"2,856","Mar 14, 2023","Mar 14, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I thought the life of the eleven year old young girl who fled Vienna for California to escape Nazism with her family would be much more interesting. BI thought the life of the eleven year old young girl who fled Vienna for California to escape Nazism with her family would be much more interesting. But there were several musical and literary references that I just did not get. Too witty and sly for me to understand with characters that I didn't really know.Copy provided by the publisher and NetGalley...more,Notes are private!,0,0,2,not setnot set,Jan 2023not set,"Mar 15, 2023",,Hardcover,view (with text),/book/show/60784564-k-nstlers-in-paradise
