,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Anne's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
492,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fallout        (Lois Lane, #1)","Bond, Gwenda*",1630790052,9781630790059,1630790052,304        pp,3.89,"3,164","May 01, 2015","May 01, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 27, 2015","Jun 26, 2015","Mar 27, 2015",,Hardcover,view,/book/show/23110163-fallout
493,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Canterbury Sisters,"Wright, Kim*",1501100769,9781501100765,1501100769,316        pp,3.70,"1,931","May 19, 2015","May 19, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 27, 2015","Jun 26, 2015","Mar 27, 2015",,Paperback,view,/book/show/22892109-the-canterbury-sisters
494,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Major Pettigrew's Last Stand,"Simonson, Helen*",1400068932,9781400068937,1400068932,359        pp,3.90,"141,214",2010,"Mar 02, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Mar 26, 2015","Apr 17, 2015","Mar 26, 2015",,Hardcover,view,/book/show/6643090-major-pettigrew-s-last-stand
495,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Garden,"Hodgson Burnett, Frances",0517189607,9780517189603,0517189607,331        pp,4.16,"1,170,353",Aug 1911,"Sep 01, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Mar 24, 2015","Jun 26, 2015","Mar 24, 2015",,Hardcover,view,/book/show/2998.The_Secret_Garden
496,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miss Buncle's Book        (Miss Buncle #1),"Stevenson, D.E.",0708908349,9780708908341,0708908349,448        pp,4.10,"11,804",1934,1982,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,0,not set,not set,"Mar 23, 2015",,Hardcover,view,/book/show/1200465.Miss_Buncle_s_Book
497,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories        (Sarah Agnes Prine, #1)","Turner, Nancy E.",0060987510,9780060987510,0060987510,384        pp,4.35,"74,681","Feb 03, 1998","Feb 17, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 22, 2015","Jun 26, 2015","Mar 22, 2015",,Paperback,view,/book/show/348225.These_Is_My_Words
498,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Speak,"Anderson, Laurie Halse*",014131088X,9780141310886,014131088X,202        pp,4.05,"592,408","Oct 22, 1999","Apr 01, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 19, 2015","Jun 26, 2015","Mar 19, 2015",,Paperback,view,/book/show/439288.Speak
499,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Daughter of Smoke & Bone        (Daughter of Smoke & Bone, #1)","Taylor, Laini*",031613399X,9780316133999,031613399X,418        pp,3.99,"369,225","Sep 27, 2011","Jun 05, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 15, 2015","Jun 26, 2015","Mar 15, 2015",,Paperback,view,/book/show/13528340-daughter-of-smoke-bone
500,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Better Than Before: Mastering the Habits of Our Everyday Lives,"Rubin, Gretchen*",0385348614,9780385348614,0385348614,298        pp,3.82,"40,988","Mar 17, 2015","Mar 17, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 13, 2015","Jun 26, 2015","Mar 13, 2015",,Hardcover,view,/book/show/22889767-better-than-before
501,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Pray, Write, Grow: Cultivating Prayer and Writing Together","Cyzewski, Ed*",,,B00TABE8R6,75        pp,3.82,314,"Feb 28, 2015","Mar 11, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I heard Anne Lamott say once that everything she knows about writing also applies to faith, and everything she knows about faith also applies to writiI heard Anne Lamott say once that everything she knows about writing also applies to faith, and everything she knows about faith also applies to writing. She wasn't the first writer to make that connection and she certainly won't be the last. Cyzewski explores the interweaving of writing and faith, and specifically prayer in this thought-provoking and genuinely useful little book. The book is written from a Christian perspective (albeit a generously inclusive one), and as the author himself says, ""if you're already inclined to both write and pray, you may as well figure out how they can help each other."" Indeed.It's worth noting that at 92 pages this book is exactly as long as it should be, and wonderfully free of the padding that authors employ so often these days to stretch their books towards the 200-page range....more",Notes are private!,0,15,1,"Mar 10, 2015","Mar 10, 2015","Mar 10, 2015",,Kindle Edition,view (with text),/book/show/24967950-pray-write-grow
502,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nightingale,"Hannah, Kristin*",0312577222,9780312577223,0312577222,440        pp,4.62,"1,357,601","Oct 08, 2015","Feb 03, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,10,1,"Mar 09, 2015","Jun 26, 2015","Mar 09, 2015",,Hardcover,view,/book/show/21853621-the-nightingale
503,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ender’s Game        (Ender's Saga, #1)","Card, Orson Scott",0812550706,9780812550702,0812550706,324        pp,4.31,"1,373,926","Jan 15, 1985","Sep 30, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 30, 2015","Mar 08, 2015",,Mass Market Paperback,view,/book/show/375802.Ender_s_Game
504,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Uncommon Reader,"Bennett, Alan",0374280967,9780374280963,0374280967,120        pp,3.74,"53,670",2007,"Sep 18, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Mar 03, 2015",,Hardcover,view,/book/show/1096390.The_Uncommon_Reader
505,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Circle        (The Circle, #1)","Eggers, Dave",,,0385351399,493        pp,3.43,"217,670","Oct 08, 2013","Oct 08, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 03, 2015","Jun 26, 2015","Mar 03, 2015",,Hardcover,view,/book/show/18302455-the-circle
506,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Still Life        (Chief Inspector Armand Gamache, #1)","Penny, Louise*",0312948557,9780312948559,0312948557,293        pp,3.90,"248,997","Oct 03, 2005","May 01, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,12,1,"Apr 07, 2015","Jun 26, 2015","Mar 03, 2015",,Mass Market Paperback,view,/book/show/338691.Still_Life
507,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love Anthony,"Genova, Lisa*",1439164681,9781439164686,1439164681,309        pp,3.97,"36,698","Sep 01, 2012","Sep 25, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 24, 2015","Jun 26, 2015","Feb 24, 2015",,Hardcover,view,/book/show/13547381-love-anthony
508,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Falling Together,"Santos, Marisa de los*",0061670871,9780061670879,0061670871,360        pp,3.58,"11,716",unknown,"Oct 04, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 25, 2015","Jun 26, 2015","Feb 22, 2015",,Hardcover,view,/book/show/10380686-falling-together
509,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Love Walked In        (Love Walked In, #1)","Santos, Marisa de los*",0452287898,9780452287891,0452287898,307        pp,3.72,"37,776","Dec 29, 2005","Nov 28, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Feb 22, 2015","Jun 26, 2015","Feb 22, 2015",,Paperback,view,/book/show/115076.Love_Walked_In
510,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Life in Middlemarch,"Mead, Rebecca*",0307984761,9780307984760,0307984761,293        pp,3.63,"4,035","Jan 28, 2014","Jan 01, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 08, 2015","Jun 26, 2015","Feb 21, 2015",,Hardcover,view,/book/show/17883928-my-life-in-middlemarch
511,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Left Neglected,"Genova, Lisa*",1439164630,9781439164631,1439164630,324        pp,3.98,"77,460","Jan 04, 2011","Jan 04, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 19, 2015","Jun 26, 2015","Feb 19, 2015",,Hardcover,view,/book/show/8492768-left-neglected
512,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The No. 1 Ladies' Detective Agency        (No. 1 Ladies' Detective Agency, #1)","McCall Smith, Alexander*",1400034779,9781400034772,1400034779,235        pp,3.81,"265,142",1998,"Feb 06, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Feb 16, 2015",,Paperback,view,/book/show/7061.The_No_1_Ladies_Detective_Agency
513,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Know This Much Is True,"Lamb, Wally*",0060987561,9780060987565,0060987561,897        pp,4.20,"312,447","Jun 14, 1998",May 1999,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,18,1,"Jul 06, 2017","Jul 14, 2017","Feb 14, 2015",,Paperback,view,/book/show/227711.I_Know_This_Much_Is_True
514,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Step-Ball-Change,"Ray, Jeanne",0451211162,9780451211163,0451211162,293        pp,3.79,"2,293","May 07, 2002","Mar 02, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2015",,Paperback,view,/book/show/306442.Step_Ball_Change
515,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Publishing: A Writer’s Memoir,"Godwin, Gail",1620408244,9781620408247,1620408244,224        pp,3.41,232,"Jan 13, 2015","Jan 13, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2015",,Hardcover,view,/book/show/22245548-publishing
516,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Winter Garden,"Hannah, Kristin*",,,B0036UZC5Y,unknown,4.26,"278,691","Feb 02, 2010","Jan 14, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2015",,Audible Audio,view,/book/show/23452268-winter-garden
517,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Anniversary,"Moriarty, Liane*",0060890681,9780060890681,B0046LUD7E,388        pp,3.78,"147,593","May 30, 2006","Jun 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2015",,Paperback,view,/book/show/1282954.The_Last_Anniversary
518,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,People of the Book,"Brooks, Geraldine*",067001821X,,B002KAORZ2,372        pp,4.03,"145,865","Jan 01, 2008","Oct 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2015",,Hardcover,view,/book/show/1379961.People_of_the_Book
519,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Second Sight: An Editor's Talks on Writing, Revising, and Publishing Books for Children and Young Adults","Klein, Cheryl B.*",0615420826,9780615420820,0615420826,320        pp,4.50,421,"Mar 09, 2011","Mar 09, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 06, 2015","Feb 07, 2015",,Paperback,view,/book/show/10465738-second-sight
520,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Coincidence of Coconut Cake,"Reichert, Amy E.*",,,,336        pp,3.72,"18,780","Jul 21, 2015","Jul 21, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Feb 16, 2015","Jun 26, 2015","Feb 07, 2015",,Paperback,view,/book/show/23492683-the-coincidence-of-coconut-cake
521,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wearing God: Clothing, Laughter, Fire, and Other Overlooked Ways of Meeting God","Winner, Lauren F.",0062198173,9780062198174,0062198173,304        pp,3.95,"1,228","Jul 01, 2014","Mar 31, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 07, 2015","Jun 26, 2015","Feb 07, 2015",,ebook,view,/book/show/18655868-wearing-god
522,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mr. Kiss and Tell        (Veronica Mars, #2)","Thomas, Rob",080417072X,9780804170727,080417072X,330        pp,3.99,"21,881","Jan 20, 2015","Jan 20, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 05, 2015","Jun 26, 2015","Feb 05, 2015",,Paperback,view,/book/show/21437200-mr-kiss-and-tell
523,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Know How She Does It: How Successful Women Make the Most of Their Time,"Vanderkam, Laura*",,,B00OYXWM46,378        pp,3.72,"4,808","Jun 09, 2015","Jun 09, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 14, 2015","Jun 26, 2015","Feb 04, 2015",,Kindle Edition,view,/book/show/24818794-i-know-how-she-does-it
524,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Diary of Lizzie Bennet,"Su, Bernie",1476763143,9781476763149,1476763143,400        pp,3.99,"9,718","Jun 24, 2014","Jun 24, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,"Feb 04, 2015","Feb 02, 2015",,Hardcover,view,/book/show/18775255-the-secret-diary-of-lizzie-bennet
525,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,"Goodwin, Doris Kearns",0684804484,9780684804484,0684804484,633        pp,4.19,"45,103","Sep 01, 1994","Oct 01, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 02, 2015","Jun 26, 2015","Feb 02, 2015",,Paperback,view,/book/show/18728.No_Ordinary_Time
526,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Middlemarch,"Eliot, George",0451529170,9780451529176,0451529170,912        pp,4.02,"162,877",1871,"Dec 02, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Feb 02, 2015","Jun 26, 2015","Feb 02, 2015",,Mass Market Paperback,view,/book/show/19089.Middlemarch
527,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happiness for Beginners,"Center, Katherine*",1250047307,9781250047304,1250047307,320        pp,4.07,"46,724","Mar 24, 2015","Mar 24, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,38,1,"Feb 04, 2015","Jun 26, 2015","Feb 02, 2015",,Paperback,view,/book/show/21853666-happiness-for-beginners
528,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Joy in the Morning,"Smith, Betty",0060956860,9780060956868,0060956860,296        pp,3.93,"8,157",1963,"Jul 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Feb 02, 2015",,Paperback,view,/book/show/14889.Joy_in_the_Morning
529,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hotel on the Corner of Bitter and Sweet,"Ford, Jamie*",0345505336,9780345505330,0345505336,290        pp,4.04,"300,059","Jan 27, 2009","Jan 27, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Jan 30, 2015",,Hardcover,view,/book/show/3367956-hotel-on-the-corner-of-bitter-and-sweet
