,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Betsy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
672,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shipwrecks,"Yoshimura, Akira",0156008351,9780156008358,0156008351,180        pp,4.01,"2,725",1982,2000,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I admired this book more than enjoyed it. Like the slow progression of seasons, it evokes the agonizing struggle of Isaku, a nine-year-old boy in a reI admired this book more than enjoyed it. Like the slow progression of seasons, it evokes the agonizing struggle of Isaku, a nine-year-old boy in a remote fishing village, to simply survive. The book is as stark as a Japanese still life and as brutal as life in the wild.Most of the cover copy has nothing to do with the reality of the book or story. It is not a “thrilling tale of murder and retribution.” Nor is it a “powerful Gothic tale of the mysteries and horrors of fate.” I doubt that the copywriter who wrote that ever read the book.Shipwrecks was my book club’s pick and probably I would not have chosen it on my own. But I’m glad to have read it....more",Notes are private!,0,8,1,"Jan 28, 2019","Jan 30, 2019","Jan 15, 2019",,Paperback,view (with text),/book/show/1140987.Shipwrecks
673,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Boy and His Dog at the End of the World,"Fletcher, C.A.",0316449458,9780316449458,0316449458,365        pp,4.15,"17,064","Apr 23, 2019","Apr 23, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 15, 2019",,Hardcover,view,/book/show/40698027-a-boy-and-his-dog-at-the-end-of-the-world
674,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Clara Callan,"Wright, Richard B.",0060506075,9780060506070,0060506075,432        pp,3.87,"9,106","Jan 01, 2001","Dec 02, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2019",,Paperback,view,/book/show/241664.Clara_Callan
675,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moonglow,"Chabon, Michael",0062225553,9780062225559,0062225553,430        pp,3.80,"33,497","Nov 22, 2016","Nov 22, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2019",,Hardcover,view,/book/show/26795307-moonglow
676,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dreamers,"Walker, Karen Thompson*",0812994167,9780812994162,0812994167,303        pp,3.63,"40,800","Jan 15, 2019","Jan 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2019",,Hardcover,view,/book/show/34409176-the-dreamers
677,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Diary of a Bookseller,"Bythell, Shaun",1612197248,9781612197241,1612197248,312        pp,3.73,"27,432","Jan 01, 2017","Sep 04, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was enchanted by this diary of a year in the life of bookseller Shaun Bythell in his used and rare books shop, in tiny Wigtown—designated by ScotlanI was enchanted by this diary of a year in the life of bookseller Shaun Bythell in his used and rare books shop, in tiny Wigtown—designated by Scotland as a book town. Diaries can be boring, but I was mesmerized by this one because it was like being inside Shaun's head, and he is a funny, irascible man. He has a love/fight relationship with all of his disrespectful employees, led by Nicky, a ski suit-wearing Jehova's witness who debates evolution, ignores his instructions, and basically does whatever she wants. He at best tolerates the customers who ask ridiculous questions and often don't buy anything. And then there's the never-ending battle with Amazon. In addition to being a bookseller, Shaun is an accomplished self-taught videographer, and after reading certain sections, I found myself watching the movie versions of the people on his videos. This is a book for book lovers who may have fancied owning a shop. You may never want to own a store after reading this, but you'll be entertained.Videos:All videos""Readers' Delight"" rap video where you can see the whole shop interview about the book with Shaun Bythell...more",Notes are private!,0,21,1,"May 23, 2019","May 27, 2019","Jan 12, 2019",,Hardcover,view (with text),/book/show/37457057-the-diary-of-a-bookseller
678,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sugar Run,"Maren, Mesha*",1616206217,9781616206215,1616206217,320        pp,3.23,"2,745","Jan 08, 2019","Jan 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2019",,Hardcover,view,/book/show/38746166-sugar-run
679,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miss Buncle's Book        (Miss Buncle #1),"Stevenson, D.E.",1903155711,9781903155714,1903155711,332        pp,4.10,"11,804",1934,2008,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Because she needs money, Miss Barbara Buncle writes a novel exposing all the people in her small town of Silverstream.What absolute fun is this book, Because she needs money, Miss Barbara Buncle writes a novel exposing all the people in her small town of Silverstream.What absolute fun is this book, published in 1934, about a writer writing. Not much has changed in human and writer nature, and that makes this cozy novel retain its edge. It’s a light, fun read, and I thoroughly enjoyed it and learning that its Scottish author, D. E. (Dorothy Emily) Stevenson (1892–1973), had an enormously successful (and lucrative) writing career, despite her parents’ disapproval of her efforts; she sold four million books in Britain and three million in the States. And I adore the fact that she talks about finances honestly....more",Notes are private!,0,13,1,"Apr 02, 2019","Apr 04, 2019","Jan 11, 2019",,Paperback,view (with text),/book/show/5290266-miss-buncle-s-book
680,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dear Evelyn,"Page, Kathy",1771962097,9781771962094,1771962097,328        pp,3.58,"1,011",2018,"Sep 11, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2019",,Paperback,view,/book/show/40599964-dear-evelyn
681,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sundial,"Jackson, Shirley",0140083170,9780140083170,0140083170,245        pp,3.80,"6,130",1958,"Jan 07, 1986",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2019",,Paperback,view,/book/show/131181.The_Sundial
682,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reincarnation Blues,"Poore, Michael",0399178481,9780399178481,0399178481,374        pp,3.88,"14,821","Aug 22, 2017","Aug 22, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Poor Milo has reincarnated nearly the requisite 10,000 times allowed for reaching Perfection, and he hasn’t succeeded. Add to that, with only a couplePoor Milo has reincarnated nearly the requisite 10,000 times allowed for reaching Perfection, and he hasn’t succeeded. Add to that, with only a couple of lives left, he is also trying desperately to reunite with the love of his life, Suzie, aka Death. This is a very complicated (see spoiler material in my last paragraph) spiritual quest book that will appeal to Buddhists, yogis, people who meditate, people to try unsuccessfully to meditate, and anybody who is working their butt off to become enlightened, knowing it’s most likely a lost cause.Author Michael Poore has a free, fertile, and funny imagination and sounds like Kurt Vonnegut if he had been born into the Millennial generation and educated in Eastern spiritual traditions . . . as well as slaughterhouse protocol, juggling, and a gazillion obscure specialties.I mostly enjoyed this book, but I had trouble during the last four chapters. (view spoiler)[Chapter 24 is pure futuristic, bombastic science fiction that read like a primal scream—exhausting and not my thing . . . until it got to a lovely parable teaching at the end. And from here the book seems to aim for a conclusion where Milo and Suzie reach Perfection and merge into the light of the Sun Door (where people like Buddha go). For the whole book we have been led to believe that Suzie is a “Universal”—a nonhuman creature—but in chapter 24 she succeeds in being a human to be with Milo and live his last life together. But no. There’s more. In chapter 26, we get a spiritual lesson—literal teaching—about the nature of life (illusion). And this is followed by a final chapter of the history of Milo and Suzie’s many human lives together—seeming to contradict the setup of the entire book. I was so confused I reread chapter 26, “The Oversoul,” and blam—I got it: there is no end to this dream we call life, this “maya” (illusion). Even after Perfection, even after a Universal becomes a human and then reaches Universal Perfection again, the thing (reincarnation) goes on and on and on.  (hide spoiler)] This is not a book for the novice seeker, but if you’re willing to work to understand, it’s fun. It is essentially a dramatic rendition of the Zen proverb: ""Before Enlightenment, chop wood, carry water. After Enlightenment, chop wood, carry water.""...more",Notes are private!,0,22,1,"Jan 14, 2019","Jan 18, 2019","Jan 03, 2019",,Hardcover,view (with text),/book/show/33571217-reincarnation-blues
