,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,eb's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Breed,"Novak, Chase",0316198560,9780316198561,0316198560,310        pp,3.16,"4,268","Sep 04, 2012","Sep 04, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The good:- Interesting premise (desperate couples take a fertility potion that turns them into animals)- Nice buildup and tension in the first third- The good:- Interesting premise (desperate couples take a fertility potion that turns them into animals)- Nice buildup and tension in the first third- Occasionally strong prose- Moments of creepiness- A couple of pleasurably gruesome and surprising death scenesThe bad: - You feel like you're reading a fleshed-out spec script- ...or maybe even a novelization of a film- The Central Park ruffians...CRINGE.- The monstrous deformed triplet, whose existence is entirely parenthetical and could have been excised with no damage to the plot- Horrible third act problems--the entire novel basically grinds to a halt while we suffer through pages and pages of the most boring, badly timed chase scene in fiction- Breathtakingly racist dialogue/dialect, which only crops up occasionally, but which poisons the whole novel....more",Notes are private!,0,0,1,not set,not set,"Feb 10, 2013",,Hardcover,view (with text),/book/show/13528381-breed
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Are One of Them,"Holt, Elliott",1594205280,9781594205286,1594205280,293        pp,3.49,"4,582","May 30, 2013","May 30, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I took down my original  because it was negative, and the first one posted, and Ms. Holt is active on Goodreads, and I didn't want to be a jerk.I took down my original  because it was negative, and the first one posted, and Ms. Holt is active on Goodreads, and I didn't want to be a jerk. But in the context of several glowing s, I'll restate that this novel did not work for me, despite the often-beautiful writing. It reads like a location in search of a plot. The one and only question is, What really happened to Jenny, who died in a plane crash years ago? The answer unfolds like a Nancy Drew mystery....more",Notes are private!,0,7,1,not set,not set,"Feb 08, 2013",,Hardcover,view (with text),/book/show/16158564-you-are-one-of-them
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Thus Was Adonis Murdered        (Hilary Tamar, #1)","Caudwell, Sarah",0440212316,,,314        pp,3.89,"5,524","Mar 19, 1981","Jun 01, 1994",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The erudite, arch narration was first a delight, and eventually a torment. This book made me want to time-travel back to Revolutionary-era New EnglandThe erudite, arch narration was first a delight, and eventually a torment. This book made me want to time-travel back to Revolutionary-era New England and fire a musket at some Brits....more",Notes are private!,0,0,1,not set,not set,"Feb 08, 2013",,Mass Market Paperback,view (with text),/book/show/234327.Thus_Was_Adonis_Murdered
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Villette,"Brontë, Charlotte",,,,573        pp,3.77,"73,124",Jan 1853,"Oct 09, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I know I would have loved this book if I'd close-read the heck out of it in college; it would have been a blast writing a paper claiming that Lucy SnoI know I would have loved this book if I'd close-read the heck out of it in college; it would have been a blast writing a paper claiming that Lucy Snowe is a lesbian, or a schizophrenic, or a compulsive liar. And I DID love and admire the complexity of Lucy's character, and her relationship with Minerva, and the death of her crush on John. But I found the ecstatic descriptions of nature exhausting, and the last paragraphs crushing. This reaction reveals my own flaws, not the novel's. Important to note that the introduction by AS Byatt and Ignes Sodre is wonderful, and so fun to read—after you've completed the novel, of course (does anyone read introductions before they've read the book?). ...more",Notes are private!,0,0,1,not set,not set,"Jan 30, 2013",,Paperback,view (with text),/book/show/31173.Villette
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything is Perfect When You're a Liar,"Oxford, Kelly",0062102222,9780062102225,0062102222,317        pp,3.40,"8,339","Aug 21, 2012","Apr 02, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you, like me, love Kelly Oxford's tweets and Tumblr and find her inspirational, I think you'll mostly enjoy this collection (which is described as If you, like me, love Kelly Oxford's tweets and Tumblr and find her inspirational, I think you'll mostly enjoy this collection (which is described as ""a work of fiction"" in the final pages). I laughed out loud once; the essay about working with old people made me cry. I was a little disappointed by the quality of the writing, but I tore through the book and enjoyed it a lot. I also learned from it: I want to speak my mind without feeling guilty, the way Oxford does. ...more",Notes are private!,0,0,1,not set,not set,"Jan 28, 2013",,Hardcover,view (with text),/book/show/13609922-everything-is-perfect-when-you-re-a-liar
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Badfellas,"Benacquista, Tonino",1904738435,9781904738435,1904738435,277        pp,3.63,"2,391","Apr 29, 2004","Jan 01, 2010",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Can't tell if this is a horrible translation or just a terrible book. Here's a character who's supposed to be a teenage guy from NJ: ""'The TV isn't juCan't tell if this is a horrible translation or just a terrible book. Here's a character who's supposed to be a teenage guy from NJ: ""'The TV isn't just some object, Mom, it's our connection to the outside world, the real world, outside this crumbling shack in this rat hole full of peasants we're going to be lumbered with for years maybe.'"" Nope!...more",Notes are private!,0,0,1,not set,not set,"Jan 15, 2013",,Paperback,view (with text),/book/show/7963207-badfellas
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Red Moon,"Percy, Benjamin*",145554535X,9781455545353,145554535X,832        pp,3.37,"5,988","May 07, 2013","May 07, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Literary genre fiction that I'm sure will sell and sell (it's THE PASSAGE, but with werewolves), though Grand Central isn't doing it any favors with tLiterary genre fiction that I'm sure will sell and sell (it's THE PASSAGE, but with werewolves), though Grand Central isn't doing it any favors with this godawful 1980s-era cover. I found it dull and slow-moving, and gave up about 100 pages in. ...more",Notes are private!,0,1,1,not set,not set,"Jan 14, 2013",,Hardcover,view (with text),/book/show/15826602-red-moon
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Thousand Pardons,"Dee, Jonathan",0812993217,9780812993219,0812993217,214        pp,3.23,"4,089",2013,"Mar 12, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2013",,Hardcover,view,/book/show/15732607-a-thousand-pardons
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Cold Blood,"Capote, Truman",0679745580,9780679745587,0679745580,343        pp,4.09,"659,354","Jan 01, 1959","Feb 01, 1994",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Beautiful, plain-talking, empathetic toward the killers while never minimizing the horror of their crime. A masterpiece, of course.",Notes are private!,0,0,1,not set,not set,"Jan 01, 2013",,Paperback,view (with text),/book/show/168642.In_Cold_Blood
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sense of an Ending,"Barnes, Julian",0224094157,9780224094153,0224094157,150        pp,3.74,"179,067","Aug 04, 2011","Aug 04, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A brilliant, pleasurable puzzle, and a psychological masterpiece. SPOILER ALERT: My mother has convinced me that Tony, the narrator, had an affair witA brilliant, pleasurable puzzle, and a psychological masterpiece. SPOILER ALERT: My mother has convinced me that Tony, the narrator, had an affair with Sarah, Veronica's mother, and repressed all the details. I think she's right, and I think this interpretation, if correct, makes the book much richer and more accomplished. ...more",Notes are private!,0,2,1,not set,not set,"Dec 27, 2012",,Hardcover,view (with text),/book/show/10746542-the-sense-of-an-ending
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bobcat and Other Stories,"Lee, Rebecca",0143182331,9780143182337,0143182331,224        pp,3.89,"4,765",2010,"Aug 21, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh, man, the first story in this collection kills me. The dinner party, the building tension, the laughs, the surprising-yet-inevitable ending...sign Oh, man, the first story in this collection kills me. The dinner party, the building tension, the laughs, the surprising-yet-inevitable ending...sign me up to read whatever Rebecca Lee writes....more",Notes are private!,0,0,1,not set,not set,"Dec 24, 2012",,Paperback,view (with text),/book/show/13631404-bobcat-and-other-stories
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The St. Zita Society,"Rendell, Ruth",1451666683,9781451666687,1451666683,257        pp,3.11,"2,430","Jul 05, 2012","Aug 14, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I don't know why I keep reading Rendell. She's a perfectly wonderful writer, but her worldview is so pinched and grubby. I'm not one of those people wI don't know why I keep reading Rendell. She's a perfectly wonderful writer, but her worldview is so pinched and grubby. I'm not one of those people who insist on liking characters, but even I find the totality of her characters' awfulness a bit exhausting. ...more",Notes are private!,0,0,1,not set,not set,"Dec 16, 2012",,Hardcover,view (with text),/book/show/13260173-the-st-zita-society
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Buddhist,"Bellamy, Dodie",,9781935662471,,150        pp,4.06,173,Apr 2011,Apr 2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2012",,Paperback,view,/book/show/11068039-the-buddhist
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No One Could Have Guessed the Weather,"Casey, Anne-Marie",0399160213,9780399160219,0399160213,288        pp,2.73,887,"Jan 01, 2013","Jun 13, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A weightless collection of linked stories about women living in Manhattan. Most of the characters are American, but they all talk like the Queen MotheA weightless collection of linked stories about women living in Manhattan. Most of the characters are American, but they all talk like the Queen Mother—""you lot,"" ""quite liked,"" ""holiday"" instead of ""vacation,"" etc. etc. There's no literary merit here whatsoever, but there are plenty of laughs. I'd recommend this one for the plane, or drunken vacation reading. ...more",Notes are private!,0,2,1,not set,not set,"Dec 02, 2012",,Hardcover,view (with text),/book/show/16158568-no-one-could-have-guessed-the-weather
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Yonahlossee Riding Camp for Girls,"DiSclafani, Anton*",0755395204,9780755395200,0755395204,391        pp,3.35,"21,336","Jun 04, 2013","Jun 06, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The moving, beautifully written story of Thea, a girl who's sent to a riding camp/finishing school in Appalachia as punishment for disappointing her fThe moving, beautifully written story of Thea, a girl who's sent to a riding camp/finishing school in Appalachia as punishment for disappointing her family. Thea is such a well-rounded, appealing character: frank about her good looks and what they mean; driven by sex, and willing to do dumb stuff to get the men she wants; utterly believable in every way. There's so much here to delight your 15-year-old self: horses, cabins, oranges, dances, secrets, and a camp so well-described you can picture every nook and cranny of it. And you can enjoy all of this without feeling guilty or bored, as you do when reading YA novels, because the writing is literary and excellent, and the themes are sophisticated. Plus, there are tons of great sex scenes! A few caveats: I think some readers will find this book slow, others will get annoyed by how long we have to wait to discover the big secret, and still others will be turned off by the explicit sex. But I didn't mind any of these things, and I hope you won't, either....more",Notes are private!,0,3,1,not set,not set,"Nov 30, 2012",,Hardcover,view (with text),/book/show/16156053-the-yonahlossee-riding-camp-for-girls
