,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sve's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
374,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why Won’t You Apologize?: Healing Big Betrayals and Everyday Hurts,"Lerner, Harriet",1501129597,9781501129599,1501129597,208        pp,4.31,"4,283","Jan 10, 2017","Jan 10, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 12, 2020",,Hardcover,view,/book/show/29430730-why-won-t-you-apologize
375,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Happiness Equation: Want Nothing + Do Anything = Have Everything,"Pasricha, Neil*",0399169474,9780399169472,0399169474,320        pp,3.86,"9,927","Mar 31, 2015","Mar 08, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Though lightly written and fun, it contains some good reminders.",Notes are private!,0,2,1,"Aug 08, 2020","Aug 12, 2020","Aug 08, 2020",,Hardcover,view (with text),/book/show/22571656-the-happiness-equation
376,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Helter Skelter: The True Story of the Manson Murders,"Bugliosi, Vincent",,,,unknown,4.06,"145,890",1974,"Sep 13, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Изключително интересен и подробен разказ за личността и доктрината на Чарлз Менсън и убийствата, извършени през август 1969 г от неговите последователИзключително интересен и подробен разказ за личността и доктрината на Чарлз Менсън и убийствата, извършени през август 1969 г от неговите последователи....more",Notes are private!,0,8,1,"Aug 03, 2020","Sep 03, 2020","Aug 03, 2020",,Audiobook,view (with text),/book/show/15852049-helter-skelter
377,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Аз, Клавдий        (Клавдий, #1)","Graves, Robert",,9789542828976,,464        pp,4.24,"66,603",1934,"May 29, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 26, 2020",,Hardcover,view,/book/show/45836007
378,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spook: Science Tackles the Afterlife,"Roach, Mary",0393329127,9780393329124,0393329127,311        pp,3.60,"39,040",2005,"Sep 26, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 22, 2020",,Paperback,view,/book/show/14990.Spook
379,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Packing for Mars: The Curious Science of Life in the Void,"Roach, Mary",0393339912,9780393339918,0393339912,334        pp,3.95,"57,739","Aug 02, 2010","Apr 04, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 15, 2020",,Paperback,view,/book/show/9542311-packing-for-mars
380,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Кладата на суетата,"Wolfe, Tom",,9786197350395,,704        pp,3.90,"80,879","Nov 01, 1987","Feb 21, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 06, 2020",,Paperback,view,/book/show/43865203
381,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Римска тайна,"Swan, Karen*",,9789542831839,,440        pp,4.12,"5,002","Jul 13, 2017",2020,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Става, като за чиклит.",Notes are private!,0,2,1,"Jul 30, 2020","Aug 04, 2020","Jul 06, 2020",,Paperback,view (with text),/book/show/53869673
382,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ти, непрестанна новина: стихотворения","Ланджев, Иван",,9786191864683,,56        pp,4.07,250,"Dec 07, 2018","Dec 07, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 29, 2020",,Paperback,view,/book/show/43090162
383,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Сексът и религията,"Endsjø, Dag Øistein",,9786191610013,,288        pp,3.80,98,2009,2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 29, 2020",,,view,/book/show/15846900
384,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Как да бъдеш чужденец • Как да бъдеш упадъчен,"Mikes, George",,9786190206057,,176        pp,3.73,26,unknown,2020,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Забавна книга за нравите на англичаните, която се чете за час-два.",Notes are private!,0,2,2,"Jun 22, 2020not set","Jun 22, 2020not set","Jun 19, 2020",,Paperback,view (with text),/book/show/52234754
385,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Тайната на разказвачката на истории,"Badani, Sejal*",,9789542832133,,436        pp,4.37,"93,915","Sep 01, 2018",2020,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Историята е приятна, преводът на места куца.",Notes are private!,0,0,1,"Aug 12, 2020","Aug 30, 2020","Jun 12, 2020",,Paperback,view (with text),/book/show/54426941
386,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Story of Human Language,"McWhorter, John",,,B00DTO69D6,19        pp,4.41,"2,749",2004,"Jul 08, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 03, 2020",,Audible Audio,view,/book/show/49688996-the-story-of-human-language
387,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,So You've Been Publicly Shamed,"Ronson, Jon",,,,unknown,3.93,"62,896","Mar 09, 2015","Mar 31, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An important book about a phenomenon that is especially well observed during the pandemic - public shaming on the Internet. Ronson explores how, from An important book about a phenomenon that is especially well observed during the pandemic - public shaming on the Internet. Ronson explores how, from a medium for the underprivileged to get their voice heard, the internet is increasingly becoming a place of disconnected eco-chambers and cyber bullying, which can destroy one's life....more",Notes are private!,0,1,1,"May 10, 2020","May 18, 2020","May 10, 2020",,Audible Audio,view (with text),/book/show/28526638-so-you-ve-been-publicly-shamed
