,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,tonia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Earth's Wild Music: Celebrating and Defending the Songs of the Natural World,"Moore, Kathleen Dean",1640093672,9781640093676,1640093672,272        pp,4.33,192,"Feb 16, 2021","Feb 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2022",,Hardcover,view,/book/show/55303804-earth-s-wild-music
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Give My Love to the Savages: Stories,"Stuck, Chris*",0063029979,9780063029972,0063029979,256        pp,3.73,247,"Jul 06, 2021","Jul 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2022",,Hardcover,view,/book/show/55577679-give-my-love-to-the-savages
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wrong End of the Telescope,"Alameddine, Rabih",0802157807,9780802157805,0802157807,354        pp,4.03,"2,140","Sep 21, 2021","Sep 21, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2022",,Hardcover,view,/book/show/57427350-the-wrong-end-of-the-telescope
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Anomaly,"Le Tellier, Hervé",1635421691,9781635421699,1635421691,391        pp,3.81,"52,548","Aug 20, 2020","Nov 23, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2022",,Paperback,view,/book/show/56920684-the-anomaly
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Overnight Guest,"Gudenkauf, Heather*",0778311937,9780778311935,0778311937,316        pp,4.04,"99,192","Jan 25, 2022","Jan 25, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Mar 11, 2022not set","Mar 11, 2022",,Paperback,view,/book/show/60164470-the-overnight-guest
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Colony,"Magee, Audrey",0571367593,9780571367597,0571367593,376        pp,4.12,"9,257","Feb 03, 2022","Feb 03, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In a pointed look at the landscape of colonization, an English artist and a French linguist arrive on an isolated island where the Irish language is sIn a pointed look at the landscape of colonization, an English artist and a French linguist arrive on an isolated island where the Irish language is still hanging on in a deeply connected and struggling community. The story unfolds mostly in the minds of the characters, exploring their deep hungers to be seen and recognized. ...more",Notes are private!,0,0,1,not set,"Aug 09, 2022","Mar 06, 2022",,Hardcover,view (with text),/book/show/57977494-the-colony
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wild Life,"Gloss, Molly",0618131574,9780618131570,0618131574,272        pp,3.68,"1,084","Jun 08, 2000","Sep 17, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A novel told through diaries, snippets of fiction and first-hand accounts, all written in quiet, observational 19th-century-style prose. Perhaps the tA novel told through diaries, snippets of fiction and first-hand accounts, all written in quiet, observational 19th-century-style prose. Perhaps the thing I like best about this exploration of a feminist woman's idealism forced to reckon with tragedy and wilderness/wildness is that it couldn't possibly have been written by a younger woman. Gloss' maturity and life experience lend a depth of wisdom and surrender to reality that I didn't know I was missing in other books. Charlotte's slow transformation to the wild life and then her painful return will stay with me for a long time....more",Notes are private!,0,1,1,not set,"Mar 06, 2022","Mar 06, 2022",,Paperback,view (with text),/book/show/475582.Wild_Life
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Childhood / Youth / Dependency        (The Copenhagen Trilogy, #1-3)","Ditlevsen, Tove",0374602395,9780374602390,0374602395,371        pp,4.37,"14,630",1967,"Jan 26, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 06, 2022","Mar 17, 2022","Mar 06, 2022",,Hardcover,view,/book/show/53317528-childhood-youth-dependency
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Mirror Mended        (Fractured Fables, #2)","Harrow, Alix E.*",1250766648,9781250766649,1250766648,128        pp,3.78,"11,613","Jun 14, 2022","Jun 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2022",,Hardcover,view,/book/show/58724595-a-mirror-mended
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Night Sky with Exit Wounds,"Vuong, Ocean",,,,89        pp,4.20,"39,692","Apr 05, 2016","Apr 05, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 27, 2022","Mar 01, 2022",,Paperback,view,/book/show/23841432-night-sky-with-exit-wounds
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Upgrade: How the Female Brain Gets Stronger and Better in Midlife and Beyond,"Brizendine, Louann",0525577173,9780525577171,0525577173,336        pp,3.89,384,2022,"Apr 19, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2022",,Hardcover,view,/book/show/46064088-the-upgrade
307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Corner That Held Them,"Warner, Sylvia Townsend",086068878X,9780860688785,086068878X,310        pp,3.94,"1,267",1948,2008,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"One winding account of the day to day affairs of a medieval nunnery. Marvelously engaging with barely a hint of piety. These are women of their time, One winding account of the day to day affairs of a medieval nunnery. Marvelously engaging with barely a hint of piety. These are women of their time, embracing the realities of culture/economy/politics/spirituality that facilitated their lives. ...more",Notes are private!,0,1,1,"Feb 23, 2022","Feb 27, 2022","Feb 23, 2022",,Paperback,view (with text),/book/show/958668.The_Corner_That_Held_Them
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Last Things,"Offill, Jenny*",0385334958,9780385334952,0385334958,264        pp,3.64,"1,815",1999,"Apr 11, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2022",,Paperback,view,/book/show/604731.Last_Things
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sentence,"Erdrich, Louise",006267112X,9780062671127,006267112X,387        pp,3.96,"68,602","Nov 09, 2021","Nov 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 21, 2022",,Hardcover,view,/book/show/56816904-the-sentence
310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"84, Charing Cross Road","Hanff, Helene",,,,106        pp,4.16,"83,394",1970,"Oct 01, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 21, 2022",,Paperback,view,/book/show/368916.84_Charing_Cross_Road
311,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Heroine's Journey: For Writers, Readers, and Fans of Pop Culture","Carriger, Gail*",1944751505,,B08D5ZSNRB,324        pp,4.48,"1,119","Sep 28, 2020","Oct 01, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'd never read any of Gail Carriger's fiction before reading this, but from what I can gather from this book, it must be sparkly, busy, funny, and gooI'd never read any of Gail Carriger's fiction before reading this, but from what I can gather from this book, it must be sparkly, busy, funny, and good for the type of person who likes things like loud laughter and sexy werewolves. That's awesome, but it's not me. It doesn't matter much because this was a really fun (if slightly exhausting) exploration of story structure using pop culture examples (and some classic mythology). It was a bit rambly and repetitive at times, but it also gave me the clearest picture of why I resonate with some stories and not others, and why some books end perfectly and others feel like a betrayal. It also helped me nail down some aspects of my own story-telling and gave me workable examples of how to create Heroine's journeys in my own books....more",Notes are private!,0,0,1,"Feb 17, 2022","Mar 08, 2022","Feb 17, 2022",,Kindle Edition,view (with text),/book/show/54618816-the-heroine-s-journey
312,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Christine Falls        (Quirke, #1)","Black, Benjamin",0805081526,9780805081527,0805081526,352        pp,3.55,"13,490",2006,"Mar 06, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2022",,Hardcover,view,/book/show/199600.Christine_Falls
313,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Snow        (St. John Strafford, #2)","Banville, John",1335230009,9781335230003,1335230009,304        pp,3.53,"19,385","Sep 29, 2020","Oct 06, 2020",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I know John Banville can write a good novel, so I don't know what happened here. This is supposedly a murder mystery - and there IS a murder - but if I know John Banville can write a good novel, so I don't know what happened here. This is supposedly a murder mystery - and there IS a murder - but if you can't tell who did it and why within the first few chapters you've been living under a rock for awhile. The main character is a bit confusing and a little flat. Also, does John Banville even *know* any women? There are female characters in this book but I don't know what the hell they are supposed to be. And even if I could tolerate all that, there is a totally inexcusable depiction of a crime from the perpetrator's view that is a deal-breaker for me. I had hoped for a new mystery series to look forward to, but ugh. ...more",Notes are private!,0,1,1,"Feb 08, 2022","Feb 11, 2022","Feb 08, 2022",,Hardcover,view (with text),/book/show/50353739-snow
314,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pickard County Atlas,"Harding Thornton, Chris *",0374231257,9780374231255,0374231257,288        pp,3.52,"1,068","Jan 05, 2021","Jan 05, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5 An engaging thriller with a western twist. Great descriptions and awareness of existence at the edge of poverty and small western town life.,Notes are private!,0,0,1,"Feb 06, 2022","Feb 08, 2022","Feb 06, 2022",,Hardcover,view (with text),/book/show/53317523-pickard-county-atlas
315,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seasons of a Magical Life: A Pagan Path of Living,"Ballard, H. Byron*",1578637236,9781578637232,1578637236,224        pp,3.86,183,unknown,"Aug 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2022",,Paperback,view,/book/show/55308218-seasons-of-a-magical-life
316,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Books of Jacob,"Tokarczuk, Olga",0593087488,9780593087480,0593087488,965        pp,4.03,"7,914","Oct 23, 2014","Feb 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2022",,Hardcover,view,/book/show/58276619-the-books-of-jacob
317,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flights,"Tokarczuk, Olga",0525534199,9780525534198,0525534199,416        pp,3.76,"31,036",Sep 2007,"Aug 14, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2022",,Hardcover,view,/book/show/36885304-flights
318,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fell,"Moss, Sarah*",0374606048,9780374606046,0374606048,184        pp,3.64,"5,642","Nov 11, 2021","Mar 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,May 2022,"Feb 04, 2022",,Hardcover,view,/book/show/57845085-the-fell
319,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Feast,"Kennedy, Margaret",0718208110,9780718208110,0718208110,308        pp,3.93,"2,929","Jan 01, 1949","Jan 01, 1969",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a surprise! Written in 1948, this is in the vein of a whodunnit, except the question is who is going to die? At the opening of the book, we learnWhat a surprise! Written in 1948, this is in the vein of a whodunnit, except the question is who is going to die? At the opening of the book, we learn a cliffside has collapsed and crushed a seaside hotel. Rewind seven days and Kennedy takes you through the inhabitants of the hotel along with their various vices and dilemmas (some of the characters represent the 7 Deadly Sins, and half the fun is figuring out who represents which ones). The question becomes who will survive, who do you want to survive and how will they manage it? ...more",Notes are private!,0,1,1,"Feb 03, 2022","Feb 06, 2022","Feb 03, 2022",,Hardcover,view (with text),/book/show/3409731-the-feast
320,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wild Mercy,"Starr, Mirabai*",1683641566,9781683641568,1683641566,264        pp,4.25,"1,598",Apr 2019,"Apr 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2022",,Paperback,view,/book/show/40630082-wild-mercy
321,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Home Place: Memoirs of a Colored Man's Love Affair with Nature,"Lanham, J. Drew",157131315X,9781571313157,157131315X,217        pp,4.23,"2,867","Oct 11, 2016","Oct 11, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2022",,Hardcover,view,/book/show/28256253-the-home-place
322,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thinking with Trees,"Allen-Paisant, Jason",1800171137,9781800171138,1800171137,128        pp,4.08,65,"Jun 24, 2021","Jun 24, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2022",,Paperback,view,/book/show/58015891-thinking-with-trees
