,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lisette's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
494,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Suite Française,"Némirovsky, Irène",1400096278,9781400096275,1400096278,431        pp,3.85,"74,156",Sep 2004,"Apr 10, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2009",,Paperback,view,/book/show/43944.Suite_Fran_aise
495,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Kill a Mockingbird,"Lee, Harper",,,,323        pp,4.26,"6,122,405","Jul 11, 1960","May 23, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 09, 2009",,Paperback,view,/book/show/2657.To_Kill_a_Mockingbird
496,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"What Were You Thinking??: $600-Per-Hour Legal Advice on Relationships, Marriage & Divorce","Barondess, Mark A.",1597775002,9781597775007,1597775002,291        pp,3.20,40,"Sep 30, 2005","Oct 01, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 09, 2009",,Hardcover,view,/book/show/1897022.What_Were_You_Thinking_
497,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spoiled Rotten America: Outrages of Everyday Life,"Miller, Larry",0060819081,9780060819088,0060819081,279        pp,3.44,233,"Sep 21, 2006","Oct 03, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 09, 2009",,Hardcover,view,/book/show/954514.Spoiled_Rotten_America
498,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Is New York Burning?,"Collins, Larry",1597775207,9781597775205,1597775207,307        pp,3.18,387,2004,"Nov 01, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 08, 2009",,Hardcover,view,/book/show/261760.Is_New_York_Burning_
499,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The World of George Jean Nathan,"Nathan, George Jean",1557833133,9781557833136,1557833133,524        pp,4.40,5,"Feb 01, 2000","Feb 01, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 08, 2009",,Paperback,view,/book/show/743241.The_World_of_George_Jean_Nathan
500,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bush on the Couch: Inside the Mind of the President,"Frank, Justin A.",0060736704,9780060736705,0060736704,247        pp,3.64,259,"Jan 01, 2004",2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 08, 2009",,Hardcover,view,/book/show/1058969.Bush_on_the_Couch
501,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Look Homeward, Angel","Wolfe, Thomas",0743297318,9780743297318,0743297318,544        pp,3.92,"14,817",1929,"Oct 10, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 08, 2009",,Paperback,view,/book/show/12448.Look_Homeward_Angel
502,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Angle of Repose,"Stegner, Wallace",,9780140169300,014016930X,569        pp,4.24,"59,185","Mar 01, 1971","May 28, 1992",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jan 08, 2009",,Paperback,view,/book/show/292408.Angle_of_Repose
503,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Firebrand: The Life of Horace Liveright, the Man Who Changed American Publishing","Dardis, Tom",0679406751,9780679406754,0679406751,394        pp,3.58,12,1995,"Jul 04, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 08, 2009",,Hardcover,view,/book/show/489579.Firebrand
504,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atlas Shrugged,"Rand, Ayn",0452011876,9780452011878,0452011876,"1,168        pp",3.69,"390,120","Oct 10, 1957","Aug 01, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 08, 2009",,Paperback,view,/book/show/662.Atlas_Shrugged
505,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Time Will Darken It,"Maxwell, William",0679772588,9780679772583,0679772588,368        pp,4.05,987,1948,"Feb 04, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 08, 2009",,Paperback,view,/book/show/1107457.Time_Will_Darken_It
506,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An American Tragedy,"Dreiser, Theodore",0451527704,9780451527707,0451527704,859        pp,3.96,"36,840","Dec 17, 1925","Sep 01, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 08, 2009",,Mass Market Paperback,view,/book/show/331319.An_American_Tragedy
507,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lie Down in Darkness,"Styron, William",0679735976,9780679735977,0679735976,400        pp,3.81,"3,426",1951,"Mar 03, 1992",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 08, 2009",,Paperback,view,/book/show/180630.Lie_Down_in_Darkness
508,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Terry: My Daughter's Life-and-Death Struggle with Alcoholism,"McGovern, George S.",0452278236,9780452278233,0452278236,224        pp,3.96,430,"Jan 01, 1996","Aug 01, 1997",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 08, 2009",,Paperback,view,/book/show/379484.Terry
509,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Angel of Darkness        (Dr. Laszlo Kreizler, #2)","Carr, Caleb*",0345427637,9780345427632,0345427637,752        pp,3.99,"29,686",1997,1997,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 08, 2009",,Paperback,view,/book/show/767307.The_Angel_of_Darkness
510,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Alienist        (Dr. Laszlo Kreizler, #1)","Carr, Caleb*",0812976142,9780812976144,0812976142,498        pp,4.06,"173,086","Mar 15, 1994","Oct 24, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 08, 2009",,Paperback,view,/book/show/40024.The_Alienist
511,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Snow Falling on Cedars,"Guterson, David",067976402X,9780679764021,067976402X,460        pp,3.86,"186,979","Sep 12, 1994","Sep 26, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 08, 2009",,Paperback,view,/book/show/77142.Snow_Falling_on_Cedars
512,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Map of the World,"Hamilton, Jane",0385720106,9780385720106,0385720106,400        pp,3.81,"73,582","May 01, 1992","Dec 03, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 08, 2009",,Paperback,view,/book/show/5205.A_Map_of_the_World
513,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dodsworth,"Lewis, Sinclair",0451525981,9780451525987,0451525981,384        pp,4.03,"1,339",1929,"Apr 01, 1995",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 08, 2009",,Paperback,view,/book/show/415419.Dodsworth
514,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ladder of Years,"Tyler, Anne*",0804113475,9780804113472,0804113475,406        pp,3.73,"17,817",1995,"Mar 30, 1997",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's been a long time since I read this book, but unfortunately it was my first Anne Tyler book and I did not care for it. As a writer, I don't have aIt's been a long time since I read this book, but unfortunately it was my first Anne Tyler book and I did not care for it. As a writer, I don't have a problem with almost any theme, because for me, it's how the story is told. Not everyone is going to like every book, no matter how well written, no matter how much mass appeal. Such is virtually impossible.In this book, the main character, Delia Grinstead, decides to walk away from her life as she knows it. Delia is on the beach with her family and her husband says something, and suddenly, all of the pain of her past comes flooding back to her and she is compelled to flee life as she has known it. The problem is, I wasn't the least bit convinced. While I understand that what may seem like a simple infraction to some can be the straw that breaks the camel's back for another, Tyler failed to convince me that Delia was THAT angry. I kept feeling like the author just rushed through the writing of this book to get it finished.There were also a series of improbable meetings (prior to ""the big flee"") of characters that I felt were just a little beaucoup too convenient. That forgiven, I felt that there were just way too many missed opportunities here. I wasn't very interested in this character and couldn't find myself caring either way. I've heard some great things about Tyler's other work, but this one didn't do it for me....more",Notes are private!,0,7,1,not set,not set,"Jan 08, 2009",,Mass Market Paperback,view (with text),/book/show/202948.Ladder_of_Years
515,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lindbergh,"Berg, A. Scott",0425170411,9780425170410,0425170411,688        pp,3.96,"5,575","Sep 21, 1998","Sep 01, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 08, 2009",,Paperback,view,/book/show/272507.Lindbergh
516,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tom: The Unknown Tennessee Williams,"Leverich, Lyle",0517702258,9780517702253,0517702258,644        pp,4.26,261,"Apr 17, 1995","Oct 17, 1995",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 08, 2009",,Hardcover,view,/book/show/634306.Tom
517,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Winesburg, Ohio","Anderson, Sherwood",0192839772,9780192839770,0192839772,240        pp,3.84,"34,721","May 08, 1919","Nov 11, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 08, 2009",,Paperback,view,/book/show/80176.Winesburg_Ohio
518,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Small Step Can Change Your Life: The Kaizen Way,"Maurer, Robert",,9780761129233,0761129235,228        pp,4.01,"8,921","Jan 01, 2009","Jun 01, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 08, 2009",,Hardcover,view,/book/show/266621.One_Small_Step_Can_Change_Your_Life
519,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why Is It Always About You? : The Seven Deadly Sins of Narcissism,"Hotchkiss, Sandy",0743214285,9780743214285,0743214285,215        pp,3.89,"2,112",2002,"Aug 07, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 08, 2009",,Trade Paperback,view,/book/show/423271.Why_Is_It_Always_About_You_
520,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And Never Let Her Go: Thomas Capano: The Deadly Seducer,"Rule, Ann",0671868713,9780671868710,0671868713,688        pp,4.12,"8,588",1999,"Sep 01, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 08, 2009",,Mass Market Paperback,view,/book/show/102916.And_Never_Let_Her_Go
521,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Winter of Our Discontent,"Steinbeck, John",0143039482,9780143039488,0143039482,291        pp,4.00,"48,006",1961,"Aug 26, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 08, 2009",,Paperback,view,/book/show/4796.The_Winter_of_Our_Discontent
522,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Cold Blood,"Capote, Truman",0679745580,9780679745587,0679745580,343        pp,4.09,"659,293","Jan 01, 1959","Feb 01, 1994",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 08, 2009",,Paperback,view,/book/show/168642.In_Cold_Blood
