,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Elizabeth's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Younger Wife,"Hepworth, Sally*",1250229618,9781250229618,1250229618,346        pp,3.80,"90,851","Oct 26, 2021","Apr 05, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 stars for Sally Hepworth’s latest domestic thriller. The Younger Wife is told in the addicting plot style where a “big event” happens in the first3.5 stars for Sally Hepworth’s latest domestic thriller. The Younger Wife is told in the addicting plot style where a “big event” happens in the first pages and the rest of the book tells the story of the events leading up to it, along with some flashes of the big event told by another narrator. Each chapter ended with a little cliffhanger which made it hard to put down. I flew through the second half in one sitting. This follows the same pattern as her other recent books as far as suspense and family life mixed with enough wit and humor to balance out a potentially heavy topic. I didn’t love all the characters and didn’t love everything about the plot, but it certainly delivers an exciting reading experience. On a mental health note, I was happy to see the evolved language around binge eating and that several of the characters enter therapy during the course of the novel. I recommend for a quick read! Thank you to NetGalley and the publisher for the advanced copy. ...more",Notes are private!,0,0,1,"Dec 31, 2021","Jan 02, 2022","Dec 06, 2021",,Hardcover,view (with text),/book/show/57693338-the-younger-wife
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,These Precious Days: Essays,"Patchett, Ann",0063092786,9780063092785,0063092786,320        pp,4.44,"36,767","Nov 23, 2021","Nov 23, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Update 2022: This time last year I read my first Ann Patchett book-These Precious Days. This set me on a journey into her backlist and I read everythiUpdate 2022: This time last year I read my first Ann Patchett book-These Precious Days. This set me on a journey into her backlist and I read everything she published (minus her children’s book). This was a joy of my life this year and I highly recommend a similar immersion for my bookish friends. Her fiction jumps off the page and feels so alive. Her non fiction is so smart and well done, I feel like I’m growing with each essay I read. Basically one can’t go wrong with her books! While I enjoyed her newer fiction titles compared to her older books, each was its own world and felt very real. Jump in and learn from this author! Oh and I did make it to Parnassus this year. Ann wasn’t there but it was a lovely store. I’m not sure how I have never read anything by Ann Patchett before but I am glad this was my introduction. As crazy as it sounds, I feel like I really know her and, to be even crazier, I feel like she knows me. I can’t even rank these essays or choose a favorite. I cried during some, laughed during others, cried even harder during a few-Kate DiCammilo, I’m looking at you. I just can’t say enough about this book. Parnassus Books, here I come....more",Notes are private!,0,2,2,"Dec 2022Dec 13, 2021","Dec 16, 2022Dec 30, 2021","Dec 01, 2021",,Hardcover,view (with text),/book/show/56922687-these-precious-days
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Hope This Finds You Well: Poems,"Baer, Kate*",0063137992,9780063137998,0063137992,96        pp,4.29,"8,427","Nov 09, 2021","Nov 09, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I have not seen Kate Baer’s social media so her erasure poetry was new to me. I really loved the concept and can see how cathartic this is! It will ceI have not seen Kate Baer’s social media so her erasure poetry was new to me. I really loved the concept and can see how cathartic this is! It will certainly go in my toolbox for therapy. ...more,Notes are private!,0,0,1,"Nov 27, 2021","Nov 28, 2021","Nov 28, 2021",,Paperback,view (with text),/book/show/57007429-i-hope-this-finds-you-well
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beloved: Pulitzer Prize Winner,"Morrison, Toni",,,B000TWUTYG,291        pp,3.95,"435,343","Sep 16, 1987","Jul 24, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was not an easy book to read. The best word I can use to describe it is haunting. But a beautiful and unique type of haunting. It is what I call This was not an easy book to read. The best word I can use to describe it is haunting. But a beautiful and unique type of haunting. It is what I call a “bear witness” book and I’ve glad to have read it. Read carefully and closely. For history’s sake, Toni Morrison is my third author in my tour of deals American authors. My current rank order is: 1) Eudora Welty2) Toni Morrison3) Flannery O’ConnerI’m going to update it so I can remember my experience this year. ...more",Notes are private!,0,3,1,"Mar 09, 2023","Mar 21, 2023","Nov 25, 2021",,Kindle Edition,view (with text),/book/show/5025780-beloved
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Suitable Boy        (A Bridge of Leaves, #1)","Seth, Vikram",0060786523,9780060786526,0060786523,"1,474        pp",4.12,"48,130","May 01, 1993","Oct 04, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2021",,Paperback,view,/book/show/50365.A_Suitable_Boy
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Life of Pi,"Martel, Yann",0770430074,9780770430078,0770430074,460        pp,3.94,"1,623,965","Sep 11, 2001","Aug 29, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2021",,Paperback,view,/book/show/4214.Life_of_Pi
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sparks Like Stars,"Hashimi, Nadia*",,,B089GWDV7D,458        pp,4.29,"19,311","Mar 02, 2021","Mar 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2021",,Kindle Edition,view,/book/show/54796971-sparks-like-stars
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rebecca,"du Maurier, Daphne",,,B00CO7FLJM,449        pp,4.24,"628,866",Aug 1938,"Dec 17, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a wild ride! A little slow but very atmospheric. It definitely doesn’t feel like a an almost 90 year old book! I am glad I read this at this This was a wild ride! A little slow but very atmospheric. It definitely doesn’t feel like a an almost 90 year old book! I am glad I read this at this time of year too. I’ve seen a recent adaptation of this and I think that slowed down my reading since I knew the basic premise. That can be hard to avoid with this type of book but if possible, go in blind. The story itself really gets one’s imagination going so you don’t need a movie to see it play out. ...more",Notes are private!,0,1,1,"Oct 14, 2022","Oct 19, 2022","Nov 21, 2021",,Kindle Edition,view (with text),/book/show/57568483-rebecca
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"84, Charing Cross Road","Hanff, Helene",,,,106        pp,4.16,"83,392",1970,"Oct 01, 1990",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,What a charming book of letters between strangers who became friends! I only wish we could have had more! I loved Helen’s writing style and Frank’s drWhat a charming book of letters between strangers who became friends! I only wish we could have had more! I loved Helen’s writing style and Frank’s dry replies were perfectly British. I highly recommend for a very quick read. ...more,Notes are private!,0,1,1,"Dec 29, 2022","Dec 30, 2022","Nov 14, 2021",,Paperback,view (with text),/book/show/368916.84_Charing_Cross_Road
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bloomsbury Girls,"Jenner, Natalie*",1250276691,9781250276698,1250276691,353        pp,3.87,"14,111","May 17, 2022","May 17, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was lucky to get an advanced copy of this book from the publisher via NetGalley. If you loved The Jane Austen Society, you will love this follow up!I was lucky to get an advanced copy of this book from the publisher via NetGalley. If you loved The Jane Austen Society, you will love this follow up! Evie Stone from the society leaves small town life and emerges in London after studying at Cambridge. She pursues a job at Bloomsbury Books where she meets a cast of characters that rivals the society members. We are introduced to the shop girls-Vivien and Grace as well as the surly manager, Mr. Dutton, whose medical condition requires him to leave the shop, and the women get a chance to lead. In constant competition with the men in the shop, the ladies use their skills and smarts to increase revenue and improve upon Mr. Dutton’s famous “rules.” Each chapter opens with one of his rules and promptly expands on how that rule was broken by an employee. With lots of excitement and even some subterfuge, we are immersed in the story of these women and their quest to outsmart the men once and for all. This book is a wonderful work of historical fiction set in post WWII London and the sense of place is spot on. I loved everything about this one and highly recommend!...more",Notes are private!,0,4,1,"Nov 14, 2021","Nov 19, 2021","Nov 13, 2021",,Hardcover,view (with text),/book/show/58428207-bloomsbury-girls
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Writers & Lovers,"King, Lily*",,,,320        pp,4.02,"142,102","Mar 03, 2020",2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2021",,Hardcover,view,/book/show/45289222-writers-lovers
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Five Tuesdays in Winter,"King, Lily*",0802158765,9780802158765,0802158765,240        pp,3.73,"19,195","Nov 02, 2021","Nov 09, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 stars rounded up. A book of short stories is always a mixed bag. Just when you fall in love with a character, the story ends and you don’t have lo3.5 stars rounded up. A book of short stories is always a mixed bag. Just when you fall in love with a character, the story ends and you don’t have long to get invested in new settings and people. A few of these stories really wowed me while a few fell flat. But overall, it was good writing and the collection made it easy to read one story at a time and feel satisfied. ...more",Notes are private!,0,0,1,"Dec 31, 2021","Jan 04, 2022","Nov 05, 2021",,Hardcover,view (with text),/book/show/57812401-five-tuesdays-in-winter
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nobody Will Tell You This But Me: A True (as Told to Me) Story,"Kalb, Bess",0525654712,9780525654711,0525654712,224        pp,4.24,"20,398","Mar 17, 2020","Mar 17, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you have ever loved a grandmother, then this is the book you need to read. Funny and moving, it had me finding chores to do so I could keep listeniIf you have ever loved a grandmother, then this is the book you need to read. Funny and moving, it had me finding chores to do so I could keep listening. Bess Kalb’s grandmother was very different from my own, but she loved her grandchildren with the same deep and rich love. I found myself tearing up thinking of her and missing her all the more. It was sad in a few parts, but mostly it was funny and witty. I hope she writes more as I really enjoyed her sense of humor and style. ...more",Notes are private!,0,0,1,Nov 2021,"Nov 07, 2021","Nov 01, 2021",,Hardcover,view (with text),/book/show/51231889-nobody-will-tell-you-this-but-me
