,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lewis's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jude the Obscure,"Hardy, Thomas",0486452433,9780486452432,0486452433,310        pp,3.83,"71,803","Apr 16, 1895","Dec 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 11, 2022",,Paperback,view,/book/show/50798.Jude_the_Obscure
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Democracy in America,"Tocqueville, Alexis de",0140447601,9780140447606,0140447601,983        pp,4.04,"25,680","Jan 31, 1835","Jul 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Feb 03, 2022",,Paperback,view,/book/show/16619.Democracy_in_America
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Tyranny: Twenty Lessons from the Twentieth Century,"Snyder, Timothy*",0804190119,9780804190114,0804190119,126        pp,4.19,"63,183","Feb 28, 2017","Mar 28, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,lessons well considered ... if we continue to be complaisant about our democracy we will risk losing it to the authoritarian forces unleashed by Donallessons well considered ... if we continue to be complaisant about our democracy we will risk losing it to the authoritarian forces unleashed by Donald Trump...more,Notes are private!,0,5,1,"Mar 06, 2023","Mar 14, 2023","Feb 03, 2022",,Paperback,view (with text),/book/show/33917107-on-tyranny
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Civil Rights Movement: A History from Beginning to End,"History, Hourly",,,B09BQFCX9X,34        pp,4.08,112,unknown,"Aug 02, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,An excellent factual  suited both for younger readers not familiar with the history and older readers who could use a refresher.,Notes are private!,0,3,2,not setnot set,not setnot set,"Feb 02, 2022",,Kindle Edition,view (with text),/book/show/58700642-civil-rights-movement
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Prince and a Spy        (Tom Wilde #5),"Clements, Rory",1838773371,9781838773373,B08DVD1BXW,361        pp,4.18,"2,522",unknown,"Jan 21, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2022",,Kindle Edition,view,/book/show/55523693-a-prince-and-a-spy
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Missing Sister,"Marr, Elle*",154200604X,9781542006040,B07QYMXX41,294        pp,3.55,"18,760","Apr 01, 2020","Apr 01, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"the book is off to a terrific start ... more to say later ... tension builds throughout, all the way to the end ... there are some bizarre and unlikelthe book is off to a terrific start ... more to say later ... tension builds throughout, all the way to the end ... there are some bizarre and unlikely twists, but it just keeps going ... some very brutal parts not for the faint of heart...more",Notes are private!,0,10,1,"Jan 24, 2022","Jan 30, 2022","Jan 24, 2022",,Kindle Edition,view (with text),/book/show/49519860-the-missing-sister
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Children,"Halberstam, David",0449004392,9780449004395,0449004392,785        pp,4.50,"1,304","Mar 24, 1998","Mar 30, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,the parts I've read so far are moving and beautifulthe parts I've read so far are moving and beautiful...more,Notes are private!,0,9,0,not set,not set,"Jan 21, 2022",,Paperback,view (with text),/book/show/715192.The_Children
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Origins of Totalitarianism,"Arendt, Hannah",,,,527        pp,4.30,"12,195",1951,1973,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"every page is filled with brilliant analysis ... written in 1960, Arendt's thinking is just as relevant today, as Donald Trump and his Republican toadevery page is filled with brilliant analysis ... written in 1960, Arendt's thinking is just as relevant today, as Donald Trump and his Republican toadies seek to imitate the totalitarian practices of Hitler and Stalin ... a few excerpts from Arendt:""Neither National Socialism nor Bolshevism has ever proclaimed a new form of government or asserted that its goals were reached with the seizure of power and the control of the state machinery."" ""the possibility that gigantic lies and monstrous falsehoods can eventually be established as unquestioned facts, that man may be free to change his own past at will, and that the difference between truth and falsehood may cease to be objective and become a mere matter of power and cleverness, of pressure and infinite repetition. Not Stalin’s and Hitler’s skill in the art of lying but the fact that they were able to organize the masses into a collective unit to back up their lies with impressive magnificence, exerted the fascination.""""The force possessed by totalitarian propaganda lies in its ability to shut the masses off from the real world.""LEW ... how like Trump and a Republican Party that pushes obvious lies and did not even bother with a platform for the 2020 election...more",Notes are private!,0,24,2,"Mar 06, 2023Jan 21, 2022","Mar 30, 2023Jan 29, 2022","Jan 21, 2022",,Paperback,view (with text),/book/show/396931.The_Origins_of_Totalitarianism
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Passenger,"Boschwitz, Ulrich Alexander",1250317142,9781250317148,1250317142,266        pp,3.96,"8,664",1939,"Apr 13, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 19, 2022",,Hardcover,view,/book/show/49672276-the-passenger
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Foreign Deceit        (David Wolf #1),"Carson, Jeff*",,,B00AR5HWXQ,312        pp,4.05,"15,394","Dec 20, 2012",Sep 2019,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"excellent, exciting read",Notes are private!,0,8,1,"Jan 11, 2022","Jan 16, 2022","Jan 11, 2022",,Kindle Edition,view (with text),/book/show/53127312-foreign-deceit
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Something to Hide        (Inspector Lynley, #21)","George, Elizabeth*",,,B09284JLRF,704        pp,4.17,"14,346",2021,"Jan 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2022",,Kindle Edition,view,/book/show/57841179-something-to-hide
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stirpe di drago,"Buck, Pearl S.",,,,437        pp,4.09,"3,275",1941,"Aug 01, 1965",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2022",,Paperback,view,/book/show/15751896-stirpe-di-drago
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Man on Mao's Right: From Harvard Yard to Tiananmen Square, My Life Inside China's Foreign Ministry","Chaozhu, Ji",1400065844,9781400065844,1400065844,384        pp,4.13,167,2008,"Jul 15, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"a beautifully written memoir of Ji Chaozhu's life near the pinnacle of Chinese leadership ... in addition to his views on the history and personalitiea beautifully written memoir of Ji Chaozhu's life near the pinnacle of Chinese leadership ... in addition to his views on the history and personalities, there are many interesting stories that may find their way into my current novel-in-process...more",Notes are private!,0,8,1,"May 20, 2022","Jun 07, 2022","Jan 09, 2022",,Hardcover,view (with text),/book/show/2452661.The_Man_on_Mao_s_Right
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deng Xiaoping: Chronicle Of An Empire,"Ming, Ruan",0813319218,9780813319216,0813319218,312        pp,3.83,6,"Aug 01, 1994","Sep 06, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2022",,Paperback,view,/book/show/1715562.Deng_Xiaoping
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Something to Hide        (Inspector Lynley, #21)","George, Elizabeth*",0593296842,9780593296844,0593296842,691        pp,4.17,"14,346",2021,"Jan 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2022",,Hardcover,view,/book/show/57800576-something-to-hide
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never,"Follett, Ken*",0593300017,9780593300015,0593300017,802        pp,4.08,"56,296","Nov 09, 2021","Nov 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 03, 2022",,Hardcover,view,/book/show/57747930-never
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Midst of Civilized Europe: The Pogroms of 1918–1921 and the Onset of the Holocaust,"Veidlinger, Jeffrey",1250116252,9781250116253,1250116252,480        pp,4.34,197,unknown,"Oct 26, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 31, 2021",,Hardcover,view,/book/show/53138094-in-the-midst-of-civilized-europe
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Strange Career of Jim Crow,"Woodward, C. Vann",0195146905,9780195146905,0195146905,245        pp,4.14,"3,079",Feb 1955,2002,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Published in 1955, Woodward provides a detailed overview of the emergence of segregation of Blacks in America after Reconstruction and the failed effoPublished in 1955, Woodward provides a detailed overview of the emergence of segregation of Blacks in America after Reconstruction and the failed efforts to counteract it by legislation (Civil Rights Act of 1964 and Voting Rights Act 0f 1965) ... Now, 75 years later, we are still dealing with the same issues as Republican white supremacists use every opportunity they can invent to restrict Black voting rights. How can American presume to stand as a beacon of democracy when our own record is so pitiful?...more",Notes are private!,0,12,1,"Dec 30, 2021",Jan 2022,"Dec 30, 2021",,Paperback,view (with text),/book/show/97484.The_Strange_Career_of_Jim_Crow
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Twilight of Democracy: The Seductive Lure of Authoritarianism,"Applebaum, Anne",0771005857,9780771005855,0771005857,224        pp,3.91,"13,821","Jul 21, 2020","Jul 21, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Anne Applebaum offers a clear and plausible explanation for why many people want authoritarian leadership. Democracy, she writes, is complex, and partAnne Applebaum offers a clear and plausible explanation for why many people want authoritarian leadership. Democracy, she writes, is complex, and participation in it requires thought and decisions, all of which are often challenged by others. People who are insecure in their knowledge and beliefs recoil from the challenges of democracy.Here are a few of my notes, paraphrasing what Applebaum wrote:... authoritarianism appeals to people who cannot tolerate diversity... democracy can be complex and frightening; given the right conditions, any society can turn against democracy... the role of the party faithful (in an authoritarian environment) is to defend the leaders, however dishonest their statements ... for which they will be rewarded and advanced... the emotional appeal of a conspiracy theory is its simplicity ... and its sense of offering a privileged access to the truth...more",Notes are private!,0,21,1,not set,not set,"Dec 26, 2021",,Hardcover,view (with text),/book/show/50155421-twilight-of-democracy
