,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Edan's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wild: From Lost to Found on the Pacific Crest Trail,"Strayed, Cheryl*",0307592731,9780307592736,0307592731,315        pp,4.06,"796,822","Mar 20, 2012","Mar 20, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I don't think there's actually anything crazy amazing or groundbreaking about this memoir, but I crazy enjoyed it and I could not put the thing down! I don't think there's actually anything crazy amazing or groundbreaking about this memoir, but I crazy enjoyed it and I could not put the thing down! It was smoothly told and Strayed's story of hiking the Pacific Crest Trail in her mid-twenties just captured my heart and head for a the few days I was reading it. The book feels a bit like Eat Pray Love for poorer, younger people. I was moved by Strayed's descriptions of grief and regret, and her triumph at the end of her journey felt like my own, I was so invested in her story. A lovely and fun book! ...more",Notes are private!,0,12,1,"Apr 11, 2012","Apr 22, 2012","Mar 07, 2012",,Hardcover,view (with text),/book/show/12262741-wild
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Threats,"Gray, Amelia*",0374533075,9780374533076,0374533075,278        pp,3.02,"2,433","Feb 28, 2012","Feb 28, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 21, 2012",,Paperback,view,/book/show/11982625-threats
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stay Awake,"Chaon, Dan*",0345530373,9780345530370,0345530373,254        pp,3.66,"2,760","Feb 07, 2012","Feb 07, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this book at the right time, I think. It just hit me, and I wanted to be reading it always. There is death everywhere here, but also strange liI read this book at the right time, I think. It just hit me, and I wanted to be reading it always. There is death everywhere here, but also strange little jokes and odd narrators that I can't get out of my head. I love the imagery that echoes and overlaps. ...more",Notes are private!,0,3,1,"Feb 09, 2012","Feb 16, 2012","Feb 09, 2012",,Hardcover,view (with text),/book/show/11956929-stay-awake
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pulphead,"Sullivan, John Jeremiah",0374532907,9780374532901,0374532907,365        pp,4.01,"7,412","Oct 25, 2011","Oct 25, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I didn't fall in love with this book like everyone else I know. I enjoyed many of these essays, particularly the one about him as a writer's assistantI didn't fall in love with this book like everyone else I know. I enjoyed many of these essays, particularly the one about him as a writer's assistant. Sullivan can surely craft a sentence, and he's no doubt a bright MoFo. The thing is, for me, many of these pieces felt overly mannered, like intellectual experiments in voice. His narrative ""I"" didn't always feel true to me, whatever that means. I was engaged with these pieces on a brainiac level, but I was never inside of them, never truly invested. I don't read many (any) essay collections, so who knows what I expected/wanted. I just know that I'm marking this as ""read"" even though there are a few I haven't read and don't feel like reading. Side note: I believe Sullivan's work is sometimes compared to the nonfiction David Foster Wallace. And the novel Skippy Dies was compared to DFW's fiction. Neither book I loved (I actively disliked Skippy Dies). This makes me think I won't enjoy Infinite Jest, or Consider the Lobster, when I finally get to them...and now I am not rushing to get to them. I can't stand the DFW hagiography these days, so I'm just stepping out of the discussion for now. Thoughts? ...more",Notes are private!,0,0,1,"Jan 28, 2012","May 02, 2012","Jan 28, 2012",,Paperback,view (with text),/book/show/10851868-pulphead
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Boys of My Youth,"Beard, Jo Ann",0316085251,9780316085250,0316085251,240        pp,4.12,"5,540","Jan 01, 1998","Jan 29, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2012",,Paperback,view,/book/show/202372.The_Boys_of_My_Youth
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Year One,"Goodman, Danny*",,,,195        pp,4.77,22,"Jan 01, 2012","Jan 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 19, 2012",,ebook,view,/book/show/13418001-year-one
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Super Baby Food,"Yaron, Ruth",0965260313,9780965260312,0965260313,593        pp,3.88,"1,761",1996,"Jan 01, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 06, 2012","Mar 18, 2012","Jan 06, 2012",,Paperback,view,/book/show/132901.Super_Baby_Food
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Flight of Gemma Hardy,"Livesey, Margot*",0062064223,9780062064226,0062064223,443        pp,3.61,"15,710",2012,"Jan 24, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really don't know what to rate this, so I won't. Margot Livesey was my writing teacher--and one I am incredibly grateful to have had. She's well reaI really don't know what to rate this, so I won't. Margot Livesey was my writing teacher--and one I am incredibly grateful to have had. She's well read, so compassionate, insightful, and her accent makes even the harshest criticism go down like molasses. I've enjoyed keeping up with her since graduation, and her last book--The House on Fortune Street--was incredible. I highly recommend it to anyone new to the Livesey ouevre. I'd definitely start with that one. Gemma Hardy kept my attention and I loved comparing it to Jane Eyre, which I re-read not too long ago. It was interesting to note how Gemma's story echoes Jane's, and where it diverges. I liked the prose a lot--so easy to fall into, and smooth, the rhythm like a big duvet I wanted to wrap myself up in. Gemma is spirited like Jane, and unloved, like Jane, and I was interested in her plight from unloved orphan to self-possessed young woman. I will read any story about orphans, governesses, and the like. Make it take place in remote Scotland, and I'm yours forever.Something is keeping me from really liking this book, though, and I'm having trouble articulating what that is. The echoes of Jane Eyre kept me reading, but oddly, they also made the story predictable, because I was just waiting for the next similarity to arise. (Mr. Rochester stand-in? Check. Etc etc.). In general, the plot seemed to lack a certain, I don't know, verve or something. What made Jane Eyre seem transgressive and new isn't present in Livesey's version; I don't know what that special something is though.I also would've loved for this to have taken place in the modern era, rather than the 1950s-1960s, which at times felt as antiquated as the 19th century that Bronte wrote about. I wondered what Jane might do in the era of crop tops and internet dating. Just a thought...I enjoyed this book, but I wanted to enjoy it more. In the end, Margot Livesey can write a beautiful paragraph and loveable characters. This one, though, didn't quite hit the spot like some of her other novels...(God this is such a dumb . I haven't slept in 8 months, okay?!)...more",Notes are private!,0,0,1,"Feb 20, 2012","Mar 09, 2012","Jan 04, 2012",,Hardcover,view (with text),/book/show/12002819-the-flight-of-gemma-hardy
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Broken Harbor        (Dublin Murder Squad, #4)","French, Tana*",0670023655,9780670023653,0670023655,450        pp,3.95,"100,550","Jul 02, 2012",2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Here's my :http://www.themillions.com/2012/08/un...It seems I liked this one more than my fellow goodreaders!Here's my :http://www.themillions.com/2012/08/un...It seems I liked this one more than my fellow goodreaders!...more,Notes are private!,0,0,1,"Jul 08, 2012","Jul 19, 2012","Dec 22, 2011",,Hardcover,view (with text),/book/show/13123877-broken-harbor
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heart of Dankness: Underground Botanists, Outlaw Farmers, and the Race for the Cannabis Cup","Smith, Mark Haskell*",0307720543,9780307720542,0307720543,233        pp,4.11,224,"Jan 01, 2012","Apr 03, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2011",,Paperback,view,/book/show/12643817-heart-of-dankness
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Repatriate,"Salesses, Matthew*",0983658528,9780983658528,0983658528,70        pp,4.39,66,"Nov 01, 2011",Nov 2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 08, 2011",,Paperback,view,/book/show/13139203-the-last-repatriate
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Radiance of the King,"Laye, Camara",0940322587,9780940322585,0940322587,279        pp,3.84,700,1954,"Jun 09, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 06, 2011",,Paperback,view,/book/show/123781.The_Radiance_of_the_King
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Madonnas of Echo Park,"Skyhorse, Brando*",1439170800,9781439170809,1439170800,199        pp,3.63,"2,565","Jun 01, 2010","Jun 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 06, 2011",,Hardcover,view,/book/show/7356329-the-madonnas-of-echo-park
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Frustration,"Fried, Seth",1593764162,9781593764166,1593764162,192        pp,3.93,370,"May 01, 2011","May 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 04, 2011",,Paperback,view,/book/show/9698419-the-great-frustration
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lucky Break,"Freud, Esther",1608196909,9781608196906,1608196909,310        pp,3.09,672,"Jan 01, 2011","Nov 01, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book won't light anyone's world on fire, but it does what it does very well--it's a super fun and readable story about struggling actors, in actiThis book won't light anyone's world on fire, but it does what it does very well--it's a super fun and readable story about struggling actors, in acting school and beyond. Some of the scenes felt obvious to me--their subtext a bit on-the-nose--but I loved reading this every night, and when I wasn't reading it I found myself worrying about these characters and their careers! Being an actor: it's hard!The end is dumb and cheesy and could have been SO MUCH BETTER. But, again, I got what I paid for, and I enjoyed it thoroughly....more",Notes are private!,0,2,1,"Dec 14, 2011","Dec 22, 2011","Dec 04, 2011",,Paperback,view (with text),/book/show/10828455-lucky-break
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lightning Field,"Spiotta, Dana*",0743223756,9780743223751,0743223756,224        pp,3.30,393,"Jan 01, 2001","Aug 01, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 22, 2011","Jan 15, 2012","Dec 03, 2011",,Paperback,view,/book/show/290239.Lightning_Field
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lola Quartet,"Mandel, Emily St. John*",1609530799,9781609530792,1609530799,279        pp,3.55,"11,392","May 01, 2012","May 01, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was such a fun and riveting read, and like all of Emily St. John Mandel's books, the structure thrilled me. The way it's put together--wow, that This was such a fun and riveting read, and like all of Emily St. John Mandel's books, the structure thrilled me. The way it's put together--wow, that takes some skills...The beginning felt a bit stilted to me--some of the high school details seemed off (the prom is held after graduation--did I read that wrong?), and the reporter/newspaper scenes struck me as a touch familiar--but the book gets its legs soon after and just dances. I loved the eerie Florida landscape, part endless suburb, part breeding ground for vicious lizards. I loved all the passages about music. I loved the mystery--I longed to read this book whenever I wasn't...Damn, this book was deliciously readable. I loved the prose: clear and sharp and confident. I highly recommend this book! ...more",Notes are private!,0,2,1,"Jan 15, 2012","Jan 20, 2012","Dec 02, 2011",,Hardcover,view (with text),/book/show/12856198-the-lola-quartet
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Butterfly's Child,"Davis-Gardner, Angela",038534094X,9780385340946,038534094X,332        pp,3.71,"1,285","Jan 01, 2011","Mar 08, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 01, 2011",,Hardcover,view,/book/show/8946189-butterfly-s-child
