,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Roy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
428,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Magic by the Lake        (Tales of Magic, #3)","Eager, Edward",0152020772,9780152020774,0152020772,208        pp,4.08,"5,354",1957,"Mar 31, 1999",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"After reading Half Magic I was delighted to learn, as was my daughter, that Edward Eager wrote a sequel to it. Unfortunately it was considerably less After reading Half Magic I was delighted to learn, as was my daughter, that Edward Eager wrote a sequel to it. Unfortunately it was considerably less charming than the original. I got the feeling that Eager felt pressured (maybe by his publisher, maybe by himself) into writing this book to capitalize on the success of the first one. But he'd already accomplished what he set out to do in Half Magic, so Magic by the Lake feels forced. In the first story the children do not realize initially that they have obtained a magical coin that can make their wishes come true. Therefore the first few wishes are made accidentally. Then there's the fact that the magic is only potent enough to make a wish come half true, causing all manner of trouble until they figure out how best to utilize it. In the sequel it's an entire lake that is magical, with a talking turtle as its representative. The magic is no longer halved. Instead, what the kids wish for needs to be water based. There's a bunch of negotiating with the turtle to establish and re-establish rules for the magic that I found to be needlessly convoluted. In books as in life, magic is difficult to recapture. Once is enough when done right and Half Magic was done just about perfectly. Transporting the magic to a lake was an unnecessary trip. By the end of the story the kids feel they are done with it. I don't blame them. Too much of a good thing can transform it from wondrous to tedious, from exhilarating to a major hassle. This is the message I got from Magic by the Lake, though I'm not sure if Eager intended to make this point by boring his previously captivated audience....more",Notes are private!,0,1,1,not set,not set,"Feb 23, 2012",,Hardcover,view (with text),/book/show/295809.Magic_by_the_Lake
429,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Half Magic        (Tales of Magic, #1)","Eager, Edward",0152020683,9780152020682,0152020683,192        pp,3.95,"37,378",1954,"Mar 31, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A completely magical story.,Notes are private!,0,0,1,"Feb 14, 2012","Feb 23, 2012","Feb 14, 2012",,Paperback,view (with text),/book/show/225038.Half_Magic
430,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elijah of Buxton,"Curtis, Christopher Paul",0439023440,9780439023443,0439023440,341        pp,3.95,"13,794","Aug 29, 2007","Aug 06, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2012",,Hardcover,view,/book/show/638689.Elijah_of_Buxton
431,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Watsons Go to Birmingham - 1963,"Curtis, Christopher Paul",044022800X,9780440228004,044022800X,224        pp,4.00,"67,778","Jan 01, 1995","Dec 12, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2012",,Paperback,view,/book/show/108077.The_Watsons_Go_to_Birmingham_1963
432,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mighty Miss Malone,"Curtis, Christopher Paul",0385734913,9780385734912,0385734913,320        pp,4.13,"15,720","Jan 10, 2012","Jan 10, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2012",,Hardcover,view,/book/show/11288619-the-mighty-miss-malone
433,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bud, Not Buddy","Curtis, Christopher Paul",0385323069,9780385323062,0385323069,243        pp,3.97,"110,212","Jan 01, 1999","Sep 07, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2012",,Hardcover,view,/book/show/368468.Bud_Not_Buddy
434,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Heartbreaking Work of Staggering Genius,"Eggers, Dave",0375725784,9780375725784,0375725784,437        pp,3.69,"180,504","Feb 17, 2000","Feb 13, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2012",,Paperback,view,/book/show/4953.A_Heartbreaking_Work_of_Staggering_Genius
435,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dessa Rose,"Williams, Sherley Anne",0688166431,9780688166434,0688166431,240        pp,3.80,957,1986,"Jan 20, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 31, 2012",,Paperback,view,/book/show/476699.Dessa_Rose
436,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Be Black,"Thurston, Baratunde R.",0062003216,9780062003218,0062003216,254        pp,3.89,"8,816","Jan 31, 2012","Jan 31, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2012",,Hardcover,view,/book/show/12959743-how-to-be-black
437,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cold in California,"Riley-Magnus, Deborah*",1926760549,9781926760544,,0        pp,4.20,41,"Jun 09, 2011","Jun 10, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2012",,ebook,view,/book/show/11916298-cold-in-california
438,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,From the Memoirs of a Non-Enemy Combatant,"Gilvarry, Alex*",0670023191,9780670023196,0670023191,302        pp,3.65,767,"Jan 01, 2012","Jan 05, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2012",,Hardcover,view,/book/show/11797355-from-the-memoirs-of-a-non-enemy-combatant
439,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Harlem is Nowhere: A Journey to the Mecca of Black America,"Rhodes-Pitts, Sharifa*",031601723X,9780316017237,031601723X,304        pp,3.82,426,"Jan 01, 2011","Jan 26, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2012",,Hardcover,view,/book/show/9078446-harlem-is-nowhere
440,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Paradise        (Beloved Trilogy, #3)","Morrison, Toni",0452280397,9780452280397,B007CIHO02,318        pp,3.85,"27,014","Dec 24, 1997","Apr 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2012",,Paperback,view,/book/show/5198.Paradise
441,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bad Beginning        (A Series of Unfortunate Events, #1)","Snicket, Lemony*",0439206472,9780439206471,0439206472,176        pp,4.01,"520,905","Aug 25, 1999","Sep 30, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2012",,Paperback,view,/book/show/78411.The_Bad_Beginning
442,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gathering of Waters,"McFadden, Bernice L.*",161775031X,9781617750311,161775031X,250        pp,4.00,"2,739","Jan 31, 2012","Jan 31, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2012",,Paperback,view,/book/show/11225026-gathering-of-waters
443,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sack Exchange: The Definitive Oral History of the 1980s New York Jets,"Prato, Greg*",1770410031,9781770410039,1770410031,438        pp,3.86,36,"Sep 01, 2011","Sep 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2012",,Paperback,view,/book/show/12356321-sack-exchange
444,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Marriage Plot,"Eugenides, Jeffrey",0374203059,9780374203054,0374203059,406        pp,3.47,"120,973",Oct 2011,"Oct 11, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Girl likes boy. Girl likes other boy as well. Both boys like her. Which one will she choose? Which one should she choose? If she chooses wrong does shGirl likes boy. Girl likes other boy as well. Both boys like her. Which one will she choose? Which one should she choose? If she chooses wrong does she get a re-do? That's my simple synopsis of an uncomplicated story (nothing at all complicated about love no matter how much trouble it somehow manages to cause) that is interesting and compelling and wonderfully written. ...more,Notes are private!,0,1,1,not set,"Aug 16, 2012","Jan 11, 2012",,Hardcover,view (with text),/book/show/10964693-the-marriage-plot
445,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Charlie and the Chocolate Factory        (Charlie Bucket, #1)","Dahl, Roald",0142403881,9780142403884,0142403881,176        pp,4.16,"851,379","Jan 17, 1964","Jun 02, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've seen the film version of this story starring Gene Wilder a few times as well as Johnny Depp's more recent interpretation of the famous fictional I've seen the film version of this story starring Gene Wilder a few times as well as Johnny Depp's more recent interpretation of the famous fictional factory owner. But it was not until 2012 that I finally read the book. I've been reading children's books aloud to my daughter at bedtime from practically day one. They have grown in sophistication over the past 5 years but have shared a trait in common. Up until now they have all been short enough to read in a single sitting. I wanted a particularly compelling story to ease her transition from illustration rich books that can be devoured in a few minutes to chapter books read over the course of several nights. Charlie and the Chocolate Factory was chosen as the inaugural ""big kid"" read, and it did not disappoint. But it did leave two big questions in its wake. 1) Who enjoyed it more, me or my daughter? 2) What book will be next? Considering the resounding shout of glee from my daughter when we reached the part where Charlie (spoiler alert) finds the golden ticket, I'll give the greater appreciation nod to her. As for what book will be next, you'll be seeing it as one of my ""Currently Reading"" titles here at GoodReads in the very near future. Stay tuned. The second one has a lot to live up to with the wacky Willie Wonka and his Ooompa Looompa pals serving so wonderfully as pace setter. ...more",Notes are private!,0,5,1,"Jan 08, 2012",not set,"Jan 08, 2012",,Paperback,view (with text),/book/show/6310.Charlie_and_the_Chocolate_Factory
