,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Edward's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What I Loved,"Hustvedt, Siri",,,,370        pp,4.08,"19,902",2002,2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2018",,Paperback,view,/book/show/125502.What_I_Loved
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vanishing Point,"Markson, David",1593760108,9781593760106,1593760108,191        pp,3.89,"1,409","Jan 01, 2004","Jan 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2018",,Paperback,view,/book/show/114550.Vanishing_Point
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pimp: The Story of My Life,"Slim, Iceberg",0862415934,9780862415938,0862415934,311        pp,4.00,"13,066",1967,"Jan 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2018",,Paperback,view,/book/show/108713.Pimp
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Impossible Object,"Mosley, Nicholas",1564784657,9781564784650,1564784657,219        pp,4.06,306,"Sep 01, 1968","Nov 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2018",,Paperback,view,/book/show/147493.Impossible_Object
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unfortunates,"Johnson, B.S.",0330353292,9780330353298,B009XQWQPY,288        pp,3.86,"1,097",1969,1999,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2018",,Hardcover,view,/book/show/90992.The_Unfortunates
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ice,"Kavan, Anna",0720612683,9780720612684,0720612683,158        pp,3.67,"8,805",1967,"Jul 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2018",,Paperback,view,/book/show/636223.Ice
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tropic of Cancer        (Tropic, #1)","Miller, Henry",0802131786,9780802131782,0802131786,318        pp,3.66,"72,334",1934,"Jan 06, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 05, 2023",not set,"Feb 10, 2018",,Paperback,view,/book/show/249.Tropic_of_Cancer
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nemesis,"Roth, Philip",0547318359,9780547318356,B0052HKL4G,280        pp,3.85,"16,363","Oct 05, 2010","Oct 05, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2018",,Hardcover,view,/book/show/7703038-nemesis
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beware of Pity,"Zweig, Stefan",,,,361        pp,4.24,"15,381",1939,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2018",,Paperback,view,/book/show/17858286-beware-of-pity
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Revenge of the Lawn: Stories 1962-1970,"Brautigan, Richard",0862417236,9780862417239,0862417236,174        pp,4.10,"4,470",1971,1971,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2018",,Paperback,view,/book/show/115207.Revenge_of_the_Lawn
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Confederate General from Big Sur,"Brautigan, Richard",039417271X,9780394172712,039417271X,161        pp,3.98,"3,898",1964,1968,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2018",,Paperback,view,/book/show/99121.A_Confederate_General_from_Big_Sur
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hawkline Monster,"Brautigan, Richard",0671221566,9780671221560,0671221566,216        pp,3.84,"5,564",1974,"Sep 15, 1975",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2018",,Paperback,view,/book/show/302666.The_Hawkline_Monster
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Watermelon Sugar,"Brautigan, Richard",0099437597,9780099437598,0099437597,144        pp,3.79,"23,087","Jun 14, 1968","Jan 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2018",,Paperback,view,/book/show/46182.In_Watermelon_Sugar
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dispatches,"Herr, Michael",0679735259,9780679735250,0679735259,260        pp,4.22,"19,880",1977,"Aug 06, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2018",,Paperback,view,/book/show/4339.Dispatches
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nostromo,"Conrad, Joseph",014018371X,9780140183719,014018371X,474        pp,3.81,"16,933",1904,"Nov 16, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 28, 2018",,Paperback,view,/book/show/448918.Nostromo
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lincoln in the Bardo,"Saunders, George",1408871750,9781408871751,1408871750,343        pp,3.75,"155,254",2017,"Feb 08, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lincoln in the Bardo is a difficult novel to rate. Certainly it is highly original, both in style and content, though it is precisely these unique eleLincoln in the Bardo is a difficult novel to rate. Certainly it is highly original, both in style and content, though it is precisely these unique elements that make it a difficult novel to enjoy directly. There is a distance created, an intentional confusion, a layer of obfuscation shrouding the characters; a sort of fragmentation strongly reminiscent of Faulkner. All of this makes the first half of the novel quite challenging, though the reward is claimed in the second half, after enough clues have been left for the reader to finally understand the perspective from which the narrative originates. The novel reveals itself as being not about Lincoln at all, but about the losses and regrets faced by all people, which are rendered irrevocable in death. Lincoln in the Bardo is a wonderful novel, though perhaps mostly so in hindsight....more",Notes are private!,0,27,1,"Nov 07, 2019","Nov 09, 2019","Jan 27, 2018",,Paperback,view (with text),/book/show/33290527-lincoln-in-the-bardo
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,theMystery.doc,"McIntosh, Matthew",0802124917,9780802124913,0802124917,"1,660        pp",2.99,556,"Oct 03, 2017","Oct 03, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am reminded of those modern art exhibits - the worst kind - those that seem to require almost no effort on the part of the artist– say, a giant, looI am reminded of those modern art exhibits - the worst kind - those that seem to require almost no effort on the part of the artist– say, a giant, loose pile of Bic pens, or a sculpture comprised of random household items suspended from coat-hangers – the kinds of works that make you reflexively think, “my toddler could have put this together”. Aside from the execution, the artistic merit of such works is also questionable, the conceit being either an overly obvious and trite metaphor, or so abstract as to be meaningless (critics of themystery.doc will be with me so far). And yet, sometimes such a loose and abstract work can draw together just the right combination of elements to trigger something in the mind of beholder - something of an entirely different character to the experience created by more linear forms of art. To grossly oversimplify what I'm getting at: there is art that is, i.e.: art that is inherently beautiful and masterful in its execution, and there is art that does, i.e: art that has little aesthetic value, but has the capacity to manifest something powerful and surprising in the mind of the beholder. I place themystery.doc in the latter category. And so there is little point writing about what the novel is, because what it is, is not that impressive, per se. In terms of form, style, structure, plot and character, it is a mess. But personally, I enjoyed the wonderfully unique experience of reading the novel. I enjoyed the ambiguity, the randomness, the juxtaposed elements, the puzzle of the thing. Even the ostentatious use of 1650 printed pages, many of which are blank or filled with a single image, or gibberish - yet there is no denying that the experience of hurtling through this mass of pages at such speed, being inundated with loose images and fragments, being required as a reader to actually generate a narrative - this creates a valuable and unique sensation, and one that shares many parallels with the way we experience the world. This is in no way a guarantee that your experience will be the same as mine (refer to the many other s for evidence). The novel is not really about the dozen or so little stories, snippets of which are woven throughout, nor is it about the brief scenes created by still images - rather it’s about the experience of the novel itself, the drawing together the sum total of its implications. But experiences are personal, and either the experience of themystery.doc will captivate you, or the novel won’t make a whole lot of sense....more",Notes are private!,0,26,1,"Sep 07, 2018","Sep 11, 2018","Jan 23, 2018",,Hardcover,view (with text),/book/show/34129245-themystery-doc
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Life & Times of Michael K,"Coetzee, J.M.",,,,192        pp,3.86,"19,230",1983,"Sep 02, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 23, 2018",,Paperback,view,/book/show/6193.Life_Times_of_Michael_K
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man Who Loved Children,"Stead, Christina",0312280440,9780312280444,0312280440,527        pp,3.57,"4,456",1940,"Jul 06, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2018",,Paperback,view,/book/show/304344.The_Man_Who_Loved_Children
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Moviegoer,"Percy, Walker",0375701966,9780375701962,0375701966,242        pp,3.65,"28,752",1960,"Apr 08, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2018",,Paperback,view,/book/show/10739.The_Moviegoer
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Speedboat,"Adler, Renata",0060971436,9780060971434,0060971436,192        pp,3.78,"6,489",1976,"Jan 01, 1988",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2018",,Paperback,view,/book/show/129344.Speedboat
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Factotum,"Bukowski, Charles",0876852630,9780876852637,0876852630,208        pp,3.93,"69,881",1975,"May 31, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 19, 2018",,Paperback,view,/book/show/497199.Factotum
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Women,"Bukowski, Charles",0061177598,9780061177590,0061177598,291        pp,3.82,"78,410",1978,"Jul 29, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 19, 2018",,Paperback,view,/book/show/38500.Women
