,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Paltia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Wrong Enemy: America in Afghanistan, 2001–2014","Gall, Carlotta",0544045688,9780544045682,,368        pp,3.97,921,"Jan 01, 2014","Apr 08, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 12, 2019",,ebook,view,/book/show/18289707-the-wrong-enemy
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Witches Sail in Eggshells,"Turner, Chloe",1916111505,9781916111509,1916111505,160        pp,4.14,36,unknown,"Jun 11, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 12, 2019",,Paperback,view,/book/show/45894276-witches-sail-in-eggshells
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bobcat,"Riley, Katherine Forbes*",1948924099,9781948924092,1948924099,192        pp,4.07,292,"Jun 05, 2019","Jun 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A story that reads like a dream. A dreamlike dance in the alienating aftermath of life’s afflictions. Katherine Forbes Riley grapples with the complexA story that reads like a dream. A dreamlike dance in the alienating aftermath of life’s afflictions. Katherine Forbes Riley grapples with the complex suffering of two people. Laurelie is experiencing a disturbance of self. The man she calls the hiker is as well. Laurelie is unable to explain to anyone why she is so tied up, walled off and frightened. Her paintings are where she expresses herself. She is guided by her thoughts but she’s having trouble perceiving accurately. Her internal experience may not be a necessary call for action. Then, one day she thinks she sees something. She’s not sure she can trust herself. Yet she is babysitting a little boy that she must protect. Trying to keep safe is paramount for her. They encounter the bobcat. The little boy is fascinated and curious. She is terrified. The scene intensified as the hiker emerges on the trail. This story maintains an exquisite balance of fear and love. Fear assists one in keeping safe and alone while love can keep us connected even when we face conflicts in our relationships. An exquisitely told story of trauma and healing....more",Notes are private!,0,28,1,"Nov 08, 2019","Nov 09, 2019","Nov 08, 2019",,Hardcover,view (with text),/book/show/39880401-the-bobcat
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Murambi, The Book of Bones","Diop, Boubacar Boris",0253218527,9780253218520,0253218527,228        pp,4.19,785,"Apr 01, 2004","Apr 04, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 05, 2019",,Paperback,view,/book/show/468273.Murambi_The_Book_of_Bones
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Glaciers,"Smith, Alexis M.*",193563920X,9781935639206,193563920X,174        pp,3.76,"4,865","Jan 17, 2012","Jan 17, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2019",,Paperback,view,/book/show/12000852-glaciers
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Apeirogon,"McCann, Colum*",1400069602,9781400069606,1400069602,463        pp,4.25,"21,706","Feb 25, 2020","Feb 25, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2019",,Hardcover,view,/book/show/50185600-apeirogon
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Receptors,"Restak, Richard",0553374419,9780553374414,0553374419,240        pp,3.68,25,1994,"Mar 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2019",,Paperback,view,/book/show/1219237.Receptors
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sharks in the Time of Saviors,"Washburn, Kawai Strong*",0374272085,9780374272081,0374272085,376        pp,3.84,"18,633","Mar 03, 2020","Mar 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 05, 2019",,Hardcover,view,/book/show/45892255-sharks-in-the-time-of-saviors
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saving Missy,"Morrey, Beth",0008334021,9780008334024,0008334021,400        pp,4.07,"16,744","Apr 07, 2020","Feb 20, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2019",,Hardcover,view,/book/show/45162473-saving-missy
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mind-Body Medicine: The New Science of Optimal Health,"Satterfield, Jason M.",,,B00F534IU0,19        pp,4.41,165,2013,"Sep 27, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2019",,Audible Audio,view,/book/show/20443437-mind-body-medicine
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kepler        (Revolutions Trilogy),"Banville, John",0330372335,9780330372336,0330372335,193        pp,3.74,757,1981,"Feb 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2019",,Paperback,view,/book/show/1342014.Kepler
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"In My Own Moccasins: A Memoir of Resilience        (The Regina Collection, 11)","Knott, Helen",088977644X,9780889776449,088977644X,336        pp,4.53,"2,502","Aug 24, 2019","Aug 24, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2019",,Hardcover,view,/book/show/44643952-in-my-own-moccasins
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Love Dick,"Kraus, Chris",1584350342,9781584350347,1584350342,280        pp,3.49,"17,561",1997,"Jul 14, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2019",,Paperback,view,/book/show/243991.I_Love_Dick
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Whose Waves These Are,"Dykes, Amanda*",1493418785,9781493418787,B07NDMMHCS,362        pp,4.37,"3,593",Apr 2019,"Apr 30, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2019",,Kindle Edition,view,/book/show/43866224-whose-waves-these-are
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Finding Henry Applebee,"Reynolds, Celia*",0008336318,9780008336318,B07PG5WK61,427        pp,3.96,"2,803","Oct 04, 2019","Oct 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2019",,Kindle Edition,view,/book/show/49442631-finding-henry-applebee
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Starve Acre,"Hurley, Andrew Michael",,,,256        pp,3.72,"8,300",Oct 2019,"Oct 31, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2019",,Kindle Edition,view,/book/show/51121450-starve-acre
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Far Field,"Vijay, Madhuri",0802128408,9780802128409,0802128408,432        pp,3.88,"10,323","Jan 15, 2019","Jan 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2019",,Hardcover,view,/book/show/40642323-the-far-field
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girl,"O'Brien, Edna",0374162557,9780374162559,0374162557,240        pp,3.53,"7,342","Sep 12, 2019","Oct 15, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A story of one girl’s struggle, against all odds, to survive. Many of the details prove sickening. Even when she finds reasons to believe there are faA story of one girl’s struggle, against all odds, to survive. Many of the details prove sickening. Even when she finds reasons to believe there are far too few people to embrace and welcome her home. A cruel and occasionally tender story of what it means to be forever on your own in a tyrannical world....more",Notes are private!,0,34,1,"Nov 24, 2019","Nov 24, 2019","Nov 05, 2019",,Hardcover,view (with text),/book/show/43565316-girl
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Will My Cat Eat My Eyeballs? Big Questions from Tiny Mortals About Death,"Doughty, Caitlin",039365270X,9780393652703,039365270X,200        pp,4.13,"41,000","Sep 10, 2019","Sep 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 05, 2019",,Hardcover,view,/book/show/43785830-will-my-cat-eat-my-eyeballs-big-questions-from-tiny-mortals-about-death
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pork and others,"Freddi, Cris",0394518896,9780394518893,0394518896,209        pp,4.09,138,1981,1981,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2019",,Hardcover,view,/book/show/2882169-pork-and-others
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maimonides: The Life and World of One of Civilization's Greatest Minds,"Kraemer, Joel",0385512007,9780385512008,0385512007,640        pp,3.80,248,"Jan 01, 2008","Feb 09, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 05, 2019",,Paperback,view,/book/show/7162696-maimonides
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,That Reminds Me,"Owusu, Derek*",152911859X,9781529118599,152911859X,128        pp,3.84,"1,381","Nov 14, 2019","Nov 14, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2019",,Hardcover,view,/book/show/50978929-that-reminds-me
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Simple Heart,"Flaubert, Gustave",0811213188,9780811213189,0811213188,68        pp,3.47,"7,645",1877,"Apr 17, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2019",,Paperback,view,/book/show/269894.A_Simple_Heart
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Affairs of the Falcóns,"Rivero, Melissa*",0062872354,9780062872357,0062872354,277        pp,3.73,"1,882","Apr 02, 2019","Apr 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2019",,Hardcover,view,/book/show/40242878-the-affairs-of-the-falc-ns
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Familiar Stranger: A Life Between Two Islands,"Hall, Stuart",0822363879,9780822363873,0822363879,320        pp,4.27,317,"Apr 12, 2017","Apr 12, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2019",,Hardcover,view,/book/show/32202058-familiar-stranger
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Finding Home: In The Footsteps Of The Jewish Fusgeyers,"Culiner, Jill*",1894549406,9781894549400,1894549406,315        pp,3.75,8,"Oct 01, 2004","Oct 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2019",,Paperback,view,/book/show/1494600.Finding_Home
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Arrow of God        (The African Trilogy, #3)","Achebe, Chinua",,,,230        pp,3.80,"7,933",1964,"Jan 01, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2019",,Paperback,view,/book/show/37774.Arrow_of_God
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Brothers: The Road to an American Tragedy,"Gessen, Masha",1611762812,9781611762815,1611762812,288        pp,3.60,"1,333","Apr 07, 2015","Apr 07, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this book in an effort to gain some understanding of how two young men could commit the atrocities they did. Either I was unable to find a placI read this book in an effort to gain some understanding of how two young men could commit the atrocities they did. Either I was unable to find a place of objectivity or there was sadly not much in these two to understand. I was completely on board at the start as Gessen provides some historical background. Yet as she draws closer to the childhood and adolescence of the Tsarnaevs the book loses steam. There are so many other characters introduced that their story almost fades into the background. My other conclusion is that Tamerlan and his younger brother Dzhokhar were two directionless products of their environment. There are simply no answers that can explain their actions, be they easy or difficult to understand....more",Notes are private!,1,23,1,"Nov 02, 2019","Nov 04, 2019","Nov 05, 2019",,Audio CD,view (with text),/book/show/23719539-the-brothers
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"One Day in September: The Full Story of the 1972 Munich Olympics Massacre and the Israeli Revenge Operation ""Wrath of God""","Reeve, Simon",1559708131,9781559708135,1559708131,336        pp,4.09,"1,041",2000,"Jan 04, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,21,1,"Nov 05, 2019","Nov 08, 2019","Nov 05, 2019",,Paperback,view,/book/show/29794.One_Day_in_September
