,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Simona's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
326,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La libreria sulla collina,"Donati, Alba",8806253824,9788806253820,8806253824,194        pp,3.50,"2,616","Apr 26, 2022","Apr 26, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Una libreria che, nonostante le difficoltà, diventa un luogo di incontri, di parole e di persone che imparano a conoscersi tra tè, bambini che giungonUna libreria che, nonostante le difficoltà, diventa un luogo di incontri, di parole e di persone che imparano a conoscersi tra tè, bambini che giungono e marmellate, dove poter trovare il libro giusto o semplicemente essere in pace tra le colline Lucchesi. Un angolo di tenerezza e di amore....more",Notes are private!,0,6,1,"Feb 23, 2023","Feb 26, 2023","May 06, 2022",,Paperback,view (with text),/book/show/60834154-la-libreria-sulla-collina
327,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Io e Mr Wilder,"Coe, Jonathan*",,,B08M9TTTPS,198        pp,3.76,"6,004","Nov 05, 2020","Feb 18, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Questo romanzo di Jonathan Coe, tra tutti quelli che ho letto finora, ha deluso un po' le mie aspettative. ""Io e Mr Wilder"" celebra la settima arte, oQuesto romanzo di Jonathan Coe, tra tutti quelli che ho letto finora, ha deluso un po' le mie aspettative. ""Io e Mr Wilder"" celebra la settima arte, ovvero il cinema, personificato nella figura di Billy Wilder, un regista di grande successo che ha diretto pellicole, quali ""Irma la dolce"" e ""A qualcuno piace caldo"". Tramite la narrazione in prima persona di Calista che ha lavorato a stretto contatto con il regista nella sua opera ""Fedora"" si scava a fondo nella storia di Billy Wilder, valutando non solo il suo lavoro sul set, ma anche il suo lato umano, spesso scontroso e irascibile. Un romanzo, un po' troppo descrittivo e poco emozionante, che non è solo il racconto di un incontro tra Calista e Mr. Wilder, ma anche un omaggio al cinema, a un mondo che oggi è di lustrini e paillettes, diverso dal passato, ma anche a un modo di vivere e sognare che è cambiato con il tempo. Mescola malinconia e ricordi dolci, ma purtroppo non riesce a fare breccia, come già successo, con altre opere dello scrittore....more",Notes are private!,0,6,1,"May 06, 2022","May 09, 2022","May 06, 2022",,Kindle Edition,view (with text),/book/show/57101315-io-e-mr-wilder
328,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cento poesie d'amore a Ladyhawke,"Mari, Michele",8806181122,9788806181123,8806181122,105        pp,3.79,"2,427",Feb 2007,"Feb 27, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 29, 2022",,Paperback,view,/book/show/9669083-cento-poesie-d-amore-a-ladyhawke
329,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spatriati,"Desiati, Mario",8806247417,9788806247416,8806247417,288        pp,3.24,"5,142","Apr 27, 2021","Apr 27, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Siamo fuori dal tempo e abbiamo l'illusione di essere salvi"".""Siamo fuori dal tempo e abbiamo l'illusione di essere salvi""....more",Notes are private!,0,2,1,"Jun 27, 2022",Jul 2022,"Apr 29, 2022",,Hardcover,view (with text),/book/show/57753568-spatriati
330,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'equazione del cuore,"de Giovanni, Maurizio",880473731X,9788804737315,880473731X,252        pp,3.69,611,"Feb 01, 2022","Feb 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"De Giovanni si cimenta con una opera, un romanzo molto diverso dai precedenti e le solite inchieste. Permette di far conoscere ai suoi lettori la figuDe Giovanni si cimenta con una opera, un romanzo molto diverso dai precedenti e le solite inchieste. Permette di far conoscere ai suoi lettori la figura di Massimo, un uomo burbero, taciturno e solitario, un padre ""chiuso nel suo mondo di numeri e di mare"". Un ex professore di matematica che, proprio per deformazione professionale, ha seguito sempre la logica e razionalità dei numeri mettendo da parte i sentimenti e il cuore, il che spiega i rapporti pressoché inesistenti con la figlia. Purtroppo, la vita lo metterà a dura prova e dovrà compiere una equazione difficile per far quadrare i suoi conti e cercare di andare al di là per puntare all'essenziale. Dovrà far sì che il nipote (in lotta tra la vita è la morte) si attacchi all'amo con l'esca della vita per non lasciarla andare, proprio come ha fatto Massimo con i suoi affetti....more",Notes are private!,0,2,1,"Jun 08, 2022","Jun 11, 2022","Apr 29, 2022",,Hardcover,view (with text),/book/show/60036752-l-equazione-del-cuore
331,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gli invisibili,"Jacobsen, Roy",8870916472,9788870916478,8870916472,288        pp,4.00,"9,470","Aug 15, 2013","Mar 16, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 28, 2022",,Paperback,view,/book/show/60167836-gli-invisibili
332,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lo squalificato,"Dazai, Osamu",8807721252,9788807721250,8807721252,150        pp,4.00,"158,482",1948,2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Apr 27, 2022",,Paperback,view,/book/show/9654557-lo-squalificato
333,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Io posso: Due donne sole contro la mafia,Pif,,,B08YDY37D8,160        pp,4.00,"1,009",unknown,"May 27, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sono tante le storie che raccontano di vittime di mafia. In questo breve libro, Pif, autore e inviato de Le Iene, ma anche regista, insieme a Marco LiSono tante le storie che raccontano di vittime di mafia. In questo breve libro, Pif, autore e inviato de Le Iene, ma anche regista, insieme a Marco Lillo, giornalista di inchiesta, raccontano delle sorelle Pilliu. Sono Savina e Maria Rosa Pilliu, sorelle, che hanno saputo dire no alla mafia, ai corrotti pagando il tutto a caro prezzo. Combattendo con le unghie e con i denti, in una vicenda definita, per buona parte kafkiana, con una figura di spicco quale Borsellino, che le ascolta, provano a farsi valere. Il loro percorso non è semplice, anzi, è molto, lungo. Vincono per metà, perché alla fine devono risarcire lo Stato con denaro che non possiedono. Proprio qui, nasce lo scopo di questo libro con Pif che le ha personalmente incontrate. Con questo libro, scritto a quattro mani, con capitoli alternati, provano a far riconoscere le Pilliu vittime di mafia e a ottenere i proventi necessari per pagare quel 3% dell'agenzia delle entrate. Una storia difficile da accettare e capire, che lascia troppo amaro in bocca....more",Notes are private!,0,3,1,"Apr 24, 2022","Apr 26, 2022","Apr 24, 2022",,Kindle Edition,view (with text),/book/show/58169758-io-posso
334,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La madre,"Deledda, Grazia",8804466464,9788804466468,8804466464,208        pp,3.64,861,1920,2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 20, 2022",,Paperback,view,/book/show/180851.La_madre
335,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nel tempo sbagliato: Bacci Pagano e l'irresistibile arte della fuga,"Morchio, Bruno",8811004578,9788811004578,B09JVX9MHT,191        pp,3.57,30,unknown,"Nov 04, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Leggendo questa indagine scritta in un taglio cinematografico, come se le immagini si palesassero davanti agli occhi, Bruno Morchio trascina il lettorLeggendo questa indagine scritta in un taglio cinematografico, come se le immagini si palesassero davanti agli occhi, Bruno Morchio trascina il lettore nella sua Genova, tra i carruggi, nelle zone vicino a Palazzo Reale. I personaggi sembrano tutti vivere in un contesto, in un tempo sbagliato, proprio come suggerisce il titolo. Dallo stesso Pizarro che giunge a denunciare la scomparsa della moglie sino ad arrivare a Myra, una sorta di femme fatale laureata in Lettere Antiche passando per Bacci Pagano, l'investigatore privato che sembra avere paura del futuro, ingarbugliato in un trasloco troppo difficile da sostenere. Una indagine dal taglio cinematografico che diventa anche psicologica e sociale di ogni personaggio che l'investigatore incontra lungo il suo percorso. Una indagine infarcita di citazioni letterarie e che, per certi versi, ricorda i grandi autori del genere come Simenon che sa mescolare sapientemente anche l'aspetto psicologico....more",Notes are private!,0,2,1,"May 03, 2022","May 05, 2022","Apr 19, 2022",,Kindle Edition,view (with text),/book/show/59627803-nel-tempo-sbagliato
336,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le vie dell'Eden,"Nevo, Eshkol",8854524697,9788854524699,8854524697,256        pp,3.82,"1,457",Apr 2021,"Feb 24, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Apr 13, 2022",,Paperback,view,/book/show/60487473-le-vie-dell-eden
337,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Infanzia,"Ditlevsen, Tove",8893258684,9788893258685,8893258684,123        pp,4.10,"11,819",1967,"Mar 24, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Apr 09, 2022",,Paperback,view,/book/show/60422248-infanzia
338,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Una persona alla volta,"Strada, Gino",8807173409,9788807173400,8807173409,176        pp,4.37,839,Mar 2022,Mar 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2022",,Paperback,view,/book/show/60550170-una-persona-alla-volta
339,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Canto per Europa,"Rumiz, Paolo",8807034565,9788807034565,8807034565,251        pp,3.53,66,unknown,"Oct 07, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Paolo Rumiz ha la straordinaria capacità di accompagnare il lettore in ogni viaggio che compie. In ""Canto per Europa"", accompagna il lettore in un viaPaolo Rumiz ha la straordinaria capacità di accompagnare il lettore in ogni viaggio che compie. In ""Canto per Europa"", accompagna il lettore in un viaggio nel tempo, tra miti e realtà mescolando la poesia e la prosa. Un viaggio che, oltre a essere un canto vero e proprio, sembra più una litania di personaggi, storie e luoghi. Dal Libano alla Grecia passando per l'Italia, insieme alla barca Moya, i quattro argonauti occidentali intraprendono un viaggio lungo, speranzoso e difficile. Lungo il percorso, danno ospitalità a una giovane siriana fuggiasca che ha un bigliettino con la parola ""Evropa"" che non si sa se sia il suo nome o la meta dove recarsi. Da questo momento, si entra nel mito con Europa, nome o meta che sia, che cerca di capire la sua strada. Un viaggio sulla nostra patria, su una Europa che è ""il sogno di chi non ce l'ha"", ma anche di chi la cerca senza mai trovarla. Un viaggio ai limiti del mito che affonda le sue radici nella storia sperando di trovare un approdo, quella terra promessa così agognata e sempre più lontana....more",Notes are private!,0,11,1,"Apr 04, 2022","Apr 09, 2022","Apr 04, 2022",,Paperback,view (with text),/book/show/59240701-canto-per-europa
340,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stalingrado,"Grossman, Vasily",8845936511,9788845936517,8845936511,883        pp,4.27,"2,788",1952,"Apr 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Apr 03, 2022",,Paperback,view,/book/show/60702035-stalingrado
341,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Come una storia d'amore,"Terranova, Nadia",8860045231,9788860045232,8860045231,102        pp,3.64,166,May 2020,unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""L'unica è raccontarsela come una storia d'amore"".Raccontare il rapporto che i personaggi di queste storie hanno con Roma non è mai facile, proprio co""L'unica è raccontarsela come una storia d'amore"".Raccontare il rapporto che i personaggi di queste storie hanno con Roma non è mai facile, proprio come nel racconto ""Lettera a R."" che chiude la raccolta di racconti. I 10 racconti della Terranova parlano e descrivono di personaggi che sono come freezing (titolo di un altro racconto), congelati nei loro ricordi ed emozioni. Tutti i personaggi protagonisti portano con sé un carico di dolore e cicatrici in una Roma che non è solo lo scenario, ma l'assoluta protagonista. Roma diventa la città dove realizzare i propri desideri o il bisogno di cambiare vita come accade in ""La lavanderia sbagliata"" oppure la capitale dalla quale è impossibile staccarsi. Sono donne intrappolate in sé stesse, proprio come la protagonista de ""Primo giorno di scuola"" ( il racconto più bello, a mio avviso), che sa che ""la felicità esiste, ma non so se la abiterei""....more",Notes are private!,0,3,1,"Apr 09, 2022","Apr 10, 2022","Mar 31, 2022",,Paperback,view (with text),/book/show/53178098-come-una-storia-d-amore
342,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La persona giusta,"Petrignani, Sandra",8809886046,9788809886049,B07QTKYJBG,136        pp,3.17,30,unknown,"Apr 24, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Mi sa che aspettavo te"".""Mi sa anche a me"".Ognuno di noi cerca ""la persona giusta"", l'altra metà della mela. Alcuni la stanno ancora aspettando, i pi""Mi sa che aspettavo te"".""Mi sa anche a me"".Ognuno di noi cerca ""la persona giusta"", l'altra metà della mela. Alcuni la stanno ancora aspettando, i più fortunati la trovano tra i banchi di scuola, proprio come Michel e India, i protagonisti. Una storia d'amore, il primo batticuore, l'attesa di ricevere una chiamata che non sai se arriverà e il rapporto con i genitori. Sono sentimenti che, a quell'età, superano le difficoltà e le incomprensioni. Sentimenti, forse un po' troppo sdolcinati, che scandiscono il loro rapporto sino alla scelta che cambierà per sempre le loro vite. Un romanzo che invita a non avere paura dei propri sentimenti e lasciarsi andare, pronti ad aprirsi all'altro....more",Notes are private!,0,2,1,"Mar 31, 2022","Apr 04, 2022","Mar 31, 2022",,Kindle Edition,view (with text),/book/show/45313348-la-persona-giusta
343,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nina sull'argine,"Galletta, Veronica",8833892875,9788833892870,8833892875,224        pp,3.03,379,unknown,"Oct 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2022",,Paperback,view,/book/show/59336193-nina-sull-argine
344,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Divorzio di velluto,"Karšaiová, Jana",8807034786,9788807034787,8807034786,150        pp,3.27,611,unknown,"Feb 17, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Divorzio di velluto"" non riguarda solo la separazione tra Cecoslovacchia e Repubblica Ceca e gli strascichi che ha lasciato nella popolazione e nei p""Divorzio di velluto"" non riguarda solo la separazione tra Cecoslovacchia e Repubblica Ceca e gli strascichi che ha lasciato nella popolazione e nei personaggi, in primis in Katarina, slovacca ed Eugen, ceco, ma è anche il divorzio di queste due figure che portano con sé i segni di ciò che è stato il loro rapporto.Il candidato alla dozzina del Premio Strega, con un stile scarno ed essenziale, guida il lettore in una storia di strappi e di separazioni. Ognuno dei personaggi vive una sorta di lacerazione dal proprio luogo di origine, a cominciare da Katarina che torna a casa, a Bratislava per festeggiare il Natale con la famiglia, sino alla sua più cara amica Viera che lavora a Verona, passando per Olga, la sorella di cui si hanno pochissime notizie.Tra presente e passato, Katarina cerca di ricomporre il puzzle della sua vita, ma anche del suo paese in una storia in cui, a volte, per inseguire la propria strada, ""bisogna abbandonare e abbandonarsi"", magari anche smarrirsi per ripartire. ...more",Notes are private!,0,6,1,"Apr 26, 2022","Apr 28, 2022","Mar 31, 2022",,Paperback,view (with text),/book/show/60340780-divorzio-di-velluto
345,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il piacere della lettura,"Proust, Marcel",8807902400,9788807902406,8807902400,89        pp,3.67,"2,812","Jun 15, 1905","May 26, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Se qualcuno dovesse chiedere quale sia il significato della lettura, della bellezza del leggere, la spiegazione sarebbe tutta racchiusa in questo saggSe qualcuno dovesse chiedere quale sia il significato della lettura, della bellezza del leggere, la spiegazione sarebbe tutta racchiusa in questo saggio breve, ma essenziale. Per Proust che, non è solo scrittore, ma anche lettore, la lettura è una esperienza che necessita della giusta postura, atmosfera e anche di una buona illuminazione. La lettura è solitudine, ma permette anche di venire a conoscenza con il pensiero di un altro perché ""la lettura è né più né meno che una conversazione con uomini molto più saggi e interessanti di quelli che possiamo avere occasione di conoscere nel nostro ambiente"". Assolutamente consigliato! Un piccolo vademecum sul potere e il piacere della lettura in ogni luogo....more",Notes are private!,0,23,1,"Apr 11, 2022","Apr 12, 2022","Mar 29, 2022",,Paperback,view (with text),/book/show/36256686-il-piacere-della-lettura
346,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,nel magico mondo delle montagne pakistane,"Roviera, Odina Grosso",,,,unknown,4.00,1,unknown,unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Odina Grosso Roviera cresce ai piedi del Mombarone a contatto con la natura e, grazie a questo elemento, si rafforza il suo desiderio di scoprirla e rOdina Grosso Roviera cresce ai piedi del Mombarone a contatto con la natura e, grazie a questo elemento, si rafforza il suo desiderio di scoprirla e rispettarla. Non è solo una viaggiatrice, ma una esploratrice che ha viaggiato in lungo e in largo. Dal Nepal al Brasile sino al Pakistan e alle sue magiche montagne. Non è solo un viaggio o una mera conoscenza dri luoghi, ma ogni suo passo diventa l'occasione per conoscere sé stessa, i suoi limiti e anche momenti negativi. Un rapporto che non è soltanto con la natura, ma anche con coloro che vivono quelle zone, compreso le guide locali che diventano parte della famiglia. Un rapporto dove anche il lettore si sente parte del tutto, vivendo insieme a lei la paura, la fatica, il dolore e la speranza....more",Notes are private!,0,2,1,"Mar 29, 2022","Mar 31, 2022","Mar 29, 2022",,,view (with text),/book/show/60714089-nel-magico-mondo-delle-montagne-pakistane
347,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La Russia di Putin,"Politkovskaya, Anna",8845919749,9788845919749,8845919749,293        pp,4.16,"3,361",2004,"May 25, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Mar 23, 2022",,Paperback,view,/book/show/13611875-la-russia-di-putin
348,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La crepa e la luce,"Milite, Gemma Calabresi",,,B09SGYBXQ1,119        pp,4.29,428,"Mar 01, 2022","Mar 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2022",,Kindle Edition,view,/book/show/60546141-la-crepa-e-la-luce
