,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Tony's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Coming Into the Country,"McPhee, John",0374522871,9780374522872,0374522871,438        pp,4.22,"7,107",1977,"Apr 01, 1991",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/79.Coming_Into_the_Country
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Double Helix,"Watson, James D.",0451037707,9780451037701,0451037707,143        pp,3.85,"18,959",Jan 1968,"Feb 01, 1969",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/126061.The_Double_Helix
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lives of a Cell: Notes of a Biology Watcher,"Thomas, Lewis",0140047433,9780140047431,0140047433,160        pp,4.14,"10,196",1974,"Feb 23, 1978",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/294368.The_Lives_of_a_Cell
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Snow Leopard,"Matthiessen, Peter",0140255087,9780140255089,0140255087,338        pp,4.07,"18,254",Aug 1978,"Jun 01, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/764165.The_Snow_Leopard
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pilgrim at Tinker Creek,"Dillard, Annie",0072434171,9780072434170,0072434171,288        pp,4.09,"27,121",1974,"Jan 01, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/12527.Pilgrim_at_Tinker_Creek
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Silent Spring,"Carson, Rachel",0618249060,9780618249060,0618249060,378        pp,4.03,"47,980","Sep 27, 1962","Feb 01, 2022",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/27333.Silent_Spring
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leaves of Grass,"Whitman, Walt",,,,624        pp,4.12,"103,149","Jul 04, 1855","Aug 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/27494.Leaves_of_Grass
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Enquiry Concerning Human Understanding,"Hume, David",1420926993,9781420926996,1420926993,96        pp,3.93,"20,412",1748,"Jan 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/130119.An_Enquiry_Concerning_Human_Understanding
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Walden,"Thoreau, Henry David",,,,352        pp,3.78,"189,226","Aug 09, 1854","Apr 18, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/16902.Walden
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Man’s Search for Meaning,"Frankl, Viktor E.",080701429X,9780807014295,080701429X,165        pp,4.37,"713,837",1959,"Jun 01, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/4069.Man_s_Search_for_Meaning
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Either/Or: A Fragment of Life,"Kierkegaard, Søren",,,,633        pp,4.17,"9,078","Feb 20, 1843","Dec 01, 1992",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/24970.Either_Or
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fear and Trembling,"Kierkegaard, Søren",0143037579,9780143037576,0143037579,152        pp,4.00,"26,328","Oct 16, 1843","May 30, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/24965.Fear_and_Trembling
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Being and Time,"Heidegger, Martin",0060638508,9780060638504,0060638508,589        pp,4.05,"24,863",1927,"Aug 01, 1962",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Hardcover,view,/book/show/92307.Being_and_Time
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man Who Was Thursday: A Nightmare,"Chesterton, G.K.",0375757910,9780375757914,0375757910,182        pp,3.83,"40,919",1908,"Oct 09, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/184419.The_Man_Who_Was_Thursday
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Symposium,Plato,0140449272,9780140449273,0140449272,90        pp,4.08,"71,904",-380,"Apr 29, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/81779.The_Symposium
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Myth of Sisyphus and Other Essays,"Camus, Albert",,,,212        pp,4.22,"57,425",1942,"May 07, 1991",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/11987.The_Myth_of_Sisyphus_and_Other_Essays
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Discourse on Method,"Descartes, René",0872204227,9780872204225,0872204227,58        pp,3.72,"22,365","Jun 08, 1637","Sep 15, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/159418.Discourse_on_Method
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Praise of Folly,Erasmus,0140446087,9780140446081,0140446087,256        pp,3.84,"18,010",1508,1993,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/449017.Praise_of_Folly
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete Essays,"Montaigne, Michel de",0140446044,9780140446043,0140446044,"1,344        pp",4.23,"20,293",1580,"Sep 07, 1993",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/30735.The_Complete_Essays
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stranger,"Camus, Albert",,,,159        pp,4.02,"1,094,377","May 19, 1942","Mar 28, 1989",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/49552.The_Stranger
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prince,"Machiavelli, Niccolò",0937832383,9780937832387,0937832383,144        pp,3.84,"337,603",1513,"Jul 13, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/28862.The_Prince
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Civil Disobedience and Other Essays,"Thoreau, Henry David",1420925229,9781420925227,1420925229,188        pp,4.06,"17,122",1866,"Jan 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/16900.Civil_Disobedience_and_Other_Essays
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Radicalism of the American Revolution,"Wood, Gordon S.",0679736883,9780679736882,0679736883,447        pp,4.08,"5,099","Jan 14, 1992","Mar 02, 1993",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/6956.The_Radicalism_of_the_American_Revolution
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Declaration of Independence / The Constitution of the United States,Founding Fathers,0553214829,9780553214826,0553214829,112        pp,4.44,"25,684",1776,"Jul 01, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Mass Market Paperback,view,/book/show/285500.The_Declaration_of_Independence_The_Constitution_of_the_United_States
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Theory of Justice,"Rawls, John",0674017722,9780674017726,0674017722,824        pp,3.96,"12,793",1971,"Mar 31, 2005",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/129237.A_Theory_of_Justice
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Federalist Papers,"Hamilton, Alexander",,,,688        pp,4.10,"40,254",May 1788,"Apr 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Mass Market Paperback,view,/book/show/110331.The_Federalist_Papers
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Second Treatise of Government,"Locke, John",0915144867,9780915144860,0915144867,124        pp,3.78,"22,101",Dec 1689,Jun 1980,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/448836.Second_Treatise_of_Government
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Liberty,"Mill, John Stuart",,,,187        pp,3.97,"38,348",Apr 1859,"Jul 29, 1985",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/385228.On_Liberty
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values        (Phaedrus, #1)","Pirsig, Robert M.",0060589469,9780060589462,0060589469,540        pp,3.78,"230,379",Apr 1974,"Apr 25, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Mass Market Paperback,view,/book/show/629.Zen_and_the_Art_of_Motorcycle_Maintenance
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Republic,Plato,0140449140,9780140449143,0140449140,416        pp,3.96,"204,403",-375,"Feb 25, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/30289.The_Republic
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Thin Man,"Hammett, Dashiell",0679722637,9780679722632,0679722637,201        pp,3.91,"35,283",Dec 1933,"Jul 17, 1989",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/80616.The_Thin_Man
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mexico Set        (Bernard Samson, #2)","Deighton, Len",0345314999,9780345314994,0345314999,408        pp,4.08,"8,361",1984,"Dec 12, 1985",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Mass Market Paperback,view,/book/show/386254.Mexico_Set
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Black Cherry Blues        (Dave Robicheaux, #3)","Burke, James Lee",0380712040,9780380712045,0380712040,366        pp,4.16,"15,998","Sep 13, 1989","Dec 01, 1990",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Mass Market Paperback,view,/book/show/55019.Black_Cherry_Blues
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Smiley's People        (George Smiley, #7; Karla Trilogy, #3)","le Carré, John",0743455800,9780743455800,0743455800,397        pp,4.28,"38,945","Jan 02, 1979","Nov 26, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/18999.Smiley_s_People
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gorky Park        (Arkady Renko, #1)","Smith, Martin Cruz",0345298349,9780345298348,0345298349,433        pp,4.04,"67,584",1981,"Feb 12, 1982",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/762806.Gorky_Park
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Absolute Power,"Baldacci, David*",0330419641,9780330419642,0330419641,550        pp,4.20,"106,269",1996,2003,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/15159.Absolute_Power
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Patriot Games        (Jack Ryan, #1)","Clancy, Tom",0425134350,9780425134351,0425134350,794        pp,4.16,"206,177","Aug 04, 1987","May 01, 1992",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Mass Market Paperback,view,/book/show/32682.Patriot_Games
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bourne Supremacy        (Jason Bourne, #2)","Ludlum, Robert",0752863886,9780752863887,0752863886,688        pp,4.11,"179,039","Feb 11, 1986",2004,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Mass Market Paperback,view,/book/show/15769.The_Bourne_Supremacy
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Presumed Innocent        (Kindle County Legal Thriller, #1)","Turow, Scott*",0446350982,9780446350983,0446350982,421        pp,4.10,"115,690",Aug 1987,1988,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Mass Market Paperback,view,/book/show/425029.Presumed_Innocent
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Firm,"Grisham, John*",0582418275,9780582418271,0582418275,76        pp,4.06,"624,442",Feb 1991,"Feb 15, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/5358.The_Firm
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Name of the Rose,"Eco, Umberto",0156001314,9780156001311,0156001314,536        pp,4.14,"364,645",1980,"Jan 01, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/119073.The_Name_of_the_Rose
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Innocence of Father Brown        (Father Brown, #1)","Chesterton, G.K.",0809592533,9780809592531,0809592533,232        pp,3.82,"16,989",1911,"Mar 01, 2004",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/184591.The_Innocence_of_Father_Brown
