,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Connie's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Garden of Forking Paths,"Borges, Jorge Luis",,,,8        pp,4.20,"5,238",1941,1941,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""The Garden of Forking Paths"" is an imaginative work with many layers. In an opening frame, an unnamed narrator refers to a confessional statement mad""The Garden of Forking Paths"" is an imaginative work with many layers. In an opening frame, an unnamed narrator refers to a confessional statement made by Dr Yu Tsun, a spy for the Germans during World War I. Dr Yu needs to deliver a secret message to the Germans about a British artillery site, but his supervisor is either captured or dead. He devises an unusual way of communicating his important message.He travels to the home of Dr Stephen Albert, a Sinologist who has been studying the labyrinthine book, ""The Garden of Forking Paths."" This ""story within the main story"" is a philosophical book about time as a labyrinth. (view spoiler)[Borges presents an interesting idea of a labyrinth as the forking of time (instead of the forking of space in a corn maze, for example.) All the pasts, presents, and futures are existing simultaneously in a net. As we make decisions at a fork in time, we enter into a different future. Dr Yu's decision changes not only his personal future, but the future on an international level. (hide spoiler)] It's not until the end of the work that we find out the connection between the visit to Dr Albert and Dr Yu's work in espionage.Borges seems to enjoy playing around with his readers' minds. It's difficult to tell if this is mainly a philosophical work or mainly an espionage story, and it really doesn't matter since it's such an interesting piece of writing.""He believed in an infinite series of times, in a growing, dizzying net of divergent, convergent, and parallel times. This network of times which approached one another, forked, broke off, or were unaware of one another for centuries, embraces all possibilities of time. We do not exist in the majority of these times; in some you exist, and not I; in others I, and not you; in others, both of us.""...more",Notes are private!,0,28,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,ebook,view (with text),/book/show/40946510-the-garden-of-forking-paths
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Motion Picture Teller,"Cotterill, Colin",1641294353,9781641294355,1641294353,233        pp,3.64,707,"Jan 17, 2023","Jan 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2022",,Hardcover,view,/book/show/62968280-the-motion-picture-teller
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Taste: My Life Through Food,"Tucci, Stanley",1982168013,9781982168018,1982168013,291        pp,4.21,"75,247","Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 19, 2022",,Hardcover,view,/book/show/55360284-taste
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Should Not Be Friends: The Story of a Friendship,"Schwalbe, Will*",0525654933,9780525654933,0525654933,336        pp,3.90,"2,078","Feb 21, 2023","Feb 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 19, 2022",,Hardcover,view,/book/show/60410729-we-should-not-be-friends
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Street,"Petry, Ann",0358187540,9780358187547,0358187540,378        pp,4.26,"11,812",1946,"Jan 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 19, 2022",,Paperback,view,/book/show/44087805-the-street
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man from Archangel,"Doyle, Arthur Conan",5834600379,,,304        pp,3.83,65,"Jan 01, 1913",2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2022",,Paperback,view,/book/show/9583334-the-man-from-archangel
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Honor,"Umrigar, Thrity",161620995X,9781616209957,161620995X,326        pp,4.37,"56,305","Jan 04, 2022","Jan 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 10, 2022",,Hardcover,view,/book/show/56271394-honor
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Auggie Wren's Christmas Story,"Auster, Paul",0805077235,9780805077230,0805077235,36        pp,3.84,"2,105",1990,"Nov 02, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“If you buy me lunch, my friend, I’ll tell you the best Christmas story you ever heard. And I guarantee that every word of it is true.”Paul Auster has“If you buy me lunch, my friend, I’ll tell you the best Christmas story you ever heard. And I guarantee that every word of it is true.”Paul Auster has written a contemporary Christmas story that should not be missed. In spite of the quote above, it leaves the reader wondering how much of it is true. Augie Wren is a great character with a warm heart and a sparkle in his eyes....more",Notes are private!,0,26,1,"Dec 20, 2022","Dec 21, 2022","Dec 10, 2022",,Hardcover,view (with text),/book/show/457.Auggie_Wren_s_Christmas_Story
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Old Man's War        (Old Man's War, #1)","Scalzi, John*",0765348276,9780765348272,0765348276,355        pp,4.24,"196,830","Dec 27, 2005","Jan 15, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 08, 2022",,Mass Market Paperback,view,/book/show/51964.Old_Man_s_War
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lessons in Chemistry,"Garmus, Bonnie*",,,,390        pp,4.30,"1,230,377","Mar 31, 2022","Apr 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Lessons in Chemistry"" is a humorous book with a serious message about sexism and following your dreams. Elizabeth Zott is a research chemist in the e""Lessons in Chemistry"" is a humorous book with a serious message about sexism and following your dreams. Elizabeth Zott is a research chemist in the early 1960s when it was groundbreaking for women to work in the sciences. She has a boss who steals her work, and treats her like a lab tech.Eventually Elizabeth finds she's a single mother without a job, and needs to put food on the table. She takes a job on a TV cooking show, but presents it on her terms, encouraging women to pursue their interests and teaching them about the chemistry in meal preparation. The show is an amazing success, but Elizabeth knows that she is not following her own advice about women following their dreams.The book does have some male characters that underestimate women or are sexual predators. But the story is not anti-male, and has some very caring, supportive men as well. It has a cross-section of people just like real life. Love and caring are important themes - Elizabeth's love for her soulmate and fellow chemist, the love of a parent for a child, and the love of an amazingly smart dog for his family. The dog, named ""Six-Thirty,"" won my heart with his emotional intelligence and loyalty.The hot pink American cover of the book has a bit of a Barbie vibe. It was a pleasant surprise to find that it's a feminist story about a brilliant woman and modern thinker. There is quite a bit of unrealistic exaggeration, but I considered it part of the humor. After I opened the cover, I found a witty, entertaining story that kept me turning the pages....more",Notes are private!,0,19,1,"Feb 04, 2023","Feb 05, 2023","Dec 05, 2022",,Hardcover,view (with text),/book/show/58065033-lessons-in-chemistry
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,West with Giraffes,"Rutledge, Lynda*",1542023351,9781542023351,B088FF4S7Q,381        pp,4.37,"128,585","Feb 01, 2021","Feb 01, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Woody Nickel is 105 years old when he hears the news that giraffes may be going extinct. He's so upset that he wants to set down on paper his story abWoody Nickel is 105 years old when he hears the news that giraffes may be going extinct. He's so upset that he wants to set down on paper his story about driving two young giraffes across the United States.Woody had survived the dust storms in 1938 in the Texas Panhandle. The orphaned 17-year-old boy went to New York City to see if his surviving relative could help him. He was on the docks when a boat, battered by the Hurricane of '38, docked with two young giraffes. They had been rescued in Africa after a trapper left them to starve. Their herd was gone and the small giraffes would have been lunch for the lions soon. The San Diego Zoo had sent a special padded truck to transport the animals.Woody was fascinated by both the giraffes and a pretty young photographer who dreamed of selling her work to Life magazine. When the driver was fired, Woody stepped in to help the old man, Riley Jones, who was supervising the delivery.This is a coming-of-age book as well as an appreciation of the animals which grace our planet. The trip across the country was fraught with difficulties such as windy mountain roads, low bridges, a flash flood, and an evil director of a circus. However, with the help of strangers who were enchanted with the giraffes, Woody and Mr Jones arrived in San Diego. Both of the men were ""giraffe whisperers"" who knew how to calm down the animals. The relationship between Woody and the mentoring Mr Jones was heartwarming. While I thought the framing story of Woody at 105 years old was unrealistic, the rest of the book was a wonderful adventure. This is a ""feel good"" book based on a true event that animal lovers will enjoy....more",Notes are private!,0,19,1,"Jan 09, 2023","Jan 15, 2023","Dec 05, 2022",,Kindle Edition,view (with text),/book/show/56449476-west-with-giraffes
