,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Theresa's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stationery Shop,"Kamali, Marjan*",,,,unknown,4.22,"78,309","Jun 18, 2019",unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Enjoyed the bits about Tehran political situation in 1953 and the various cultural references about food, traditions and social more**spoiler alert** Enjoyed the bits about Tehran political situation in 1953 and the various cultural references about food, traditions and social mores. Sadly, the plot lines and characters did nothing for me. I struggled with understanding what was so special about Roya and Bahman’s relationship at age 17 that they’d have such a strong connection 60 years later. Badri/ Mrs Aslan’s character was over the top evil. Zari and her Jack - who was cynical and demeaning- made for an odd couple. Turns out Mr Fahkri is a privileged rich boy who took what he wanted and then tried to make up for his sins thru his shop. But why did he simultaneously enable Roya and Bahman to court while telling Roya to be very careful??? Who burned his shop down? How did Bahman end up opening a shop 1 hour from Roya just like Mr Fahkri’s old shop, yet he never let her know? What happened to Roya and Zari’s parents after the girls chose to not return to Iran despite their promises? Did Roya ever really love Walter, or was he just safe and plain and predictable? Sooo many loose ends, contradictions and undeveloped disappointing characters for me. ...more",Notes are private!,0,0,1,"Jul 22, 2022","Aug 11, 2022","Jul 17, 2022",,,view (with text),/book/show/61075500-the-stationery-shop
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Four Treasures of the Sky,"Zhang, Jenny Tinghui*",1250811783,9781250811783,1250811783,326        pp,4.09,"15,939","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2022",,Hardcover,view,/book/show/55987334-four-treasures-of-the-sky
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Personal Librarian,"Benedict, Marie*",,,,341        pp,4.06,"167,966","Jun 29, 2021","Jun 29, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 14, 2022",,Hardcover,view,/book/show/55333938-the-personal-librarian
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Island of Missing Trees,"Shafak, Elif*",1635578590,9781635578591,,368        pp,4.16,"102,003","Nov 02, 2021","Nov 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 10, 2022",,Hardcover,view,/book/show/59569448-the-island-of-missing-trees
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Joan Is Okay,"Wang, Weike",0525654836,9780525654834,0525654836,224        pp,3.68,"15,766","Jan 18, 2022","Jan 18, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Reads a bit like a diary at first and then becomes a bit more philosophical. Her observations about her interactions with others were dry and literal.Reads a bit like a diary at first and then becomes a bit more philosophical. Her observations about her interactions with others were dry and literal. The content toward the end about the pandemic again read like a diary, and therefore, felt unfinished. ...more",Notes are private!,0,0,1,"Jul 07, 2022","Jul 22, 2022","Jul 07, 2022",,Hardcover,view (with text),/book/show/55333768-joan-is-okay
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,People of the Book,"Brooks, Geraldine*",067001821X,,B002KAORZ2,372        pp,4.03,"145,887","Jan 01, 2008","Oct 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 06, 2022",,Hardcover,view,/book/show/1379961.People_of_the_Book
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Souls of Black Folk,"Du Bois, W.E.B.",,,,288        pp,4.30,"42,357","Apr 18, 1903","Sep 26, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 01, 2022",,Paperback,view,/book/show/318742.The_Souls_of_Black_Folk
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invisible Things,"Johnson, Mat",0593229258,9780593229255,0593229258,257        pp,3.54,"1,332","Jun 28, 2022","Jun 28, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 29, 2022",,Hardcover,view,/book/show/59149030-invisible-things
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pym,"Johnson, Mat",0812981588,9780812981582,0812981588,322        pp,3.58,"3,951","Mar 01, 2011","Mar 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 29, 2022",,Hardcover,view,/book/show/8501708-pym
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Franny and Zooey,"Salinger, J.D.",0316769029,9780316769020,0316769029,201        pp,3.96,"222,179",1957,"Jan 30, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 26, 2022",,Paperback,view,/book/show/5113.Franny_and_Zooey
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sea of Tranquility,"Mandel, Emily St. John*",,,,226        pp,4.08,"231,596","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 26, 2022",,Kindle Edition,view,/book/show/58601245-sea-of-tranquility
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ambiguous Loss: Learning to Live with Unresolved Grief,"Boss, Pauline G.",0674003810,9780674003811,0674003810,176        pp,4.01,691,1999,"Oct 02, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2022",,Paperback,view,/book/show/357127.Ambiguous_Loss
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Women of Chateau Lafayette,"Dray, Stephanie*",0593335937,9780593335932,0593335937,576        pp,4.26,"19,948","Mar 30, 2021","Jan 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Did not finish - had to return book to library. Wasn’t able to participate in the book klub meeting anyway. I enjoyed the first few chapters, so maybeDid not finish - had to return book to library. Wasn’t able to participate in the book klub meeting anyway. I enjoyed the first few chapters, so maybe I’ll pick it up again one day...more",Notes are private!,0,0,1,"Jun 21, 2022","Sep 25, 2022","Jun 06, 2022",,Paperback,view (with text),/book/show/55502887-the-women-of-chateau-lafayette
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Transit of Venus,"Hazzard, Shirley",1860491812,9781860491818,1860491812,352        pp,4.00,"4,268","Mar 14, 1980","Oct 05, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2022",,Paperback,view,/book/show/12738.The_Transit_of_Venus
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Leopard,"Lampedusa, Giuseppe Tomasi di",0679731210,9780679731214,0679731210,319        pp,4.01,"37,219",1958,"Jul 23, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2022",,Paperback,view,/book/show/625094.The_Leopard
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jugaad Innovation: A Frugal and Flexible Approach to Innovation for the 21st Century,"Radjou, Navi",,9788184002058,B07F8SQHZC,336        pp,3.60,"1,460",2012,"Jun 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2022",,Hardcover,view,/book/show/18040673-jugaad-innovation
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Young Mungo,"Stuart, Douglas*",0802159559,9780802159557,0802159559,390        pp,4.39,"57,156","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2022",,Hardcover,view,/book/show/58891551-young-mungo
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leadering: The Ways Visionary Leaders Play Bigger,"Giordano, Nancy*",1544508794,9781544508795,1544508794,340        pp,4.18,17,unknown,"Feb 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2022",,Paperback,view,/book/show/56871277-leadering
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Future Is Faster Than You Think: How Converging Technologies Are Transforming Business, Industries, and Our Lives","Diamandis, Peter H.",1982109661,9781982109660,1982109661,384        pp,4.15,"4,851","Jan 28, 2020","Jan 28, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2022",,Hardcover,view,/book/show/52290273-the-future-is-faster-than-you-think
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,High Conflict: Why We Get Trapped and How We Get Out,"Ripley, Amanda*",1982128569,9781982128562,1982128569,368        pp,4.28,"3,110","Apr 06, 2021","Apr 06, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Didn’t get very far (about page 50). Decided not to finish since so much of the content is similar to Crucial Conversations.,Notes are private!,0,0,1,"May 13, 2022","Sep 25, 2022","May 13, 2022",,Hardcover,view (with text),/book/show/55711592-high-conflict
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just Mercy,"Stevenson, Bryan",,,0812994523,336        pp,4.63,"231,569","Oct 21, 2014","Oct 21, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 09, 2022",,Paperback,view,/book/show/20342617-just-mercy
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Feeling Good: The New Mood Therapy,"Burns, David D.",0380810336,9780380810338,0380810336,736        pp,4.05,"31,652",1980,"Dec 30, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 30, 2022",,Mass Market Paperback,view,/book/show/46674.Feeling_Good
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"You Are Your Best Thing: Vulnerability, Shame Resilience, and the Black Experience","Burke, Tarana",0593451910,9780593451915,0593451910,6        pp,4.53,"6,703","Apr 27, 2021","May 25, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A powerful, raw, loving and at times gut-wrenching collection of essays by Black writers who have courageously chosen to share their truths. I took awA powerful, raw, loving and at times gut-wrenching collection of essays by Black writers who have courageously chosen to share their truths. I took away some important points that I hope will help me be more brave. In some essays I even saw glimmers of myself and the shame I’ve experienced. I applaud the writers for helping to explain the things that privileged white people say and do that prevent trust and contribute to the anxiety, frustration, anger, pain and exclusion experienced by Black and Brown people. Sometimes I had to just sit in silence after reading an essay to let it sink in and to try to understand the pain felt by the writer. This book forced me to think, reflect, re-read, research, and realize. I’m grateful to all the writers for bearing their inner most thoughts and truly making themselves vulnerable so that others can grow, learn and heal from their experiences. ...more",Notes are private!,0,0,1,"Apr 21, 2022","May 28, 2022","Apr 21, 2022",,Audio CD,view (with text),/book/show/56808517-you-are-your-best-thing
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The World for Sale: Money, Power and the Traders Who Barter the Earth’s Resources","Blas, Javier",1847942660,9781847942661,1847942660,320        pp,4.35,"7,539","Jun 01, 2021","Jul 09, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 20, 2022",,Paperback,view,/book/show/52199304-the-world-for-sale
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Net Positive: How Courageous Companies Thrive by Giving More Than They Take,"Polman, Paul",1647821304,9781647821302,1647821304,256        pp,3.91,679,unknown,"Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 15, 2022",,Hardcover,view,/book/show/58090463-net-positive
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Million Things,"Spurr, Emily*",0593332733,9780593332733,0593332733,304        pp,4.23,"6,112","Mar 30, 2021","Aug 24, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 15, 2022",,Paperback,view,/book/show/56088172-a-million-things
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Think Again: The Power of Knowing What You Don't Know,"Grant, Adam",1984878107,9781984878106,1984878107,307        pp,4.21,"98,439","Feb 02, 2021","Feb 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 15, 2022",,Hardcover,view,/book/show/55539565-think-again
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thicker Than Water: The Quest for Solutions to the Plastic Crisis,"Cirino, Erica*",1642831379,9781642831375,1642831379,256        pp,4.00,102,unknown,"Oct 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2022",,Hardcover,view,/book/show/57843258-thicker-than-water
