,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Christine's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Friends We Keep        (Mischief Bay, #2)","Mallery, Susan*",0778318729,9780778318729,0778318729,402        pp,3.99,"9,845","Feb 23, 2016","Feb 23, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 04, 2016","Mar 05, 2016","Mar 04, 2016",,Paperback,view,/book/show/25986848-the-friends-we-keep
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kept,"Scott, James",0062236733,9780062236739,0062236733,368        pp,3.26,"7,660","Jan 01, 2013","Jan 07, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A dark and lyrical debut from an author to watch. Recommended.,Notes are private!,0,5,1,"Jan 22, 2016","Feb 03, 2016","Jan 22, 2016",,Hardcover,view (with text),/book/show/18090077-the-kept
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret History,"Tartt, Donna",1400031702,9781400031702,1400031702,559        pp,4.17,"741,896","Sep 16, 1992","Sep 11, 1992",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jan 22, 2016","Mar 03, 2016","Jan 22, 2016",,Paperback,view,/book/show/29044.The_Secret_History
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Magician's Assistant,"Patchett, Ann",,,,357        pp,3.72,"44,007",1997,"Dec 01, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love Patchett's work, but had difficulty feeling engaged with Sabine. I wanted to know more about her outside of her relationship with Parsifal and I love Patchett's work, but had difficulty feeling engaged with Sabine. I wanted to know more about her outside of her relationship with Parsifal and Phan. The plot was a bit slow in parts.Still, a lovely tale by a master storyteller. Recommended if you enjoy literary novels....more",Notes are private!,0,3,1,"Jan 09, 2016","Jan 22, 2016","Jan 09, 2016",,Paperback,view (with text),/book/show/16055.The_Magician_s_Assistant
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Building Fiction: How to Develop Plot & Structure,"Kercheval, Jesse Lee",1884910289,9781884910289,1884910289,208        pp,3.85,87,Jul 1997,"Jan 01, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,An excellent resource for the basics of building a compelling plot. Recommended.,Notes are private!,0,1,1,"Jan 05, 2016","Jan 16, 2016","Jan 05, 2016",,Paperback,view (with text),/book/show/3597670-building-fiction
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Self-Editing for Fiction Writers: How to Edit Yourself Into Print,"Browne, Renni",0060545690,9780060545697,0060545690,288        pp,4.24,"6,731","Jan 01, 1993","Apr 13, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Another good resource for writers. Recommended.,Notes are private!,0,1,1,"Jan 05, 2016","Jan 20, 2016","Jan 05, 2016",,Paperback,view (with text),/book/show/180467.Self_Editing_for_Fiction_Writers
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Alchemist,"Coelho, Paulo*",0061122416,9780061122415,B00A2KBUGQ,197        pp,3.91,"3,056,153",1988,"May 01, 1993",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A simple, sweet parable on living life well. A highly recommended classic.",Notes are private!,0,5,1,"Jan 05, 2016","Jan 24, 2016","Jan 05, 2016",,Paperback,view (with text),/book/show/865.The_Alchemist
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Chord,"Brooks, Geraldine*",0670025771,9780670025770,0670025771,302        pp,3.66,"19,632","Oct 06, 2015","Oct 06, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'll read any story Geraldine Brooks chooses to write. In this tale, she brings King David and biblical passages vibrantly to life. Highly recommendedI'll read any story Geraldine Brooks chooses to write. In this tale, she brings King David and biblical passages vibrantly to life. Highly recommended....more",Notes are private!,0,2,1,"Jan 05, 2016","Jan 09, 2016","Jan 05, 2016",,Hardcover,view (with text),/book/show/24611425-the-secret-chord
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Word Game,"Holmes, Steena*",1503947130,9781503947139,1503947130,207        pp,3.71,"2,366","Nov 03, 2015","Nov 03, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gripping, Sensitive: a Must-ReadIn The Word Game, Steena Holmes artfully covers the difficult ground of childhood abuse from several compelling vantagGripping, Sensitive: a Must-ReadIn The Word Game, Steena Holmes artfully covers the difficult ground of childhood abuse from several compelling vantage points. If you’re looking for a read brimming with tension, mystery—and, at its core, hope and healing—look no further. Highly recommended....more",Notes are private!,0,2,1,"Dec 07, 2015","Dec 08, 2015","Dec 07, 2015",,Paperback,view (with text),/book/show/25457240-the-word-game
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Japanese Lover,"Allende, Isabel*",1501116975,9781501116971,1501116975,322        pp,3.87,"85,622","May 28, 2015","Nov 03, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another lyrical tale from a master storyteller. Allende's plot is convoluted in parts; even so, the characters are unforgettable. Highly recommended.Another lyrical tale from a master storyteller. Allende's plot is convoluted in parts; even so, the characters are unforgettable. Highly recommended....more",Notes are private!,0,9,1,"Dec 06, 2015","Dec 26, 2015","Dec 06, 2015",,Hardcover,view (with text),/book/show/25152052-the-japanese-lover
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quiet: The Power of Introverts in a World That Can't Stop Talking,"Cain, Susan*",0307352145,9780307352149,0307352145,333        pp,4.08,"435,281","Jan 24, 2012","Jan 24, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 13, 2015","Nov 26, 2015","Sep 13, 2015",,Hardcover,view,/book/show/8520610-quiet
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Life on the Edge: The Coming of Age of Quantum Biology,"McFadden, Johnjoe",0307986810,9780307986818,0307986810,368        pp,4.11,"3,377","Nov 06, 2014","Jul 28, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A difficult read for anyone unschooled in life sciences. Fascinating subject matter.,Notes are private!,0,0,1,"Aug 02, 2015","Jan 05, 2016","Aug 02, 2015",,Hardcover,view (with text),/book/show/24040194-life-on-the-edge
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Year of Wonders,"Brooks, Geraldine*",0142001430,9780142001431,,304        pp,4.01,"162,238",2001,"Apr 28, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Geraldine Brooks never disappoints. An engaging story of housemaid Anna Firth during the plague year of 1666, and the triumph of her extraordinary lifGeraldine Brooks never disappoints. An engaging story of housemaid Anna Firth during the plague year of 1666, and the triumph of her extraordinary life. Highly recommended....more",Notes are private!,0,2,1,"Jul 11, 2015","Jul 25, 2015","Jul 11, 2015",,Paperback,view (with text),/book/show/4965.Year_of_Wonders
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Goldfinch,"Tartt, Donna",0316055433,9780316055437,0316055433,771        pp,3.94,"925,161","Sep 23, 2013","Oct 22, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Richly layered, breathtaking prose, a tortured protagonist--I couldn't put The Goldfinch down. Highly recommended.Richly layered, breathtaking prose, a tortured protagonist--I couldn't put The Goldfinch down. Highly recommended....more",Notes are private!,0,8,1,"Apr 30, 2015","Jun 28, 2015","Apr 30, 2015",,Hardcover,view (with text),/book/show/17333223-the-goldfinch
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saving Cee Cee Honeycutt,"Hoffman, Beth*",0143119273,9780143119272,B004P5ONOK,306        pp,3.95,"84,177","Jan 12, 2010","Jan 01, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The characters come alive in this sweet, coming of age story.",Notes are private!,0,4,1,"Apr 30, 2015","May 08, 2015","Apr 30, 2015",,Paperback,view (with text),/book/show/12408603-saving-cee-cee-honeycutt
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paleo Kitchen: Finding Primal Joy in Modern Cooking,"Bauer, Juli",1628600101,9781628600100,1628600101,336        pp,4.15,874,"Jun 08, 2014","Jun 10, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 15, 2015",,Paperback,view,/book/show/18596654-the-paleo-kitchen
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Never Again        (Lei Crime; Defining Moments,#1)","Gilbert, Julie C.*",,,B00VQWU8LW,89        pp,4.23,43,"Apr 05, 2015","Apr 09, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was honored to beta read this novella prior to release. Current, gripping, the story follows seemingly ordinary college-age adults as they confront I was honored to beta read this novella prior to release. Current, gripping, the story follows seemingly ordinary college-age adults as they confront events that are anything but ordinary. Gilbert takes you on an emotional ride as the end of a romance leads to disastrous results. Highly recommended....more",Notes are private!,0,1,1,"Apr 08, 2015","Apr 18, 2015","Apr 08, 2015",,Kindle Edition,view (with text),/book/show/25314448-never-again
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saddle Road,"Oakley, J.L.*",,,B00VQWUE5C,103        pp,4.25,51,"Apr 05, 2015","Apr 05, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Big Island holds danger.Detective Lei Texeira and Lieutenant Michael Stevens uncover a charity scheme for military veterans with PSTD. The fast-paThe Big Island holds danger.Detective Lei Texeira and Lieutenant Michael Stevens uncover a charity scheme for military veterans with PSTD. The fast-paced plot propels them through a series of dark secrets hidden in tropical paradise.If you’re a fan of the Lei Crime series, don't miss this gem. Oakley’s story dovetails nicely with the series, and fans of Toby Neal won’t want to miss out....more",Notes are private!,0,0,1,"Apr 07, 2015","May 02, 2015","Apr 07, 2015",,Kindle Edition,view (with text),/book/show/25314462-saddle-road
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hidden Poppies        (Lei Crime; Hidden #1),"Doyle, M.L.*",,,B00VQWUCOK,83        pp,4.24,34,"Apr 05, 2015","Apr 05, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love stories that make me feel deeply for both the main characters and the supporting cast. Hidden Poppies is a many-layered gem, a police proceduraI love stories that make me feel deeply for both the main characters and the supporting cast. Hidden Poppies is a many-layered gem, a police procedural that touches upon same-sex relationships, the roles we feel we must play in our professional lives, and the hidden dangers confronted by impetuous teenagers. Fasten your seat belt. You’ll enjoy the ride....more",Notes are private!,0,2,1,"Apr 07, 2015","Apr 18, 2015","Apr 07, 2015",,Kindle Edition,view (with text),/book/show/25314444-hidden-poppies
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Half Moon Girls        (Half Moon Girls #1; The Lei Crime Universe),"O'Flynn, Corinne*",,,B00VQWUE5W,72        pp,4.48,64,"Apr 05, 2015","Apr 09, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When Lei Texeira investigates a murder on Kaua, she's stunned to discover she resembles the victim. This fast-paced story blends exotic depictions of When Lei Texeira investigates a murder on Kaua, she's stunned to discover she resembles the victim. This fast-paced story blends exotic depictions of Hawaii with surprising twists that put you right in the action. If you enjoy the writing style in Toby Neal's superb Lei Crime series, you'll love Half Moon Girls. Highly recommended....more",Notes are private!,0,2,1,"Apr 07, 2015","Apr 18, 2015","Apr 07, 2015",,Kindle Edition,view (with text),/book/show/25312797-half-moon-girls
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Snake in Paradise,"Baylee, Eden*",,,B00VQWUBUU,64        pp,4.72,50,"Apr 05, 2015","Apr 05, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wonderful Addition to the Lei Crime World.Heartwarming and suspenseful, A Snake in Paradise is as much a story of a woman's recovery from divorce as aWonderful Addition to the Lei Crime World.Heartwarming and suspenseful, A Snake in Paradise is as much a story of a woman's recovery from divorce as a tense crime novella. Baylee has created a heroine with pluck and courage--one worth rooting for. Highly recommended....more",Notes are private!,0,3,1,"Apr 07, 2015","Apr 16, 2015","Apr 07, 2015",,Kindle Edition,view (with text),/book/show/25314013-a-snake-in-paradise
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Baker's Daughter,"McCoy, Sarah*",0307460207,9780307460202,,279        pp,3.97,"23,653","Jan 24, 2012","Jan 24, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 15, 2015","Mar 17, 2015","Mar 15, 2015",,Hardcover,view,/book/show/12547098-the-baker-s-daughter
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blood Orchids        (Lei Crime, #1)","Neal, Toby*",,,,314        pp,3.94,"9,934","Nov 27, 2011",Nov 2011,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Excellent start to the Lei Crime series with a captivating protagonist. Highly recommended.,Notes are private!,0,1,1,"Feb 21, 2015","Feb 21, 2015","Feb 21, 2015",,Kindle Edition,view (with text),/book/show/13123393-blood-orchids
