,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lauren's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Conversations with Friends,"Rooney, Sally*",0451499077,,B01M6XMA62,304        pp,3.76,"474,083","May 25, 2017","Jul 11, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really like Sally Rooney's style of writing. I like that the dialogue flows naturally in paragraphs and I love the complexity of her characters. I lI really like Sally Rooney's style of writing. I like that the dialogue flows naturally in paragraphs and I love the complexity of her characters. I liked that this book explored relationships that aren't ones I've been exposed to - specifically polyamory. I do think that Nick's character could've been explored a bit more (we don't end up knowing who he really is in the end, while I think we get a good sense of Melissa & Bobbi, etc.), but overall I think the characters were well-fleshed out. One thing I didn't love is that Rooney used the name Marianne in this book as well, which made me think of Normal People (obviously) and then I was distracted every time Marianne was in a scene. Anyway... I think Rooney captured the early (mid, late) 20s angst of not really having a path through life yet well, too. Makes me excited to continue reading Sally Rooney! ...more",Notes are private!,0,2,1,"Dec 23, 2021","Dec 23, 2021","May 19, 2020",,Kindle Edition,view (with text),/book/show/32187419-conversations-with-friends
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quichotte,"Rushdie, Salman",059313298X,9780593132982,059313298X,396        pp,3.81,"9,759","Aug 29, 2019","Sep 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 10, 2020",,Hardcover,view,/book/show/44599127-quichotte
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memoirs of an Imaginary Friend,"Dicks, Matthew*",125000621X,9781250006219,125000621X,311        pp,4.14,"34,222",2012,"Aug 21, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A little bit juvenile but I’m not sure what age range the audience is supposed to be. I’m honestly not sure how I got this book on my to read list. AnA little bit juvenile but I’m not sure what age range the audience is supposed to be. I’m honestly not sure how I got this book on my to read list. Anyway, i thought it was interesting how the imaginary friend narrated the book. Some s related this book to Room which I do not agree with at all but it was still cute and nice to read. Rating 4 stars because of not knowing who the audience should be lol (would rate 3 if for adults)...more",Notes are private!,0,0,1,"Feb 11, 2023","Feb 22, 2023","May 07, 2020",,Hardcover,view (with text),/book/show/13538552-memoirs-of-an-imaginary-friend
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"500 Miles from You        (Kirrinfief, #3)","Colgan, Jenny",0062911244,9780062911247,0062911244,432        pp,3.82,"21,813","Jun 09, 2020","Jun 09, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 06, 2020",,Paperback,view,/book/show/53066550-500-miles-from-you
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maybe You Should Talk to Someone,"Gottlieb, Lori*",1328662055,9781328662057,1328662055,415        pp,4.38,"323,530","Apr 02, 2019","Apr 02, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved this book. It made me think a lot about my life and about my own experiences with therapy. The stories that Lori Gottlieb wrote were great andI loved this book. It made me think a lot about my life and about my own experiences with therapy. The stories that Lori Gottlieb wrote were great and I found that I resonated with some of her anecdotal advice/bigger picture conclusions on a profound level. I like the books where you can enjoy the reading process and tear through it like it's fiction but still walk away with a new perspective. This book came at a really important time for me and I think it helped me get some clarity on some things I've been struggling with. I'm not sure if it was meant to be a self-help book, but it definitely was helpful! This book made me laugh and cry at multiple points. Julie was definitely a favorite (especially her party at the end), but I also found myself really liking John, too. Lori Gottlieb did a great job of integrating good client stories and adding her backstory, too....more",Notes are private!,0,0,1,"Nov 09, 2020","Nov 19, 2020","Apr 30, 2020",,Hardcover,view (with text),/book/show/37570546-maybe-you-should-talk-to-someone
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,"Strayed, Cheryl*",,,,354        pp,4.17,"123,200","Jul 10, 2012","Jul 10, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 30, 2020",,ebook,view,/book/show/13152194-tiny-beautiful-things
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Holdout,"Moore, Graham*",039959177X,9780399591778,039959177X,336        pp,3.84,"32,622","Feb 18, 2020","Feb 18, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 25, 2020",,Hardcover,view,/book/show/51211417-the-holdout
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ocean at the End of the Lane,"Gaiman, Neil*",0062255657,9780062255655,0062255657,181        pp,4.02,"618,030","Jun 18, 2013","Jun 18, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I started this book not even knowing which genre it was so you can imagine I was quite surprised. This book actually scared me at points. I am still aI started this book not even knowing which genre it was so you can imagine I was quite surprised. This book actually scared me at points. I am still a bit confused as to what happened overall but that might be the point. I’m not sure I enjoyed reading it but I like that it made me feel things (scared/uncomfy lol) ...more,Notes are private!,0,1,1,"Nov 21, 2020","Nov 25, 2020","Apr 13, 2020",,Hardcover,view (with text),/book/show/15783514-the-ocean-at-the-end-of-the-lane
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Valentine,"Wetmore, Elizabeth*",0062913263,9780062913265,0062913263,320        pp,3.77,"41,430","Mar 31, 2020","Mar 31, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2020",,Hardcover,view,/book/show/52377380-valentine
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Water Dancer,"Coates, Ta-Nehisi",,,,416        pp,4.07,"110,075","Sep 24, 2019","Sep 24, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2020",,Hardcover,view,/book/show/43982054-the-water-dancer
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Long Bright River,"Moore, Liz*",0525540679,9780525540670,0525540679,482        pp,4.04,"108,532","Jan 07, 2020","Jan 07, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book touches on a series of difficult yet important themes: the opioid crisis, the throes of addiction, sisterhood and what it means to be familyThis book touches on a series of difficult yet important themes: the opioid crisis, the throes of addiction, sisterhood and what it means to be family, police corruption, prostitution... and writes these in the setting of Philadelphia. It was written very carefully and I loved the way chapters about the past were interspersed with the present. It was fascinating to see how a damaged childhood can manifest in people in different ways (Mickey is just as damaged as Kacey). Mickey’s undying devotion to her sister- despite the fact that they’re not currently in contact- drives the plot forward and I found it impossible to put down once the mystery really started. ...more",Notes are private!,0,3,1,Apr 2020,"Apr 04, 2020","Mar 20, 2020",,Hardcover,view (with text),/book/show/43834909-long-bright-river
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bear and the Nightingale        (The Winternight Trilogy, #1)","Arden, Katherine*",1101885939,9781101885932,1101885939,319        pp,4.10,"200,125","Jan 10, 2017","Jan 10, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is not my usual genre, but was recommended to me because of the Russian history/folklore. I can see someone liking it more if they’re into fantasThis is not my usual genre, but was recommended to me because of the Russian history/folklore. I can see someone liking it more if they’re into fantasy. I liked part II the most (thought part I was largely unnecessary tbh). I liked the Russian aspects of it, though! ...more",Notes are private!,0,2,1,"Apr 12, 2020","Apr 18, 2020","Mar 18, 2020",,Hardcover,view (with text),/book/show/25489134-the-bear-and-the-nightingale
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cabin at the End of the World,"Tremblay, Paul*",0062679104,9780062679109,0062679104,272        pp,3.32,"78,487","Jun 26, 2018","Jun 26, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** This book hit a little bit too close to home given the apocalyptic nature of our daily lives (coronavirus quarantine), but it was fa**spoiler alert** This book hit a little bit too close to home given the apocalyptic nature of our daily lives (coronavirus quarantine), but it was fantastic and really well-written. It was very gory and parts of it were actually pretty horrific/scary. I really liked that we never really found out the truth and the whole moral dilemma that Eric and Andrew faced throughout was really thought-provoking. Would you willingly kill one of your loved ones to save the entire world? I loved how the perspectives changed at the end and we got to hear from Sabrina and Leonard and I thought it was unique of the author to also include chapters that were from two people’s perspectives at the same time- his writing style changed as the plot became more twisted and complex. ...more",Notes are private!,0,1,1,"Mar 23, 2020","Mar 28, 2020","Mar 15, 2020",,Hardcover,view (with text),/book/show/36381091-the-cabin-at-the-end-of-the-world
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Recursion,"Crouch, Blake*",1524759791,9781524759797,1524759791,336        pp,4.16,"234,608","Jun 11, 2019","Mar 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2020",,Paperback,view,/book/show/50612756-recursion
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Interior Chinatown,"Yu, Charles*",,,0307907198,288        pp,3.97,"58,323","Jan 28, 2020","Jan 28, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2020",,Hardcover,view,/book/show/44436221-interior-chinatown
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book Woman of Troublesome Creek,"Richardson, Kim Michele*",,,,309        pp,4.22,"217,338","May 07, 2019","May 07, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I thought the plot of this book was pretty simple and easy to predict. The historical aspect was really cool and I found myself most interested by theI thought the plot of this book was pretty simple and easy to predict. The historical aspect was really cool and I found myself most interested by the author’s note at the end and the pictures to follow. This book describes a piece of history that is not taught- the poverty of Appalachia, the blue-skinned people of Kentucky, the Pack Horse library service- and for that it is a great novel. The second half of the book was way more interesting than the first, but I feel like we never got to know Cussy that well and that the major plot points were obvious. I feel like it let me down a bit. ...more",Notes are private!,0,0,1,"Mar 21, 2020","Mar 23, 2020","Mar 02, 2020",,Paperback,view (with text),/book/show/40914165-the-book-woman-of-troublesome-creek
