,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Francine's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Inconvenient Indian: A Curious Account of Native People in North America,"King, Thomas",0385674058,9780385674058,,266        pp,4.25,"16,172","Nov 13, 2012","Nov 13, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 23, 2021",,ebook,view,/book/show/15797509-the-inconvenient-indian
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This is How You Lose the Time War,"El-Mohtar, Amal*",,,,209        pp,3.91,"205,612","Jul 16, 2019","Jul 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2021",,Kindle Edition,view,/book/show/43352954-this-is-how-you-lose-the-time-war
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Deserve Each Other,"Hogle, Sarah",,,B07V791JBB,368        pp,3.92,"111,453","Apr 07, 2020","Apr 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2021",,Kindle Edition,view,/book/show/50027029-you-deserve-each-other
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Summer Book,"Jansson, Tove",0954221710,9780954221713,0954221710,192        pp,4.03,"39,198",1972,"May 29, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2021",,Paperback,view,/book/show/79550.The_Summer_Book
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Know My Name,"Miller, Chanel",0735223718,9780735223714,,384        pp,4.71,"199,548","Sep 24, 2019","Sep 24, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2021",,ebook,view,/book/show/50196744-know-my-name
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Americanah,"Adichie, Chimamanda Ngozi",,,,477        pp,4.32,"371,113","May 14, 2013","May 14, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2021",,Hardcover,view,/book/show/15796700-americanah
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Layoverland,"Noone, Gabby*",1984836129,9781984836120,1984836129,304        pp,3.70,"2,944","Jan 21, 2020","Jan 21, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2021",,Hardcover,view,/book/show/45726037-layoverland
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dutch House,"Patchett, Ann",,,B07PRXT94R,353        pp,4.10,"446,663","Sep 24, 2019","Sep 24, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a tender story about siblings over the course of their lives; about the spells cast over us in childhood; the places and the people we are witThis is a tender story about siblings over the course of their lives; about the spells cast over us in childhood; the places and the people we are with when light first reaches us and illuminates our worlds, uniquely and forever captured in a chamber of the heart.I loved this book and I would recommend it to most people I know who read fiction. ...more",Notes are private!,0,0,1,not set,"Feb 08, 2021","Feb 08, 2021",,Kindle Edition,view (with text),/book/show/44569767-the-dutch-house
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Pillars of the Earth        (Kingsbridge, #1)","Follett, Ken*",,,,976        pp,4.34,"763,735",Oct 1989,"Feb 04, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked it better the first time I read it, more than 20 years ago. Not entirely sure why I liked it less this time. It’s brilliantly plotted, right tI liked it better the first time I read it, more than 20 years ago. Not entirely sure why I liked it less this time. It’s brilliantly plotted, right to the last pages. In fact it’s so vigorously plotted it’s a bit exhausting, at times a bit like a tennis match, with control swinging back and forth between rivals. I like that the female characters may or may not be ahistorical. If a woman in the Middle Ages would never even have thought to take charge the way the female characters in this book do, then kudos to Follett for making sure there were strong female characters in the book no matter what. And if they did take charge the way they do in this book, then nothing has changed much in the past 900 years! I think, generally speaking, that we tend to think of people in different times as lacking the full range of emotions we ourselves feel. We think they were grim, humourless and obedient. But people have been laughing and working and scheming and falling in love like maniacs since there were people, driving them to do all kinds of crazy random stuff, including undertaking a pilgrimage to Spain with an infant to find a lost love. Anyway, this book is an interesting romp through England (and parts of Europe) from 1123 to 1174, starting with the sinking of a ship carrying the heir to the British throne and ending with the murder of Thomas Beckett and King Henry’s atonement. Along the 973 pages, we learn what it was like to live as a peasant, an earl, a priest and a king, and what it was like to be a woman, utterly without power in the world. I didn’t have the patience to slow down for Follett’s loving and detailed descriptions of building churches, which was what inspired him to write the book in the first place. He’s a mystery writer who fell in love with stone churches and took time off from his day job (writing mysteries), to write this opus. It took off through word-of-mouth and is still in print and popular 25 years later. I’d recommend this book to a lot of people. It’s a long read, but a great way to escape from the pandemic for hours at a stretch....more",Notes are private!,0,3,1,not set,"Feb 03, 2021","Feb 03, 2021",,Paperback,view (with text),/book/show/5043.The_Pillars_of_the_Earth
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lover,"Duras, Marguerite",,,,117        pp,3.72,"56,625",1984,"Sep 08, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2021",,Paperback,view,/book/show/275.The_Lover
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sand Talk: How Indigenous Thinking Can Save the World,"Yunkaporta, Tyson",,,B07WG8LKSN,256        pp,4.37,"3,612","Sep 19, 2019","May 12, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2021",,Kindle Edition,view,/book/show/48502968-sand-talk
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Promised Land,"Obama, Barack*",1524763160,9781524763169,1524763160,751        pp,4.34,"227,461","Nov 17, 2020","Nov 17, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2020",,Hardcover,view,/book/show/55359022-a-promised-land
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A life in Paragraphs: Essays,"Fulford, Robert",0888903049,9780888903044,B08B7XSLQ8,247        pp,4.20,5,unknown,"Jul 16, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My husband bought this for himself and I snuck it away from him. These essays are densely populated by facts and ideas and references to people that sMy husband bought this for himself and I snuck it away from him. These essays are densely populated by facts and ideas and references to people that send me straight to Google. Who were Painters Eleven? What does the music of Carlos Gardel sound like? My mind is enriched, my curiosity sparked. Reading these essays is like dining with your well-educated, globe-trotting uncle, the one with built-in bookcases running floor-to-ceiling, who sits reading into the evening with a glass of scotch and music playing in the background. Music you rarely recognize but always ask about. I never quite know when I start an essay, exactly where it’s going to land or what route it will take. But it’s always an interesting ride. I will keep this book close by and likely read some of the essays more than once. It gets four stars, not five, because his writing oddly sparks no emotional response in me. I don’t laugh or feel...anything, really, except an intellectual commitment and interest, and how many writers can accomplish that without making you feel like you’re doing homework? Fulford can. ...more",Notes are private!,0,2,1,not set,"Nov 16, 2020","Nov 16, 2020",,Kindle Edition,view (with text),/book/show/55225124-a-life-in-paragraphs
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Speak, Memory","Nabokov, Vladimir",,,,255        pp,4.08,"16,449",1966,Oct 2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2020",,Paperback,view,/book/show/30594.Speak_Memory
