,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Amanda's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dog from Arf! Arf! to Zzzzzz Board Book, The","Collection, The Dog Artlist",006077181X,9780060771812,006077181X,30        pp,3.74,66,2004,"Mar 29, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm having a hard time reading anything these days, so when I saw this book lying on my friend Jini's floor, I couldn't resist picking it up. I thoughI'm having a hard time reading anything these days, so when I saw this book lying on my friend Jini's floor, I couldn't resist picking it up. I thought to myself, ""Jesus, Amanda, there's a book you can read start to finish in one sitting. Just read something already!"" So I did. I read it in one sitting (twice)! All twenty-six pages of it. Plus the page at the end where they tell you which breed each puppy is. And gosh golly, I sure am glad I read it. I mean, it's no Dr. Seuss,   [image]but it is a doggone adorable book of ABC's, nonetheless. From Arf to Zzzzzzz (I don't like the actual title, so I've changed it to something catchier here) educates your kids and trains your dog at the same time--it's multitasking for the modern mommy. The two cutest doggies in the book are the little jack russell who teaches us that B is for Beg and the naughty min-pin who needs to learn that N is for NO! I just wanna jump into a puppy pile and experience pure, unadulterated glee! You will, too, if you read The Dog from Arf! Arf! to Zzzzzz Board Book (Board Book)....more",Notes are private!,0,1,2,not setnot set,"Jul 12, 2009not set","Jul 12, 2009",,Board Book,view (with text),/book/show/1498789.Dog_from_Arf_Arf_to_Zzzzzz_Board_Book_The
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Listen: Twenty-nine Short Conversations,"Mesler, Corey*",1438291868,9781438291864,1438291868,198        pp,4.82,11,2008,"Jan 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 05, 2009",,Paperback,view,/book/show/6333311-listen
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Behind the Lines,"Milne, A.A.",,,,124        pp,3.77,13,1940,1940,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I hold in my hand, a first edition a.a. milne. I run my fingers along its perforated edges and stare at the water damaged cover and all I can do is brI hold in my hand, a first edition a.a. milne. I run my fingers along its perforated edges and stare at the water damaged cover and all I can do is breathe. Dear beautiful book, you are here in my hands and I'm the luckiest woman alive. The first stories I remember my father reading me were those of my dear friend Christopher Robinan and now, NOW, three decades later, I am graced by the presence of what feels like Mr. Milne himself. 124 pages of poetry--a reaction to the 1st days of WWII--presented, in the authors words, as ""a sort of diary of the war, and a more composite reflection of the author's mind."" A diary of the war which calls up the memory of my own tearful reaction to our declaration upon Afghanistan in 2003. And recalling this same feeling of that first moment, my bond to a.a. milne is renewed in adulthood...the way young young me must have felt bonded to Christopher Robin. Only now, Kanga and Roo and Piglet and Pooh are Peace and Death, life and loss. This human heart beats...I can't believe it sometimes. ...more",Notes are private!,0,2,1,not set,not set,"Jun 10, 2009",,,view (with text),/book/show/6540105-behind-the-lines
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Barefoot in the Park: A Comedy in Three Acts,"Simon, Neil",0573605858,9780573605857,0573605858,114        pp,3.89,"5,307",1963,"Jan 01, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"5 stars for the great mood I'm in right now. This play is just plain silliness, which normally doesn't float my boat. But man, oh, man, today it just 5 stars for the great mood I'm in right now. This play is just plain silliness, which normally doesn't float my boat. But man, oh, man, today it just hit the spot. We meet this young newlywed couple. She's happy-go-lucky and he's... Well, he's a lawyer. And a real stuffed- shirt. And in the face of a tiny Manhattan apartment with a hole in the skylight and reversed plumbing, their 2 week old marriage falls apart! But not to worry--they get back together. (Don't bitch about spoilers, people. First off, you weren't gonna read this anyway, and second, it's Neil Simon so you have to expect a happy ending.) Ok, anyway, they get back together, but not before lots of whackiness ensues. Their upstirs neighbor (who lives in the attic) is really my kinda guy--eating funky foods, saying funky stuff--I'd fix him up with my grandmother if he existed in real life. And thanks to the funky neighbor, they all sorta get a whole new lease on life and re-learn to love each other and live happily after (and hopefully, have fantastic sex 3-5 times per week for all eternity). Hey, Jini and Christina, let's do this play in February. It's a technician's nightmare and we can't afford to build a set, but it sure is a cute love story!!!...more",Notes are private!,0,4,1,not set,"Jun 09, 2009","Jun 09, 2009",,Paperback,view (with text),/book/show/126903.Barefoot_in_the_Park
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pluto Files: The Rise and Fall of America's Favorite Planet,"Tyson, Neil deGrasse *",0393065200,9780393065206,0393065200,194        pp,3.87,"6,990","Jan 19, 2008","Jan 26, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 05, 2009",,Hardcover,view,/book/show/1333520.The_Pluto_Files
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I Hope They Serve Beer in Hell        (Tucker Max, #1)","Max, Tucker*",0806527285,9780806527284,0806527285,277        pp,3.49,"58,045",2006,"Jan 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 23, 2009",,Paperback,view,/book/show/9010.I_Hope_They_Serve_Beer_in_Hell
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Monster at the End of this Book,"Stone, Jon",037582913X,9780375829130,037582913X,32        pp,4.46,"125,020",1971,"May 11, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(4/23/09) I saw a quote from this book on my friend Misha's profile last night and a flood of good feelings came rushing over me. While I don't rememb(4/23/09) I saw a quote from this book on my friend Misha's profile last night and a flood of good feelings came rushing over me. While I don't remember the specifics of the story (other than the surprise ending!), I do remember reading it a hundred thousand times. I remember the golden spine, a different texture than the rest of the hard cover. I remember, that maybe, years later, the dog chewed the corner. And I remember loving this book a lot.Funny, as I think about it now, I wonder why I've lived such a fearful life. Doesn't this book teach us that sometimes our fears are blown way out of proportion? Or maybe it teaches us, that we, ourselves, are our own worst nightmares; that I am the monster at the end of my own book. How scary is that...?...more",Notes are private!,0,11,1,not set,Jan 1980,"Apr 23, 2009",,Hardcover,view (with text),/book/show/44186.The_Monster_at_the_End_of_this_Book
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,It's Kind of a Funny Story,"Vizzini, Ned",078685197X,9780786851973,078685197X,444        pp,4.08,"251,296","Mar 21, 2006","May 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 20, 2009",,Paperback,view,/book/show/248704.It_s_Kind_of_a_Funny_Story
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Uses of Sadness: Why Feeling Sad Is No Reason Not to Be Happy,"Masman, Karen",1741757576,9781741757576,1741757576,208        pp,2.90,10,"Mar 01, 2009","Jul 21, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 17, 2009",,Paperback,view,/book/show/6405314-the-uses-of-sadness
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Night        (The Night Trilogy, #1)","Wiesel, Elie",,,,120        pp,4.37,"1,244,633",1956,"Jan 16, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2009",,Paperback,view,/book/show/1617.Night
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Breathers: A Zombie's Lament,"Browne, S.G.*",0767930614,9780767930611,0767930614,310        pp,3.83,"6,291","Jan 01, 2009","Mar 03, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm now a bit more accepting of people who enter into relationships very soon after their significant others die. I get it. Still tough, but I get it.I'm now a bit more accepting of people who enter into relationships very soon after their significant others die. I get it. Still tough, but I get it. And also, zombie massacres are pretty horrific even if they are at a frat house. Yeesh....more",Notes are private!,0,0,1,not set,"May 22, 2010","Apr 13, 2009",,Paperback,view (with text),/book/show/5149517-breathers
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Helga on Paper,"Wyeth, Andrew",0974162159,9780974162157,0974162159,128        pp,4.33,3,2006,"Jan 01, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I know nothing about painting, save my own dabblings and dallyings. But I do know about passion and heart-wrenching, explosive awe; seeking to grip a I know nothing about painting, save my own dabblings and dallyings. But I do know about passion and heart-wrenching, explosive awe; seeking to grip a precious essence, a moment in time, and rub it into your skin so that every pore can suck up its unequaled energy. And, OH!, Andrew Wyeth, you know, too, what it's like; to become, as you say, ""entranced with a sunlight"" that makes hearts beat and grass grow.My life is touched by this passion of Wyeth's; by his obsession; by his pursuit. To spend so many years gripping the precious essence of this woman, a woman who isn't very beautiful at a glance, and rubbing her into his pores. To spend many secret years worshipping her sadness and form in watercolor and tempera. He says, ""I didn't want [my pictures of Helga:] beautifully composed. I felt that with less 'composition' I could achieve the truth of a certain deep sadness that seemed to be always with Helga...Hey, they weren't paintings to me but attempts to discover something about this lady...The heart of the Helga series is that I was trying to unlock my emotions in capturing her essence, in getting her humanity down."" Bestill my heart, Mr. Wyeth. This same spilling soul knows me well. This is what ART is for--for touching the link between you and me, for kissing it softly, and for celebrating that which makes us and the earth one and the same. A synchronized heartbeat....more",Notes are private!,0,12,1,not set,"Apr 07, 2009","Apr 07, 2009",,Hardcover,view (with text),/book/show/2920702-helga-on-paper
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Many Colored Days,Dr. Seuss,0679875972,9780679875970,0679875972,32        pp,4.25,"7,031","Aug 20, 1996","Aug 20, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I bought this book to give to Scott's neice, Hannah for her second (third?) birthday. I don't know if she ever ""read"" it or not, but Scott's mother liI bought this book to give to Scott's neice, Hannah for her second (third?) birthday. I don't know if she ever ""read"" it or not, but Scott's mother liked it. :) Those were happy days....more",Notes are private!,0,0,1,not set,Sep 2007,"Apr 01, 2009",,Hardcover,view (with text),/book/show/134028.My_Many_Colored_Days
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Like Water for Chocolate,"Esquivel, Laura",038542017X,9780385420174,038542017X,246        pp,3.95,"366,764",1989,Nov 1995,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If all the lights inside you can be lit at once, your heart will burst, and infinity becomes permanent.Fuck. My heart is beating hard these days. PoorIf all the lights inside you can be lit at once, your heart will burst, and infinity becomes permanent.Fuck. My heart is beating hard these days. Poor Tita makes it beat harder. A beautiful sad story of forbidden love and orgasmic passion, Tita and Pedro's tale is the hope that love IS enough after all. At that life is worth living...Three stars for the book in general, plus one because I'm feeling so ""in love"" these days....more",Notes are private!,0,28,1,not set,"Apr 22, 2009","Mar 31, 2009",,Paperback,view (with text),/book/show/89477.Like_Water_for_Chocolate
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Holy Bible: True Love Waits Bible: Niv,Anonymous,1558196218,9781558196216,1558196218,"1,150        pp",4.61,"87,970",1455,"Jan 01, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 30, 2009",,Paperback,view,/book/show/6064682-holy-bible
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Song of Sarin,"Magnuson, Stew*",1401091423,9781401091422,1401091423,432        pp,4.60,5,2003,"Apr 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2009",,Paperback,view,/book/show/5501242-the-song-of-sarin
