,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Malcolm's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
326,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Epitaph,"Russell, Mary Doria*",0062198769,9780062198761,0062198769,581        pp,4.13,"6,033","Mar 03, 2015","Mar 03, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"With what has to be recognized as a remarkable job of research, Russell gives us a broad account of the events surrounding the famous Gunfight at the With what has to be recognized as a remarkable job of research, Russell gives us a broad account of the events surrounding the famous Gunfight at the OK Corral. Much more than just a thirty second incident involving righteous lawmen and insidious outlaws, the gunfight, and its aftermath, marked an era of political posturing, media frenzy and a country trying to mature.As complicated as the story is, Russell gives us a well rounded picture of all the main characters, the Earps and Doc Holliday and the Clantons and McLaurys. But she also includes many characters we have never seen in the movies. Self serving politicians, bias newspapermen and the women that shared in the story as well.This was a truly good read for me and one that will stay on my favorites list for some time. ...more",Notes are private!,0,5,1,"Mar 24, 2016","Apr 02, 2016","Jun 06, 2015",,Hardcover,view (with text),/book/show/22543480-epitaph
327,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Midnight in the Garden of Good and Evil,"Berendt, John",0679429220,9780679429227,0679429220,388        pp,3.92,"270,269","Jan 13, 1994","Jan 13, 1994",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 24, 2015",,Hardcover,view,/book/show/1002542.Midnight_in_the_Garden_of_Good_and_Evil
328,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Orhan's Inheritance,"Ohanesian, Aline*",1616203749,9781616203740,1616203749,352        pp,3.95,"8,410","Apr 07, 2015","Apr 07, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 21, 2015","May 28, 2015","May 18, 2015",,Hardcover,view,/book/show/22859573-orhan-s-inheritance
329,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Grandmother Asked Me to Tell You She's Sorry,"Backman, Fredrik*",1501115065,9781501115066,1501115065,372        pp,4.08,"244,454","Sep 04, 2013","Jun 16, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Because life is both complicated and simple. Which is why there are cookies""I'll make this simple. This book is a gem and you have got to read it!It ""Because life is both complicated and simple. Which is why there are cookies""I'll make this simple. This book is a gem and you have got to read it!It will make you laugh; it will make you cry, and then laugh some more. It will let you remember childhood and reflect on adulthood, both in their simplicity and their complexity. It will spur your imagination and charm you with every page.So give yourself a treat. Take a break from all those other really good books on your ""to read"" list and read this book.Just make sure you have plenty of cookies. The wurse will probably get most of them anyway....more",Notes are private!,0,8,1,"Jun 12, 2015","Jun 19, 2015","May 17, 2015",,Hardcover,view (with text),/book/show/23604559-my-grandmother-asked-me-to-tell-you-she-s-sorry
330,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Speculation,"Swyler, Erika*",125005480X,9781250054807,125005480X,339        pp,3.61,"37,431","Jun 23, 2015","Jun 23, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 12, 2015","Sep 14, 2015","May 14, 2015",,Hardcover,view,/book/show/23014670-the-book-of-speculation
331,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Buried Giant,"Ishiguro, Kazuo*",030727103X,9780307271037,030727103X,317        pp,3.57,"105,185","Mar 03, 2015",Mar 2015,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 26, 2015","Apr 02, 2015","Mar 23, 2015",,Hardcover,view,/book/show/22522805-the-buried-giant
332,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,At the Water's Edge,"Gruen, Sara*",0385523238,9780385523233,0385523238,348        pp,3.68,"82,032","Mar 31, 2015","Mar 31, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 08, 2015","Apr 16, 2015","Mar 22, 2015",,Hardcover,view,/book/show/23209927-at-the-water-s-edge
333,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trigger Warning: Short Fictions and Disturbances,"Gaiman, Neil*",0062330268,9780062330260,0062330268,310        pp,3.92,"61,170","Feb 03, 2015","Feb 03, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 27, 2015","May 13, 2015","Mar 15, 2015",,Hardcover,view,/book/show/22522808-trigger-warning
334,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nightingale,"Hannah, Kristin*",0312577222,9780312577223,0312577222,440        pp,4.62,"1,357,858","Oct 08, 2015","Feb 03, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 12, 2015","Mar 22, 2015","Mar 12, 2015",,Hardcover,view,/book/show/21853621-the-nightingale
335,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Man Called Ove,"Backman, Fredrik*",1476738017,9781476738017,,337        pp,4.38,"1,031,595","Aug 27, 2012","Jul 15, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 05, 2015","Mar 12, 2015","Mar 05, 2015",,Hardcover,view,/book/show/18774964-a-man-called-ove
336,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fifth Gospel,"Caldwell, Ian",1451694148,9781451694147,1451694148,431        pp,3.74,"10,967",2014,"Mar 03, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 02, 2015","Apr 08, 2015","Mar 04, 2015",,Hardcover,view,/book/show/22609406-the-fifth-gospel
337,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ocean at the End of the Lane,"Gaiman, Neil*",0062255657,9780062255655,0062255657,181        pp,4.02,"617,966","Jun 18, 2013","Jun 18, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 03, 2015","Mar 05, 2015","Mar 03, 2015",,Hardcover,view,/book/show/15783514-the-ocean-at-the-end-of-the-lane
338,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bone Tree        (Penn Cage #5),"Iles, Greg*",0062311115,9780062311115,0062311115,804        pp,4.24,"23,485","Apr 21, 2015","Apr 21, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 28, 2015","Jun 12, 2015","Feb 21, 2015",,Hardcover,view,/book/show/22693231-the-bone-tree
339,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Martian,"Weir, Andy*",0804139024,9780804139021,0804139024,384        pp,4.42,"1,121,073","Sep 27, 2011","Feb 11, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Can't add much more than what has already been said. 5 Stars all the way around!Can't add much more than what has already been said. 5 Stars all the way around!...more,Notes are private!,0,3,1,"Oct 04, 2015","Oct 05, 2015","Feb 16, 2015",,Hardcover,view (with text),/book/show/18007564-the-martian
340,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Sunshine Away,"Walsh, M.O.",0399169520,9780399169526,0399169520,306        pp,3.58,"18,226","Feb 10, 2015","Feb 10, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 19, 2019","Aug 25, 2019","Feb 10, 2015",,Hardcover,view,/book/show/22367526-my-sunshine-away
341,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Marauders,"Cooper, Tom",0804140561,9780804140560,0804140561,320        pp,3.75,"2,628","Feb 03, 2015","Feb 03, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 19, 2015","Dec 02, 2015","Feb 06, 2015",,Hardcover,view,/book/show/22238371-the-marauders
342,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Church of Marvels,"Parry, Leslie",0062367579,9780062367570,0062367579,320        pp,3.78,"10,193","May 05, 2015","May 05, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 13, 2015","May 21, 2015","Feb 03, 2015",,Kindle Edition,view,/book/show/22999178-church-of-marvels
343,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Kingdom        (The Saxon Stories, #1)","Cornwell, Bernard*",0060887184,9780060887186,0060887184,333        pp,4.27,"100,495",2004,2006,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 10, 2020","Mar 19, 2020","Feb 01, 2015",,Paperback,view,/book/show/68527.The_Last_Kingdom
344,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl on the Train,"Hawkins, Paula*",1594633665,9781594633669,1594633665,336        pp,3.96,"2,942,593","Jan 13, 2015","Jan 13, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was late getting to this one. Everyone has already read it. I can't add much. Not quite a 5, but certainly a strong 4.If Hitchcock was alive, he wouI was late getting to this one. Everyone has already read it. I can't add much. Not quite a 5, but certainly a strong 4.If Hitchcock was alive, he would be salivating over the picture he would make out of this!!...more",Notes are private!,0,1,1,"Apr 16, 2015","Apr 27, 2015","Jan 21, 2015",,Hardcover,view (with text),/book/show/22557272-the-girl-on-the-train
345,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Station Eleven,"Mandel, Emily St. John*",0385353308,9780385353304,0385353308,333        pp,4.07,"517,900","Aug 26, 2014","Sep 09, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 22, 2015","Mar 26, 2015","Jan 20, 2015",,Hardcover,view,/book/show/20170404-station-eleven
346,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Far as the Eye Can See,"Bausch, Robert",1620402610,9781620402610,B00O2XD9PY,321        pp,4.01,948,"Nov 04, 2014","Nov 04, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 22, 2015","Jan 27, 2015","Jan 02, 2015",,Kindle Edition,view,/book/show/23786376-far-as-the-eye-can-see
347,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Wisdom of the Earth,"Scotton, Christopher*",1455551929,9781455551927,1455551929,466        pp,4.10,"9,347","Jan 06, 2015","Jan 06, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 17, 2015","Jan 22, 2015","Jan 02, 2015",,Hardcover,view,/book/show/22217702-the-secret-wisdom-of-the-earth
348,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Magician's Land        (The Magicians, #3)","Grossman, Lev*",0670015679,9780670015672,0670015679,401        pp,4.14,"76,751","Aug 05, 2014","Aug 05, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 18, 2020","Apr 23, 2020","Dec 11, 2014",,Hardcover,view,/book/show/18693684-the-magician-s-land
349,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Magician King        (The Magicians #2),"Grossman, Lev*",0670022314,9780670022311,0670022314,400        pp,3.92,"99,093","Aug 09, 2011","Aug 09, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 10, 2020","Apr 18, 2020","Dec 11, 2014",,Hardcover,view,/book/show/10819920-the-magician-king
