,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Romina's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'acustica perfetta,"Bignardi, Daria*",8804616210,9788804616214,8804616210,204        pp,3.67,920,"Oct 30, 2012","Oct 30, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Daria BignardiL’ACUSTICA PERFETTAHo comprato questo libro e sinceramente mi aspettavo molto di più. Francamente mi ha deluso in po’, o forse non mi haDaria BignardiL’ACUSTICA PERFETTAHo comprato questo libro e sinceramente mi aspettavo molto di più. Francamente mi ha deluso in po’, o forse non mi ha deluso , ma avevo aspettative diverse.La storia non è brutta, forse un po’ inverosimile, ma assolutamente coinvolgente.Il libro scorre facilmente e ammetto che Daria scrive, a parer mio, bene.E’ riuscita a creare una musicalità di parole e di emozioni non da poco. Mi hanno fatto riflettere e pensare molto, perché credo che in ognuna di noi ci sia una Sara che ha bisogno di evadere, di avere i propri spazi, di dedicarsi a lei e non solo alla famiglia, figli e marito. Ma quante di noi hanno un Arno che non vede, che non capisce, insomma un uomo non attento ha ciò che può rendere felice veramente la propria compagna???Anche se, personalmente, Arno, mi fa una tenerezza infinita, ma capisco perfettamente cosa prova Sara. Ho apprezzato soprattutto la seconda parte del libro, bellissima è la parte in cui viene descritta Genova, in tutta la sua bellezza. Perché chi è di Genova sa quanto sono vere le parole di Daria nel descriverla.“SONO ENTRATO COL CUORE STRETTO IN TANTA MODESTIA, HO FATTO QUATTRO PASSI FINO AL BALCONE SUL QUALE SI AFFACCIAVA UN MISERO TINELLO E MI E’ ESPLOSA IN FACCIA TANTA BELLEZZA, IL PANORAMA PIU’ SCENOGRAFICO CHE AVESSI MAI VISTO DA UNA CASA DI CITTA’: TUTTA GENOVA, A PERDITA D’OCCHIO, CON LA LANTERNA, LA CITTA’ VECCHIA, IL PORTO COI TRAGHETTI, I CANTIERI, IL MARE DAVANTI, LE MONTAGNE ATTORNO, IL CIELO BLU SOPRA, DI FRONTE, DAPERTUTTO, E L’ARIA TRASPARENTE, TIEPIDA, PROFUMATA DI MARE, COI GABBIANI CHE PLANAVANO DAVANTI AI MIEI OCCHI E IL SUONO DELLE SIRENE DELLE NAVI CHE PARTIVANO IN LONTANANZA.”Tutto vero da San Bartolomeo del Fossato, dove Arno vede Genova, si vede tutto cio’. Come dicevo pur essendo una storia a tratti inverosimile è un libro che ti fa vedere dentro, nel profondo. Ti fa capire che non bisogna dare nulla per scontato e non sempre si deve avere la certezza di conoscere chi ci sta vicino. Non lo trovo per niente banale, ma credo che manchi qualcosa per renderlo veramente unico, ottimo.PER ANNI MI SONO RACCONTATO CHE NESSUNO POTEVA DARTI PIU’ DI ME, MA TU MI HAI COSTRETTO A GUARDARMI DENTRO, E SAI COSA CI HO TROVATO?? IL MIO STRUMENTO. LA MUSICA. LE EMOZIONI CHE PROVO QUANDO SUONO. HO SEMPRE PENSATO CHE E’ QUEL CHE MI FA STAR BENE. IN FONDO, VOLEVO SOLTANTO UNA RAGAZZA CHE MI DORMISSE ACCANTO MENTRE SUONAVO…..Resta il fatto che le 5 stelline non posso dargliele ma 3…..e mezze se si può, sì!!!!!...more",Notes are private!,0,1,1,"Nov 15, 2013","Nov 25, 2013","Oct 22, 2013",,Hardcover,view (with text),/book/show/16112064-l-acustica-perfetta
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il primo caffè del mattino,"Galdino, Diego",8820053888,9788820053888,8820053888,288        pp,3.19,788,2013,"Apr 09, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2013",,Paperback,view,/book/show/17827027-il-primo-caff-del-mattino
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'ombra del silenzio,"Morton, Kate*",8820054205,9788820054205,8820054205,548        pp,4.15,"161,975",Oct 2012,"Apr 28, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2013",,Hardcover,view,/book/show/17930303-l-ombra-del-silenzio
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paula,"Allende, Isabel*",8807814323,9788807814327,8807814323,326        pp,4.19,"47,857",1994,"May 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2013",,Paperback,view,/book/show/7127899-paula
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Adorata nemica mia,"Serrano, Marcela",8807019302,9788807019302,8807019302,208        pp,3.19,538,2013,"Apr 24, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 10, 2013",,Paperback,view,/book/show/17843031-adorata-nemica-mia
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maledetta primavera,"Cammilli, Paolo",8897324940,9788897324942,,407        pp,2.85,177,2012,Apr 2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2013",,ebook,view,/book/show/18272470-maledetta-primavera
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il profumo delle bugie,"Morchio, Bruno",8811686547,9788811686545,8811686547,210        pp,2.94,34,Nov 2012,Nov 2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2013",,Hardcover,view,/book/show/16192223-il-profumo-delle-bugie
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Una principessa in fuga,"Arnim, Elizabeth von",8833923770,9788833923772,8833923770,256        pp,3.55,327,1905,2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2013",,Paperback,view,/book/show/17617764-una-principessa-in-fuga
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amore,"Allende, Isabel*",8807030403,9788807030406,8807030403,208        pp,3.57,"2,109",Nov 2012,2013,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"AMOREISABEL ALLENDEFinalmente è arrivato anche per me il momento di conoscere Isabel Allende; pur avendo a casa quasi tutti i suoi romanzi non sono m AMOREISABEL ALLENDEFinalmente è arrivato anche per me il momento di conoscere Isabel Allende; pur avendo a casa quasi tutti i suoi romanzi non sono mai riuscita a leggerla, non capisco perché e me ne stupisco, se l’avessi fatto avrei scoperto una scrittrice a dir poco brava. Avrei scoperto una scrittrice che dipinge i suoi libri, credo infatti che abbia un modo di scrivere molto fotografico, scorrevole e ricco di particolari.Le scene raccontate sono talmente visive alla mente, da sembrare reali.I suoi racconti sono scritti con minuziosità e particolarità, le scene in cui lei descrive l’amore sono talmente vive che il lettore, almeno a parer mio, non ne può rimanere indifferente, vantandone così la sua bravura di scrittrice.Come dicevo ho scoperto Isabel grazie al suo ultimo libro AMORE.AMORE mi è stato regalato da mio marito e ho colto l’occasione per iniziare questa mia conoscenza con lei; direi che meglio di così non poteva iniziare. E’ un libro un po’ diverso dai soliti, in quanto non è una storia, ma è una raccolta delle sue migliori e più belle pagine dei suoi libri. Introdotta da delle sue riflessioni e commenti. Forse così è stato più facile, per me, apprezzarla e scoprire quanta bellezza ha la sua scrittura.Come dicevo è un libro diviso in sezioni, e ogni sezione ha un titolo, dove Isabel ha inserito le sue migliori storie, quindi troviamo racconti riguardanti la passione, il tradimento, la gelosia, la magia dell’amore, l’amore duraturo, il primo amore…ecc…E’ un bel pout-pourri di sentimenti sull’ amore, la passione, il desiderio.Nella parte riguardante i capitoli sulla PASSIONE, sono riuscita ad apprezzare la storia tratta da L’ISOLA SOTTO IL MARE, dove viene raccontata la vicenda di Violette e Relais. Violette, che di mestiere compiaceva gli uomini a tempo, incontra questo esperto militare,Relais, vengono colti dall’amore e dalla passione. Si amarono,follemente come non avevano conosciuto prima, come un’onda tremenda, pura energia. Ma nonostante la passione e l’amore Violette non accetta la proposta che pochi uomini bianchi erano disposti a darle…UN COGNOME… Anche nella sezione AMORE CONTRASTANTI, mi ha colpito particolarmente una frase scritta nella riflessione iniziale di ISABEL: “ LA PAURA E’ Più FORTE DEL DESIDERIO, DELL’AMORE, DELL’ODIO, DELLE COLPE, DELLA RABBIA, PIU’ FORTE DELLA LEALTA’”, MA COL PASSARE DEGLI ANNI E IN PARTICOLARE CON LA MORTE DI PAULA, MIA FIGLIA, HO IMPARATO CHE IL SENTIMENTO PIU’ POTENTE E’ L’AMORE”. Ho trovato in ogni pagina un’atmosfera magica, il bisogno e la voglia di continuare a credere nell’amore. Nell’importanza dell’amore. Il rispetto per l’amore.“ Non seppe che altro le disse, né quanto lei sussurrò in quel mormorio senza tregua, in quella sorgente di parole all’orecchio, in quel fiume di gemiti e di ansiti, di chi fa l’amore amando”.Personalmente lo definirei una mia piccola perla, perché mi ha fatto conoscere Isabel come scrittrice e perché è stata così brava a suscitarmi forti emozioni e riflessioni sulla cosa più bella al mondo L’AMORE.Nella parte AMORE E HUMOR, l’Allende afferma che l’umorismo è una garanzia contro il sentimentalismo. Isabel, sostiene infatti, che ridere sia il miglior AFRODISIACO.Inizia questa sezione affermando ciò:“ L’UNICO MODO PER FAR Sì CHE NOI DONNE ASCOLTIAMO E’ SUSSURRARCI QUALCOSA ALL’ORECCHIO. IL PUNTO G E’ NELL’UDITO, CHI LO CERCA PIU’ IN BASSO PERDE IL SUO TEMPO E ANCHE IL NOSTRO.”Come esempio, per far capire meglio questa affermazione , tratta dal libro AFRODITE, Isabel, usa una sua amica che scappò mollando tutto, figli, marito e nipoti, con un idraulico. Anni dopo si incontrarono e la sua amica le confessò che con il suo nuovo amore, l’idraulico, rideva e si divertiva… In quanto quest’uomo era anche un cabarettista, sapeva numerose barzellette e con lui era rinata.E’ un libro che sicuramente lo consiglio, sia a chi vuole scoprire una nuova scrittrice, come nel mio caso, sia a chi la conosce già, ma vuole riassaporare la magia dei suoi romanzi.Non posso che concludere con un pensiero tratto dal libro LA SOMMA DEI GIORNI, credo che racchiuda tutto ciò che l’amore significa:CON IL NASO SUL COLLO RINGRAZIAI LA FORTUNA DI ESSERE INCAPPATA PER CASO NELL’AMORE CHE DOPO TANTI ANNI CONSERVA ANCORA INTATTO IL SUO SPLENDORE. ABBRACCIATI, LEGGERI NELL’ACQUA CALDA, BAGNATI DALLA LUCE AMBRATA DELLE CANDELE, SENTII CHE MI FONDEVO CON QUELL’UOMO CON CUI AVEVO CAMMINATO PER UN PERCORSO LUNGO E SCONNESSO, INCIAMPANDO, CADENDO, RIALZANDOCI, TRA LITIGI E RICONCILIAZIONI.LA SOMMA DEI GIORNI, DOLORI E GIOIE CONDIVISE, ERA GIA’ IL NOSTRO DESTINO.PS…perdonate gli errori...more",Notes are private!,0,4,1,"Aug 06, 2013","Aug 14, 2013","Jul 18, 2013",,Paperback,view (with text),/book/show/18193370-amore
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La somma dei giorni,"Allende, Isabel*",8807721511,9788807721519,8807721511,320        pp,4.00,"11,532",Aug 2007,"Jan 13, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"LA SOMMA DEI GIORNIPremetto che per me è il secondo libro che leggo di Isabel e trovo che sia una meravigliosa scoperta. Mai avrei pensato che sarei  LA SOMMA DEI GIORNIPremetto che per me è il secondo libro che leggo di Isabel e trovo che sia una meravigliosa scoperta. Mai avrei pensato che sarei stata completamente presa da un suo libro.Mi spiace solo di non essere stata attratta prima da lei…..ora credo, però, che sarà difficile smettere di leggerla.Spero solo di riuscire, conoscendola ancora poco, di esprimere perfettamente ciò che mi ha fatto provare, le emozioni che ha suscitato in me questo libro.Ho constato che è una scrittrice “magica” che riesce a dar vita a tutto ciò che descrive, rende talmente tutto vivo e vero che sembra di entrare a far parte del suo romanzo. Un vero proprio dono che pochi scrittori hanno.  Ciò che si percepisce leggendola, dalle storie che racconta ci permette di capire quanto amore ha questa donna per la scrittura e la letteratura. Questo è un libro particolare, anzi, un diario con il quale Isabel racconta a Paula, la figlia amatissima, mancata a causa di una terribile malattia, ciò che succede dalla sua scomparsa in poi. I mesi successivi alla scomparsa della figlia, nel libro sono, appaiono struggenti ma mai dolorosi.Grazie, probabilmente all’equilibrio trovato, dal continuo dialogare con lei, rendono le pagini piene di speranze e emanano un senso di pace. Splendide e toccanti sono le parole che ha usato Isabel per descrivere il posto dove sarebbe stata sepolta l’amatissima Paula, ammetto che mi sono commossa.“Tuo padre entrò nel parco, percorse un tratto di strada, parcheggiò la macchina e ci fece cenno di seguirlo. Ci portò esattamente nel posto che avrei scelto io, perché ero andata lì molte volte a pregare per te: un ruscello circondato da alte sequoie, le cui chiome formano una cupola di una cattedrale verde. C’era una leggera nebbia che sfumava i contorni della realtà; la luce filtrava appena tra gli alberi, ma le foglie brillavano, bagnate dall’inverno. La terra sprigionava un aroma intenso di humus e aneto. Ci fermammo attorno a una minuscola pozza, fatta di rocce e tronchi caduti. Ernesto, serio, emaciato e ormai privo di lacrime, reggeva l’urna con le tue ceneri. Avevo portato un mezzo di rose, che le lanciai una a una sull’acqua. Tutti noi, compreso tuo nipote prendemmo una manciata di ceneri e le lasciammo cadere sull’acqua. Alcune galleggiarono per qualche minuto fra le rose, altre andarono a fondo, come sabbia bianca.”Isabel è molto brava a far percepire a noi lettori la presenza di Paula in tutte le pagine del diario, tra commoventi ed ironici episodi di vita, da farcela sentire viva. La sente sempre accanto, vicina in tutto quello che fa. Il suo ricordo lo paragona ad una dolce nostalgia.“ IN QUESTI ANNI SENZA DI TE HO IMPARATO A GESTIRE LA TRISTEZZA, A RENDERLA MIA ALLEATA. POCO ALLA VOLTA LA TUA ASSENZA E LE ALTRE PERDITE DELLA MIA VITA SI VANNO TRASFORMANDO IN UNA DOLCE NOSTALGIA.”Mentre scrive Isabel s’interroga, si analizza , si coregge e dove capisce di aver sbagliato …torna indietro chiedendo scusa. A tratti, appare invadente, volendo gestire e controllare la vita di tutta la famiglia, ma lei è così non lo fa con cattiveria e presunzione, ma per un senso di protezione verso il suo clan.Personalmente vorrei incontrare una persona eccezionale come è lei.Sono anni difficili, anni tra il 1992 e 2006, la fine della dittatura cilena e la caduta delle torri gemelle, con tutto quello che comporterà. Isabel così come narra la storia del mondo, racconta la storia della sua famiglia, la sua tribù, che parallelamente viaggiano assieme; dove, lei ne è la matrona, sposata in seconde nozze con Willie, avvocato, cerca faticosamente di riunire in California la sua famiglia allargata. Purtroppo non tutto fila come dovrebbe, numerose saranno le difficoltà che questa grande tribù dovrà affrontare, ma uniti riusciranno a superarle. Lei li vuole tutti con sé, accoglie tutti a braccia aperte senza discriminazioni e senza pregiudizi. E’ una donna immensa.Isabel si racconta, si confida, si lascia andare, racconta la sua vita, con le sue gioie e i suoi dolori, e le avventure della sua “tribù”.E una grande donna con un grande coraggio pronta ad aiutare chi ha più bisogno senza mai stancarsi. Mette in pratica ciò che Paula avrebbe voluto e desiderato. Mentre era in India accadde un fatto che le cambiò la vita e le suggerì, così, un’idea per onorare la memoria di Paula. Rafforzata dalle parole che la figlia un giorno le disse:“Mamma dovrai guadagnare molti soldi con i tuoi libri, affinché io possa organizzare per i poveri un ricovero di cui tu pagherai le spese.”Nacque cosi, con i soldi ricavati dal libro Paula, la sua fondazione, per aiutare e alleggerire la sorte delle donne in India.Bellissima è la storia di amicizia tra Isabel e Tabra, profonda e sincera; splendido è il rapporto e l’amore incondizionato con il figlio Nico e la stessa Paula.“ Ho descritto nei miei romanzi l’amore romantico, quello che dà ogni cosa, senza lesinare nulla perché da sempre avevo saputo che esisteva, anche se forse non sarebbe mai stato alla mia portata. L’unica traccia di quell’abbandono senza riserva l’avevo avuta con te e con tuo fratello quando eravate molto piccoli; solo con voi ho sentito che eravamo un solo spirito in corpi separati”.“LA SOMMA DEI GIORNI” è stato per me anche un modo per capire come sono nati i suoi libri, capire come e da cosa viene ispirata e cosa fa quando le viene meno.Solo alla fine del libro si vede e si percepisce il grande bisogno che ha Isabel di essere amata e protetta. parlando con Willie gli confessa di non essere mai stata una fanciulla che veniva salvata da un principe, ma l’amazzone che si è sempre battuta col drago per salvare il popolo. E ora era stanca di uccidere i draghi….“TUTTA LA TRIBU’ ERA LI E VERIFICAI, PER L’ENNESIMA VOLTA, CHE DURANTE UN’EMERGENZA SI GETTA FUORI BORDO CIO’ CHE NON E’ STATO ESSENZIALE PER LA NAVIGAZIONE, VALE A DIRE QUASI TUTTO. ALLA FINE, DOPO ESSERSI ALLEGGERITI DEI CARICHI E AVER TIRATO LE SOMME, RISULTA L’UNICA COSA A RIMANERE E’ L’AFFETTO.”...more",Notes are private!,0,2,1,"Aug 16, 2013","Aug 19, 2013","Jul 18, 2013",,Paperback,view (with text),/book/show/8142228-la-somma-dei-giorni
