,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lynn's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Female Eunuch,"Greer, Germaine",0374527628,9780374527624,0374527628,400        pp,3.69,"7,094",1970,"Mar 05, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2014",,Paperback,view,/book/show/98532.The_Female_Eunuch
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vagina Monologues,"Ensler, Eve",1860499260,9781860499265,1860499260,185        pp,3.87,"36,595",1996,"May 03, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2014",,Paperback,view,/book/show/104734.The_Vagina_Monologues
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mémoires d'une jeune fille rangée,"Beauvoir, Simone de",207036786X,9782070367863,207036786X,503        pp,4.12,"15,779","Jan 01, 1958","Sep 30, 1972",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 16, 2014","Apr 10, 2014","Mar 16, 2014",,Mass Market Paperback,view,/book/show/504760.M_moires_d_une_jeune_fille_rang_e
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mandarins,"Beauvoir, Simone de",0007203942,9780007203949,B009RIPN8A,752        pp,4.18,"5,717","Oct 21, 1954","May 03, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2014",,Paperback,view,/book/show/19528.The_Mandarins
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Confession,"Tolstoy, Leo",1598184717,9781598184716,1598184717,108        pp,4.10,"15,963",1880,"Oct 01, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"At first glance, you would probably scoff at this typical account of a non-believer who finds his way back to God, something I'm sure everyone has beeAt first glance, you would probably scoff at this typical account of a non-believer who finds his way back to God, something I'm sure everyone has been exposed to during their excruciating years on the desks of Jesuit classrooms. But you would find yourself intrigued and disconcerted when the author is none other than the Russian giant, Leo Tolstoy.And really, who am I to give a mediocre rating to a book by such an erudite writer and ingenious thinker? It is the man whose anarcho-pacifism inspired Gandhi to liberate India through nonviolence and here I am, granting him no more than a 2-star rating. After almost 50 years of epicurean pursuit of pleasure, Tolstoy was appalled when he looked back at his life: depravity, contempt, adultery, theft and warfare. He found himself unhappy and unable to find a meaning to this senseless and evil life, perplexed at his inability to answer the simple question that every wise child asks: ""What am I? and What is the meaning of my life? What will come of what I am doing today or shall do tomorrow?"" Adhering to the rational and scientific knowledge he spent his whole lifetime corroborating, Tolstoy found no solace, no palliative for the empty chasm inside him that would soon swallow him up whole and push him to the edge of suicide. Pleading enlightenment from wise men of thought like Schopenhauer and Socrates, Tolstoy was again facing an impasse: ""We approach truth only inasmuch as we depart from life"" said Socrates.Numerous speculations and diligent quests for truth were in vain, but finally Tolstoy found a dim beacon of hope when he turned his aristocratic-self to the proletariat, the masses of people that constitute the underprivileged labor force. Then, the author of Anna Karenina had a life-changing revelation: those people who wallow in adversity and ignorance, who bequeath nothing but debt to their posterity, whose inborn poverty is their death sentence, those people who are supposed to be miserable were revealed to be the happiest people, accepting illness and misfortune, performing arduous tasks for meager salaries and most importantly, very conscious of the meaning of life, that big existential crisis for a learned aristocrat like Tolstoy, wasn't of any ambiguity to the uneducated masses. And that is because they clung to religion and they pledged allegiance to the Holy Trinity. Ever since, Tolstoy's long abandoned Christian faith surged once again to salvage him and bring him back ashore from the uproarious storm that shook up his entire being to its core. ...more",Notes are private!,0,6,1,not set,"Mar 13, 2014","Mar 13, 2014",,Paperback,view (with text),/book/show/26244.A_Confession
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Story of the Eye,"Bataille, Georges",0872862097,9780872862098,0872862097,103        pp,3.66,"21,547",1928,"Jan 01, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2014",,Paperback,view,/book/show/436806.Story_of_the_Eye
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Erotism: Death and Sensuality,"Bataille, Georges",0872861902,9780872861909,0872861902,280        pp,4.06,"3,429",1957,"Jan 01, 1986",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2014",,Paperback,view,/book/show/37530.Erotism
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Of Human Bondage,"Maugham, W. Somerset",0451530179,9780451530172,0451530179,684        pp,4.14,"57,091",1915,"Jan 02, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2014",,Mass Market Paperback,view,/book/show/31548.Of_Human_Bondage
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Moon and Sixpence,"Maugham, W. Somerset",1598185217,9781598185218,1598185217,187        pp,4.13,"24,272","Apr 15, 1919","Aug 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2014",,Paperback,view,/book/show/44796.The_Moon_and_Sixpence
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Praise of the Stepmother,"Vargas Llosa, Mario",0571141358,9780571141357,0571141358,160        pp,3.43,"9,114",1988,"Jan 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 27, 2014","May 05, 2014","Feb 28, 2014",,Paperback,view,/book/show/69864.In_Praise_of_the_Stepmother
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Street without a Name: Childhood and Other Misadventures in Bulgaria,"Kassabova, Kapka*",1846271231,9781846271236,1846271231,337        pp,3.74,851,"Jul 15, 2008",2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2014",,Hardcover,view,/book/show/3808716-street-without-a-name
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Road to Serfdom,"Hayek, Friedrich",0226320618,9780226320618,0226320618,274        pp,4.16,"23,589","Sep 18, 1944","Oct 15, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2014",,Paperback,view,/book/show/299215.The_Road_to_Serfdom
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Game of Thrones        (A Song of Ice and Fire, #1)","Martin, George R.R.",0553588486,9780553588484,0553588486,835        pp,4.44,"2,489,961","Aug 06, 1996",Aug 2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2014",,Mass Market Paperback,view,/book/show/13496.A_Game_of_Thrones
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Aleph and Other Stories,"Borges, Jorge Luis",0142437883,9780142437889,0142437883,210        pp,4.34,"41,759","Jan 01, 1945","Jul 27, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2014",,Paperback,view,/book/show/5787.The_Aleph_and_Other_Stories
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Democracy in America,"Tocqueville, Alexis de",0140447601,9780140447606,0140447601,983        pp,4.04,"25,681","Jan 31, 1835","Jul 01, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In the 1830s, the period during which this book was written, Europe was still straining under the social structures of The Old Regime (the Helvetian CIn the 1830s, the period during which this book was written, Europe was still straining under the social structures of The Old Regime (the Helvetian Confederation excluded) while a new democratic state had emerged, ever since its Declaration of Independence on July 4 1776, the United States of America, led by George Washington who seemed to be the modern American version of Solon or Pericles.Alexis de Tocqueville, a French aristocrat and politician, fascinated by the democracy so easily established in America while his homeland still struggled to free itself from the manacles of social inequality, took advantage of a business trip to the United States with Gustave Beaumont for the purpose of studying the penitentiary system there while they truly intended to analyze the foundations of American society.Although not a panegyric of America as it would seem, this book exposes the pros and cons of the democratic system and the threat of the tyranny of the majority and provides an exhaustive study of republicanism, federalism, governmental and administrative decentralization and presidency in the United States. It also evokes the capital and indispensable role religion plays in politics while it is separated from political power. The importance of this oeuvre lies in its chilling prophecies. Tocqueville predicted more than a century earlier the rise of two giants on the global platform - America and Russia and thus heralded the development of the Cold War (1947-1991). He also broached the then-sensitive subject of slavery in America and alluded to the outbreak of the American Civil War (1861-1865)....more",Notes are private!,0,8,1,"Feb 04, 2014","Feb 20, 2014","Feb 04, 2014",,Paperback,view (with text),/book/show/16619.Democracy_in_America
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dead Mountain: The Untold True Story of the Dyatlov Pass Incident,"Eichar, Donnie*",1452112746,9781452112749,1452112746,288        pp,3.99,"22,198","Oct 22, 2013","Oct 22, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2014",,Hardcover,view,/book/show/17557470-dead-mountain
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fahrenheit 451,"Bradbury, Ray",0007181701,9780007181704,0007181701,184        pp,3.97,"2,417,278","Oct 19, 1953",2004,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 29, 2014","Jan 31, 2014","Jan 29, 2014",,Paperback,view,/book/show/57947.Fahrenheit_451
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'Écume des jours,"Vian, Boris",2010139348,9782010139345,2010139348,316        pp,3.94,"37,381","Mar 11, 1947","Dec 01, 1984",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"To be honest, it was reading Boris Vian's biography that made me interested in reading his book, this devoted Duke Ellington and American jazz fan turTo be honest, it was reading Boris Vian's biography that made me interested in reading his book, this devoted Duke Ellington and American jazz fan turned out to have a polyvalent caliber both for music and literature. What's more, the history of modern French literature will always remember him as a remarkable pranker endowed with sardonic humor: After being disappointed with the Pléiade prize not being awarded to L'écume des Jours after being promised by the judges that it would, Vian did a parody of the Pléiade prize by creating the Taboo Prize ""awarded to the authors of Scorpion to the authors of Scorpion and organized by the director of Scorpion."" On the 25th of February 1948, the prize is awarded to Sally Mara, pseudonym of his accomplice Raymond Queneau, by a jury composed of Boris Vian himself, his wife Michelle and his brother Alain. Vian declares that ""He hasn't read the book in question, that the laureate was picked cursorily, that the Taboo Prize is just another occasion to drink for free."" Fascinated by this young satiric author, I decided to introduce myself to his demiurgic skills in fiction, because they sure as hell were impressive in real life.Not a big fan of fantasy, but I enjoyed this small book as I leafed through it furtively during classes I judged boring and found in Vian's most acclaimed work much compensated pleasure and wholehearted laughter.Very creative, rich with neologisms and very easy to read with short (sometimes one-page long) chapters, this book made me discover a few unexpectedly memorable characters, a plethora of idiosyncrasies and a certain Jean-Sol Partre, who constitutes an indelible fictional testimony of Vian's admiration for Jean-Paul Sartre (Funnily enough, Sartre will end up having an affair with Vian's wife Michelle)....more",Notes are private!,0,3,1,"Jan 25, 2014","Jan 28, 2014","Jan 25, 2014",,Mass Market Paperback,view (with text),/book/show/1519560.L_cume_des_jours
