,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kelly_Hunsaker_reads's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thin Skin: Essays,"Shapland, Jenn*",0593317459,9780593317457,B0BML4X8S7,289        pp,4.05,461,"Aug 15, 2023","Aug 15, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Thin Skin: Essays is a completely unique story that shares the author's thought on everyday life in New Mexico, and which examines issues of health, nThin Skin: Essays is a completely unique story that shares the author's thought on everyday life in New Mexico, and which examines issues of health, nuclear weapons, what it means to be queer, female, and Native. I liked every story, but I loved the story that revolved around nuclear waste. It was moving, tender and intelligent. It also introduced me to history that I knew very little about. Of course I knew about the atomic testing, but it never occurred to me that there would have been such a huge volume of waste.This one is worth it for that story alone.Thank you to the publisher for my #gifted copy. The  reflects my honest opinion....more",Notes are private!,0,0,1,"Jan 02, 2024","Jan 09, 2024","Jan 02, 2024",,Kindle Edition,view (with text),/book/show/63428313-thin-skin
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bad Summer People,"Rosenblum, Emma*",1250887003,9781250887009,1250887003,272        pp,3.46,"50,349","May 23, 2023","May 23, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 02, 2024","Jan 02, 2024","Jan 02, 2024",,Hardcover,view,/book/show/61884844-bad-summer-people
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ghost Orchid        (Alex Delaware, #39)","Kellerman, Jonathan",0593497678,9780593497678,0593497678,304        pp,4.28,"7,015","Feb 06, 2024","Feb 06, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I keep coming back to Alex Delaware after all these years, and book #39, The Ghost Orchid reminds me why.Jonathan Kellerman created my favorite pair oI keep coming back to Alex Delaware after all these years, and book #39, The Ghost Orchid reminds me why.Jonathan Kellerman created my favorite pair of friends/partners/ investigators. The lead character, Alex Delaware, is an intelligent, compassionate and contemplative man who has fantastic insight into how people behave. Milo Sturgis is sarcastic, dogged, headstrong and smart. He has all the rough edges. Together they make a great team. It is their teamwork that makes these books so good. They are believable, likable and feel like people you would love to know in real life.Thank you to @prhaudio for the #gifted audiobook! I will continue to come back for Alex & Milo....more",Notes are private!,1,1,1,Jan 2024,Jan 2024,"Jan 01, 2024",,Hardcover,view (with text),/book/show/150247425-the-ghost-orchid
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Darkness at Noon,"Koestler, Arthur",0099424916,9780099424918,0099424916,211        pp,4.11,"30,628",1940,"Jan 01, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 30, 2023",Jan 2024,"Jan 01, 2024",,Paperback,view,/book/show/52149.Darkness_at_Noon
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Q is for Quarry        (Kinsey Millhone, #17)","Grafton, Sue",0739429337,9780739429334,0739429337,618        pp,3.96,"28,789","Oct 14, 2002",2002,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2023","Dec 28, 2023","Dec 28, 2023",,Paperback,view,/book/show/262229.Q_is_for_Quarry
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eileen,"Moshfegh, Ottessa",0143128752,9780143128755,0143128752,260        pp,3.58,"96,215","Aug 18, 2015","Aug 16, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Eileen by Ottessa Moshfegh tells the story of one person, sharing the details of her sad, traumatic life. She is responsibility for the care of her alEileen by Ottessa Moshfegh tells the story of one person, sharing the details of her sad, traumatic life. She is responsibility for the care of her alcoholic father trying to keep up with the shabby and dilapidated house. She also works for a boys’ reform school, so even while away from the horrible house she is stuck in a gray and depressing place.When a new woman, Rebecca, comes to work at the prison they strike up a friendship, which allows Eileen to reassess her life and begn thinking about escape.Eileen is not likable. She is ridden with anxiety. She is morbid, dull, and lacking self-awareness. And yet, I found myself rooting for her to make her life better. It isn't easy to like her but it is very easy to find compassion for her.Thank you Penguin Books for the #gifted book. The  reflects my honest opinion....more",Notes are private!,0,0,1,"Dec 27, 2023",Jan 2024,"Dec 27, 2023",,Paperback,view (with text),/book/show/27876745-eileen
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"P is for Peril        (Kinsey Millhone, #16)","Grafton, Sue",0449003795,9780449003794,0449003795,370        pp,3.89,"28,017","Oct 27, 2000","May 28, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 24, 2023","Dec 24, 2023","Dec 27, 2023",,Mass Market Paperback,view,/book/show/380976.P_is_for_Peril
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Mercies,"Lehane, Dennis*",0062129481,9780062129482,0062129481,303        pp,4.31,"43,563","Apr 25, 2023","Apr 25, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 24, 2023","Dec 27, 2023","Dec 24, 2023",,Hardcover,view,/book/show/61812308-small-mercies
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"O is for Outlaw        (Kinsey Millhone, #15)","Grafton, Sue",0449003787,9780449003787,0449003787,354        pp,3.97,"29,555","Sep 01, 1999","Jan 02, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 22, 2023","Dec 22, 2023","Dec 22, 2023",,Mass Market Paperback,view,/book/show/262228.O_is_for_Outlaw
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"N is for Noose        (Kinsey Millhone, #14)","Grafton, Sue",0330348779,9780330348775,0330348779,353        pp,3.99,"36,640","May 15, 1998","Jan 01, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 22, 2023","Dec 22, 2023","Dec 22, 2023",,Paperback,view,/book/show/64864.N_is_for_Noose
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reykjavík: A Crime Story,"Jónasson, Ragnar*",1250907330,9781250907332,B0BQGGBLWY,355        pp,3.67,"6,168",2022,"Sep 05, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 16, 2023","Dec 18, 2023","Dec 20, 2023",,Hardcover,view,/book/show/65214641-reykjav-k
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"M is for Malice        (Kinsey Millhone, #13)","Grafton, Sue",0449223604,9780449223604,0449223604,352        pp,4.10,"70,552","Nov 15, 1996","Nov 26, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 20, 2023","Dec 20, 2023","Dec 20, 2023",,Paperback,view,/book/show/64854.M_is_for_Malice
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Michael Kohlhaas,"Kleist, Heinrich von",0976140721,9780976140726,0976140721,133        pp,3.54,"5,432",1810,"Apr 01, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 17, 2023","Dec 18, 2023","Dec 19, 2023",,Paperback,view,/book/show/398145.Michael_Kohlhaas
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"L is for Lawless        (Kinsey Millhone, #12)","Grafton, Sue",0449221490,9780449221495,0449221490,336        pp,3.93,"33,616","Sep 15, 1995","Jul 31, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 19, 2023","Dec 19, 2023","Dec 19, 2023",,Paperback,view,/book/show/643962.L_is_for_Lawless
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Every Man Dies Alone,"Fallada, Hans",1933633638,9781933633633,1933633638,543        pp,4.26,"32,251",1947,"Jan 01, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I am impressed by the couple as well as the fact that the author wrote the book so soon after the war. I think the book would be better if it were 100I am impressed by the couple as well as the fact that the author wrote the book so soon after the war. I think the book would be better if it were 100 pages shorter.3.5 rounded up...more,Notes are private!,0,0,1,"Dec 16, 2023","Dec 18, 2023","Dec 17, 2023",,Hardcover,view (with text),/book/show/3344411-every-man-dies-alone
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art of Racing in the Rain,"Stein, Garth*",1554681723,9781554681723,1554681723,336        pp,4.23,"520,325","May 13, 2008","May 13, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Art of Racing in the Rain by Garth Stein is a heartwarming, delightful, and immensely sad story brought to life by the smart narration of Enzo, thThe Art of Racing in the Rain by Garth Stein is a heartwarming, delightful, and immensely sad story brought to life by the smart narration of Enzo, the beloved pet dog of Denny. The story begins when it is only the two of them, and we watch as Enzo grows from a puppy to best-friend, pet dog who becomes the pet of a growing family. Denny marries and then the two of them have a daughter. Enzo watches as life changes, and he becomes only more loved, and his observations are smart, witty, and insightful. I have two little dogs and I am constantly narrating their thoughts, which gave this book even more heart for me.Denny is a race car driver and throughout the book the stories of racing enhance the lives of all members of the family. But the heart and passion in this book comes from Enzo. He is the center of the book. He is the character I will be thinking about for a very long time. I found him to be wise, compassionate, funny, and, of course, loyal.I cried like a little girl twice. I found tears brimming in my eyes twice more. And after reading it I watched the movie adaptation starring Milo Ventimiglia and Kevin Costner (voice), which caused me to cry all over again. I cannot recommend this one highly enough....more",Notes are private!,0,0,1,"Dec 15, 2023","Dec 16, 2023","Dec 15, 2023",,Hardcover,view (with text),/book/show/3153910-the-art-of-racing-in-the-rain
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"K is for Killer        (Kinsey Millhone, #11)","Grafton, Sue",0449000664,9780449000663,0449000664,292        pp,3.98,"43,162","May 15, 1994","Jun 23, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 14, 2023","Dec 15, 2023","Dec 14, 2023",,Paperback,view,/book/show/380975.K_is_for_Killer
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"J is for Judgment        (Kinsey Millhone, #10)","Grafton, Sue",0449000656,9780449000656,0449000656,360        pp,4.03,"54,549","Apr 13, 1993","Jun 23, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 13, 2023","Dec 13, 2023","Dec 13, 2023",,Paperback,view,/book/show/89165.J_is_for_Judgment
