,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Karina's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Brain Rules: 12 Principles for Surviving and Thriving at Work, Home, and School","Medina, John*",0979777704,9780979777707,0979777704,301        pp,4.01,"33,537","Feb 26, 2008","Feb 26, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 19, 2021",,Hardcover,view,/book/show/2251306.Brain_Rules
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Folk med ångest,"Backman, Fredrik*",9137151215,9789137151212,9137151215,347        pp,4.18,"633,753","Apr 25, 2019","Apr 25, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 19, 2021",,Hardcover,view,/book/show/43601208-folk-med-ngest
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing,"Malkiel, Burton G.",1324002182,9781324002185,1324002182,432        pp,4.14,"36,048","Apr 01, 1973","Jan 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 19, 2021",,Hardcover,view,/book/show/40242274-a-random-walk-down-wall-street
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Наука Любви,"Sommer, Dario Salas",,9785990633407,5990633408,248        pp,4.19,32,unknown,2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 19, 2021",,Paperback,view,/book/show/25061990
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Gentleman in Moscow,"Towles, Amor*",,,0143110438,462        pp,4.33,"543,334","Sep 06, 2016","Mar 26, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jame buvo matyti kito žmogaus žymės, kurias epocha buvo įspaudusi savo atžaloje.",Notes are private!,0,12,1,"Sep 14, 2021","Sep 22, 2021","Sep 14, 2021",,Paperback,view (with text),/book/show/34066798-a-gentleman-in-moscow
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anna Karenina,"Tolstoy, Leo",,,,964        pp,4.09,"848,024",1878,"Oct 16, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 11, 2021",,Paperback,view,/book/show/15823480-anna-karenina
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Know This Much Is True,"Lamb, Wally*",0060987561,9780060987565,0060987561,897        pp,4.20,"312,459","Jun 14, 1998",May 1999,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 11, 2021",,Paperback,view,/book/show/227711.I_Know_This_Much_Is_True
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unlimited Power: The New Science Of Personal Achievement,"Robbins, Anthony*",0684845776,9780684845777,0684845776,426        pp,4.21,"35,004",1986,"Dec 22, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2021",,Paperback,view,/book/show/8676.Unlimited_Power
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Magic Mountain,"Mann, Thomas",0679772871,9780593688137,B0CBYNXV4Z,706        pp,4.13,"49,439",1924,1996,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2021",,Paperback,view,/book/show/88077.The_Magic_Mountain
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Corrections,"Franzen, Jonathan",1841156736,9781841156736,1841156736,653        pp,3.83,"182,766",2001,"Sep 02, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2021",,Paperback,view,/book/show/3805.The_Corrections
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sex, Money, Happiness, and Death: The Quest for Authenticity","Kets de Vries, Manfred F.R.",023057792X,9780230577923,023057792X,264        pp,3.86,73,"Apr 22, 2009","Jan 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 07, 2021",,Hardcover,view,/book/show/5722950-sex-money-happiness-and-death
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Muerte súbita,"Enrigue, Álvaro",,,,264        pp,3.75,"3,092",Nov 2013,Nov 2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 07, 2021",,Paperback,view,/book/show/19298985-muerte-s-bita
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Great Mortality: An Intimate History of the Black Death, the Most Devastating Plague of All Time","Kelly, John*",0060006935,9780060006938,0060006935,364        pp,3.88,"10,190",Feb 2005,"Jan 31, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2021",,Paperback,view,/book/show/324494.The_Great_Mortality
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'isola di Arturo,"Morante, Elsa",8806409077,9788806409074,8806409077,386        pp,4.01,"11,679",1957,1975,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2021",,Paperback,view,/book/show/1158388.L_isola_di_Arturo
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sinuhe egyptiläinen,"Waltari, Mika",,,,779        pp,4.21,"24,360",1945,1979,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2021",,Hardcover,view,/book/show/131080.Sinuhe_egyptil_inen
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Most Fun We Ever Had,"Lombardo, Claire*",0385544251,9780385544252,0385544251,532        pp,3.95,"79,045","Jun 25, 2019","Jun 25, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2021",,Hardcover,view,/book/show/41880044-the-most-fun-we-ever-had
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tina Turner: My Love Story,"Turner, Tina",1780898975,9781780898971,1780898975,320        pp,4.16,"8,153","Oct 16, 2018","Oct 18, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2021",,Hardcover,view,/book/show/38236594-tina-turner
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When We Believed in Mermaids,"O'Neal, Barbara*",1542004519,9781542004510,B07MV8SWZF,348        pp,4.18,"224,278",2019,"Jul 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2021",,Kindle Edition,view,/book/show/43717362-when-we-believed-in-mermaids
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wedding Date,"Stoneley, Zara*",0008301026,,B079KKYY8H,400        pp,3.90,"6,574","Apr 20, 2018","Apr 20, 2018",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Sep 03, 2021","Sep 11, 2021","Sep 03, 2021",,Kindle Edition,view,/book/show/38576218-the-wedding-date
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Secret        (The Secret, #1)","Byrne, Rhonda",,,,199        pp,3.73,"478,022","Nov 28, 2006","Nov 28, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 03, 2021",,Hardcover,view,/book/show/52529.The_Secret
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Pablo Escobar, In fraganti","Escobar, Juan Pablo",958425569X,9789584255693,B01N40MZCJ,244        pp,3.67,365,2017,"Nov 10, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,Sep 2021,"Sep 03, 2021","Sep 01, 2021",,Kindle Edition,view,/book/show/33020543-pablo-escobar-in-fraganti
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Women in Love,"Lawrence, D.H.",0486424588,9780486424583,0486424588,416        pp,3.66,"32,175",1920,"Jan 15, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 30, 2021",,Paperback,view,/book/show/9784.Women_in_Love
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Au Bonheur des dames        (Les Rougon-Macquart, #11)","Zola, Émile",2253002860,9782253002864,B007RC1MCO,534        pp,3.99,"17,416",1883,"Oct 01, 1971",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 30, 2021",,Mass Market Paperback,view,/book/show/816919.Au_Bonheur_des_dames
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Disquiet: The Complete Edition,"Pessoa, Fernando",,,B06Y3NWTJ9,433        pp,4.41,"30,714",1982,"Aug 29, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2021",,Kindle Edition,view,/book/show/40881621-the-book-of-disquiet
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pablo Escobar: Mi Padre,"Escobar, Juan Pablo",9584243004,9789584261021,B00PR35DJI,480        pp,3.87,"4,226","Nov 01, 2014","Nov 10, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"<....>Didžiausia vertybė, kuria jiems perduosiu, bus noras per gyvenimą eiti taikos keliu ...<....>",Notes are private!,0,1,1,"Aug 27, 2021",Sep 2021,"Aug 27, 2021",,Kindle Edition,view (with text),/book/show/23637691-pablo-escobar
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Colour of Time: A New History of the World, 1850-1960","Jones, Dan*",,,B0784XXSNB,448        pp,4.58,910,2018,"Aug 09, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2021",,Kindle Edition,view,/book/show/37559079-the-colour-of-time
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kaputt,"Malaparte, Curzio",1590171470,9781590171479,1590171470,437        pp,4.15,"2,780",1944,"Apr 10, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2021",,Paperback,view,/book/show/138428.Kaputt
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Austerlitz,"Sebald, W.G.",0140297995,9780140297997,0140297995,415        pp,4.00,"21,979",Nov 2001,"Jul 04, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2021",,Paperback,view,/book/show/88442.Austerlitz
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How the World Thinks: A Global History of Philosophy,"Baggini, Julian*",1783782285,9781783782284,1783782285,432        pp,3.70,"2,423",Oct 2018,"Oct 04, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 13, 2021",,Hardcover,view,/book/show/42068288-how-the-world-thinks
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Utopia for Realists: How We Can Build the Ideal World,"Bregman, Rutger*",,,B01MXDBTWM,262        pp,4.22,"37,142","Sep 14, 2014","Mar 14, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 13, 2021",,Paperback,view,/book/show/40876575-utopia-for-realists
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ministry of Truth: The Biography of George Orwell's 1984,"Lynskey, Dorian",0385544057,9780385544054,0385544057,368        pp,4.13,"1,184","Jun 04, 2019","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 13, 2021",,Hardcover,view,/book/show/41880043-the-ministry-of-truth
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,21 Lessons for the 21st Century,"Harari, Yuval Noah",0525512179,9780525512172,0525512179,372        pp,4.17,"157,331","Sep 04, 2018","Sep 04, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Žmonių kvailumas yra vienas svarbiausių istorijos veiksnių dėja, dažnai mes į jį neatsižvelgiame. Politikai, generolai ir mokslininkai pasaulį mato kaŽmonių kvailumas yra vienas svarbiausių istorijos veiksnių dėja, dažnai mes į jį neatsižvelgiame. Politikai, generolai ir mokslininkai pasaulį mato kaip milžinišką šachmatų partiją, kurioje kiekvienas ėjimas labai atidžiai ir racionaliai apskaičiuojamas....more",Notes are private!,0,13,1,"Aug 12, 2021","Aug 25, 2021","Aug 12, 2021",,Hardcover,view (with text),/book/show/38820046-21-lessons-for-the-21st-century
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tyll,"Kehlmann, Daniel",3498035673,9783498035679,3498035673,474        pp,3.94,"12,538","Oct 11, 2017","Oct 11, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 12, 2021",,Hardcover,view,/book/show/36130507-tyll
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tiempos recios,"Vargas Llosa, Mario",8420435724,,B07VNP3QL6,352        pp,4.03,"6,681","Oct 08, 2019","Oct 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 12, 2021",,Kindle Edition,view,/book/show/50890188-tiempos-recios
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers","Ferriss, Timothy*",,,B07PHTJCPX,827        pp,4.10,"41,764","Dec 06, 2016","Dec 06, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 12, 2021",,Kindle Edition,view,/book/show/31823677-tools-of-titans
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La fête de l'insignifiance,"Kundera, Milan",2070145646,9782070145645,2070145646,142        pp,3.35,"19,461","Oct 30, 2013","Apr 03, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 11, 2021","Aug 12, 2021","Aug 11, 2021",,Paperback,view,/book/show/21531665-la-f-te-de-l-insignifiance
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death of a Superhero,"McCarten, Anthony*",1846880238,9781846880230,1846880238,247        pp,3.82,923,2005,"Aug 25, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 08, 2021",,Paperback,view,/book/show/971102.Death_of_a_Superhero
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,De meeste mensen deugen: Een nieuwe geschiedenis van de mens,"Bregman, Rutger*",9082942194,,B07X7X12Y5,491        pp,4.33,"60,627","Sep 03, 2019","Sep 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 08, 2021",,Kindle Edition,view,/book/show/50131144-de-meeste-mensen-deugen
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Morality: Restoring the Common Good in Divided Times,"Sacks, Jonathan",1541675312,9781541675315,1541675312,384        pp,4.33,"1,292",2019,"Sep 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 04, 2021",,Hardcover,view,/book/show/50623466-morality
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The House on Tradd Street        (Tradd Street, #1)","White, Karen*",0451225090,9780451225092,0451225090,329        pp,4.01,"27,185","Nov 04, 2008","Nov 04, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 04, 2021",,Paperback,view,/book/show/4505161-the-house-on-tradd-street
