,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Charlene's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Snowblind        (Dark Iceland, #1)","Jónasson, Ragnar*",,,,300        pp,3.55,"22,350",2010,"Apr 20, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2021",,Kindle Edition,view,/book/show/25067569-snowblind
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The 8th Confession        (Women's Murder Club, #8)","Patterson, James*",1846052580,9781846052583,1846052580,360        pp,4.07,"55,113","Apr 27, 2009",2009,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Feb 24, 2021","Feb 24, 2021","Jan 30, 2021",,Hardcover,view,/book/show/4110198-the-8th-confession
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Augustus,"Williams, John",1400076730,9781400076734,1400076730,336        pp,4.24,"15,487","Oct 31, 1972","Nov 09, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2021",,Paperback,view,/book/show/89231.Augustus
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strange News from Another Star,"Hesse, Hermann",0140181032,9780140181036,0140181032,122        pp,3.80,"2,041",1919,1976,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 29, 2021",,Paperback,view,/book/show/879252.Strange_News_from_Another_Star
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hades, Argentina","Loedel, Daniel",,,,304        pp,3.75,"1,375","Jan 12, 2021","Jan 12, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2021",,Hardcover,view,/book/show/52869213-hades-argentina
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To the Stars Through Difficulties,"Tilghman, Romalyn*",1631522337,9781631522338,1631522337,320        pp,3.72,885,"Apr 04, 2017","Apr 04, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 23, 2021",,Paperback,view,/book/show/31921296-to-the-stars-through-difficulties
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Greenlights,"McConaughey, Matthew*",0593139135,9780593139134,0593139135,289        pp,4.21,"328,285","Oct 20, 2020","Oct 20, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 23, 2021",,Hardcover,view,/book/show/52838315-greenlights
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Doctors Blackwell: How Two Pioneering Sisters Brought Medicine to Women and Women to Medicine,"Nimura, Janice P.*",0393635546,9780393635546,0393635546,336        pp,3.60,"5,218","Jan 19, 2021","Jan 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 23, 2021",,Hardcover,view,/book/show/53404774-the-doctors-blackwell
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Born a Crime: Stories From a South African Childhood,"Noah, Trevor",,,0385689225,289        pp,4.49,"693,485","Nov 15, 2016","Nov 15, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2021",,Hardcover,view,/book/show/29780253-born-a-crime
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Closer Than You Know,"Parks, Brad*",0571334407,9780571334407,0571334407,478        pp,4.08,"2,718","Mar 06, 2018","Mar 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2021",,Paperback,view,/book/show/41086871-closer-than-you-know
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Buddenbrooks: The Decline of a Family,"Mann, Thomas",0679417370,9780679417378,0679417370,731        pp,4.19,"30,334",1901,"Oct 04, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2021",,Hardcover,view,/book/show/80890.Buddenbrooks
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frontier Follies: Adventures in Marriage & Motherhood in the Middle of Nowhere,"Drummond, Ree",0062962752,9780062962751,0062962752,352        pp,3.81,"11,356","Oct 27, 2020","Nov 17, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2021",,Hardcover,view,/book/show/51195557-frontier-follies
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vertigo Years: Europe 1900-1914,"Blom, Philipp",0465011160,9780465011162,0465011160,488        pp,4.02,"1,353","Aug 01, 2008","Oct 21, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2021",,Hardcover,view,/book/show/5182266-the-vertigo-years
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wife Upstairs,"Hawkins, Rachel*",1250245494,9781250245496,1250245494,290        pp,3.74,"260,786","Jan 05, 2021","Jan 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2021",,Hardcover,view,/book/show/53137893-the-wife-upstairs
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Maidens,"Michaelides, Alex*",1250304458,9781250304452,1250304458,337        pp,3.63,"332,061","Jun 03, 2021","Jun 15, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2021",,Hardcover,view,/book/show/45300567-the-maidens
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Survivors,"Harper, Jane*",1760981052,9781760981051,1760981052,384        pp,3.76,"96,020","Sep 22, 2020","Sep 22, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2021",,Hardcover,view,/book/show/53305127-the-survivors
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bloodland,"Glynn, Alan",0571275427,9780571275427,0571275427,432        pp,3.55,598,"Sep 01, 2011","Sep 01, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Feb 15, 2021","Apr 12, 2021","Jan 05, 2021",,Paperback,view,/book/show/10368979-bloodland
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Knock Knock        (Ewert Grens, #9)","Roslund, Anders",0593188225,9780593188224,B087BNYW8C,447        pp,3.93,"3,049","Jul 19, 2019","Jan 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2020",,Kindle Edition,view,/book/show/54006875-knock-knock
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Midnight Library,"Haig, Matt*",,,,288        pp,4.00,"1,766,614","Aug 13, 2020","Sep 29, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I listened to this book on a road trip and then decided to read it in case I had missed something. I was going to give it a 4 but bumped it up to 5 stI listened to this book on a road trip and then decided to read it in case I had missed something. I was going to give it a 4 but bumped it up to 5 stars. It is such an interesting and imaginative story - all the lives we could live depending on the choices we make - Nora Seed gets her chance . . ....more,Notes are private!,0,13,1,"Jan 05, 2021","Jan 09, 2021","Nov 13, 2020",,Hardcover,view (with text),/book/show/52578297-the-midnight-library
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anxious People,"Backman, Fredrik*",198216963X,9781982169633,198216963X,336        pp,4.18,"633,671","Apr 25, 2019","Jan 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 02, 2020",,Hardcover,view,/book/show/49127718-anxious-people
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Four Winds,"Hannah, Kristin*",,,,464        pp,4.30,"669,461","Feb 02, 2021","Feb 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2020",,Hardcover,view,/book/show/53138081-the-four-winds
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nothing Ventured        (William Warwick, #1)","Archer, Jeffrey*",1250200768,9781250200761,1250200768,320        pp,3.93,"44,839","Sep 03, 2019","Sep 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 15, 2020",,Hardcover,view,/book/show/43263542-nothing-ventured
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"War Lord        (The Saxon Stories, #13)","Cornwell, Bernard*",0008183953,9780008183950,0008183953,333        pp,4.60,"13,203","Oct 15, 2020","Oct 15, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 15, 2020",,Hardcover,view,/book/show/52033836-war-lord
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rebel Cinderella: From Rags to Riches to Radical, the Epic Journey of Rose Pastor Stokes","Hochschild, Adam",1328866742,9781328866745,1328866742,320        pp,3.77,605,"Mar 03, 2020","Mar 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 29, 2020",,Hardcover,view,/book/show/52398007-rebel-cinderella
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Home Before Dark,"Sager, Riley*",1524745170,9781524745172,1524745170,389        pp,4.07,"193,993","Jun 30, 2020","Jun 30, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 29, 2020",,Hardcover,view,/book/show/50833559-home-before-dark
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Betty,"McDaniel, Tiffany*",,,B07ZC7SV5H,462        pp,4.41,"34,412","Aug 18, 2020","Aug 18, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 25, 2020",,Kindle Edition,view,/book/show/49201494-betty
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Journal of the Plague Year,"Defoe, Daniel",0140437851,9780140437850,0140437851,289        pp,3.56,"10,840",Mar 1722,"Aug 26, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2020",,Paperback,view,/book/show/46730.A_Journal_of_the_Plague_Year
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Devil and the Dark Water,"Turton, Stuart*",1728206022,9781728206028,1728206022,463        pp,3.85,"51,728","Oct 01, 2020","Oct 06, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Sep 09, 2020",,Hardcover,view,/book/show/51854625-the-devil-and-the-dark-water
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Thursday Murder Club        (Thursday Murder Club, #1)","Osman, Richard",,,B07S5D5TH7,382        pp,3.89,"475,879","Sep 03, 2020","Sep 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 07, 2020",,Kindle Edition,view,/book/show/46000520-the-thursday-murder-club
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drive Your Plow Over the Bones of the Dead,"Tokarczuk, Olga",0525541330,9780525541332,0525541330,274        pp,3.96,"100,277","Nov 25, 2009","Aug 13, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 07, 2020",,Hardcover,view,/book/show/42983724-drive-your-plow-over-the-bones-of-the-dead
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Opium and Absinthe,"Kang, Lydia*",1542017807,9781542017800,B07Y1Y82HX,379        pp,3.95,"21,045","Jul 01, 2020","Jul 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 07, 2020",,Kindle Edition,view,/book/show/48671529-opium-and-absinthe
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Flight,"Clark, Julie*",1728215722,9781728215723,1728215722,320        pp,4.11,"204,056","Jun 02, 2020","Jun 23, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 01, 2020",,Hardcover,view,/book/show/52652923-the-last-flight
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,V2: A Novel of World War II,"Harris, Robert*",0525656723,,B084M6DHRW,317        pp,3.91,"13,249","Nov 17, 2020","Nov 17, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 01, 2020",,Kindle Edition,view,/book/show/51332327-v2
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"7th Heaven        (Women's Murder Club, #7)","Patterson, James*",0316017701,9780316017701,0316017701,376        pp,4.11,"65,727","Feb 04, 2008","Feb 04, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jan 02, 2021","Jan 04, 2021","Aug 31, 2020",,Hardcover,view,/book/show/552894.7th_Heaven
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Collecting the Dead        (Special Tracking Unit #1),"Kope, Spencer*",1250072875,9781250072870,1250072875,306        pp,3.93,"1,848","Jun 28, 2016","Jun 28, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2020",,Hardcover,view,/book/show/26114361-collecting-the-dead
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Troubled Blood        (Cormoran Strike, #5)","Galbraith, Robert",0751579939,9780751579932,0751579939,944        pp,4.37,"125,916","Sep 15, 2020","Sep 15, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 25, 2020",,Hardcover,view,/book/show/51807232-troubled-blood
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Agent        (Charles Jenkins, #2)","Dugoni, Robert*",1542014255,9781542014250,B07P9QFQH4,405        pp,4.43,"17,657","Sep 22, 2020","Sep 22, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 25, 2020",,Kindle Edition,view,/book/show/44434238-the-last-agent
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Am Watching You,"Driscoll, Teresa*",1542096596,9781542096591,B06Y1264PX,301        pp,3.99,"163,038","Oct 01, 2017","Oct 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 23, 2020",,Kindle Edition,view,/book/show/34914739-i-am-watching-you
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Darwin Affair,"Mason, Timothy",1616206349,9781616206345,1616206349,384        pp,3.65,"10,080","Jun 11, 2019","Jun 11, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Surprisingly good book! This was one of those community reads through the local library. Set during the time Darwin’s “On the Origin of Species” came Surprisingly good book! This was one of those community reads through the local library. Set during the time Darwin’s “On the Origin of Species” came out in 1859, the author included many historical figures (Darwin, Dickens, other prominent figures in London) to tell the story of assassination attempts on the life of Queen Victoria and Prince Albert – in particular Prince Albert. I loved all the historical events going on during that time and the historical figures – I even verified them through that process known as “googling”. There was some medical stuff in there too (we definitely have come a long way since then), some grave robbers (surgical medicine was in its infancy and did need some help), and there were those folks conspiring against Mr. Darwin and his ideas and anyone else who might give them credence. I loved our police detective, Robert Field – quite intuitive with just a tad bit of bungling – he finally does get his man and saves a few others including himself. A very good read!...more",Notes are private!,0,2,1,"Aug 18, 2020","Aug 20, 2020","Aug 18, 2020",,Hardcover,view (with text),/book/show/40591945-the-darwin-affair
